spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 06:10:44 BST 2016, end=Mon Jul 04 06:10:44 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 06:10:44 BST 2016, end=Mon Jul 04 06:10:44 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 06:10:44 BST 2016, end=Mon Jul 04 06:10:57 BST 2016, operations=1.0, operationsPerMinute=4.461961775860787
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 06:10:57 BST 2016, end=Mon Jul 04 06:11:01 BST 2016, operations=1.0, operationsPerMinute=17.24633515377982
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 06:11:01 BST 2016, end=Mon Jul 04 06:11:02 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 06:11:02 BST 2016, end=Mon Jul 04 06:11:11 BST 2016, operations=1.0, operationsPerMinute=6.855575868372943
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 06:11:11 BST 2016, end=Mon Jul 04 06:11:18 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 06:11:18 BST 2016, end=Mon Jul 04 06:11:25 BST 2016, operations=1.0, operationsPerMinute=9.114385538508278
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 06:11:25 BST 2016, end=Mon Jul 04 06:11:27 BST 2016, operations=1.0, operationsPerMinute=25.641025641025642
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 06:11:27 BST 2016, end=Mon Jul 04 06:11:28 BST 2016, operations=1.0, operationsPerMinute=80.10680907877169
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 06:11:28 BST 2016, end=Mon Jul 04 06:11:29 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 06:11:29 BST 2016, end=Mon Jul 04 06:11:35 BST 2016, operations=1.0, operationsPerMinute=10.509721492380452
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 06:11:35 BST 2016, end=Mon Jul 04 06:11:36 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 06:11:36 BST 2016, end=Mon Jul 04 06:11:37 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 06:11:37 BST 2016, end=Mon Jul 04 06:11:39 BST 2016, operations=1.0, operationsPerMinute=27.662517289073307
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 06:11:39 BST 2016, end=Mon Jul 04 06:11:46 BST 2016, operations=1.0, operationsPerMinute=8.80152559777028
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 06:11:46 BST 2016, end=Mon Jul 04 06:12:07 BST 2016, operations=1.0, operationsPerMinute=2.844815324071879
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 06:12:07 BST 2016, end=Mon Jul 04 06:12:08 BST 2016, operations=1.0, operationsPerMinute=71.17437722419929
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 06:12:19 BST 2016, end=Mon Jul 04 06:14:19 BST 2016, operations=426.87931710327734, operationsPerMinute=213.43965855163867, mode=normal, start=Mon Jul 04 06:14:20 BST 2016, end=Mon Jul 04 06:18:20 BST 2016, operations=879.1883824558442, operationsPerMinute=219.79709561396106
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 06:18:24 BST 2016, end=Mon Jul 04 06:20:24 BST 2016, operations=176.71021950192556, operationsPerMinute=88.35510975096278, mode=normal, start=Mon Jul 04 06:20:27 BST 2016, end=Mon Jul 04 06:24:27 BST 2016, operations=353.9269959421824, operationsPerMinute=88.4817489855456
benchmark-name=compress, mod=warmup, start=Mon Jul 04 06:24:31 BST 2016, end=Mon Jul 04 06:26:31 BST 2016, operations=300.66128423883333, operationsPerMinute=150.33064211941667, mode=normal, start=Mon Jul 04 06:26:33 BST 2016, end=Mon Jul 04 06:30:33 BST 2016, operations=462.28054399585676, operationsPerMinute=115.57013599896419
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 06:30:36 BST 2016, end=Mon Jul 04 06:32:36 BST 2016, operations=77.71529639876688, operationsPerMinute=38.85764819938344, mode=normal, start=Mon Jul 04 06:32:44 BST 2016, end=Mon Jul 04 06:36:44 BST 2016, operations=223.33817238859803, operationsPerMinute=55.834543097149506
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 06:36:51 BST 2016, end=Mon Jul 04 06:38:51 BST 2016, operations=176.07373388923367, operationsPerMinute=88.03686694461683, mode=normal, start=Mon Jul 04 06:38:55 BST 2016, end=Mon Jul 04 06:42:55 BST 2016, operations=206.52743123382396, operationsPerMinute=51.63185780845599
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 06:43:28 BST 2016, end=Mon Jul 04 06:45:28 BST 2016, operations=305.10483343715725, operationsPerMinute=152.55241671857863, mode=normal, start=Mon Jul 04 06:45:30 BST 2016, end=Mon Jul 04 06:49:30 BST 2016, operations=612.2522442883092, operationsPerMinute=153.0630610720773
benchmark-name=derby, mod=warmup, start=Mon Jul 04 06:49:53 BST 2016, end=Mon Jul 04 06:51:53 BST 2016, operations=273.90544243282886, operationsPerMinute=136.95272121641443, mode=normal, start=Mon Jul 04 06:51:56 BST 2016, end=Mon Jul 04 06:55:56 BST 2016, operations=547.9190946415683, operationsPerMinute=136.97977366039208
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 06:55:58 BST 2016, end=Mon Jul 04 06:57:58 BST 2016, operations=156.18568900750682, operationsPerMinute=78.09284450375341, mode=normal, start=Mon Jul 04 06:58:05 BST 2016, end=Mon Jul 04 07:02:05 BST 2016, operations=253.09978019357942, operationsPerMinute=63.274945048394855
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 07:03:11 BST 2016, end=Mon Jul 04 07:05:11 BST 2016, operations=68.27459806879405, operationsPerMinute=34.137299034397024, mode=normal, start=Mon Jul 04 07:05:18 BST 2016, end=Mon Jul 04 07:09:18 BST 2016, operations=86.24500332010926, operationsPerMinute=21.561250830027316
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 07:09:36 BST 2016, end=Mon Jul 04 07:11:36 BST 2016, operations=12.678004959454725, operationsPerMinute=6.3390024797273625, mode=normal, start=Mon Jul 04 07:13:18 BST 2016, end=Mon Jul 04 07:17:18 BST 2016, operations=28.237430104464774, operationsPerMinute=7.059357526116194
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 07:18:08 BST 2016, end=Mon Jul 04 07:20:08 BST 2016, operations=55.47433347988077, operationsPerMinute=27.737166739940385, mode=normal, start=Mon Jul 04 07:20:19 BST 2016, end=Mon Jul 04 07:24:19 BST 2016, operations=87.8557671840937, operationsPerMinute=21.963941796023423
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 07:28:17 BST 2016, end=Mon Jul 04 07:30:17 BST 2016, operations=42.64735739537558, operationsPerMinute=21.32367869768779, mode=normal, start=Mon Jul 04 07:30:39 BST 2016, end=Mon Jul 04 07:34:39 BST 2016, operations=63.126925985151104, operationsPerMinute=15.781731496287776
