spec.jvm2008.report.run.location=BEDSONTC017
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 04:27:28 BST 2016, end=Thu Jun 23 04:27:28 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 04:27:28 BST 2016, end=Thu Jun 23 04:27:28 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 04:27:28 BST 2016, end=Thu Jun 23 04:27:41 BST 2016, operations=1.0, operationsPerMinute=4.482629809488233
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 04:27:41 BST 2016, end=Thu Jun 23 04:27:45 BST 2016, operations=1.0, operationsPerMinute=16.7973124300112
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 04:27:45 BST 2016, end=Thu Jun 23 04:27:46 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 04:27:46 BST 2016, end=Thu Jun 23 04:27:55 BST 2016, operations=1.0, operationsPerMinute=7.044734061289186
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 04:27:55 BST 2016, end=Thu Jun 23 04:28:02 BST 2016, operations=1.0, operationsPerMinute=8.046131151937777
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 04:28:02 BST 2016, end=Thu Jun 23 04:28:09 BST 2016, operations=1.0, operationsPerMinute=9.178522257916475
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 04:28:09 BST 2016, end=Thu Jun 23 04:28:11 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 04:28:11 BST 2016, end=Thu Jun 23 04:28:12 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 04:28:12 BST 2016, end=Thu Jun 23 04:28:13 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 04:28:13 BST 2016, end=Thu Jun 23 04:28:18 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 04:28:18 BST 2016, end=Thu Jun 23 04:28:20 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 04:28:20 BST 2016, end=Thu Jun 23 04:28:21 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 04:28:21 BST 2016, end=Thu Jun 23 04:28:23 BST 2016, operations=1.0, operationsPerMinute=28.28854314002829
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 04:28:23 BST 2016, end=Thu Jun 23 04:28:29 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 04:28:29 BST 2016, end=Thu Jun 23 04:28:50 BST 2016, operations=1.0, operationsPerMinute=2.9515938606847696
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 04:28:50 BST 2016, end=Thu Jun 23 04:28:50 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 04:29:01 BST 2016, end=Thu Jun 23 04:31:01 BST 2016, operations=477.7908735336241, operationsPerMinute=238.89543676681205, mode=normal, start=Thu Jun 23 04:31:02 BST 2016, end=Thu Jun 23 04:35:02 BST 2016, operations=990.1341433239126, operationsPerMinute=247.53353583097814
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 04:35:06 BST 2016, end=Thu Jun 23 04:37:06 BST 2016, operations=192.0299075130329, operationsPerMinute=96.01495375651645, mode=normal, start=Thu Jun 23 04:37:08 BST 2016, end=Thu Jun 23 04:41:08 BST 2016, operations=379.6980931549441, operationsPerMinute=94.92452328873603
benchmark-name=compress, mod=warmup, start=Thu Jun 23 04:41:12 BST 2016, end=Thu Jun 23 04:43:12 BST 2016, operations=399.3812720828688, operationsPerMinute=199.6906360414344, mode=normal, start=Thu Jun 23 04:43:14 BST 2016, end=Thu Jun 23 04:47:14 BST 2016, operations=794.2868790775619, operationsPerMinute=198.57171976939048
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 04:47:16 BST 2016, end=Thu Jun 23 04:49:16 BST 2016, operations=139.3356822520945, operationsPerMinute=69.66784112604725, mode=normal, start=Thu Jun 23 04:49:20 BST 2016, end=Thu Jun 23 04:53:20 BST 2016, operations=292.8436934763663, operationsPerMinute=73.21092336909157
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 04:53:25 BST 2016, end=Thu Jun 23 04:55:25 BST 2016, operations=234.71469674090454, operationsPerMinute=117.35734837045227, mode=normal, start=Thu Jun 23 04:55:29 BST 2016, end=Thu Jun 23 04:59:29 BST 2016, operations=467.4177932508418, operationsPerMinute=116.85444831271045
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 04:59:32 BST 2016, end=Thu Jun 23 05:01:32 BST 2016, operations=406.0909012573322, operationsPerMinute=203.0454506286661, mode=normal, start=Thu Jun 23 05:01:34 BST 2016, end=Thu Jun 23 05:05:34 BST 2016, operations=807.2450808446858, operationsPerMinute=201.81127021117146
benchmark-name=derby, mod=warmup, start=Thu Jun 23 05:05:57 BST 2016, end=Thu Jun 23 05:07:57 BST 2016, operations=354.84731144688965, operationsPerMinute=177.42365572344482, mode=normal, start=Thu Jun 23 05:07:59 BST 2016, end=Thu Jun 23 05:11:59 BST 2016, operations=704.0483682202182, operationsPerMinute=176.01209205505455
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 05:12:02 BST 2016, end=Thu Jun 23 05:14:02 BST 2016, operations=199.22857325012592, operationsPerMinute=99.61428662506296, mode=normal, start=Thu Jun 23 05:14:05 BST 2016, end=Thu Jun 23 05:18:05 BST 2016, operations=412.16743238718095, operationsPerMinute=103.04185809679524
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 05:18:08 BST 2016, end=Thu Jun 23 05:20:08 BST 2016, operations=72.86107682574436, operationsPerMinute=36.43053841287218, mode=normal, start=Thu Jun 23 05:20:17 BST 2016, end=Thu Jun 23 05:24:17 BST 2016, operations=143.44913688111671, operationsPerMinute=35.86228422027918
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 05:24:27 BST 2016, end=Thu Jun 23 05:26:27 BST 2016, operations=13.833680970812699, operationsPerMinute=6.916840485406349, mode=normal, start=Thu Jun 23 05:27:10 BST 2016, end=Thu Jun 23 05:31:10 BST 2016, operations=28.00301573775402, operationsPerMinute=7.000753934438505
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 05:31:52 BST 2016, end=Thu Jun 23 05:33:52 BST 2016, operations=74.37456234002948, operationsPerMinute=37.18728117001474, mode=normal, start=Thu Jun 23 05:34:01 BST 2016, end=Thu Jun 23 05:38:01 BST 2016, operations=135.51018053761274, operationsPerMinute=33.877545134403185
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 05:38:13 BST 2016, end=Thu Jun 23 05:40:13 BST 2016, operations=41.92348708146506, operationsPerMinute=20.96174354073253, mode=normal, start=Thu Jun 23 05:40:27 BST 2016, end=Thu Jun 23 05:44:27 BST 2016, operations=84.32971240986562, operationsPerMinute=21.082428102466405
