spec.jvm2008.report.run.location=RIDLEY2B025
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 25 05:28:22 BST 2016, end=Sat Jun 25 05:28:22 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 05:28:22 BST 2016, end=Sat Jun 25 05:28:22 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 05:28:22 BST 2016, end=Sat Jun 25 05:28:35 BST 2016, operations=1.0, operationsPerMinute=4.7423332279481505
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 05:28:35 BST 2016, end=Sat Jun 25 05:28:38 BST 2016, operations=1.0, operationsPerMinute=18.404907975460123
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 05:28:38 BST 2016, end=Sat Jun 25 05:28:40 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 05:28:40 BST 2016, end=Sat Jun 25 05:28:48 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 05:28:48 BST 2016, end=Sat Jun 25 05:28:55 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 05:28:55 BST 2016, end=Sat Jun 25 05:29:02 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 05:29:02 BST 2016, end=Sat Jun 25 05:29:04 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 05:29:04 BST 2016, end=Sat Jun 25 05:29:05 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 05:29:05 BST 2016, end=Sat Jun 25 05:29:06 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 05:29:06 BST 2016, end=Sat Jun 25 05:29:11 BST 2016, operations=1.0, operationsPerMinute=10.897203051216854
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 05:29:11 BST 2016, end=Sat Jun 25 05:29:13 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 05:29:13 BST 2016, end=Sat Jun 25 05:29:14 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 05:29:14 BST 2016, end=Sat Jun 25 05:29:16 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 05:29:16 BST 2016, end=Sat Jun 25 05:29:22 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 05:29:22 BST 2016, end=Sat Jun 25 05:29:42 BST 2016, operations=1.0, operationsPerMinute=3.0070666065253344
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 05:29:42 BST 2016, end=Sat Jun 25 05:29:43 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 05:29:53 BST 2016, end=Sat Jun 25 05:31:53 BST 2016, operations=493.09423082305364, operationsPerMinute=246.54711541152682, mode=normal, start=Sat Jun 25 05:31:54 BST 2016, end=Sat Jun 25 05:35:54 BST 2016, operations=1012.4991149008205, operationsPerMinute=253.12477872520512
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 05:35:58 BST 2016, end=Sat Jun 25 05:37:58 BST 2016, operations=200.2421635629809, operationsPerMinute=100.12108178149045, mode=normal, start=Sat Jun 25 05:38:02 BST 2016, end=Sat Jun 25 05:42:02 BST 2016, operations=397.3508994505875, operationsPerMinute=99.33772486264688
benchmark-name=compress, mod=warmup, start=Sat Jun 25 05:42:06 BST 2016, end=Sat Jun 25 05:44:06 BST 2016, operations=396.05428678086264, operationsPerMinute=198.02714339043132, mode=normal, start=Sat Jun 25 05:44:08 BST 2016, end=Sat Jun 25 05:48:08 BST 2016, operations=799.1562903961938, operationsPerMinute=199.78907259904844
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 05:48:10 BST 2016, end=Sat Jun 25 05:50:10 BST 2016, operations=139.28941798007165, operationsPerMinute=69.64470899003582, mode=normal, start=Sat Jun 25 05:50:14 BST 2016, end=Sat Jun 25 05:54:14 BST 2016, operations=294.28515018576786, operationsPerMinute=73.57128754644197
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 05:54:20 BST 2016, end=Sat Jun 25 05:56:20 BST 2016, operations=237.0350909139664, operationsPerMinute=118.5175454569832, mode=normal, start=Sat Jun 25 05:56:23 BST 2016, end=Sat Jun 25 06:00:23 BST 2016, operations=473.75629450578464, operationsPerMinute=118.43907362644616
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 06:00:26 BST 2016, end=Sat Jun 25 06:02:26 BST 2016, operations=407.484748642461, operationsPerMinute=203.7423743212305, mode=normal, start=Sat Jun 25 06:02:28 BST 2016, end=Sat Jun 25 06:06:28 BST 2016, operations=816.0478632478632, operationsPerMinute=204.0119658119658
benchmark-name=derby, mod=warmup, start=Sat Jun 25 06:06:51 BST 2016, end=Sat Jun 25 06:08:51 BST 2016, operations=363.99520790026844, operationsPerMinute=181.99760395013422, mode=normal, start=Sat Jun 25 06:08:54 BST 2016, end=Sat Jun 25 06:12:54 BST 2016, operations=727.7986730017876, operationsPerMinute=181.9496682504469
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 06:12:56 BST 2016, end=Sat Jun 25 06:14:56 BST 2016, operations=207.6941282247933, operationsPerMinute=103.84706411239665, mode=normal, start=Sat Jun 25 06:15:00 BST 2016, end=Sat Jun 25 06:19:00 BST 2016, operations=416.6664166624854, operationsPerMinute=104.16660416562135
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 06:19:04 BST 2016, end=Sat Jun 25 06:21:04 BST 2016, operations=78.37073519905674, operationsPerMinute=39.18536759952837, mode=normal, start=Sat Jun 25 06:21:11 BST 2016, end=Sat Jun 25 06:25:11 BST 2016, operations=153.30022347985806, operationsPerMinute=38.325055869964515
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 06:25:19 BST 2016, end=Sat Jun 25 06:27:19 BST 2016, operations=13.91565292574614, operationsPerMinute=6.95782646287307, mode=normal, start=Sat Jun 25 06:28:03 BST 2016, end=Sat Jun 25 06:32:03 BST 2016, operations=27.714620635370686, operationsPerMinute=6.9286551588426715
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 06:32:39 BST 2016, end=Sat Jun 25 06:34:39 BST 2016, operations=74.50857994198381, operationsPerMinute=37.254289970991906, mode=normal, start=Sat Jun 25 06:34:49 BST 2016, end=Sat Jun 25 06:38:49 BST 2016, operations=149.0851504722047, operationsPerMinute=37.271287618051176
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 06:38:57 BST 2016, end=Sat Jun 25 06:40:57 BST 2016, operations=42.73021564626774, operationsPerMinute=21.36510782313387, mode=normal, start=Sat Jun 25 06:41:09 BST 2016, end=Sat Jun 25 06:45:09 BST 2016, operations=85.4191374619653, operationsPerMinute=21.354784365491327
benchmark-name=scimark.fft.small, mod=warmup, start=Sat Jun 25 06:45:22 BST 2016, end=Sat Jun 25 06:47:22 BST 2016, operations=701.1175182527223, operationsPerMinute=350.55875912636117, mode=normal, start=Sat Jun 25 06:47:23 BST 2016, end=Sat Jun 25 06:51:23 BST 2016, operations=1400.3257166186613, operationsPerMinute=350.08142915466533
benchmark-name=scimark.lu.small, mod=warmup, start=Sat Jun 25 06:51:24 BST 2016, end=Sat Jun 25 06:53:24 BST 2016, operations=574.0333699765405, operationsPerMinute=287.01668498827024, mode=normal, start=Sat Jun 25 06:53:25 BST 2016, end=Sat Jun 25 06:57:25 BST 2016, operations=1150.7058283328743, operationsPerMinute=287.67645708321857
benchmark-name=scimark.sor.small, mod=warmup, start=Sat Jun 25 06:57:27 BST 2016, end=Sat Jun 25 06:59:27 BST 2016, operations=330.0658842864493, operationsPerMinute=165.03294214322466, mode=normal, start=Sat Jun 25 06:59:29 BST 2016, end=Sat Jun 25 07:03:29 BST 2016, operations=659.4844790400804, operationsPerMinute=164.8711197600201
benchmark-name=scimark.sparse.small, mod=warmup, start=Sat Jun 25 07:03:31 BST 2016, end=Sat Jun 25 07:05:31 BST 2016, operations=508.93573807277824, operationsPerMinute=254.46786903638912, mode=normal, start=Sat Jun 25 07:05:33 BST 2016, end=Sat Jun 25 07:09:33 BST 2016, operations=1017.5594654413414, operationsPerMinute=254.38986636033536
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sat Jun 25 07:09:34 BST 2016, end=Sat Jun 25 07:11:34 BST 2016, operations=119.26905602518138, operationsPerMinute=59.63452801259069, mode=normal, start=Sat Jun 25 07:11:40 BST 2016, end=Sat Jun 25 07:15:40 BST 2016, operations=237.45987157907265, operationsPerMinute=59.364967894768164
benchmark-name=serial, mod=warmup, start=Sat Jun 25 07:15:47 BST 2016, end=Sat Jun 25 07:17:47 BST 2016, operations=241.06102081427503, operationsPerMinute=120.53051040713751, mode=normal, start=Sat Jun 25 07:17:50 BST 2016, end=Sat Jun 25 07:21:50 BST 2016, operations=474.2170166285457, operationsPerMinute=118.55425415713643
benchmark-name=sunflow, mod=warmup, start=Sat Jun 25 07:21:54 BST 2016, end=Sat Jun 25 07:23:54 BST 2016, operations=175.33676211529826, operationsPerMinute=87.66838105764913, mode=normal, start=Sat Jun 25 07:23:55 BST 2016, end=Sat Jun 25 07:27:55 BST 2016, operations=351.4605747973471, operationsPerMinute=87.86514369933677
benchmark-name=xml.transform, mod=warmup, start=Sat Jun 25 07:28:16 BST 2016, end=Sat Jun 25 07:30:16 BST 2016, operations=503.4078284114956, operationsPerMinute=251.7039142057478, mode=normal, start=Sat Jun 25 07:30:18 BST 2016, end=Sat Jun 25 07:34:18 BST 2016, operations=1056.242968412878, operationsPerMinute=264.0607421032195
benchmark-name=xml.validation, mod=warmup, start=Sat Jun 25 07:34:20 BST 2016, end=Sat Jun 25 07:36:20 BST 2016, operations=996.3560061395785, operationsPerMinute=498.17800306978927, mode=normal, start=Sat Jun 25 07:36:20 BST 2016, end=Sat Jun 25 07:40:20 BST 2016, operations=1959.1579244113943, operationsPerMinute=489.7894811028486
##-nursultan-##,RIDLEY2B025,Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz,4,8098,check,Sat Jun 25 05:28:22 BST 2016,Sat Jun 25 05:28:22 BST 2016,1.0,1276.595744680851,startup.helloworld,Sat Jun 25 05:28:22 BST 2016,Sat Jun 25 05:28:22 BST 2016,1.0,645.1612903225806,startup.compiler.compiler,Sat Jun 25 05:28:22 BST 2016,Sat Jun 25 05:28:35 BST 2016,1.0,4.7423332279481505,startup.compiler.sunflow,Sat Jun 25 05:28:35 BST 2016,Sat Jun 25 05:28:38 BST 2016,1.0,18.404907975460123,startup.compress,Sat Jun 25 05:28:38 BST 2016,Sat Jun 25 05:28:40 BST 2016,1.0,48.701298701298704,startup.crypto.aes,Sat Jun 25 05:28:40 BST 2016,Sat Jun 25 05:28:48 BST 2016,1.0,7.109004739336493,startup.crypto.rsa,Sat Jun 25 05:28:48 BST 2016,Sat Jun 25 05:28:55 BST 2016,1.0,7.979784545817263,startup.crypto.signverify,Sat Jun 25 05:28:55 BST 2016,Sat Jun 25 05:29:02 BST 2016,1.0,9.135200974421437,startup.mpegaudio,Sat Jun 25 05:29:02 BST 2016,Sat Jun 25 05:29:04 BST 2016,1.0,26.714158504007123,startup.scimark.fft,Sat Jun 25 05:29:04 BST 2016,Sat Jun 25 05:29:05 BST 2016,1.0,83.56545961002786,startup.scimark.lu,Sat Jun 25 05:29:05 BST 2016,Sat Jun 25 05:29:06 BST 2016,1.0,66.29834254143647,startup.scimark.monte_carlo,Sat Jun 25 05:29:06 BST 2016,Sat Jun 25 05:29:11 BST 2016,1.0,10.897203051216854,startup.scimark.sor,Sat Jun 25 05:29:11 BST 2016,Sat Jun 25 05:29:13 BST 2016,1.0,42.25352112676056,startup.scimark.sparse,Sat Jun 25 05:29:13 BST 2016,Sat Jun 25 05:29:14 BST 2016,1.0,61.03763987792472,startup.serial,Sat Jun 25 05:29:14 BST 2016,Sat Jun 25 05:29:16 BST 2016,1.0,28.708133971291865,startup.sunflow,Sat Jun 25 05:29:16 BST 2016,Sat Jun 25 05:29:22 BST 2016,1.0,9.380863039399625,startup.xml.transform,Sat Jun 25 05:29:22 BST 2016,Sat Jun 25 05:29:42 BST 2016,1.0,3.0070666065253344,startup.xml.validation,Sat Jun 25 05:29:42 BST 2016,Sat Jun 25 05:29:43 BST 2016,1.0,76.92307692307692,compiler.compiler,Sat Jun 25 05:29:53 BST 2016,Sat Jun 25 05:31:53 BST 2016,493.09423082305364,246.54711541152682,Sat Jun 25 05:31:54 BST 2016,Sat Jun 25 05:35:54 BST 2016,1012.4991149008205,253.12477872520512,compiler.sunflow,Sat Jun 25 05:35:58 BST 2016,Sat Jun 25 05:37:58 BST 2016,200.2421635629809,100.12108178149045,Sat Jun 25 05:38:02 BST 2016,Sat Jun 25 05:42:02 BST 2016,397.3508994505875,99.33772486264688,compress,Sat Jun 25 05:42:06 BST 2016,Sat Jun 25 05:44:06 BST 2016,396.05428678086264,198.02714339043132,Sat Jun 25 05:44:08 BST 2016,Sat Jun 25 05:48:08 BST 2016,799.1562903961938,199.78907259904844,crypto.aes,Sat Jun 25 05:48:10 BST 2016,Sat Jun 25 05:50:10 BST 2016,139.28941798007165,69.64470899003582,Sat Jun 25 05:50:14 BST 2016,Sat Jun 25 05:54:14 BST 2016,294.28515018576786,73.57128754644197,crypto.rsa,Sat Jun 25 05:54:20 BST 2016,Sat Jun 25 05:56:20 BST 2016,237.0350909139664,118.5175454569832,Sat Jun 25 05:56:23 BST 2016,Sat Jun 25 06:00:23 BST 2016,473.75629450578464,118.43907362644616,crypto.signverify,Sat Jun 25 06:00:26 BST 2016,Sat Jun 25 06:02:26 BST 2016,407.484748642461,203.7423743212305,Sat Jun 25 06:02:28 BST 2016,Sat Jun 25 06:06:28 BST 2016,816.0478632478632,204.0119658119658,derby,Sat Jun 25 06:06:51 BST 2016,Sat Jun 25 06:08:51 BST 2016,363.99520790026844,181.99760395013422,Sat Jun 25 06:08:54 BST 2016,Sat Jun 25 06:12:54 BST 2016,727.7986730017876,181.9496682504469,mpegaudio,Sat Jun 25 06:12:56 BST 2016,Sat Jun 25 06:14:56 BST 2016,207.6941282247933,103.84706411239665,Sat Jun 25 06:15:00 BST 2016,Sat Jun 25 06:19:00 BST 2016,416.6664166624854,104.16660416562135,scimark.fft.large,Sat Jun 25 06:19:04 BST 2016,Sat Jun 25 06:21:04 BST 2016,78.37073519905674,39.18536759952837,Sat Jun 25 06:21:11 BST 2016,Sat Jun 25 06:25:11 BST 2016,153.30022347985806,38.325055869964515,scimark.lu.large,Sat Jun 25 06:25:19 BST 2016,Sat Jun 25 06:27:19 BST 2016,13.91565292574614,6.95782646287307,Sat Jun 25 06:28:03 BST 2016,Sat Jun 25 06:32:03 BST 2016,27.714620635370686,6.9286551588426715,scimark.sor.large,Sat Jun 25 06:32:39 BST 2016,Sat Jun 25 06:34:39 BST 2016,74.50857994198381,37.254289970991906,Sat Jun 25 06:34:49 BST 2016,Sat Jun 25 06:38:49 BST 2016,149.0851504722047,37.271287618051176,scimark.sparse.large,Sat Jun 25 06:38:57 BST 2016,Sat Jun 25 06:40:57 BST 2016,42.73021564626774,21.36510782313387,Sat Jun 25 06:41:09 BST 2016,Sat Jun 25 06:45:09 BST 2016,85.4191374619653,21.354784365491327,scimark.fft.small,Sat Jun 25 06:45:22 BST 2016,Sat Jun 25 06:47:22 BST 2016,701.1175182527223,350.55875912636117,Sat Jun 25 06:47:23 BST 2016,Sat Jun 25 06:51:23 BST 2016,1400.3257166186613,350.08142915466533,scimark.lu.small,Sat Jun 25 06:51:24 BST 2016,Sat Jun 25 06:53:24 BST 2016,574.0333699765405,287.01668498827024,Sat Jun 25 06:53:25 BST 2016,Sat Jun 25 06:57:25 BST 2016,1150.7058283328743,287.67645708321857,scimark.sor.small,Sat Jun 25 06:57:27 BST 2016,Sat Jun 25 06:59:27 BST 2016,330.0658842864493,165.03294214322466,Sat Jun 25 06:59:29 BST 2016,Sat Jun 25 07:03:29 BST 2016,659.4844790400804,164.8711197600201,scimark.sparse.small,Sat Jun 25 07:03:31 BST 2016,Sat Jun 25 07:05:31 BST 2016,508.93573807277824,254.46786903638912,Sat Jun 25 07:05:33 BST 2016,Sat Jun 25 07:09:33 BST 2016,1017.5594654413414,254.38986636033536,scimark.monte_carlo,Sat Jun 25 07:09:34 BST 2016,Sat Jun 25 07:11:34 BST 2016,119.26905602518138,59.63452801259069,Sat Jun 25 07:11:40 BST 2016,Sat Jun 25 07:15:40 BST 2016,237.45987157907265,59.364967894768164,serial,Sat Jun 25 07:15:47 BST 2016,Sat Jun 25 07:17:47 BST 2016,241.06102081427503,120.53051040713751,Sat Jun 25 07:17:50 BST 2016,Sat Jun 25 07:21:50 BST 2016,474.2170166285457,118.55425415713643,sunflow,Sat Jun 25 07:21:54 BST 2016,Sat Jun 25 07:23:54 BST 2016,175.33676211529826,87.66838105764913,Sat Jun 25 07:23:55 BST 2016,Sat Jun 25 07:27:55 BST 2016,351.4605747973471,87.86514369933677,xml.transform,Sat Jun 25 07:28:16 BST 2016,Sat Jun 25 07:30:16 BST 2016,503.4078284114956,251.7039142057478,Sat Jun 25 07:30:18 BST 2016,Sat Jun 25 07:34:18 BST 2016,1056.242968412878,264.0607421032195,xml.validation,Sat Jun 25 07:34:20 BST 2016,Sat Jun 25 07:36:20 BST 2016,996.3560061395785,498.17800306978927,Sat Jun 25 07:36:20 BST 2016,Sat Jun 25 07:40:20 BST 2016,1959.1579244113943,489.7894811028486
