spec.jvm2008.report.run.location=BARN-13
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 21:20:02 BST 2016, end=Fri Jul 01 21:20:02 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 21:20:02 BST 2016, end=Fri Jul 01 21:20:02 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 21:20:02 BST 2016, end=Fri Jul 01 21:20:16 BST 2016, operations=1.0, operationsPerMinute=4.477277815088426
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 21:20:16 BST 2016, end=Fri Jul 01 21:20:19 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 21:20:19 BST 2016, end=Fri Jul 01 21:20:20 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 21:20:20 BST 2016, end=Fri Jul 01 21:20:29 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 21:20:29 BST 2016, end=Fri Jul 01 21:20:36 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 21:20:36 BST 2016, end=Fri Jul 01 21:20:43 BST 2016, operations=1.0, operationsPerMinute=9.157509157509157
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 21:20:43 BST 2016, end=Fri Jul 01 21:20:45 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 21:20:45 BST 2016, end=Fri Jul 01 21:20:46 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 21:20:46 BST 2016, end=Fri Jul 01 21:20:47 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 21:20:47 BST 2016, end=Fri Jul 01 21:20:52 BST 2016, operations=1.0, operationsPerMinute=10.95890410958904
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 21:20:52 BST 2016, end=Fri Jul 01 21:20:54 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 21:20:54 BST 2016, end=Fri Jul 01 21:20:54 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 21:20:54 BST 2016, end=Fri Jul 01 21:20:57 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 21:20:57 BST 2016, end=Fri Jul 01 21:21:03 BST 2016, operations=1.0, operationsPerMinute=9.312432096849294
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 21:21:03 BST 2016, end=Fri Jul 01 21:21:23 BST 2016, operations=1.0, operationsPerMinute=2.9977516862353233
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 21:21:23 BST 2016, end=Fri Jul 01 21:21:24 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 21:21:35 BST 2016, end=Fri Jul 01 21:23:35 BST 2016, operations=491.9944023740701, operationsPerMinute=245.99720118703505, mode=normal, start=Fri Jul 01 21:23:36 BST 2016, end=Fri Jul 01 21:27:36 BST 2016, operations=1018.3658649997212, operationsPerMinute=254.5914662499303
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 21:27:40 BST 2016, end=Fri Jul 01 21:29:40 BST 2016, operations=195.63310888353652, operationsPerMinute=97.81655444176826, mode=normal, start=Fri Jul 01 21:29:43 BST 2016, end=Fri Jul 01 21:33:43 BST 2016, operations=391.2876191522943, operationsPerMinute=97.82190478807358
benchmark-name=compress, mod=warmup, start=Fri Jul 01 21:33:47 BST 2016, end=Fri Jul 01 21:35:47 BST 2016, operations=400.0390441182086, operationsPerMinute=200.0195220591043, mode=normal, start=Fri Jul 01 21:35:49 BST 2016, end=Fri Jul 01 21:39:49 BST 2016, operations=801.3018764516452, operationsPerMinute=200.3254691129113
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 21:39:51 BST 2016, end=Fri Jul 01 21:41:51 BST 2016, operations=140.38818775092383, operationsPerMinute=70.19409387546192, mode=normal, start=Fri Jul 01 21:41:57 BST 2016, end=Fri Jul 01 21:45:57 BST 2016, operations=293.18843978675164, operationsPerMinute=73.29710994668791
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 21:46:02 BST 2016, end=Fri Jul 01 21:48:02 BST 2016, operations=236.3258376017445, operationsPerMinute=118.16291880087225, mode=normal, start=Fri Jul 01 21:48:05 BST 2016, end=Fri Jul 01 21:52:05 BST 2016, operations=474.10340258732435, operationsPerMinute=118.52585064683109
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 21:52:08 BST 2016, end=Fri Jul 01 21:54:08 BST 2016, operations=407.3141011883002, operationsPerMinute=203.6570505941501, mode=normal, start=Fri Jul 01 21:54:10 BST 2016, end=Fri Jul 01 21:58:10 BST 2016, operations=816.9567295536899, operationsPerMinute=204.23918238842248
benchmark-name=derby, mod=warmup, start=Fri Jul 01 21:58:33 BST 2016, end=Fri Jul 01 22:00:33 BST 2016, operations=355.6306814319789, operationsPerMinute=177.81534071598946, mode=normal, start=Fri Jul 01 22:00:36 BST 2016, end=Fri Jul 01 22:04:36 BST 2016, operations=712.7020192616518, operationsPerMinute=178.17550481541295
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 22:04:38 BST 2016, end=Fri Jul 01 22:06:38 BST 2016, operations=207.81649790152036, operationsPerMinute=103.90824895076018, mode=normal, start=Fri Jul 01 22:06:42 BST 2016, end=Fri Jul 01 22:10:42 BST 2016, operations=415.6213668297008, operationsPerMinute=103.9053417074252
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 22:10:46 BST 2016, end=Fri Jul 01 22:12:46 BST 2016, operations=72.58807321506053, operationsPerMinute=36.294036607530266, mode=normal, start=Fri Jul 01 22:12:56 BST 2016, end=Fri Jul 01 22:16:56 BST 2016, operations=152.9864909541399, operationsPerMinute=38.246622738534974
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 22:17:04 BST 2016, end=Fri Jul 01 22:19:04 BST 2016, operations=13.857160634350922, operationsPerMinute=6.928580317175461, mode=normal, start=Fri Jul 01 22:19:48 BST 2016, end=Fri Jul 01 22:23:48 BST 2016, operations=27.867941678987236, operationsPerMinute=6.966985419746809
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 22:24:32 BST 2016, end=Fri Jul 01 22:26:32 BST 2016, operations=74.4695585136619, operationsPerMinute=37.23477925683095, mode=normal, start=Fri Jul 01 22:26:41 BST 2016, end=Fri Jul 01 22:30:41 BST 2016, operations=149.22388608234246, operationsPerMinute=37.305971520585615
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 22:30:53 BST 2016, end=Fri Jul 01 22:32:53 BST 2016, operations=43.0307730588513, operationsPerMinute=21.51538652942565, mode=normal, start=Fri Jul 01 22:33:04 BST 2016, end=Fri Jul 01 22:37:04 BST 2016, operations=86.27094343717012, operationsPerMinute=21.56773585929253
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jul 01 22:37:17 BST 2016, end=Fri Jul 01 22:39:17 BST 2016, operations=731.7809889778014, operationsPerMinute=365.8904944889007, mode=normal, start=Fri Jul 01 22:39:18 BST 2016, end=Fri Jul 01 22:43:18 BST 2016, operations=1402.7710943147513, operationsPerMinute=350.6927735786878
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jul 01 22:43:19 BST 2016, end=Fri Jul 01 22:45:19 BST 2016, operations=576.4137468558329, operationsPerMinute=288.20687342791643, mode=normal, start=Fri Jul 01 22:45:21 BST 2016, end=Fri Jul 01 22:49:21 BST 2016, operations=1152.4264694040644, operationsPerMinute=288.1066173510161
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jul 01 22:49:22 BST 2016, end=Fri Jul 01 22:51:22 BST 2016, operations=330.79089055036854, operationsPerMinute=165.39544527518427, mode=normal, start=Fri Jul 01 22:51:25 BST 2016, end=Fri Jul 01 22:55:25 BST 2016, operations=660.9673088606439, operationsPerMinute=165.24182721516098
benchmark-name=scimark.sparse.small, mod=warmup, start=Fri Jul 01 22:55:28 BST 2016, end=Fri Jul 01 22:57:28 BST 2016, operations=512.3823503244619, operationsPerMinute=256.19117516223093, mode=normal, start=Fri Jul 01 22:57:29 BST 2016, end=Fri Jul 01 23:01:29 BST 2016, operations=1023.8551463014005, operationsPerMinute=255.96378657535013
benchmark-name=scimark.monte_carlo, mod=warmup, start=Fri Jul 01 23:01:31 BST 2016, end=Fri Jul 01 23:03:31 BST 2016, operations=119.19792142330137, operationsPerMinute=59.59896071165068, mode=normal, start=Fri Jul 01 23:03:38 BST 2016, end=Fri Jul 01 23:07:38 BST 2016, operations=239.93484272878575, operationsPerMinute=59.98371068219644
benchmark-name=serial, mod=warmup, start=Fri Jul 01 23:07:44 BST 2016, end=Fri Jul 01 23:09:44 BST 2016, operations=237.0654594710483, operationsPerMinute=118.53272973552416, mode=normal, start=Fri Jul 01 23:09:47 BST 2016, end=Fri Jul 01 23:13:47 BST 2016, operations=447.9067985682384, operationsPerMinute=111.9766996420596
benchmark-name=sunflow, mod=warmup, start=Fri Jul 01 23:13:51 BST 2016, end=Fri Jul 01 23:15:51 BST 2016, operations=178.51720869715726, operationsPerMinute=89.25860434857863, mode=normal, start=Fri Jul 01 23:15:53 BST 2016, end=Fri Jul 01 23:19:53 BST 2016, operations=359.64204438165706, operationsPerMinute=89.91051109541426
