spec.jvm2008.report.run.location=NIDD92
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 26 18:10:08 BST 2016, end=Sun Jun 26 18:10:08 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 18:10:08 BST 2016, end=Sun Jun 26 18:10:08 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 18:10:08 BST 2016, end=Sun Jun 26 18:10:29 BST 2016, operations=1.0, operationsPerMinute=2.8426588335623255
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 18:10:29 BST 2016, end=Sun Jun 26 18:10:34 BST 2016, operations=1.0, operationsPerMinute=12.133468149646108
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 18:10:34 BST 2016, end=Sun Jun 26 18:10:36 BST 2016, operations=1.0, operationsPerMinute=35.27336860670194
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 18:10:36 BST 2016, end=Sun Jun 26 18:10:46 BST 2016, operations=1.0, operationsPerMinute=5.656108597285068
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 18:10:46 BST 2016, end=Sun Jun 26 18:10:56 BST 2016, operations=1.0, operationsPerMinute=6.540935353755587
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 18:10:56 BST 2016, end=Sun Jun 26 18:11:03 BST 2016, operations=1.0, operationsPerMinute=8.029978586723768
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 18:11:03 BST 2016, end=Sun Jun 26 18:11:06 BST 2016, operations=1.0, operationsPerMinute=18.48998459167951
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 18:11:06 BST 2016, end=Sun Jun 26 18:11:07 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 18:11:07 BST 2016, end=Sun Jun 26 18:11:09 BST 2016, operations=1.0, operationsPerMinute=46.91164972634871
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 18:11:09 BST 2016, end=Sun Jun 26 18:11:16 BST 2016, operations=1.0, operationsPerMinute=8.43407365757661
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 18:11:16 BST 2016, end=Sun Jun 26 18:11:18 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 18:11:18 BST 2016, end=Sun Jun 26 18:11:19 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 18:11:19 BST 2016, end=Sun Jun 26 18:11:22 BST 2016, operations=1.0, operationsPerMinute=19.04157410345922
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 18:11:22 BST 2016, end=Sun Jun 26 18:11:30 BST 2016, operations=1.0, operationsPerMinute=7.913479293062516
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 18:11:30 BST 2016, end=Sun Jun 26 18:11:30 BST 2016, operations=1.0, operationsPerMinute=160.42780748663102
