spec.jvm2008.report.run.location=RIDLEY1B005
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i3 CPU         540  @ 3.07GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3893
benchmark-name=check, mode=normal, start=Sat Jun 25 00:05:48 BST 2016, end=Sat Jun 25 00:05:48 BST 2016, operations=1.0, operationsPerMinute=348.83720930232556
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 00:05:48 BST 2016, end=Sat Jun 25 00:05:49 BST 2016, operations=1.0, operationsPerMinute=49.87531172069826
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 00:05:49 BST 2016, end=Sat Jun 25 00:06:27 BST 2016, operations=1.0, operationsPerMinute=1.575588876342533
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 00:06:27 BST 2016, end=Sat Jun 25 00:06:36 BST 2016, operations=1.0, operationsPerMinute=6.586169045005488
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 00:06:36 BST 2016, end=Sat Jun 25 00:06:38 BST 2016, operations=1.0, operationsPerMinute=27.22323049001815
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 00:06:38 BST 2016, end=Sat Jun 25 00:06:51 BST 2016, operations=1.0, operationsPerMinute=4.699984333385555
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 00:06:51 BST 2016, end=Sat Jun 25 00:07:12 BST 2016, operations=1.0, operationsPerMinute=2.900091836241481
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 00:07:12 BST 2016, end=Sat Jun 25 00:07:26 BST 2016, operations=1.0, operationsPerMinute=4.14651002073255
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 00:07:26 BST 2016, end=Sat Jun 25 00:07:42 BST 2016, operations=1.0, operationsPerMinute=3.866726815750467
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 00:07:42 BST 2016, end=Sat Jun 25 00:07:43 BST 2016, operations=1.0, operationsPerMinute=49.87531172069826
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 00:07:43 BST 2016, end=Sat Jun 25 00:07:45 BST 2016, operations=1.0, operationsPerMinute=30.472320975114272
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 00:07:45 BST 2016, end=Sat Jun 25 00:07:53 BST 2016, operations=1.0, operationsPerMinute=7.543374402816193
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 00:07:53 BST 2016, end=Sat Jun 25 00:07:55 BST 2016, operations=1.0, operationsPerMinute=31.21748178980229
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 00:07:55 BST 2016, end=Sat Jun 25 00:07:57 BST 2016, operations=1.0, operationsPerMinute=26.666666666666668
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 00:07:57 BST 2016, end=Sat Jun 25 00:08:02 BST 2016, operations=1.0, operationsPerMinute=13.23918799646955
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 00:08:02 BST 2016, end=Sat Jun 25 00:08:23 BST 2016, operations=1.0, operationsPerMinute=2.8359408233681522
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 00:08:23 BST 2016, end=Sat Jun 25 00:10:42 BST 2016, operations=1.0, operationsPerMinute=0.4300242963727451
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 00:10:42 BST 2016, end=Sat Jun 25 00:10:55 BST 2016, operations=1.0, operationsPerMinute=4.654410053525716
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 00:11:18 BST 2016, end=Sat Jun 25 00:13:18 BST 2016, operations=227.4648477969077, operationsPerMinute=113.73242389845385, mode=normal, start=Sat Jun 25 00:13:20 BST 2016, end=Sat Jun 25 00:17:20 BST 2016, operations=467.86317299675244, operationsPerMinute=116.96579324918811
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 00:17:27 BST 2016, end=Sat Jun 25 00:19:27 BST 2016, operations=92.58730313017244, operationsPerMinute=46.29365156508622, mode=normal, start=Sat Jun 25 00:19:35 BST 2016, end=Sat Jun 25 00:23:35 BST 2016, operations=185.13362169099534, operationsPerMinute=46.283405422748835
benchmark-name=compress, mod=warmup, start=Sat Jun 25 00:23:41 BST 2016, end=Sat Jun 25 00:25:41 BST 2016, operations=158.60036812671433, operationsPerMinute=79.30018406335716, mode=normal, start=Sat Jun 25 00:25:45 BST 2016, end=Sat Jun 25 00:29:45 BST 2016, operations=317.1335220625468, operationsPerMinute=79.2833805156367
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 00:29:50 BST 2016, end=Sat Jun 25 00:31:50 BST 2016, operations=45.15292389193587, operationsPerMinute=22.576461945967935, mode=normal, start=Sat Jun 25 00:32:05 BST 2016, end=Sat Jun 25 00:36:05 BST 2016, operations=95.19784239435612, operationsPerMinute=23.79946059858903
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 00:36:16 BST 2016, end=Sat Jun 25 00:38:16 BST 2016, operations=83.29815158180196, operationsPerMinute=41.64907579090098, mode=normal, start=Sat Jun 25 00:38:22 BST 2016, end=Sat Jun 25 00:42:22 BST 2016, operations=166.79435044168756, operationsPerMinute=41.69858761042189
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 00:42:29 BST 2016, end=Sat Jun 25 00:44:29 BST 2016, operations=143.64043092344647, operationsPerMinute=71.82021546172324, mode=normal, start=Sat Jun 25 00:44:33 BST 2016, end=Sat Jun 25 00:48:33 BST 2016, operations=286.9618928168622, operationsPerMinute=71.74047320421555
benchmark-name=derby, mod=warmup, start=Sat Jun 25 00:50:06 BST 2016, end=Sat Jun 25 00:52:06 BST 2016, operations=129.3326986644732, operationsPerMinute=64.6663493322366, mode=normal, start=Sat Jun 25 00:52:11 BST 2016, end=Sat Jun 25 00:56:11 BST 2016, operations=264.4257839221246, operationsPerMinute=66.10644598053115
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 00:56:17 BST 2016, end=Sat Jun 25 00:58:17 BST 2016, operations=78.26261320190994, operationsPerMinute=39.13130660095497, mode=normal, start=Sat Jun 25 00:58:25 BST 2016, end=Sat Jun 25 01:02:25 BST 2016, operations=156.6673308623917, operationsPerMinute=39.16683271559793
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 01:02:34 BST 2016, end=Sat Jun 25 01:04:34 BST 2016, operations=54.61340581338702, operationsPerMinute=27.30670290669351, mode=normal, start=Sat Jun 25 01:04:44 BST 2016, end=Sat Jun 25 01:08:44 BST 2016, operations=104.84845217852951, operationsPerMinute=26.21211304463238
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 01:08:58 BST 2016, end=Sat Jun 25 01:10:58 BST 2016, operations=13.745800199475756, operationsPerMinute=6.872900099737878, mode=normal, start=Sat Jun 25 01:11:44 BST 2016, end=Sat Jun 25 01:15:44 BST 2016, operations=27.479213010766163, operationsPerMinute=6.869803252691541
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 01:16:18 BST 2016, end=Sat Jun 25 01:18:18 BST 2016, operations=50.670632229994254, operationsPerMinute=25.335316114997127, mode=normal, start=Sat Jun 25 01:18:31 BST 2016, end=Sat Jun 25 01:22:31 BST 2016, operations=101.69116473657223, operationsPerMinute=25.42279118414306
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 01:22:47 BST 2016, end=Sat Jun 25 01:24:47 BST 2016, operations=29.395669241184656, operationsPerMinute=14.697834620592328, mode=normal, start=Sat Jun 25 01:25:13 BST 2016, end=Sat Jun 25 01:29:13 BST 2016, operations=58.78574561151047, operationsPerMinute=14.696436402877618
benchmark-name=scimark.fft.small, mod=warmup, start=Sat Jun 25 01:29:34 BST 2016, end=Sat Jun 25 01:31:34 BST 2016, operations=270.0086048788297, operationsPerMinute=135.00430243941486, mode=normal, start=Sat Jun 25 01:31:36 BST 2016, end=Sat Jun 25 01:35:36 BST 2016, operations=544.7478608410394, operationsPerMinute=136.18696521025984
benchmark-name=scimark.lu.small, mod=warmup, start=Sat Jun 25 01:35:39 BST 2016, end=Sat Jun 25 01:37:39 BST 2016, operations=157.61069482905248, operationsPerMinute=78.80534741452624, mode=normal, start=Sat Jun 25 01:37:43 BST 2016, end=Sat Jun 25 01:41:43 BST 2016, operations=312.8946166305645, operationsPerMinute=78.22365415764112
benchmark-name=scimark.sor.small, mod=warmup, start=Sat Jun 25 01:41:49 BST 2016, end=Sat Jun 25 01:43:49 BST 2016, operations=225.91942805931106, operationsPerMinute=112.95971402965553, mode=normal, start=Sat Jun 25 01:43:52 BST 2016, end=Sat Jun 25 01:47:52 BST 2016, operations=452.6469765072722, operationsPerMinute=113.16174412681805
benchmark-name=scimark.sparse.small, mod=warmup, start=Sat Jun 25 01:47:55 BST 2016, end=Sat Jun 25 01:49:55 BST 2016, operations=114.07552594498496, operationsPerMinute=57.03776297249248, mode=normal, start=Sat Jun 25 01:50:02 BST 2016, end=Sat Jun 25 01:54:02 BST 2016, operations=240.90646370952697, operationsPerMinute=60.226615927381744
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sat Jun 25 01:54:08 BST 2016, end=Sat Jun 25 01:56:08 BST 2016, operations=51.176338550248374, operationsPerMinute=25.588169275124187, mode=normal, start=Sat Jun 25 01:56:20 BST 2016, end=Sat Jun 25 02:00:20 BST 2016, operations=102.69846953849482, operationsPerMinute=25.674617384623705
benchmark-name=serial, mod=warmup, start=Sat Jun 25 02:00:33 BST 2016, end=Sat Jun 25 02:02:33 BST 2016, operations=85.51026862193162, operationsPerMinute=42.75513431096581, mode=normal, start=Sat Jun 25 02:02:41 BST 2016, end=Sat Jun 25 02:06:41 BST 2016, operations=162.7248555181559, operationsPerMinute=40.68121387953897
benchmark-name=sunflow, mod=warmup, start=Sat Jun 25 02:06:51 BST 2016, end=Sat Jun 25 02:08:51 BST 2016, operations=62.4946434427778, operationsPerMinute=31.2473217213889, mode=normal, start=Sat Jun 25 02:08:54 BST 2016, end=Sat Jun 25 02:12:54 BST 2016, operations=124.79066306964083, operationsPerMinute=31.197665767410207
benchmark-name=xml.transform, mod=warmup, start=Sat Jun 25 02:13:29 BST 2016, end=Sat Jun 25 02:15:29 BST 2016, operations=182.96277486805045, operationsPerMinute=91.48138743402522, mode=normal, start=Sat Jun 25 02:15:32 BST 2016, end=Sat Jun 25 02:19:32 BST 2016, operations=372.2603220496027, operationsPerMinute=93.06508051240067
benchmark-name=xml.validation, mod=warmup, start=Sat Jun 25 02:19:36 BST 2016, end=Sat Jun 25 02:21:36 BST 2016, operations=280.2085279721475, operationsPerMinute=140.10426398607376, mode=normal, start=Sat Jun 25 02:21:38 BST 2016, end=Sat Jun 25 02:25:38 BST 2016, operations=554.3358142778641, operationsPerMinute=138.58395356946602
