spec.jvm2008.report.run.location=BARN-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 03 15:02:19 BST 2016, end=Fri Jun 03 15:02:19 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:02:19 BST 2016, end=Fri Jun 03 15:02:19 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:02:19 BST 2016, end=Fri Jun 03 15:02:31 BST 2016, operations=1.0, operationsPerMinute=4.801536491677337
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:02:31 BST 2016, end=Fri Jun 03 15:02:35 BST 2016, operations=1.0, operationsPerMinute=18.404907975460123
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:02:35 BST 2016, end=Fri Jun 03 15:02:36 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:02:36 BST 2016, end=Fri Jun 03 15:02:44 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:02:44 BST 2016, end=Fri Jun 03 15:02:52 BST 2016, operations=1.0, operationsPerMinute=8.063432334363661
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:02:52 BST 2016, end=Fri Jun 03 15:02:58 BST 2016, operations=1.0, operationsPerMinute=9.223674096848578
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:02:58 BST 2016, end=Fri Jun 03 15:03:01 BST 2016, operations=1.0, operationsPerMinute=25.466893039049236
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:03:01 BST 2016, end=Fri Jun 03 15:03:01 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:03:01 BST 2016, end=Fri Jun 03 15:03:02 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:03:02 BST 2016, end=Fri Jun 03 15:03:08 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:03:08 BST 2016, end=Fri Jun 03 15:03:09 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:03:09 BST 2016, end=Fri Jun 03 15:03:10 BST 2016, operations=1.0, operationsPerMinute=61.98347107438016
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:03:10 BST 2016, end=Fri Jun 03 15:03:12 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:03:12 BST 2016, end=Fri Jun 03 15:03:19 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:03:19 BST 2016, end=Fri Jun 03 15:03:39 BST 2016, operations=1.0, operationsPerMinute=2.972209838014564
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:03:39 BST 2016, end=Fri Jun 03 15:03:40 BST 2016, operations=1.0, operationsPerMinute=72.63922518159806
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:03:50 BST 2016, end=Fri Jun 03 15:05:50 BST 2016, operations=492.17586004968047, operationsPerMinute=246.08793002484023, mode=normal, start=Fri Jun 03 15:05:51 BST 2016, end=Fri Jun 03 15:09:51 BST 2016, operations=1004.4383363987957, operationsPerMinute=251.10958409969894
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:09:55 BST 2016, end=Fri Jun 03 15:11:55 BST 2016, operations=198.0953849780278, operationsPerMinute=99.0476924890139, mode=normal, start=Fri Jun 03 15:11:59 BST 2016, end=Fri Jun 03 15:15:59 BST 2016, operations=395.74624253964606, operationsPerMinute=98.93656063491152
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:16:02 BST 2016, end=Fri Jun 03 15:18:02 BST 2016, operations=400.45283906824403, operationsPerMinute=200.22641953412202, mode=normal, start=Fri Jun 03 15:18:04 BST 2016, end=Fri Jun 03 15:22:04 BST 2016, operations=800.7280518695742, operationsPerMinute=200.18201296739355
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:22:06 BST 2016, end=Fri Jun 03 15:24:06 BST 2016, operations=138.9765231879815, operationsPerMinute=69.48826159399076, mode=normal, start=Fri Jun 03 15:24:10 BST 2016, end=Fri Jun 03 15:28:10 BST 2016, operations=279.70729262601816, operationsPerMinute=69.92682315650454
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:28:15 BST 2016, end=Fri Jun 03 15:30:15 BST 2016, operations=233.67357919232947, operationsPerMinute=116.83678959616473, mode=normal, start=Fri Jun 03 15:30:17 BST 2016, end=Fri Jun 03 15:34:17 BST 2016, operations=465.3575695000861, operationsPerMinute=116.33939237502152
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:34:20 BST 2016, end=Fri Jun 03 15:36:20 BST 2016, operations=405.9265903769651, operationsPerMinute=202.96329518848256, mode=normal, start=Fri Jun 03 15:36:22 BST 2016, end=Fri Jun 03 15:40:22 BST 2016, operations=813.5937153511675, operationsPerMinute=203.39842883779187
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:40:45 BST 2016, end=Fri Jun 03 15:42:45 BST 2016, operations=365.4092664092664, operationsPerMinute=182.7046332046332, mode=normal, start=Fri Jun 03 15:42:47 BST 2016, end=Fri Jun 03 15:46:47 BST 2016, operations=730.1074643149376, operationsPerMinute=182.5268660787344
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 03 15:46:50 BST 2016, end=Fri Jun 03 15:48:50 BST 2016, operations=207.57872981506378, operationsPerMinute=103.78936490753189, mode=normal, start=Fri Jun 03 15:48:54 BST 2016, end=Fri Jun 03 15:52:54 BST 2016, operations=416.1929227916254, operationsPerMinute=104.04823069790635
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 03 15:52:57 BST 2016, end=Fri Jun 03 15:54:57 BST 2016, operations=70.21547570443086, operationsPerMinute=35.10773785221543, mode=normal, start=Fri Jun 03 15:55:07 BST 2016, end=Fri Jun 03 15:59:07 BST 2016, operations=139.833005413264, operationsPerMinute=34.958251353316
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 03 15:59:17 BST 2016, end=Fri Jun 03 16:01:17 BST 2016, operations=13.80671877609964, operationsPerMinute=6.90335938804982, mode=normal, start=Fri Jun 03 16:02:01 BST 2016, end=Fri Jun 03 16:06:01 BST 2016, operations=27.61809073494088, operationsPerMinute=6.90452268373522
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 03 16:06:38 BST 2016, end=Fri Jun 03 16:08:38 BST 2016, operations=73.54410839244476, operationsPerMinute=36.77205419622238, mode=normal, start=Fri Jun 03 16:08:48 BST 2016, end=Fri Jun 03 16:12:48 BST 2016, operations=149.01619921731913, operationsPerMinute=37.25404980432978
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 03 16:12:58 BST 2016, end=Fri Jun 03 16:14:58 BST 2016, operations=42.827707098569505, operationsPerMinute=21.413853549284752, mode=normal, start=Fri Jun 03 16:15:09 BST 2016, end=Fri Jun 03 16:19:09 BST 2016, operations=85.4644514309148, operationsPerMinute=21.3661128577287
