spec.jvm2008.report.run.location=BARN-05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 12:24:34 BST 2016, end=Fri Jul 01 12:24:34 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 12:24:34 BST 2016, end=Fri Jul 01 12:24:34 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 12:24:34 BST 2016, end=Fri Jul 01 12:24:48 BST 2016, operations=1.0, operationsPerMinute=4.49842555105713
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 12:24:48 BST 2016, end=Fri Jul 01 12:24:51 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 12:24:51 BST 2016, end=Fri Jul 01 12:24:52 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 12:24:52 BST 2016, end=Fri Jul 01 12:25:01 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 12:25:01 BST 2016, end=Fri Jul 01 12:25:08 BST 2016, operations=1.0, operationsPerMinute=8.012820512820513
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 12:25:08 BST 2016, end=Fri Jul 01 12:25:15 BST 2016, operations=1.0, operationsPerMinute=9.202453987730062
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 12:25:15 BST 2016, end=Fri Jul 01 12:25:17 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 12:25:17 BST 2016, end=Fri Jul 01 12:25:18 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 12:25:18 BST 2016, end=Fri Jul 01 12:25:19 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 12:25:19 BST 2016, end=Fri Jul 01 12:25:24 BST 2016, operations=1.0, operationsPerMinute=10.897203051216854
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 12:25:24 BST 2016, end=Fri Jul 01 12:25:25 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 12:25:25 BST 2016, end=Fri Jul 01 12:25:26 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 12:25:26 BST 2016, end=Fri Jul 01 12:25:29 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 12:25:29 BST 2016, end=Fri Jul 01 12:25:35 BST 2016, operations=1.0, operationsPerMinute=9.335615372646647
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 12:25:35 BST 2016, end=Fri Jul 01 12:25:53 BST 2016, operations=1.0, operationsPerMinute=3.2622879512831666
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 12:25:53 BST 2016, end=Fri Jul 01 12:25:54 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 12:26:05 BST 2016, end=Fri Jul 01 12:28:05 BST 2016, operations=489.95091989770447, operationsPerMinute=244.97545994885223, mode=normal, start=Fri Jul 01 12:28:06 BST 2016, end=Fri Jul 01 12:32:06 BST 2016, operations=1024.678238083717, operationsPerMinute=256.1695595209292
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 12:32:10 BST 2016, end=Fri Jul 01 12:34:10 BST 2016, operations=201.2359709116817, operationsPerMinute=100.61798545584085, mode=normal, start=Fri Jul 01 12:34:14 BST 2016, end=Fri Jul 01 12:38:14 BST 2016, operations=397.03144554301974, operationsPerMinute=99.25786138575494
benchmark-name=compress, mod=warmup, start=Fri Jul 01 12:38:17 BST 2016, end=Fri Jul 01 12:40:17 BST 2016, operations=399.71248593903147, operationsPerMinute=199.85624296951573, mode=normal, start=Fri Jul 01 12:40:19 BST 2016, end=Fri Jul 01 12:44:19 BST 2016, operations=798.367005331351, operationsPerMinute=199.59175133283776
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 12:44:21 BST 2016, end=Fri Jul 01 12:46:21 BST 2016, operations=139.80861192906332, operationsPerMinute=69.90430596453166, mode=normal, start=Fri Jul 01 12:46:27 BST 2016, end=Fri Jul 01 12:50:27 BST 2016, operations=294.1522575593194, operationsPerMinute=73.53806438982986
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 12:50:32 BST 2016, end=Fri Jul 01 12:52:32 BST 2016, operations=236.06340236315307, operationsPerMinute=118.03170118157654, mode=normal, start=Fri Jul 01 12:52:36 BST 2016, end=Fri Jul 01 12:56:36 BST 2016, operations=471.48841737769334, operationsPerMinute=117.87210434442333
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 12:56:39 BST 2016, end=Fri Jul 01 12:58:39 BST 2016, operations=407.12590190397947, operationsPerMinute=203.56295095198973, mode=normal, start=Fri Jul 01 12:58:41 BST 2016, end=Fri Jul 01 13:02:41 BST 2016, operations=815.5397863261735, operationsPerMinute=203.88494658154337
benchmark-name=derby, mod=warmup, start=Fri Jul 01 13:03:03 BST 2016, end=Fri Jul 01 13:05:03 BST 2016, operations=358.56918565239175, operationsPerMinute=179.28459282619588, mode=normal, start=Fri Jul 01 13:05:05 BST 2016, end=Fri Jul 01 13:09:05 BST 2016, operations=726.3219163414045, operationsPerMinute=181.58047908535113
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 13:09:07 BST 2016, end=Fri Jul 01 13:11:07 BST 2016, operations=205.93752557715857, operationsPerMinute=102.96876278857928, mode=normal, start=Fri Jul 01 13:11:11 BST 2016, end=Fri Jul 01 13:15:11 BST 2016, operations=411.4954819439962, operationsPerMinute=102.87387048599905
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 13:15:15 BST 2016, end=Fri Jul 01 13:17:15 BST 2016, operations=70.45456884598131, operationsPerMinute=35.22728442299066, mode=normal, start=Fri Jul 01 13:17:23 BST 2016, end=Fri Jul 01 13:21:23 BST 2016, operations=144.70021523979818, operationsPerMinute=36.175053809949546
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 13:21:33 BST 2016, end=Fri Jul 01 13:23:33 BST 2016, operations=13.869714920157595, operationsPerMinute=6.934857460078797, mode=normal, start=Fri Jul 01 13:24:16 BST 2016, end=Fri Jul 01 13:28:16 BST 2016, operations=27.618937414562662, operationsPerMinute=6.904734353640666
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 13:28:45 BST 2016, end=Fri Jul 01 13:30:45 BST 2016, operations=74.5393609439285, operationsPerMinute=37.26968047196425, mode=normal, start=Fri Jul 01 13:30:54 BST 2016, end=Fri Jul 01 13:34:54 BST 2016, operations=149.3287562942642, operationsPerMinute=37.33218907356605
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 13:35:05 BST 2016, end=Fri Jul 01 13:37:05 BST 2016, operations=43.11018970546104, operationsPerMinute=21.55509485273052, mode=normal, start=Fri Jul 01 13:37:16 BST 2016, end=Fri Jul 01 13:41:16 BST 2016, operations=85.92353215260447, operationsPerMinute=21.480883038151116
