spec.jvm2008.report.run.location=ROBLIB126
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Sat Jun 04 16:07:22 BST 2016, end=Sat Jun 04 16:07:22 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 16:07:22 BST 2016, end=Sat Jun 04 16:07:22 BST 2016, operations=1.0, operationsPerMinute=96.15384615384616
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 16:07:22 BST 2016, end=Sat Jun 04 16:07:44 BST 2016, operations=1.0, operationsPerMinute=2.7590012415505587
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 16:07:44 BST 2016, end=Sat Jun 04 16:07:49 BST 2016, operations=1.0, operationsPerMinute=13.03780964797914
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 16:07:49 BST 2016, end=Sat Jun 04 16:07:50 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 16:07:50 BST 2016, end=Sat Jun 04 16:08:00 BST 2016, operations=1.0, operationsPerMinute=6.365372374283895
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 16:08:00 BST 2016, end=Sat Jun 04 16:08:07 BST 2016, operations=1.0, operationsPerMinute=7.6765609007164795
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 16:08:07 BST 2016, end=Sat Jun 04 16:08:14 BST 2016, operations=1.0, operationsPerMinute=8.663008951775916
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 16:08:14 BST 2016, end=Sat Jun 04 16:08:17 BST 2016, operations=1.0, operationsPerMinute=21.969974368363236
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 16:08:17 BST 2016, end=Sat Jun 04 16:08:18 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 16:08:18 BST 2016, end=Sat Jun 04 16:08:19 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 16:08:19 BST 2016, end=Sat Jun 04 16:08:25 BST 2016, operations=1.0, operationsPerMinute=9.811937857726901
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 16:08:25 BST 2016, end=Sat Jun 04 16:08:27 BST 2016, operations=1.0, operationsPerMinute=38.07106598984772
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 16:08:27 BST 2016, end=Sat Jun 04 16:08:28 BST 2016, operations=1.0, operationsPerMinute=51.99306759098787
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 16:08:28 BST 2016, end=Sat Jun 04 16:08:31 BST 2016, operations=1.0, operationsPerMinute=22.488755622188904
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 16:08:31 BST 2016, end=Sat Jun 04 16:08:38 BST 2016, operations=1.0, operationsPerMinute=8.509431286342362
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 16:08:38 BST 2016, end=Sat Jun 04 16:09:03 BST 2016, operations=1.0, operationsPerMinute=2.3656507510941136
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 16:09:03 BST 2016, end=Sat Jun 04 16:09:04 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 16:09:18 BST 2016, end=Sat Jun 04 16:11:18 BST 2016, operations=411.18271292133596, operationsPerMinute=205.59135646066798, mode=normal, start=Sat Jun 04 16:11:19 BST 2016, end=Sat Jun 04 16:15:19 BST 2016, operations=844.2009067480069, operationsPerMinute=211.05022668700173
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 16:15:24 BST 2016, end=Sat Jun 04 16:17:24 BST 2016, operations=167.50175001724634, operationsPerMinute=83.75087500862317, mode=normal, start=Sat Jun 04 16:17:27 BST 2016, end=Sat Jun 04 16:21:27 BST 2016, operations=332.86122361714513, operationsPerMinute=83.21530590428628
benchmark-name=compress, mod=warmup, start=Sat Jun 04 16:21:32 BST 2016, end=Sat Jun 04 16:23:32 BST 2016, operations=342.66537001523375, operationsPerMinute=171.33268500761687, mode=normal, start=Sat Jun 04 16:23:34 BST 2016, end=Sat Jun 04 16:27:34 BST 2016, operations=688.761832034219, operationsPerMinute=172.19045800855474
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 16:27:36 BST 2016, end=Sat Jun 04 16:29:36 BST 2016, operations=114.899039055692, operationsPerMinute=57.449519527846, mode=normal, start=Sat Jun 04 16:29:41 BST 2016, end=Sat Jun 04 16:33:41 BST 2016, operations=243.22006676772747, operationsPerMinute=60.80501669193187
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 16:33:48 BST 2016, end=Sat Jun 04 16:35:48 BST 2016, operations=202.27347994506465, operationsPerMinute=101.13673997253233, mode=normal, start=Sat Jun 04 16:35:52 BST 2016, end=Sat Jun 04 16:39:52 BST 2016, operations=401.54223979785075, operationsPerMinute=100.38555994946269
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 16:39:55 BST 2016, end=Sat Jun 04 16:41:55 BST 2016, operations=321.3037523669826, operationsPerMinute=160.6518761834913, mode=normal, start=Sat Jun 04 16:41:57 BST 2016, end=Sat Jun 04 16:45:57 BST 2016, operations=672.0476135277405, operationsPerMinute=168.01190338193513
benchmark-name=derby, mod=warmup, start=Sat Jun 04 16:46:57 BST 2016, end=Sat Jun 04 16:48:57 BST 2016, operations=251.1429150097551, operationsPerMinute=125.57145750487754, mode=normal, start=Sat Jun 04 16:49:00 BST 2016, end=Sat Jun 04 16:53:00 BST 2016, operations=504.1170058764683, operationsPerMinute=126.02925146911707
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 16:53:03 BST 2016, end=Sat Jun 04 16:55:03 BST 2016, operations=163.64942786299602, operationsPerMinute=81.82471393149801, mode=normal, start=Sat Jun 04 16:55:08 BST 2016, end=Sat Jun 04 16:59:08 BST 2016, operations=327.79501378037276, operationsPerMinute=81.94875344509319
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 16:59:11 BST 2016, end=Sat Jun 04 17:01:11 BST 2016, operations=118.1484203774781, operationsPerMinute=59.07421018873905, mode=normal, start=Sat Jun 04 17:01:17 BST 2016, end=Sat Jun 04 17:05:17 BST 2016, operations=242.20751268643752, operationsPerMinute=60.55187817160938
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 17:05:27 BST 2016, end=Sat Jun 04 17:07:27 BST 2016, operations=24.978723710861434, operationsPerMinute=12.489361855430717, mode=normal, start=Sat Jun 04 17:07:56 BST 2016, end=Sat Jun 04 17:11:56 BST 2016, operations=50.2342731808883, operationsPerMinute=12.558568295222075
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 17:12:19 BST 2016, end=Sat Jun 04 17:14:19 BST 2016, operations=67.84125550849228, operationsPerMinute=33.92062775424614, mode=normal, start=Sat Jun 04 17:14:27 BST 2016, end=Sat Jun 04 17:18:27 BST 2016, operations=137.17826987187055, operationsPerMinute=34.29456746796764
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 17:18:40 BST 2016, end=Sat Jun 04 17:20:40 BST 2016, operations=78.13910724755507, operationsPerMinute=39.06955362377754, mode=normal, start=Sat Jun 04 17:20:48 BST 2016, end=Sat Jun 04 17:24:48 BST 2016, operations=156.75937599488321, operationsPerMinute=39.189843998720804
benchmark-name=scimark.fft.small, mod=warmup, start=Sat Jun 04 17:24:56 BST 2016, end=Sat Jun 04 17:26:56 BST 2016, operations=577.9470474223447, operationsPerMinute=288.97352371117233, mode=normal, start=Sat Jun 04 17:26:57 BST 2016, end=Sat Jun 04 17:30:57 BST 2016, operations=1219.0447266884837, operationsPerMinute=304.7611816721209
benchmark-name=scimark.lu.small, mod=warmup, start=Sat Jun 04 17:30:59 BST 2016, end=Sat Jun 04 17:32:59 BST 2016, operations=449.09872481256656, operationsPerMinute=224.54936240628328, mode=normal, start=Sat Jun 04 17:33:02 BST 2016, end=Sat Jun 04 17:37:02 BST 2016, operations=897.0995215311004, operationsPerMinute=224.2748803827751
benchmark-name=scimark.sor.small, mod=warmup, start=Sat Jun 04 17:37:03 BST 2016, end=Sat Jun 04 17:39:03 BST 2016, operations=297.315333962005, operationsPerMinute=148.6576669810025, mode=normal, start=Sat Jun 04 17:39:06 BST 2016, end=Sat Jun 04 17:43:06 BST 2016, operations=594.0201495108804, operationsPerMinute=148.5050373777201
benchmark-name=scimark.sparse.small, mod=warmup, start=Sat Jun 04 17:43:08 BST 2016, end=Sat Jun 04 17:45:08 BST 2016, operations=393.7011673335747, operationsPerMinute=196.85058366678734, mode=normal, start=Sat Jun 04 17:45:10 BST 2016, end=Sat Jun 04 17:49:10 BST 2016, operations=847.8063680291272, operationsPerMinute=211.9515920072818
