spec.jvm2008.report.run.location=UNION80
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Wed Jun 29 21:50:27 BST 2016, end=Wed Jun 29 21:50:27 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 21:50:27 BST 2016, end=Wed Jun 29 21:50:27 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 21:50:27 BST 2016, end=Wed Jun 29 21:50:48 BST 2016, operations=1.0, operationsPerMinute=2.834199338686821
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 21:50:48 BST 2016, end=Wed Jun 29 21:50:53 BST 2016, operations=1.0, operationsPerMinute=12.99545159194282
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 21:50:53 BST 2016, end=Wed Jun 29 21:50:55 BST 2016, operations=1.0, operationsPerMinute=36.96857670979667
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 21:50:55 BST 2016, end=Wed Jun 29 21:51:05 BST 2016, operations=1.0, operationsPerMinute=5.889859625012271
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 21:51:05 BST 2016, end=Wed Jun 29 21:51:13 BST 2016, operations=1.0, operationsPerMinute=7.1098471382865265
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 21:51:13 BST 2016, end=Wed Jun 29 21:51:20 BST 2016, operations=1.0, operationsPerMinute=8.397480755773268
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 21:51:20 BST 2016, end=Wed Jun 29 21:51:23 BST 2016, operations=1.0, operationsPerMinute=19.5248942401562
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 21:51:23 BST 2016, end=Wed Jun 29 21:51:24 BST 2016, operations=1.0, operationsPerMinute=63.02521008403362
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 21:51:24 BST 2016, end=Wed Jun 29 21:51:26 BST 2016, operations=1.0, operationsPerMinute=49.3421052631579
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 21:51:26 BST 2016, end=Wed Jun 29 21:51:32 BST 2016, operations=1.0, operationsPerMinute=8.92325996430696
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 21:51:32 BST 2016, end=Wed Jun 29 21:51:34 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 21:51:34 BST 2016, end=Wed Jun 29 21:51:35 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 21:51:35 BST 2016, end=Wed Jun 29 21:51:38 BST 2016, operations=1.0, operationsPerMinute=19.926934573231485
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 21:51:38 BST 2016, end=Wed Jun 29 21:51:46 BST 2016, operations=1.0, operationsPerMinute=8.37871805613741
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 21:51:46 BST 2016, end=Wed Jun 29 21:52:14 BST 2016, operations=1.0, operationsPerMinute=2.124946876328092
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 21:52:14 BST 2016, end=Wed Jun 29 21:52:15 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 21:52:31 BST 2016, end=Wed Jun 29 21:54:31 BST 2016, operations=354.1565531400396, operationsPerMinute=177.0782765700198, mode=normal, start=Wed Jun 29 21:54:32 BST 2016, end=Wed Jun 29 21:58:32 BST 2016, operations=727.6275761907823, operationsPerMinute=181.90689404769557
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 21:58:38 BST 2016, end=Wed Jun 29 22:00:38 BST 2016, operations=142.05700032910576, operationsPerMinute=71.02850016455288, mode=normal, start=Wed Jun 29 22:00:43 BST 2016, end=Wed Jun 29 22:04:43 BST 2016, operations=283.8330079908825, operationsPerMinute=70.95825199772062
benchmark-name=compress, mod=warmup, start=Wed Jun 29 22:04:48 BST 2016, end=Wed Jun 29 22:06:48 BST 2016, operations=270.0424860061098, operationsPerMinute=135.0212430030549, mode=normal, start=Wed Jun 29 22:06:50 BST 2016, end=Wed Jun 29 22:10:50 BST 2016, operations=541.6141197253621, operationsPerMinute=135.40352993134053
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 22:10:53 BST 2016, end=Wed Jun 29 22:12:53 BST 2016, operations=85.95223421652051, operationsPerMinute=42.976117108260254, mode=normal, start=Wed Jun 29 22:13:01 BST 2016, end=Wed Jun 29 22:17:01 BST 2016, operations=181.41235314504414, operationsPerMinute=45.353088286261034
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 22:17:10 BST 2016, end=Wed Jun 29 22:19:10 BST 2016, operations=145.33948062067932, operationsPerMinute=72.66974031033966, mode=normal, start=Wed Jun 29 22:19:15 BST 2016, end=Wed Jun 29 22:23:15 BST 2016, operations=292.3468973764842, operationsPerMinute=73.08672434412105
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 22:23:21 BST 2016, end=Wed Jun 29 22:25:21 BST 2016, operations=251.69591263801894, operationsPerMinute=125.84795631900947, mode=normal, start=Wed Jun 29 22:25:23 BST 2016, end=Wed Jun 29 22:29:23 BST 2016, operations=500.94032611963473, operationsPerMinute=125.23508152990868
benchmark-name=derby, mod=warmup, start=Wed Jun 29 22:30:59 BST 2016, end=Wed Jun 29 22:32:59 BST 2016, operations=204.81048326508085, operationsPerMinute=102.40524163254042, mode=normal, start=Wed Jun 29 22:33:03 BST 2016, end=Wed Jun 29 22:37:03 BST 2016, operations=412.73402545869453, operationsPerMinute=103.18350636467363
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 22:37:07 BST 2016, end=Wed Jun 29 22:39:07 BST 2016, operations=133.73678183336744, operationsPerMinute=66.86839091668372, mode=normal, start=Wed Jun 29 22:39:13 BST 2016, end=Wed Jun 29 22:43:13 BST 2016, operations=267.4222196874272, operationsPerMinute=66.8555549218568
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 22:43:19 BST 2016, end=Wed Jun 29 22:45:19 BST 2016, operations=77.1770627762208, operationsPerMinute=38.5885313881104, mode=normal, start=Wed Jun 29 22:45:27 BST 2016, end=Wed Jun 29 22:49:27 BST 2016, operations=162.66371532947875, operationsPerMinute=40.66592883236969
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 22:49:37 BST 2016, end=Wed Jun 29 22:51:37 BST 2016, operations=20.017606794418825, operationsPerMinute=10.008803397209412, mode=normal, start=Wed Jun 29 22:52:09 BST 2016, end=Wed Jun 29 22:56:09 BST 2016, operations=40.19580914830518, operationsPerMinute=10.048952287076295
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 22:56:44 BST 2016, end=Wed Jun 29 22:58:44 BST 2016, operations=55.29005808352413, operationsPerMinute=27.645029041762065, mode=normal, start=Wed Jun 29 22:58:53 BST 2016, end=Wed Jun 29 23:02:53 BST 2016, operations=110.89291655878628, operationsPerMinute=27.72322913969657
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 23:03:04 BST 2016, end=Wed Jun 29 23:05:04 BST 2016, operations=60.7902941363239, operationsPerMinute=30.39514706816195, mode=normal, start=Wed Jun 29 23:05:15 BST 2016, end=Wed Jun 29 23:09:15 BST 2016, operations=121.4276625963643, operationsPerMinute=30.356915649091075
