spec.jvm2008.report.run.location=BEDSONTC042
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:32:02 BST 2016, end=Thu Jun 23 02:32:02 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:32:02 BST 2016, end=Thu Jun 23 02:32:02 BST 2016, operations=1.0, operationsPerMinute=350.87719298245617
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:32:02 BST 2016, end=Thu Jun 23 02:32:16 BST 2016, operations=1.0, operationsPerMinute=4.524886877828054
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:32:16 BST 2016, end=Thu Jun 23 02:32:19 BST 2016, operations=1.0, operationsPerMinute=17.88908765652952
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:32:19 BST 2016, end=Thu Jun 23 02:32:20 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:32:20 BST 2016, end=Thu Jun 23 02:32:29 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:32:29 BST 2016, end=Thu Jun 23 02:32:36 BST 2016, operations=1.0, operationsPerMinute=8.097165991902834
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:32:36 BST 2016, end=Thu Jun 23 02:32:43 BST 2016, operations=1.0, operationsPerMinute=9.202453987730062
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:32:43 BST 2016, end=Thu Jun 23 02:32:45 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:32:45 BST 2016, end=Thu Jun 23 02:32:46 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:32:46 BST 2016, end=Thu Jun 23 02:32:47 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:32:47 BST 2016, end=Thu Jun 23 02:32:52 BST 2016, operations=1.0, operationsPerMinute=10.804970286331713
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:32:52 BST 2016, end=Thu Jun 23 02:32:54 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:32:54 BST 2016, end=Thu Jun 23 02:32:54 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:32:54 BST 2016, end=Thu Jun 23 02:32:57 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:32:57 BST 2016, end=Thu Jun 23 02:33:03 BST 2016, operations=1.0, operationsPerMinute=9.358914365933552
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:33:03 BST 2016, end=Thu Jun 23 02:33:23 BST 2016, operations=1.0, operationsPerMinute=2.9745674483168907
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:33:23 BST 2016, end=Thu Jun 23 02:33:24 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:33:34 BST 2016, end=Thu Jun 23 02:35:34 BST 2016, operations=490.85465053777256, operationsPerMinute=245.42732526888628, mode=normal, start=Thu Jun 23 02:35:36 BST 2016, end=Thu Jun 23 02:39:36 BST 2016, operations=1009.992471816588, operationsPerMinute=252.498117954147
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 02:39:40 BST 2016, end=Thu Jun 23 02:41:40 BST 2016, operations=195.11511062549064, operationsPerMinute=97.55755531274532, mode=normal, start=Thu Jun 23 02:41:42 BST 2016, end=Thu Jun 23 02:45:42 BST 2016, operations=388.06923646797367, operationsPerMinute=97.01730911699342
benchmark-name=compress, mod=warmup, start=Thu Jun 23 02:45:46 BST 2016, end=Thu Jun 23 02:47:46 BST 2016, operations=397.4127283669403, operationsPerMinute=198.70636418347016, mode=normal, start=Thu Jun 23 02:47:49 BST 2016, end=Thu Jun 23 02:51:49 BST 2016, operations=798.0902697291576, operationsPerMinute=199.5225674322894
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 02:51:51 BST 2016, end=Thu Jun 23 02:53:51 BST 2016, operations=137.72677878229132, operationsPerMinute=68.86338939114566, mode=normal, start=Thu Jun 23 02:53:56 BST 2016, end=Thu Jun 23 02:57:56 BST 2016, operations=294.22842883312967, operationsPerMinute=73.55710720828242
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 02:58:01 BST 2016, end=Thu Jun 23 03:00:01 BST 2016, operations=239.23340865287548, operationsPerMinute=119.61670432643774, mode=normal, start=Thu Jun 23 03:00:04 BST 2016, end=Thu Jun 23 03:04:04 BST 2016, operations=477.48017080366964, operationsPerMinute=119.37004270091741
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:04:07 BST 2016, end=Thu Jun 23 03:06:07 BST 2016, operations=406.15005561289354, operationsPerMinute=203.07502780644677, mode=normal, start=Thu Jun 23 03:06:09 BST 2016, end=Thu Jun 23 03:10:09 BST 2016, operations=812.3307706720859, operationsPerMinute=203.08269266802148
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:10:31 BST 2016, end=Thu Jun 23 03:12:31 BST 2016, operations=363.71658750268506, operationsPerMinute=181.85829375134253, mode=normal, start=Thu Jun 23 03:12:33 BST 2016, end=Thu Jun 23 03:16:33 BST 2016, operations=726.857056264957, operationsPerMinute=181.71426406623925
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:16:36 BST 2016, end=Thu Jun 23 03:18:36 BST 2016, operations=208.19385988412552, operationsPerMinute=104.09692994206276, mode=normal, start=Thu Jun 23 03:18:40 BST 2016, end=Thu Jun 23 03:22:40 BST 2016, operations=416.0183490052148, operationsPerMinute=104.0045872513037
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:22:43 BST 2016, end=Thu Jun 23 03:24:43 BST 2016, operations=78.0125053811543, operationsPerMinute=39.00625269057715, mode=normal, start=Thu Jun 23 03:24:51 BST 2016, end=Thu Jun 23 03:28:51 BST 2016, operations=157.4940621535144, operationsPerMinute=39.3735155383786
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:29:00 BST 2016, end=Thu Jun 23 03:31:00 BST 2016, operations=13.862240239092143, operationsPerMinute=6.931120119546072, mode=normal, start=Thu Jun 23 03:31:44 BST 2016, end=Thu Jun 23 03:35:44 BST 2016, operations=27.73758360259355, operationsPerMinute=6.934395900648387
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:36:20 BST 2016, end=Thu Jun 23 03:38:20 BST 2016, operations=74.70275878195005, operationsPerMinute=37.351379390975026, mode=normal, start=Thu Jun 23 03:38:29 BST 2016, end=Thu Jun 23 03:42:29 BST 2016, operations=148.34285526519537, operationsPerMinute=37.08571381629884
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 03:42:41 BST 2016, end=Thu Jun 23 03:44:41 BST 2016, operations=42.71825698268517, operationsPerMinute=21.359128491342585, mode=normal, start=Thu Jun 23 03:44:53 BST 2016, end=Thu Jun 23 03:48:53 BST 2016, operations=85.13844630387177, operationsPerMinute=21.284611575967944
