spec.jvm2008.report.run.location=NIDD92
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 26 11:03:38 BST 2016, end=Sun Jun 26 11:03:39 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 11:03:39 BST 2016, end=Sun Jun 26 11:03:39 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 11:03:39 BST 2016, end=Sun Jun 26 11:03:59 BST 2016, operations=1.0, operationsPerMinute=2.9929665286576546
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 11:03:59 BST 2016, end=Sun Jun 26 11:04:04 BST 2016, operations=1.0, operationsPerMinute=11.727912431587178
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 11:04:04 BST 2016, end=Sun Jun 26 11:04:06 BST 2016, operations=1.0, operationsPerMinute=35.60830860534124
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 11:04:06 BST 2016, end=Sun Jun 26 11:04:16 BST 2016, operations=1.0, operationsPerMinute=5.5581287633163505
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 11:04:16 BST 2016, end=Sun Jun 26 11:04:26 BST 2016, operations=1.0, operationsPerMinute=6.540935353755587
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 11:04:26 BST 2016, end=Sun Jun 26 11:04:33 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 11:04:33 BST 2016, end=Sun Jun 26 11:04:36 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 11:04:36 BST 2016, end=Sun Jun 26 11:04:37 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 11:04:37 BST 2016, end=Sun Jun 26 11:04:38 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 11:04:38 BST 2016, end=Sun Jun 26 11:04:46 BST 2016, operations=1.0, operationsPerMinute=8.470986869970352
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 11:04:46 BST 2016, end=Sun Jun 26 11:04:47 BST 2016, operations=1.0, operationsPerMinute=33.74578177727784
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 11:04:47 BST 2016, end=Sun Jun 26 11:04:49 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 11:04:49 BST 2016, end=Sun Jun 26 11:04:52 BST 2016, operations=1.0, operationsPerMinute=18.76172607879925
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 11:04:52 BST 2016, end=Sun Jun 26 11:04:59 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 11:04:59 BST 2016, end=Sun Jun 26 11:05:00 BST 2016, operations=1.0, operationsPerMinute=148.14814814814815
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 11:05:00 BST 2016, end=Sun Jun 26 11:05:01 BST 2016, operations=1.0, operationsPerMinute=40.899795501022496
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 11:05:18 BST 2016, end=Sun Jun 26 11:07:18 BST 2016, operations=300.99073407946736, operationsPerMinute=150.49536703973368, mode=normal, start=Sun Jun 26 11:07:20 BST 2016, end=Sun Jun 26 11:11:20 BST 2016, operations=615.6913928359336, operationsPerMinute=153.9228482089834
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 11:11:26 BST 2016, end=Sun Jun 26 11:13:26 BST 2016, operations=120.4596299495189, operationsPerMinute=60.22981497475945, mode=normal, start=Sun Jun 26 11:13:34 BST 2016, end=Sun Jun 26 11:17:34 BST 2016, operations=239.7872023485001, operationsPerMinute=59.946800587125026
benchmark-name=compress, mod=warmup, start=Sun Jun 26 11:17:39 BST 2016, end=Sun Jun 26 11:19:39 BST 2016, operations=204.14487153487661, operationsPerMinute=102.07243576743831, mode=normal, start=Sun Jun 26 11:19:49 BST 2016, end=Sun Jun 26 11:23:49 BST 2016, operations=243.31600180472643, operationsPerMinute=60.82900045118161
