spec.jvm2008.report.run.location=HULL35
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Tue Jun 21 16:28:49 BST 2016, end=Tue Jun 21 16:28:49 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 16:28:49 BST 2016, end=Tue Jun 21 16:28:50 BST 2016, operations=1.0, operationsPerMinute=91.74311926605505
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 16:28:50 BST 2016, end=Tue Jun 21 16:29:18 BST 2016, operations=1.0, operationsPerMinute=2.106223891599677
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 16:29:18 BST 2016, end=Tue Jun 21 16:29:23 BST 2016, operations=1.0, operationsPerMinute=12.479201331114808
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 16:29:23 BST 2016, end=Tue Jun 21 16:29:25 BST 2016, operations=1.0, operationsPerMinute=41.293874741913285
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 16:29:25 BST 2016, end=Tue Jun 21 16:29:34 BST 2016, operations=1.0, operationsPerMinute=6.083341782419142
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 16:29:34 BST 2016, end=Tue Jun 21 16:29:42 BST 2016, operations=1.0, operationsPerMinute=7.612281146917026
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 16:29:42 BST 2016, end=Tue Jun 21 16:29:49 BST 2016, operations=1.0, operationsPerMinute=8.739985433357612
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 16:29:49 BST 2016, end=Tue Jun 21 16:29:52 BST 2016, operations=1.0, operationsPerMinute=19.5248942401562
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 16:29:52 BST 2016, end=Tue Jun 21 16:29:53 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 16:29:53 BST 2016, end=Tue Jun 21 16:29:54 BST 2016, operations=1.0, operationsPerMinute=51.282051282051285
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 16:29:54 BST 2016, end=Tue Jun 21 16:30:01 BST 2016, operations=1.0, operationsPerMinute=9.541984732824428
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 16:30:01 BST 2016, end=Tue Jun 21 16:30:02 BST 2016, operations=1.0, operationsPerMinute=36.92307692307692
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 16:30:02 BST 2016, end=Tue Jun 21 16:30:03 BST 2016, operations=1.0, operationsPerMinute=50.67567567567568
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 16:30:03 BST 2016, end=Tue Jun 21 16:30:06 BST 2016, operations=1.0, operationsPerMinute=21.83406113537118
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 16:30:06 BST 2016, end=Tue Jun 21 16:30:13 BST 2016, operations=1.0, operationsPerMinute=8.379888268156424
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 16:30:13 BST 2016, end=Tue Jun 21 16:30:40 BST 2016, operations=1.0, operationsPerMinute=2.2713506965475467
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 16:30:40 BST 2016, end=Tue Jun 21 16:30:41 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 16:30:54 BST 2016, end=Tue Jun 21 16:32:54 BST 2016, operations=394.93361829787824, operationsPerMinute=197.46680914893912, mode=normal, start=Tue Jun 21 16:32:56 BST 2016, end=Tue Jun 21 16:36:56 BST 2016, operations=768.8749726178308, operationsPerMinute=192.2187431544577
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 16:37:02 BST 2016, end=Tue Jun 21 16:39:02 BST 2016, operations=146.477488459543, operationsPerMinute=73.2387442297715, mode=normal, start=Tue Jun 21 16:39:06 BST 2016, end=Tue Jun 21 16:43:06 BST 2016, operations=303.3640092911386, operationsPerMinute=75.84100232278465
benchmark-name=compress, mod=warmup, start=Tue Jun 21 16:43:10 BST 2016, end=Tue Jun 21 16:45:10 BST 2016, operations=318.73425138855123, operationsPerMinute=159.36712569427561, mode=normal, start=Tue Jun 21 16:45:13 BST 2016, end=Tue Jun 21 16:49:13 BST 2016, operations=644.882536367791, operationsPerMinute=161.22063409194774
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 16:49:16 BST 2016, end=Tue Jun 21 16:51:16 BST 2016, operations=112.58713088723593, operationsPerMinute=56.293565443617965, mode=normal, start=Tue Jun 21 16:51:22 BST 2016, end=Tue Jun 21 16:55:22 BST 2016, operations=216.8708068978654, operationsPerMinute=54.21770172446635
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 16:55:29 BST 2016, end=Tue Jun 21 16:57:29 BST 2016, operations=188.30903955812883, operationsPerMinute=94.15451977906442, mode=normal, start=Tue Jun 21 16:57:34 BST 2016, end=Tue Jun 21 17:01:34 BST 2016, operations=379.3689975102674, operationsPerMinute=94.84224937756684
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 17:01:38 BST 2016, end=Tue Jun 21 17:03:38 BST 2016, operations=327.78466429082835, operationsPerMinute=163.89233214541417, mode=normal, start=Tue Jun 21 17:03:40 BST 2016, end=Tue Jun 21 17:07:40 BST 2016, operations=658.0786512604359, operationsPerMinute=164.51966281510897
benchmark-name=derby, mod=warmup, start=Tue Jun 21 17:09:05 BST 2016, end=Tue Jun 21 17:11:05 BST 2016, operations=234.66879746609953, operationsPerMinute=117.33439873304977, mode=normal, start=Tue Jun 21 17:11:08 BST 2016, end=Tue Jun 21 17:15:08 BST 2016, operations=449.106151150126, operationsPerMinute=112.2765377875315
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 17:15:11 BST 2016, end=Tue Jun 21 17:17:11 BST 2016, operations=167.59002616125002, operationsPerMinute=83.79501308062501, mode=normal, start=Tue Jun 21 17:17:16 BST 2016, end=Tue Jun 21 17:21:16 BST 2016, operations=326.2228730297152, operationsPerMinute=81.5557182574288
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 17:21:20 BST 2016, end=Tue Jun 21 17:23:20 BST 2016, operations=57.60441513827166, operationsPerMinute=28.80220756913583, mode=normal, start=Tue Jun 21 17:23:26 BST 2016, end=Tue Jun 21 17:27:26 BST 2016, operations=118.26693624525151, operationsPerMinute=29.56673406131288
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 17:27:38 BST 2016, end=Tue Jun 21 17:29:38 BST 2016, operations=10.941743739338234, operationsPerMinute=5.470871869669117, mode=normal, start=Tue Jun 21 17:30:31 BST 2016, end=Tue Jun 21 17:34:31 BST 2016, operations=21.983982471565966, operationsPerMinute=5.4959956178914915
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 17:35:23 BST 2016, end=Tue Jun 21 17:37:23 BST 2016, operations=57.567972132909176, operationsPerMinute=28.783986066454588, mode=normal, start=Tue Jun 21 17:37:32 BST 2016, end=Tue Jun 21 17:41:32 BST 2016, operations=131.95057932742293, operationsPerMinute=32.98764483185573
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 17:41:41 BST 2016, end=Tue Jun 21 17:43:41 BST 2016, operations=40.73534893899344, operationsPerMinute=20.36767446949672, mode=normal, start=Tue Jun 21 17:44:00 BST 2016, end=Tue Jun 21 17:48:00 BST 2016, operations=82.72857392082452, operationsPerMinute=20.68214348020613
