spec.jvm2008.report.run.location=HULL109
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Tue Jun 21 16:13:54 BST 2016, end=Tue Jun 21 16:13:54 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 16:13:54 BST 2016, end=Tue Jun 21 16:13:54 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 16:13:54 BST 2016, end=Tue Jun 21 16:14:10 BST 2016, operations=1.0, operationsPerMinute=3.705304761316618
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 16:14:10 BST 2016, end=Tue Jun 21 16:14:14 BST 2016, operations=1.0, operationsPerMinute=13.83444777495965
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 16:14:14 BST 2016, end=Tue Jun 21 16:14:16 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 16:14:16 BST 2016, end=Tue Jun 21 16:14:25 BST 2016, operations=1.0, operationsPerMinute=6.608657341116863
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 16:14:25 BST 2016, end=Tue Jun 21 16:14:33 BST 2016, operations=1.0, operationsPerMinute=7.7389397652521605
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 16:14:33 BST 2016, end=Tue Jun 21 16:14:40 BST 2016, operations=1.0, operationsPerMinute=8.6617583369424
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 16:14:40 BST 2016, end=Tue Jun 21 16:14:42 BST 2016, operations=1.0, operationsPerMinute=22.49718785151856
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 16:14:42 BST 2016, end=Tue Jun 21 16:14:43 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 16:14:43 BST 2016, end=Tue Jun 21 16:14:44 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 16:14:44 BST 2016, end=Tue Jun 21 16:14:50 BST 2016, operations=1.0, operationsPerMinute=9.886307464162135
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 16:14:50 BST 2016, end=Tue Jun 21 16:14:52 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 16:14:52 BST 2016, end=Tue Jun 21 16:14:53 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 16:14:53 BST 2016, end=Tue Jun 21 16:14:56 BST 2016, operations=1.0, operationsPerMinute=23.023791250959324
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 16:14:56 BST 2016, end=Tue Jun 21 16:15:02 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 16:15:02 BST 2016, end=Tue Jun 21 16:15:28 BST 2016, operations=1.0, operationsPerMinute=2.3366305787055066
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 16:15:28 BST 2016, end=Tue Jun 21 16:15:29 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 16:15:42 BST 2016, end=Tue Jun 21 16:17:42 BST 2016, operations=413.27667667270555, operationsPerMinute=206.63833833635277, mode=normal, start=Tue Jun 21 16:17:43 BST 2016, end=Tue Jun 21 16:21:43 BST 2016, operations=867.9043483511589, operationsPerMinute=216.97608708778972
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 16:21:48 BST 2016, end=Tue Jun 21 16:23:48 BST 2016, operations=168.43291925479252, operationsPerMinute=84.21645962739626, mode=normal, start=Tue Jun 21 16:23:53 BST 2016, end=Tue Jun 21 16:27:53 BST 2016, operations=338.1085466149434, operationsPerMinute=84.52713665373585
benchmark-name=compress, mod=warmup, start=Tue Jun 21 16:27:57 BST 2016, end=Tue Jun 21 16:29:57 BST 2016, operations=352.63067087845377, operationsPerMinute=176.31533543922689, mode=normal, start=Tue Jun 21 16:29:59 BST 2016, end=Tue Jun 21 16:33:59 BST 2016, operations=704.8438041549506, operationsPerMinute=176.21095103873765
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 16:34:01 BST 2016, end=Tue Jun 21 16:36:01 BST 2016, operations=115.38678757890511, operationsPerMinute=57.69339378945256, mode=normal, start=Tue Jun 21 16:36:06 BST 2016, end=Tue Jun 21 16:40:06 BST 2016, operations=245.20240618475282, operationsPerMinute=61.300601546188204
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 16:40:12 BST 2016, end=Tue Jun 21 16:42:12 BST 2016, operations=204.9561365697175, operationsPerMinute=102.47806828485875, mode=normal, start=Tue Jun 21 16:42:16 BST 2016, end=Tue Jun 21 16:46:16 BST 2016, operations=409.5591114809987, operationsPerMinute=102.38977787024967
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 16:46:20 BST 2016, end=Tue Jun 21 16:48:20 BST 2016, operations=351.5147022150313, operationsPerMinute=175.75735110751566, mode=normal, start=Tue Jun 21 16:48:22 BST 2016, end=Tue Jun 21 16:52:22 BST 2016, operations=705.6883722152978, operationsPerMinute=176.42209305382445
benchmark-name=derby, mod=warmup, start=Tue Jun 21 16:53:36 BST 2016, end=Tue Jun 21 16:55:36 BST 2016, operations=256.0735473065812, operationsPerMinute=128.0367736532906, mode=normal, start=Tue Jun 21 16:55:39 BST 2016, end=Tue Jun 21 16:59:39 BST 2016, operations=513.2845665163072, operationsPerMinute=128.3211416290768
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 16:59:42 BST 2016, end=Tue Jun 21 17:01:42 BST 2016, operations=173.27154674178885, operationsPerMinute=86.63577337089443, mode=normal, start=Tue Jun 21 17:01:47 BST 2016, end=Tue Jun 21 17:05:47 BST 2016, operations=343.35615351113245, operationsPerMinute=85.83903837778311
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 17:05:52 BST 2016, end=Tue Jun 21 17:07:52 BST 2016, operations=73.27720048392902, operationsPerMinute=36.63860024196451, mode=normal, start=Tue Jun 21 17:08:01 BST 2016, end=Tue Jun 21 17:12:01 BST 2016, operations=146.87592363467587, operationsPerMinute=36.71898090866897
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 17:12:08 BST 2016, end=Tue Jun 21 17:14:08 BST 2016, operations=13.029785660105738, operationsPerMinute=6.514892830052869, mode=normal, start=Tue Jun 21 17:15:02 BST 2016, end=Tue Jun 21 17:19:02 BST 2016, operations=26.295587327512806, operationsPerMinute=6.573896831878201
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 17:19:44 BST 2016, end=Tue Jun 21 17:21:44 BST 2016, operations=63.76577310003143, operationsPerMinute=31.882886550015716, mode=normal, start=Tue Jun 21 17:22:02 BST 2016, end=Tue Jun 21 17:26:02 BST 2016, operations=132.63667847269525, operationsPerMinute=33.15916961817381
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 17:26:11 BST 2016, end=Tue Jun 21 17:28:11 BST 2016, operations=43.167976286282496, operationsPerMinute=21.583988143141248, mode=normal, start=Tue Jun 21 17:28:25 BST 2016, end=Tue Jun 21 17:32:25 BST 2016, operations=86.31946391851946, operationsPerMinute=21.579865979629865
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jun 21 17:32:37 BST 2016, end=Tue Jun 21 17:34:37 BST 2016, operations=576.162539727775, operationsPerMinute=288.0812698638875, mode=normal, start=Tue Jun 21 17:34:39 BST 2016, end=Tue Jun 21 17:38:39 BST 2016, operations=1179.2208383982152, operationsPerMinute=294.8052095995538
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jun 21 17:38:40 BST 2016, end=Tue Jun 21 17:40:40 BST 2016, operations=463.4116504854369, operationsPerMinute=231.70582524271845, mode=normal, start=Tue Jun 21 17:40:42 BST 2016, end=Tue Jun 21 17:44:42 BST 2016, operations=925.7339455520108, operationsPerMinute=231.4334863880027
benchmark-name=scimark.sor.small, mod=warmup, start=Tue Jun 21 17:44:44 BST 2016, end=Tue Jun 21 17:46:44 BST 2016, operations=301.4270516650519, operationsPerMinute=150.71352583252596, mode=normal, start=Tue Jun 21 17:46:46 BST 2016, end=Tue Jun 21 17:50:46 BST 2016, operations=595.0437583456708, operationsPerMinute=148.7609395864177
benchmark-name=scimark.sparse.small, mod=warmup, start=Tue Jun 21 17:50:49 BST 2016, end=Tue Jun 21 17:52:49 BST 2016, operations=422.79072973290056, operationsPerMinute=211.39536486645028, mode=normal, start=Tue Jun 21 17:52:51 BST 2016, end=Tue Jun 21 17:56:51 BST 2016, operations=856.1390125264168, operationsPerMinute=214.0347531316042
benchmark-name=scimark.monte_carlo, mod=warmup, start=Tue Jun 21 17:56:52 BST 2016, end=Tue Jun 21 17:58:52 BST 2016, operations=96.91055376551472, operationsPerMinute=48.45527688275736, mode=normal, start=Tue Jun 21 17:59:02 BST 2016, end=Tue Jun 21 18:03:02 BST 2016, operations=195.1967274577954, operationsPerMinute=48.79918186444885
