spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 21:12:41 BST 2016, end=Mon Jul 04 21:12:41 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 21:12:41 BST 2016, end=Mon Jul 04 21:12:41 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 21:12:41 BST 2016, end=Mon Jul 04 21:12:56 BST 2016, operations=1.0, operationsPerMinute=3.9690414764834294
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 21:12:56 BST 2016, end=Mon Jul 04 21:13:00 BST 2016, operations=1.0, operationsPerMinute=17.482517482517483
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 21:13:00 BST 2016, end=Mon Jul 04 21:13:01 BST 2016, operations=1.0, operationsPerMinute=45.80152671755725
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 21:13:01 BST 2016, end=Mon Jul 04 21:13:09 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 21:13:09 BST 2016, end=Mon Jul 04 21:13:17 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 21:13:17 BST 2016, end=Mon Jul 04 21:13:23 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 21:13:23 BST 2016, end=Mon Jul 04 21:13:26 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 21:13:26 BST 2016, end=Mon Jul 04 21:13:26 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 21:13:26 BST 2016, end=Mon Jul 04 21:13:27 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 21:13:27 BST 2016, end=Mon Jul 04 21:13:33 BST 2016, operations=1.0, operationsPerMinute=10.744985673352435
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 21:13:33 BST 2016, end=Mon Jul 04 21:13:34 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 21:13:34 BST 2016, end=Mon Jul 04 21:13:35 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 21:13:35 BST 2016, end=Mon Jul 04 21:13:37 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 21:13:37 BST 2016, end=Mon Jul 04 21:13:44 BST 2016, operations=1.0, operationsPerMinute=9.335615372646647
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 21:13:44 BST 2016, end=Mon Jul 04 21:14:04 BST 2016, operations=1.0, operationsPerMinute=2.9815146094215863
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 21:14:04 BST 2016, end=Mon Jul 04 21:14:05 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 21:14:16 BST 2016, end=Mon Jul 04 21:16:16 BST 2016, operations=494.7633744704443, operationsPerMinute=247.38168723522216, mode=normal, start=Mon Jul 04 21:16:17 BST 2016, end=Mon Jul 04 21:20:17 BST 2016, operations=988.3821623239478, operationsPerMinute=247.09554058098695
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 21:20:22 BST 2016, end=Mon Jul 04 21:22:22 BST 2016, operations=199.0842457972988, operationsPerMinute=99.5421228986494, mode=normal, start=Mon Jul 04 21:22:26 BST 2016, end=Mon Jul 04 21:26:26 BST 2016, operations=397.65298011129914, operationsPerMinute=99.41324502782479
benchmark-name=compress, mod=warmup, start=Mon Jul 04 21:26:29 BST 2016, end=Mon Jul 04 21:28:29 BST 2016, operations=399.87605146421686, operationsPerMinute=199.93802573210843, mode=normal, start=Mon Jul 04 21:28:31 BST 2016, end=Mon Jul 04 21:32:31 BST 2016, operations=800.2288777852763, operationsPerMinute=200.05721944631907
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 21:32:33 BST 2016, end=Mon Jul 04 21:34:33 BST 2016, operations=139.97668929616032, operationsPerMinute=69.98834464808016, mode=normal, start=Mon Jul 04 21:34:37 BST 2016, end=Mon Jul 04 21:38:37 BST 2016, operations=294.5542877070513, operationsPerMinute=73.63857192676282
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 21:38:42 BST 2016, end=Mon Jul 04 21:40:42 BST 2016, operations=235.48496470946074, operationsPerMinute=117.74248235473037, mode=normal, start=Mon Jul 04 21:40:44 BST 2016, end=Mon Jul 04 21:44:44 BST 2016, operations=468.9941160010088, operationsPerMinute=117.2485290002522
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 21:44:48 BST 2016, end=Mon Jul 04 21:46:48 BST 2016, operations=408.0872741376488, operationsPerMinute=204.0436370688244, mode=normal, start=Mon Jul 04 21:46:50 BST 2016, end=Mon Jul 04 21:50:50 BST 2016, operations=815.8710375419237, operationsPerMinute=203.96775938548092
benchmark-name=derby, mod=warmup, start=Mon Jul 04 21:51:32 BST 2016, end=Mon Jul 04 21:53:32 BST 2016, operations=358.3951769562165, operationsPerMinute=179.19758847810826, mode=normal, start=Mon Jul 04 21:53:34 BST 2016, end=Mon Jul 04 21:57:34 BST 2016, operations=720.945411978834, operationsPerMinute=180.2363529947085
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 21:57:35 BST 2016, end=Mon Jul 04 21:59:35 BST 2016, operations=208.00399774457162, operationsPerMinute=104.00199887228581, mode=normal, start=Mon Jul 04 21:59:39 BST 2016, end=Mon Jul 04 22:03:39 BST 2016, operations=415.5914147480653, operationsPerMinute=103.89785368701632
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 22:03:42 BST 2016, end=Mon Jul 04 22:05:42 BST 2016, operations=79.16400452683418, operationsPerMinute=39.58200226341709, mode=normal, start=Mon Jul 04 22:05:51 BST 2016, end=Mon Jul 04 22:09:51 BST 2016, operations=153.40328181681508, operationsPerMinute=38.35082045420377
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 22:09:59 BST 2016, end=Mon Jul 04 22:11:59 BST 2016, operations=13.94081805601584, operationsPerMinute=6.97040902800792, mode=normal, start=Mon Jul 04 22:12:41 BST 2016, end=Mon Jul 04 22:16:41 BST 2016, operations=27.776644407483477, operationsPerMinute=6.944161101870869
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 22:17:17 BST 2016, end=Mon Jul 04 22:19:17 BST 2016, operations=74.62975705792947, operationsPerMinute=37.314878528964734, mode=normal, start=Mon Jul 04 22:19:25 BST 2016, end=Mon Jul 04 22:23:25 BST 2016, operations=148.70380757989295, operationsPerMinute=37.17595189497324
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 22:23:34 BST 2016, end=Mon Jul 04 22:25:34 BST 2016, operations=43.1133948301062, operationsPerMinute=21.5566974150531, mode=normal, start=Mon Jul 04 22:25:45 BST 2016, end=Mon Jul 04 22:29:45 BST 2016, operations=86.05681462798788, operationsPerMinute=21.51420365699697
