spec.jvm2008.report.run.location=BEDSONTC005
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 03:09:10 BST 2016, end=Thu Jun 23 03:09:10 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 03:09:10 BST 2016, end=Thu Jun 23 03:09:10 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 03:09:10 BST 2016, end=Thu Jun 23 03:09:23 BST 2016, operations=1.0, operationsPerMinute=4.5735193231191404
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 03:09:23 BST 2016, end=Thu Jun 23 03:09:27 BST 2016, operations=1.0, operationsPerMinute=17.80415430267062
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 03:09:27 BST 2016, end=Thu Jun 23 03:09:28 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 03:09:28 BST 2016, end=Thu Jun 23 03:09:37 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 03:09:37 BST 2016, end=Thu Jun 23 03:09:44 BST 2016, operations=1.0, operationsPerMinute=8.028904054596548
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 03:09:44 BST 2016, end=Thu Jun 23 03:09:51 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 03:09:51 BST 2016, end=Thu Jun 23 03:09:53 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 03:09:53 BST 2016, end=Thu Jun 23 03:09:54 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 03:09:54 BST 2016, end=Thu Jun 23 03:09:55 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 03:09:55 BST 2016, end=Thu Jun 23 03:10:00 BST 2016, operations=1.0, operationsPerMinute=10.773927096426647
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 03:10:00 BST 2016, end=Thu Jun 23 03:10:02 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 03:10:02 BST 2016, end=Thu Jun 23 03:10:03 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 03:10:03 BST 2016, end=Thu Jun 23 03:10:05 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 03:10:05 BST 2016, end=Thu Jun 23 03:10:11 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 03:10:11 BST 2016, end=Thu Jun 23 03:10:31 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 03:10:31 BST 2016, end=Thu Jun 23 03:10:32 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 03:10:42 BST 2016, end=Thu Jun 23 03:12:42 BST 2016, operations=484.90754690563796, operationsPerMinute=242.45377345281898, mode=normal, start=Thu Jun 23 03:12:44 BST 2016, end=Thu Jun 23 03:16:44 BST 2016, operations=1007.332618004312, operationsPerMinute=251.833154501078
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 03:16:48 BST 2016, end=Thu Jun 23 03:18:48 BST 2016, operations=198.08863481803755, operationsPerMinute=99.04431740901877, mode=normal, start=Thu Jun 23 03:18:51 BST 2016, end=Thu Jun 23 03:22:51 BST 2016, operations=395.6293911069439, operationsPerMinute=98.90734777673597
benchmark-name=compress, mod=warmup, start=Thu Jun 23 03:22:55 BST 2016, end=Thu Jun 23 03:24:55 BST 2016, operations=400.2556912241485, operationsPerMinute=200.12784561207425, mode=normal, start=Thu Jun 23 03:24:57 BST 2016, end=Thu Jun 23 03:28:57 BST 2016, operations=801.0020837599367, operationsPerMinute=200.25052093998417
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 03:28:59 BST 2016, end=Thu Jun 23 03:30:59 BST 2016, operations=138.13640880954148, operationsPerMinute=69.06820440477074, mode=normal, start=Thu Jun 23 03:31:04 BST 2016, end=Thu Jun 23 03:35:04 BST 2016, operations=294.0416882845225, operationsPerMinute=73.51042207113062
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 03:35:09 BST 2016, end=Thu Jun 23 03:37:09 BST 2016, operations=234.97240095920438, operationsPerMinute=117.48620047960219, mode=normal, start=Thu Jun 23 03:37:11 BST 2016, end=Thu Jun 23 03:41:11 BST 2016, operations=470.65968326117394, operationsPerMinute=117.66492081529348
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:41:14 BST 2016, end=Thu Jun 23 03:43:14 BST 2016, operations=405.49145942034727, operationsPerMinute=202.74572971017363, mode=normal, start=Thu Jun 23 03:43:16 BST 2016, end=Thu Jun 23 03:47:16 BST 2016, operations=813.444472910751, operationsPerMinute=203.36111822768774
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:47:38 BST 2016, end=Thu Jun 23 03:49:38 BST 2016, operations=363.81229088229543, operationsPerMinute=181.90614544114771, mode=normal, start=Thu Jun 23 03:49:41 BST 2016, end=Thu Jun 23 03:53:41 BST 2016, operations=728.9479691393678, operationsPerMinute=182.23699228484196
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:53:42 BST 2016, end=Thu Jun 23 03:55:42 BST 2016, operations=207.9016162503455, operationsPerMinute=103.95080812517276, mode=normal, start=Thu Jun 23 03:55:46 BST 2016, end=Thu Jun 23 03:59:46 BST 2016, operations=416.15664693959855, operationsPerMinute=104.03916173489964
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:59:50 BST 2016, end=Thu Jun 23 04:01:50 BST 2016, operations=77.89213996452702, operationsPerMinute=38.94606998226351, mode=normal, start=Thu Jun 23 04:01:58 BST 2016, end=Thu Jun 23 04:05:58 BST 2016, operations=146.70277447470846, operationsPerMinute=36.675693618677116
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 04:06:09 BST 2016, end=Thu Jun 23 04:08:09 BST 2016, operations=13.897166030024561, operationsPerMinute=6.9485830150122805, mode=normal, start=Thu Jun 23 04:08:52 BST 2016, end=Thu Jun 23 04:12:52 BST 2016, operations=27.82671152976679, operationsPerMinute=6.9566778824416975
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 04:13:19 BST 2016, end=Thu Jun 23 04:15:19 BST 2016, operations=74.54142034270998, operationsPerMinute=37.27071017135499, mode=normal, start=Thu Jun 23 04:15:28 BST 2016, end=Thu Jun 23 04:19:28 BST 2016, operations=149.44769796726078, operationsPerMinute=37.361924491815195
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 04:19:39 BST 2016, end=Thu Jun 23 04:21:39 BST 2016, operations=43.09361150345448, operationsPerMinute=21.54680575172724, mode=normal, start=Thu Jun 23 04:21:49 BST 2016, end=Thu Jun 23 04:25:49 BST 2016, operations=84.09148377772985, operationsPerMinute=21.022870944432462
