spec.jvm2008.report.run.location=UNION80
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Wed Jun 29 14:58:28 BST 2016, end=Wed Jun 29 14:58:28 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 14:58:28 BST 2016, end=Wed Jun 29 14:58:28 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 14:58:28 BST 2016, end=Wed Jun 29 14:58:48 BST 2016, operations=1.0, operationsPerMinute=3.016439595797094
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 14:58:48 BST 2016, end=Wed Jun 29 14:58:53 BST 2016, operations=1.0, operationsPerMinute=11.655011655011656
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 14:58:53 BST 2016, end=Wed Jun 29 14:58:55 BST 2016, operations=1.0, operationsPerMinute=37.359900373599004
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 14:58:55 BST 2016, end=Wed Jun 29 14:59:05 BST 2016, operations=1.0, operationsPerMinute=5.907837731390311
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 14:59:05 BST 2016, end=Wed Jun 29 14:59:13 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 14:59:13 BST 2016, end=Wed Jun 29 14:59:21 BST 2016, operations=1.0, operationsPerMinute=8.253094910591471
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 14:59:21 BST 2016, end=Wed Jun 29 14:59:24 BST 2016, operations=1.0, operationsPerMinute=19.42376173518938
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 14:59:24 BST 2016, end=Wed Jun 29 14:59:25 BST 2016, operations=1.0, operationsPerMinute=65.21739130434783
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 14:59:25 BST 2016, end=Wed Jun 29 14:59:26 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 14:59:26 BST 2016, end=Wed Jun 29 14:59:33 BST 2016, operations=1.0, operationsPerMinute=8.92325996430696
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 14:59:33 BST 2016, end=Wed Jun 29 14:59:34 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 14:59:34 BST 2016, end=Wed Jun 29 14:59:36 BST 2016, operations=1.0, operationsPerMinute=43.196544276457885
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 14:59:36 BST 2016, end=Wed Jun 29 14:59:39 BST 2016, operations=1.0, operationsPerMinute=19.723865877712033
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 14:59:39 BST 2016, end=Wed Jun 29 14:59:46 BST 2016, operations=1.0, operationsPerMinute=8.4530853761623
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 14:59:46 BST 2016, end=Wed Jun 29 15:00:14 BST 2016, operations=1.0, operationsPerMinute=2.1308331557639035
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 15:00:14 BST 2016, end=Wed Jun 29 15:00:15 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 15:00:31 BST 2016, end=Wed Jun 29 15:02:31 BST 2016, operations=348.96550675861874, operationsPerMinute=174.48275337930937, mode=normal, start=Wed Jun 29 15:02:33 BST 2016, end=Wed Jun 29 15:06:33 BST 2016, operations=715.4842863275278, operationsPerMinute=178.87107158188195
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 15:06:39 BST 2016, end=Wed Jun 29 15:08:39 BST 2016, operations=142.24744674899927, operationsPerMinute=71.12372337449963, mode=normal, start=Wed Jun 29 15:08:43 BST 2016, end=Wed Jun 29 15:12:43 BST 2016, operations=282.791832848495, operationsPerMinute=70.69795821212375
benchmark-name=compress, mod=warmup, start=Wed Jun 29 15:12:47 BST 2016, end=Wed Jun 29 15:14:47 BST 2016, operations=269.9524277437086, operationsPerMinute=134.9762138718543, mode=normal, start=Wed Jun 29 15:14:50 BST 2016, end=Wed Jun 29 15:18:50 BST 2016, operations=540.9290853513181, operationsPerMinute=135.23227133782953
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 15:18:52 BST 2016, end=Wed Jun 29 15:20:52 BST 2016, operations=85.86402315950008, operationsPerMinute=42.93201157975004, mode=normal, start=Wed Jun 29 15:21:00 BST 2016, end=Wed Jun 29 15:25:00 BST 2016, operations=180.98845019961686, operationsPerMinute=45.247112549904216
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 15:25:08 BST 2016, end=Wed Jun 29 15:27:08 BST 2016, operations=145.3736546202069, operationsPerMinute=72.68682731010345, mode=normal, start=Wed Jun 29 15:27:14 BST 2016, end=Wed Jun 29 15:31:14 BST 2016, operations=291.4639302892384, operationsPerMinute=72.8659825723096
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 15:31:20 BST 2016, end=Wed Jun 29 15:33:20 BST 2016, operations=252.25895801186317, operationsPerMinute=126.12947900593159, mode=normal, start=Wed Jun 29 15:33:23 BST 2016, end=Wed Jun 29 15:37:23 BST 2016, operations=504.65883382362074, operationsPerMinute=126.16470845590518
benchmark-name=derby, mod=warmup, start=Wed Jun 29 15:39:00 BST 2016, end=Wed Jun 29 15:41:00 BST 2016, operations=203.73551842333552, operationsPerMinute=101.86775921166776, mode=normal, start=Wed Jun 29 15:41:04 BST 2016, end=Wed Jun 29 15:45:04 BST 2016, operations=411.8705318194086, operationsPerMinute=102.96763295485215
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 15:45:09 BST 2016, end=Wed Jun 29 15:47:09 BST 2016, operations=133.9202521104025, operationsPerMinute=66.96012605520124, mode=normal, start=Wed Jun 29 15:47:14 BST 2016, end=Wed Jun 29 15:51:14 BST 2016, operations=268.0494456625869, operationsPerMinute=67.01236141564672
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 15:51:20 BST 2016, end=Wed Jun 29 15:53:20 BST 2016, operations=85.05100709546802, operationsPerMinute=42.52550354773401, mode=normal, start=Wed Jun 29 15:53:29 BST 2016, end=Wed Jun 29 15:57:29 BST 2016, operations=166.648957738294, operationsPerMinute=41.6622394345735
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 15:57:36 BST 2016, end=Wed Jun 29 15:59:36 BST 2016, operations=20.125411419947323, operationsPerMinute=10.062705709973661, mode=normal, start=Wed Jun 29 16:00:11 BST 2016, end=Wed Jun 29 16:04:11 BST 2016, operations=40.225053242451565, operationsPerMinute=10.056263310612891
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 16:04:46 BST 2016, end=Wed Jun 29 16:06:46 BST 2016, operations=55.32119044822085, operationsPerMinute=27.660595224110423, mode=normal, start=Wed Jun 29 16:06:56 BST 2016, end=Wed Jun 29 16:10:56 BST 2016, operations=110.72092826498586, operationsPerMinute=27.680232066246464
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 16:11:06 BST 2016, end=Wed Jun 29 16:13:06 BST 2016, operations=60.6988796350894, operationsPerMinute=30.3494398175447, mode=normal, start=Wed Jun 29 16:13:17 BST 2016, end=Wed Jun 29 16:17:17 BST 2016, operations=121.14749230964014, operationsPerMinute=30.286873077410036
