spec.jvm2008.report.run.location=CASTLEAZES024
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 02:47:33 BST 2016, end=Thu Jun 23 02:47:33 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:47:33 BST 2016, end=Thu Jun 23 02:47:33 BST 2016, operations=1.0, operationsPerMinute=483.8709677419355
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:47:33 BST 2016, end=Thu Jun 23 02:47:46 BST 2016, operations=1.0, operationsPerMinute=4.679092256102316
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:47:46 BST 2016, end=Thu Jun 23 02:47:49 BST 2016, operations=1.0, operationsPerMinute=18.143332325370427
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:47:49 BST 2016, end=Thu Jun 23 02:47:50 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:47:50 BST 2016, end=Thu Jun 23 02:47:59 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:47:59 BST 2016, end=Thu Jun 23 02:48:06 BST 2016, operations=1.0, operationsPerMinute=8.113590263691684
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:48:06 BST 2016, end=Thu Jun 23 02:48:13 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:48:13 BST 2016, end=Thu Jun 23 02:48:15 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:48:15 BST 2016, end=Thu Jun 23 02:48:16 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:48:16 BST 2016, end=Thu Jun 23 02:48:16 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:48:16 BST 2016, end=Thu Jun 23 02:48:22 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:48:22 BST 2016, end=Thu Jun 23 02:48:23 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:48:23 BST 2016, end=Thu Jun 23 02:48:24 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:48:24 BST 2016, end=Thu Jun 23 02:48:26 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:48:26 BST 2016, end=Thu Jun 23 02:48:33 BST 2016, operations=1.0, operationsPerMinute=9.358914365933552
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:48:33 BST 2016, end=Thu Jun 23 02:48:53 BST 2016, operations=1.0, operationsPerMinute=2.94045577064445
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:48:53 BST 2016, end=Thu Jun 23 02:48:54 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:49:04 BST 2016, end=Thu Jun 23 02:51:04 BST 2016, operations=491.08732321629674, operationsPerMinute=245.54366160814837, mode=normal, start=Thu Jun 23 02:51:06 BST 2016, end=Thu Jun 23 02:55:06 BST 2016, operations=1028.340868262496, operationsPerMinute=257.085217065624
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 02:55:10 BST 2016, end=Thu Jun 23 02:57:10 BST 2016, operations=201.53881860912264, operationsPerMinute=100.76940930456132, mode=normal, start=Thu Jun 23 02:57:13 BST 2016, end=Thu Jun 23 03:01:13 BST 2016, operations=398.0063799219729, operationsPerMinute=99.50159498049322
benchmark-name=compress, mod=warmup, start=Thu Jun 23 03:01:16 BST 2016, end=Thu Jun 23 03:03:16 BST 2016, operations=398.8378871515107, operationsPerMinute=199.41894357575535, mode=normal, start=Thu Jun 23 03:03:18 BST 2016, end=Thu Jun 23 03:07:18 BST 2016, operations=795.6150146261975, operationsPerMinute=198.90375365654938
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 03:07:20 BST 2016, end=Thu Jun 23 03:09:20 BST 2016, operations=139.34866472007775, operationsPerMinute=69.67433236003887, mode=normal, start=Thu Jun 23 03:09:25 BST 2016, end=Thu Jun 23 03:13:25 BST 2016, operations=293.3316397004502, operationsPerMinute=73.33290992511255
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 03:13:30 BST 2016, end=Thu Jun 23 03:15:30 BST 2016, operations=235.32582084585388, operationsPerMinute=117.66291042292694, mode=normal, start=Thu Jun 23 03:15:32 BST 2016, end=Thu Jun 23 03:19:32 BST 2016, operations=472.0610473477027, operationsPerMinute=118.01526183692567
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:19:36 BST 2016, end=Thu Jun 23 03:21:36 BST 2016, operations=401.1039143434646, operationsPerMinute=200.5519571717323, mode=normal, start=Thu Jun 23 03:21:38 BST 2016, end=Thu Jun 23 03:25:38 BST 2016, operations=813.4625770853619, operationsPerMinute=203.36564427134047
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:26:01 BST 2016, end=Thu Jun 23 03:28:01 BST 2016, operations=366.50909810431335, operationsPerMinute=183.25454905215668, mode=normal, start=Thu Jun 23 03:28:02 BST 2016, end=Thu Jun 23 03:32:02 BST 2016, operations=729.3042085939164, operationsPerMinute=182.3260521484791
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:32:05 BST 2016, end=Thu Jun 23 03:34:05 BST 2016, operations=205.26641828889558, operationsPerMinute=102.63320914444779, mode=normal, start=Thu Jun 23 03:34:09 BST 2016, end=Thu Jun 23 03:38:09 BST 2016, operations=407.0956348990695, operationsPerMinute=101.77390872476738
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:38:13 BST 2016, end=Thu Jun 23 03:40:13 BST 2016, operations=76.74315581464447, operationsPerMinute=38.371577907322234, mode=normal, start=Thu Jun 23 03:40:22 BST 2016, end=Thu Jun 23 03:44:22 BST 2016, operations=142.39882113717385, operationsPerMinute=35.599705284293464
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:44:30 BST 2016, end=Thu Jun 23 03:46:30 BST 2016, operations=13.850126527509238, operationsPerMinute=6.925063263754619, mode=normal, start=Thu Jun 23 03:47:15 BST 2016, end=Thu Jun 23 03:51:15 BST 2016, operations=27.884657769369326, operationsPerMinute=6.971164442342332
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:51:50 BST 2016, end=Thu Jun 23 03:53:50 BST 2016, operations=74.56964416577304, operationsPerMinute=37.28482208288652, mode=normal, start=Thu Jun 23 03:53:59 BST 2016, end=Thu Jun 23 03:57:59 BST 2016, operations=148.99729709211744, operationsPerMinute=37.24932427302936
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 03:58:11 BST 2016, end=Thu Jun 23 04:00:11 BST 2016, operations=43.206768718750126, operationsPerMinute=21.603384359375063, mode=normal, start=Thu Jun 23 04:00:22 BST 2016, end=Thu Jun 23 04:04:22 BST 2016, operations=86.10065101796397, operationsPerMinute=21.525162754490992
