spec.jvm2008.report.run.location=TOLL01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 12:45:02 BST 2016, end=Wed Jun 29 12:45:02 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 12:45:02 BST 2016, end=Wed Jun 29 12:45:02 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 12:45:02 BST 2016, end=Wed Jun 29 12:45:24 BST 2016, operations=1.0, operationsPerMinute=2.7316184839517414
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 12:45:24 BST 2016, end=Wed Jun 29 12:45:29 BST 2016, operations=1.0, operationsPerMinute=11.446012972148035
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 12:45:29 BST 2016, end=Wed Jun 29 12:45:31 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 12:45:31 BST 2016, end=Wed Jun 29 12:45:42 BST 2016, operations=1.0, operationsPerMinute=5.525879535826119
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 12:45:42 BST 2016, end=Wed Jun 29 12:45:50 BST 2016, operations=1.0, operationsPerMinute=7.1624686641995945
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 12:45:50 BST 2016, end=Wed Jun 29 12:45:58 BST 2016, operations=1.0, operationsPerMinute=8.306797729475287
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 12:45:58 BST 2016, end=Wed Jun 29 12:46:01 BST 2016, operations=1.0, operationsPerMinute=15.511892450879007
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 12:46:01 BST 2016, end=Wed Jun 29 12:46:03 BST 2016, operations=1.0, operationsPerMinute=49.91680532445923
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 12:46:03 BST 2016, end=Wed Jun 29 12:46:04 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 12:46:04 BST 2016, end=Wed Jun 29 12:46:12 BST 2016, operations=1.0, operationsPerMinute=7.677543186180422
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 12:46:12 BST 2016, end=Wed Jun 29 12:46:14 BST 2016, operations=1.0, operationsPerMinute=32.05128205128205
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 12:46:14 BST 2016, end=Wed Jun 29 12:46:16 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 12:46:16 BST 2016, end=Wed Jun 29 12:46:20 BST 2016, operations=1.0, operationsPerMinute=14.734774066797643
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 12:46:20 BST 2016, end=Wed Jun 29 12:46:29 BST 2016, operations=1.0, operationsPerMinute=7.256894049346879
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 12:46:29 BST 2016, end=Wed Jun 29 12:47:09 BST 2016, operations=1.0, operationsPerMinute=1.4919064077380213
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 12:47:09 BST 2016, end=Wed Jun 29 12:47:10 BST 2016, operations=1.0, operationsPerMinute=39.656311962987445
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 12:47:27 BST 2016, end=Wed Jun 29 12:49:27 BST 2016, operations=241.4586976356888, operationsPerMinute=120.7293488178444, mode=normal, start=Wed Jun 29 12:49:28 BST 2016, end=Wed Jun 29 12:53:28 BST 2016, operations=488.18830554000897, operationsPerMinute=122.04707638500224
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 12:53:34 BST 2016, end=Wed Jun 29 12:55:34 BST 2016, operations=73.65483590490973, operationsPerMinute=36.827417952454866, mode=normal, start=Wed Jun 29 12:55:50 BST 2016, end=Wed Jun 29 12:59:50 BST 2016, operations=60.12019521078847, operationsPerMinute=15.030048802697117
benchmark-name=compress, mod=warmup, start=Wed Jun 29 12:59:57 BST 2016, end=Wed Jun 29 13:01:57 BST 2016, operations=119.09626439105499, operationsPerMinute=59.548132195527494, mode=normal, start=Wed Jun 29 13:02:00 BST 2016, end=Wed Jun 29 13:06:00 BST 2016, operations=205.2797183891126, operationsPerMinute=51.31992959727815
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 13:08:10 BST 2016, end=Wed Jun 29 13:10:10 BST 2016, operations=32.61288131685988, operationsPerMinute=16.30644065842994, mode=normal, start=Wed Jun 29 13:10:16 BST 2016, end=Wed Jun 29 13:14:16 BST 2016, operations=82.88067752253562, operationsPerMinute=20.720169380633905
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 13:14:23 BST 2016, end=Wed Jun 29 13:16:23 BST 2016, operations=74.39271185216732, operationsPerMinute=37.19635592608366, mode=normal, start=Wed Jun 29 13:16:27 BST 2016, end=Wed Jun 29 13:20:27 BST 2016, operations=173.03321419311825, operationsPerMinute=43.258303548279564
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 13:20:30 BST 2016, end=Wed Jun 29 13:22:30 BST 2016, operations=136.534991757214, operationsPerMinute=68.267495878607, mode=normal, start=Wed Jun 29 13:22:33 BST 2016, end=Wed Jun 29 13:26:33 BST 2016, operations=276.9872842356366, operationsPerMinute=69.24682105890915
benchmark-name=derby, mod=warmup, start=Wed Jun 29 13:28:33 BST 2016, end=Wed Jun 29 13:30:33 BST 2016, operations=87.57259782864037, operationsPerMinute=43.786298914320184, mode=normal, start=Wed Jun 29 13:30:36 BST 2016, end=Wed Jun 29 13:34:36 BST 2016, operations=204.55916270187072, operationsPerMinute=51.13979067546768
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 13:34:39 BST 2016, end=Wed Jun 29 13:36:39 BST 2016, operations=65.7006023418327, operationsPerMinute=32.85030117091635, mode=normal, start=Wed Jun 29 13:36:45 BST 2016, end=Wed Jun 29 13:40:45 BST 2016, operations=132.38998744984988, operationsPerMinute=33.09749686246247
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 13:40:49 BST 2016, end=Wed Jun 29 13:42:49 BST 2016, operations=33.60881455539631, operationsPerMinute=16.804407277698154, mode=normal, start=Wed Jun 29 13:42:55 BST 2016, end=Wed Jun 29 13:46:55 BST 2016, operations=68.64791899614167, operationsPerMinute=17.161979749035417
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 13:47:04 BST 2016, end=Wed Jun 29 13:49:04 BST 2016, operations=7.099249268549738, operationsPerMinute=3.549624634274869, mode=normal, start=Wed Jun 29 13:49:38 BST 2016, end=Wed Jun 29 13:53:38 BST 2016, operations=14.119237181264221, operationsPerMinute=3.5298092953160554
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 13:54:11 BST 2016, end=Wed Jun 29 13:56:11 BST 2016, operations=32.21824442489122, operationsPerMinute=16.10912221244561, mode=normal, start=Wed Jun 29 13:56:18 BST 2016, end=Wed Jun 29 14:00:18 BST 2016, operations=64.51432150178972, operationsPerMinute=16.12858037544743
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 14:00:26 BST 2016, end=Wed Jun 29 14:02:26 BST 2016, operations=23.644684393125573, operationsPerMinute=11.822342196562786, mode=normal, start=Wed Jun 29 14:02:35 BST 2016, end=Wed Jun 29 14:06:35 BST 2016, operations=47.27192609523215, operationsPerMinute=11.817981523808038
benchmark-name=scimark.fft.small, mod=warmup, start=Wed Jun 29 14:06:45 BST 2016, end=Wed Jun 29 14:08:45 BST 2016, operations=242.71501671118423, operationsPerMinute=121.35750835559212, mode=normal, start=Wed Jun 29 14:08:46 BST 2016, end=Wed Jun 29 14:12:46 BST 2016, operations=497.29914529914527, operationsPerMinute=124.32478632478632
benchmark-name=scimark.lu.small, mod=warmup, start=Wed Jun 29 14:12:47 BST 2016, end=Wed Jun 29 14:14:47 BST 2016, operations=150.57293772549806, operationsPerMinute=75.28646886274903, mode=normal, start=Wed Jun 29 14:14:49 BST 2016, end=Wed Jun 29 14:18:49 BST 2016, operations=302.9453066615127, operationsPerMinute=75.73632666537817
benchmark-name=scimark.sor.small, mod=warmup, start=Wed Jun 29 14:18:51 BST 2016, end=Wed Jun 29 14:20:51 BST 2016, operations=139.12406403809592, operationsPerMinute=69.56203201904796, mode=normal, start=Wed Jun 29 14:20:53 BST 2016, end=Wed Jun 29 14:24:53 BST 2016, operations=278.80477547144216, operationsPerMinute=69.70119386786054
benchmark-name=scimark.sparse.small, mod=warmup, start=Wed Jun 29 14:24:55 BST 2016, end=Wed Jun 29 14:26:55 BST 2016, operations=124.04184434007482, operationsPerMinute=62.02092217003741, mode=normal, start=Wed Jun 29 14:26:58 BST 2016, end=Wed Jun 29 14:30:58 BST 2016, operations=248.3092127432818, operationsPerMinute=62.07730318582045
benchmark-name=scimark.monte_carlo, mod=warmup, start=Wed Jun 29 14:31:02 BST 2016, end=Wed Jun 29 14:33:02 BST 2016, operations=45.71711233211233, operationsPerMinute=22.858556166056164, mode=normal, start=Wed Jun 29 14:33:08 BST 2016, end=Wed Jun 29 14:37:08 BST 2016, operations=91.4112437503511, operationsPerMinute=22.852810937587776
benchmark-name=serial, mod=warmup, start=Wed Jun 29 14:37:14 BST 2016, end=Wed Jun 29 14:39:14 BST 2016, operations=67.81418833141855, operationsPerMinute=33.907094165709275, mode=normal, start=Wed Jun 29 14:39:18 BST 2016, end=Wed Jun 29 14:43:18 BST 2016, operations=135.75842287303564, operationsPerMinute=33.93960571825891
benchmark-name=sunflow, mod=warmup, start=Wed Jun 29 14:43:23 BST 2016, end=Wed Jun 29 14:45:23 BST 2016, operations=55.994813767090996, operationsPerMinute=27.997406883545498, mode=normal, start=Wed Jun 29 14:45:23 BST 2016, end=Wed Jun 29 14:49:23 BST 2016, operations=113.2144578313253, operationsPerMinute=28.303614457831326
benchmark-name=xml.transform, mod=warmup, start=Wed Jun 29 14:50:06 BST 2016, end=Wed Jun 29 14:52:06 BST 2016, operations=171.49947905114422, operationsPerMinute=85.74973952557211, mode=normal, start=Wed Jun 29 14:52:07 BST 2016, end=Wed Jun 29 14:56:07 BST 2016, operations=343.17501815772204, operationsPerMinute=85.79375453943051
benchmark-name=xml.validation, mod=warmup, start=Wed Jun 29 14:56:10 BST 2016, end=Wed Jun 29 14:58:10 BST 2016, operations=267.1752385676871, operationsPerMinute=133.58761928384354, mode=normal, start=Wed Jun 29 14:58:11 BST 2016, end=Wed Jun 29 15:02:11 BST 2016, operations=524.4445961278045, operationsPerMinute=131.11114903195113
