spec.jvm2008.report.run.location=BEDSONTC055
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 19 00:38:28 BST 2016, end=Sun Jun 19 00:38:28 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 19 00:38:28 BST 2016, end=Sun Jun 19 00:38:28 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 19 00:38:28 BST 2016, end=Sun Jun 19 00:38:40 BST 2016, operations=1.0, operationsPerMinute=4.836759371221282
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 19 00:38:40 BST 2016, end=Sun Jun 19 00:38:43 BST 2016, operations=1.0, operationsPerMinute=18.575851393188856
benchmark-name=startup.compress, mode=normal, start=Sun Jun 19 00:38:43 BST 2016, end=Sun Jun 19 00:38:45 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 19 00:38:45 BST 2016, end=Sun Jun 19 00:38:53 BST 2016, operations=1.0, operationsPerMinute=7.120816520294327
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 19 00:38:53 BST 2016, end=Sun Jun 19 00:39:01 BST 2016, operations=1.0, operationsPerMinute=8.01068090787717
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 19 00:39:01 BST 2016, end=Sun Jun 19 00:39:07 BST 2016, operations=1.0, operationsPerMinute=9.242144177449168
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 19 00:39:07 BST 2016, end=Sun Jun 19 00:39:09 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 19 00:39:09 BST 2016, end=Sun Jun 19 00:39:10 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 19 00:39:10 BST 2016, end=Sun Jun 19 00:39:11 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 19 00:39:11 BST 2016, end=Sun Jun 19 00:39:16 BST 2016, operations=1.0, operationsPerMinute=10.954902318787658
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 19 00:39:16 BST 2016, end=Sun Jun 19 00:39:18 BST 2016, operations=1.0, operationsPerMinute=42.704626334519574
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 19 00:39:18 BST 2016, end=Sun Jun 19 00:39:19 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sun Jun 19 00:39:19 BST 2016, end=Sun Jun 19 00:39:21 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 19 00:39:21 BST 2016, end=Sun Jun 19 00:39:27 BST 2016, operations=1.0, operationsPerMinute=9.40144155437167
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 19 00:39:27 BST 2016, end=Sun Jun 19 00:39:47 BST 2016, operations=1.0, operationsPerMinute=2.997002997002997
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 19 00:39:47 BST 2016, end=Sun Jun 19 00:39:48 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 19 00:39:58 BST 2016, end=Sun Jun 19 00:41:58 BST 2016, operations=488.830036718566, operationsPerMinute=244.415018359283, mode=normal, start=Sun Jun 19 00:41:59 BST 2016, end=Sun Jun 19 00:45:59 BST 2016, operations=1007.6198880093201, operationsPerMinute=251.90497200233003
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 19 00:46:03 BST 2016, end=Sun Jun 19 00:48:03 BST 2016, operations=199.49622145712036, operationsPerMinute=99.74811072856018, mode=normal, start=Sun Jun 19 00:48:06 BST 2016, end=Sun Jun 19 00:52:06 BST 2016, operations=396.4023347372428, operationsPerMinute=99.1005836843107
benchmark-name=compress, mod=warmup, start=Sun Jun 19 00:52:09 BST 2016, end=Sun Jun 19 00:54:09 BST 2016, operations=400.094791632508, operationsPerMinute=200.047395816254, mode=normal, start=Sun Jun 19 00:54:11 BST 2016, end=Sun Jun 19 00:58:11 BST 2016, operations=800.0149936436974, operationsPerMinute=200.00374841092435
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 19 00:58:13 BST 2016, end=Sun Jun 19 01:00:13 BST 2016, operations=139.5208149286832, operationsPerMinute=69.7604074643416, mode=normal, start=Sun Jun 19 01:00:19 BST 2016, end=Sun Jun 19 01:04:19 BST 2016, operations=292.74924288801475, operationsPerMinute=73.18731072200369
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 19 01:04:24 BST 2016, end=Sun Jun 19 01:06:24 BST 2016, operations=235.64528555196432, operationsPerMinute=117.82264277598216, mode=normal, start=Sun Jun 19 01:06:27 BST 2016, end=Sun Jun 19 01:10:27 BST 2016, operations=472.5835817335471, operationsPerMinute=118.14589543338677
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 19 01:10:31 BST 2016, end=Sun Jun 19 01:12:31 BST 2016, operations=401.3367720631668, operationsPerMinute=200.6683860315834, mode=normal, start=Sun Jun 19 01:12:33 BST 2016, end=Sun Jun 19 01:16:33 BST 2016, operations=805.7680786046382, operationsPerMinute=201.44201965115954
benchmark-name=derby, mod=warmup, start=Sun Jun 19 01:16:56 BST 2016, end=Sun Jun 19 01:18:56 BST 2016, operations=344.8348393104941, operationsPerMinute=172.41741965524704, mode=normal, start=Sun Jun 19 01:18:58 BST 2016, end=Sun Jun 19 01:22:58 BST 2016, operations=706.7196571084194, operationsPerMinute=176.67991427710484
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 19 01:23:00 BST 2016, end=Sun Jun 19 01:25:00 BST 2016, operations=204.29827897934922, operationsPerMinute=102.14913948967461, mode=normal, start=Sun Jun 19 01:25:04 BST 2016, end=Sun Jun 19 01:29:04 BST 2016, operations=414.9810435249606, operationsPerMinute=103.74526088124016
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 19 01:29:08 BST 2016, end=Sun Jun 19 01:31:08 BST 2016, operations=70.07389792703368, operationsPerMinute=35.03694896351684, mode=normal, start=Sun Jun 19 01:31:17 BST 2016, end=Sun Jun 19 01:35:17 BST 2016, operations=146.2437026415278, operationsPerMinute=36.56092566038195
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 19 01:35:24 BST 2016, end=Sun Jun 19 01:37:24 BST 2016, operations=13.969635914944414, operationsPerMinute=6.984817957472207, mode=normal, start=Sun Jun 19 01:38:08 BST 2016, end=Sun Jun 19 01:42:08 BST 2016, operations=27.740585832169074, operationsPerMinute=6.935146458042269
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 19 01:42:45 BST 2016, end=Sun Jun 19 01:44:45 BST 2016, operations=74.04056753843014, operationsPerMinute=37.02028376921507, mode=normal, start=Sun Jun 19 01:44:55 BST 2016, end=Sun Jun 19 01:48:55 BST 2016, operations=148.5048019874602, operationsPerMinute=37.12620049686505
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 19 01:49:05 BST 2016, end=Sun Jun 19 01:51:05 BST 2016, operations=42.997972880668826, operationsPerMinute=21.498986440334413, mode=normal, start=Sun Jun 19 01:51:16 BST 2016, end=Sun Jun 19 01:55:16 BST 2016, operations=86.28489287800394, operationsPerMinute=21.571223219500986
