spec.jvm2008.report.run.location=UNION80
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Thu Jun 30 09:23:17 BST 2016, end=Thu Jun 30 09:23:17 BST 2016, operations=1.0, operationsPerMinute=800.0
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 30 09:23:17 BST 2016, end=Thu Jun 30 09:23:18 BST 2016, operations=1.0, operationsPerMinute=114.06844106463879
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 30 09:23:18 BST 2016, end=Thu Jun 30 09:23:52 BST 2016, operations=1.0, operationsPerMinute=1.7685029622424617
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 30 09:23:52 BST 2016, end=Thu Jun 30 09:23:59 BST 2016, operations=1.0, operationsPerMinute=8.271298593879239
benchmark-name=startup.compress, mode=normal, start=Thu Jun 30 09:23:59 BST 2016, end=Thu Jun 30 09:24:01 BST 2016, operations=1.0, operationsPerMinute=32.05128205128205
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 30 09:24:01 BST 2016, end=Thu Jun 30 09:24:11 BST 2016, operations=1.0, operationsPerMinute=5.668398677373642
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 30 09:24:11 BST 2016, end=Thu Jun 30 09:24:20 BST 2016, operations=1.0, operationsPerMinute=6.660746003552398
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 30 09:24:20 BST 2016, end=Thu Jun 30 09:24:27 BST 2016, operations=1.0, operationsPerMinute=8.29531314807134
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 30 09:24:27 BST 2016, end=Thu Jun 30 09:24:31 BST 2016, operations=1.0, operationsPerMinute=16.74574379012001
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 30 09:24:31 BST 2016, end=Thu Jun 30 09:24:32 BST 2016, operations=1.0, operationsPerMinute=60.91370558375635
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 30 09:24:32 BST 2016, end=Thu Jun 30 09:24:33 BST 2016, operations=1.0, operationsPerMinute=44.776119402985074
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 30 09:24:33 BST 2016, end=Thu Jun 30 09:24:41 BST 2016, operations=1.0, operationsPerMinute=8.121277747698972
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 30 09:24:41 BST 2016, end=Thu Jun 30 09:24:43 BST 2016, operations=1.0, operationsPerMinute=32.13711837171934
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 30 09:24:43 BST 2016, end=Thu Jun 30 09:24:44 BST 2016, operations=1.0, operationsPerMinute=39.577836411609496
benchmark-name=startup.serial, mode=normal, start=Thu Jun 30 09:24:44 BST 2016, end=Thu Jun 30 09:24:48 BST 2016, operations=1.0, operationsPerMinute=17.70433756270286
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 30 09:24:48 BST 2016, end=Thu Jun 30 09:24:55 BST 2016, operations=1.0, operationsPerMinute=8.274720728175424
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 30 09:24:55 BST 2016, end=Thu Jun 30 09:25:26 BST 2016, operations=1.0, operationsPerMinute=1.9538882375928097
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 30 09:25:26 BST 2016, end=Thu Jun 30 09:25:27 BST 2016, operations=1.0, operationsPerMinute=41.18050789293068
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 30 09:25:44 BST 2016, end=Thu Jun 30 09:27:44 BST 2016, operations=335.1034566670997, operationsPerMinute=167.55172833354985, mode=normal, start=Thu Jun 30 09:27:46 BST 2016, end=Thu Jun 30 09:31:46 BST 2016, operations=688.0213828018593, operationsPerMinute=172.00534570046483
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 30 09:31:52 BST 2016, end=Thu Jun 30 09:33:52 BST 2016, operations=135.08375482643794, operationsPerMinute=67.54187741321897, mode=normal, start=Thu Jun 30 09:33:57 BST 2016, end=Thu Jun 30 09:37:57 BST 2016, operations=268.91537084380974, operationsPerMinute=67.22884271095243
benchmark-name=compress, mod=warmup, start=Thu Jun 30 09:38:03 BST 2016, end=Thu Jun 30 09:40:03 BST 2016, operations=257.6282176719284, operationsPerMinute=128.8141088359642, mode=normal, start=Thu Jun 30 09:40:07 BST 2016, end=Thu Jun 30 09:44:07 BST 2016, operations=515.6765354089569, operationsPerMinute=128.9191338522392
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 30 09:44:09 BST 2016, end=Thu Jun 30 09:46:09 BST 2016, operations=83.01621895321071, operationsPerMinute=41.508109476605355, mode=normal, start=Thu Jun 30 09:46:18 BST 2016, end=Thu Jun 30 09:50:18 BST 2016, operations=174.5866695568673, operationsPerMinute=43.64666738921682
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 30 09:50:26 BST 2016, end=Thu Jun 30 09:52:26 BST 2016, operations=140.5517484590522, operationsPerMinute=70.2758742295261, mode=normal, start=Thu Jun 30 09:52:32 BST 2016, end=Thu Jun 30 09:56:32 BST 2016, operations=281.9215759274141, operationsPerMinute=70.48039398185352
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 30 09:56:37 BST 2016, end=Thu Jun 30 09:58:37 BST 2016, operations=234.76426155519113, operationsPerMinute=117.38213077759556, mode=normal, start=Thu Jun 30 09:58:41 BST 2016, end=Thu Jun 30 10:02:41 BST 2016, operations=475.08861978783614, operationsPerMinute=118.77215494695903
benchmark-name=derby, mod=warmup, start=Thu Jun 30 10:04:16 BST 2016, end=Thu Jun 30 10:06:16 BST 2016, operations=191.36823398877425, operationsPerMinute=95.68411699438713, mode=normal, start=Thu Jun 30 10:06:20 BST 2016, end=Thu Jun 30 10:10:20 BST 2016, operations=385.4543241888229, operationsPerMinute=96.36358104720573
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 30 10:10:25 BST 2016, end=Thu Jun 30 10:12:25 BST 2016, operations=128.70023447792244, operationsPerMinute=64.35011723896122, mode=normal, start=Thu Jun 30 10:12:30 BST 2016, end=Thu Jun 30 10:16:30 BST 2016, operations=257.33672962980336, operationsPerMinute=64.33418240745084
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 30 10:16:36 BST 2016, end=Thu Jun 30 10:18:36 BST 2016, operations=76.32472510497851, operationsPerMinute=38.162362552489256, mode=normal, start=Thu Jun 30 10:18:43 BST 2016, end=Thu Jun 30 10:22:43 BST 2016, operations=160.8583862540175, operationsPerMinute=40.21459656350437
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 30 10:22:52 BST 2016, end=Thu Jun 30 10:24:52 BST 2016, operations=19.333063438014207, operationsPerMinute=9.666531719007104, mode=normal, start=Thu Jun 30 10:25:15 BST 2016, end=Thu Jun 30 10:29:15 BST 2016, operations=38.5882500516495, operationsPerMinute=9.647062512912376
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 30 10:29:42 BST 2016, end=Thu Jun 30 10:31:42 BST 2016, operations=52.859445610435486, operationsPerMinute=26.429722805217743, mode=normal, start=Thu Jun 30 10:31:55 BST 2016, end=Thu Jun 30 10:35:55 BST 2016, operations=105.74198210455538, operationsPerMinute=26.435495526138844
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 30 10:36:09 BST 2016, end=Thu Jun 30 10:38:09 BST 2016, operations=57.82742496896774, operationsPerMinute=28.91371248448387, mode=normal, start=Thu Jun 30 10:38:21 BST 2016, end=Thu Jun 30 10:42:21 BST 2016, operations=115.83858876346281, operationsPerMinute=28.959647190865702
benchmark-name=scimark.fft.small, mod=warmup, start=Thu Jun 30 10:42:33 BST 2016, end=Thu Jun 30 10:44:33 BST 2016, operations=488.35925880146374, operationsPerMinute=244.17962940073187, mode=normal, start=Thu Jun 30 10:44:34 BST 2016, end=Thu Jun 30 10:48:34 BST 2016, operations=976.6484698819304, operationsPerMinute=244.1621174704826
benchmark-name=scimark.lu.small, mod=warmup, start=Thu Jun 30 10:48:36 BST 2016, end=Thu Jun 30 10:50:36 BST 2016, operations=357.4249450143669, operationsPerMinute=178.71247250718346, mode=normal, start=Thu Jun 30 10:50:38 BST 2016, end=Thu Jun 30 10:54:38 BST 2016, operations=714.2209296507228, operationsPerMinute=178.5552324126807
benchmark-name=scimark.sor.small, mod=warmup, start=Thu Jun 30 10:54:40 BST 2016, end=Thu Jun 30 10:56:40 BST 2016, operations=233.7167413546254, operationsPerMinute=116.8583706773127, mode=normal, start=Thu Jun 30 10:56:44 BST 2016, end=Thu Jun 30 11:00:44 BST 2016, operations=464.2903029454542, operationsPerMinute=116.07257573636355
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu Jun 30 11:00:47 BST 2016, end=Thu Jun 30 11:02:47 BST 2016, operations=297.8622302130218, operationsPerMinute=148.9311151065109, mode=normal, start=Thu Jun 30 11:02:49 BST 2016, end=Thu Jun 30 11:06:49 BST 2016, operations=594.7969037088615, operationsPerMinute=148.69922592721537
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu Jun 30 11:06:51 BST 2016, end=Thu Jun 30 11:08:51 BST 2016, operations=75.694770797846, operationsPerMinute=37.847385398923, mode=normal, start=Thu Jun 30 11:09:00 BST 2016, end=Thu Jun 30 11:13:00 BST 2016, operations=151.8368611552134, operationsPerMinute=37.95921528880335
benchmark-name=serial, mod=warmup, start=Thu Jun 30 11:13:10 BST 2016, end=Thu Jun 30 11:15:10 BST 2016, operations=138.01655414187655, operationsPerMinute=69.00827707093828, mode=normal, start=Thu Jun 30 11:15:15 BST 2016, end=Thu Jun 30 11:19:15 BST 2016, operations=269.5626759949846, operationsPerMinute=67.39066899874615
benchmark-name=sunflow, mod=warmup, start=Thu Jun 30 11:19:21 BST 2016, end=Thu Jun 30 11:21:21 BST 2016, operations=104.15916309675075, operationsPerMinute=52.07958154837537, mode=normal, start=Thu Jun 30 11:21:24 BST 2016, end=Thu Jun 30 11:25:24 BST 2016, operations=210.305217506338, operationsPerMinute=52.5763043765845
benchmark-name=xml.transform, mod=warmup, start=Thu Jun 30 11:25:59 BST 2016, end=Thu Jun 30 11:27:59 BST 2016, operations=316.12230858763485, operationsPerMinute=158.06115429381742, mode=normal, start=Thu Jun 30 11:28:02 BST 2016, end=Thu Jun 30 11:32:02 BST 2016, operations=622.2704459849832, operationsPerMinute=155.5676114962458
benchmark-name=xml.validation, mod=warmup, start=Thu Jun 30 11:32:04 BST 2016, end=Thu Jun 30 11:34:04 BST 2016, operations=492.3952120177087, operationsPerMinute=246.19760600885434, mode=normal, start=Thu Jun 30 11:34:06 BST 2016, end=Thu Jun 30 11:38:06 BST 2016, operations=979.0200262602085, operationsPerMinute=244.75500656505213
