spec.jvm2008.report.run.location=GLAZIER05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Fri Jun 24 02:42:29 BST 2016, end=Fri Jun 24 02:42:29 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 02:42:29 BST 2016, end=Fri Jun 24 02:42:29 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 02:42:29 BST 2016, end=Fri Jun 24 02:42:47 BST 2016, operations=1.0, operationsPerMinute=3.287310979618672
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 02:42:47 BST 2016, end=Fri Jun 24 02:42:52 BST 2016, operations=1.0, operationsPerMinute=13.837638376383763
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 02:42:52 BST 2016, end=Fri Jun 24 02:42:53 BST 2016, operations=1.0, operationsPerMinute=39.63011889035667
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 02:42:53 BST 2016, end=Fri Jun 24 02:43:03 BST 2016, operations=1.0, operationsPerMinute=6.284696763381167
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 02:43:03 BST 2016, end=Fri Jun 24 02:43:11 BST 2016, operations=1.0, operationsPerMinute=7.14881448826403
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 02:43:11 BST 2016, end=Fri Jun 24 02:43:18 BST 2016, operations=1.0, operationsPerMinute=8.82223202470225
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 02:43:18 BST 2016, end=Fri Jun 24 02:43:21 BST 2016, operations=1.0, operationsPerMinute=22.099447513812155
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 02:43:21 BST 2016, end=Fri Jun 24 02:43:22 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 02:43:22 BST 2016, end=Fri Jun 24 02:43:23 BST 2016, operations=1.0, operationsPerMinute=53.42831700801425
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 02:43:23 BST 2016, end=Fri Jun 24 02:43:29 BST 2016, operations=1.0, operationsPerMinute=9.810333551340745
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 02:43:29 BST 2016, end=Fri Jun 24 02:43:30 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 02:43:30 BST 2016, end=Fri Jun 24 02:43:31 BST 2016, operations=1.0, operationsPerMinute=51.99306759098787
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 02:43:31 BST 2016, end=Fri Jun 24 02:43:34 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 02:43:34 BST 2016, end=Fri Jun 24 02:43:41 BST 2016, operations=1.0, operationsPerMinute=8.841732979664014
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 02:43:41 BST 2016, end=Fri Jun 24 02:44:06 BST 2016, operations=1.0, operationsPerMinute=2.4053880692751766
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 02:44:06 BST 2016, end=Fri Jun 24 02:44:07 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 02:44:20 BST 2016, end=Fri Jun 24 02:46:20 BST 2016, operations=398.42699127688434, operationsPerMinute=199.21349563844217, mode=normal, start=Fri Jun 24 02:46:22 BST 2016, end=Fri Jun 24 02:50:22 BST 2016, operations=809.4220623265923, operationsPerMinute=202.35551558164806
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 02:50:27 BST 2016, end=Fri Jun 24 02:52:27 BST 2016, operations=161.0793972833094, operationsPerMinute=80.5396986416547, mode=normal, start=Fri Jun 24 02:52:31 BST 2016, end=Fri Jun 24 02:56:31 BST 2016, operations=321.96161049284035, operationsPerMinute=80.49040262321009
benchmark-name=compress, mod=warmup, start=Fri Jun 24 02:56:36 BST 2016, end=Fri Jun 24 02:58:36 BST 2016, operations=326.89842060062125, operationsPerMinute=163.44921030031063, mode=normal, start=Fri Jun 24 02:58:37 BST 2016, end=Fri Jun 24 03:02:37 BST 2016, operations=655.2633578581218, operationsPerMinute=163.81583946453046
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 03:02:40 BST 2016, end=Fri Jun 24 03:04:40 BST 2016, operations=109.32106258455714, operationsPerMinute=54.66053129227857, mode=normal, start=Fri Jun 24 03:04:46 BST 2016, end=Fri Jun 24 03:08:46 BST 2016, operations=229.6934244845501, operationsPerMinute=57.42335612113752
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 24 03:08:52 BST 2016, end=Fri Jun 24 03:10:52 BST 2016, operations=193.09965100499667, operationsPerMinute=96.54982550249834, mode=normal, start=Fri Jun 24 03:10:56 BST 2016, end=Fri Jun 24 03:14:56 BST 2016, operations=387.572929893363, operationsPerMinute=96.89323247334075
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 24 03:15:00 BST 2016, end=Fri Jun 24 03:17:00 BST 2016, operations=330.92566712501986, operationsPerMinute=165.46283356250993, mode=normal, start=Fri Jun 24 03:17:03 BST 2016, end=Fri Jun 24 03:21:03 BST 2016, operations=657.7325219850355, operationsPerMinute=164.43313049625888
benchmark-name=derby, mod=warmup, start=Fri Jun 24 03:22:17 BST 2016, end=Fri Jun 24 03:24:17 BST 2016, operations=242.11817133403832, operationsPerMinute=121.05908566701916, mode=normal, start=Fri Jun 24 03:24:20 BST 2016, end=Fri Jun 24 03:28:20 BST 2016, operations=486.40186938405157, operationsPerMinute=121.60046734601289
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 24 03:28:23 BST 2016, end=Fri Jun 24 03:30:23 BST 2016, operations=161.23974677102353, operationsPerMinute=80.61987338551177, mode=normal, start=Fri Jun 24 03:30:26 BST 2016, end=Fri Jun 24 03:34:26 BST 2016, operations=324.50380179211066, operationsPerMinute=81.12595044802767
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 24 03:34:31 BST 2016, end=Fri Jun 24 03:36:31 BST 2016, operations=101.59940834889309, operationsPerMinute=50.799704174446546, mode=normal, start=Fri Jun 24 03:36:37 BST 2016, end=Fri Jun 24 03:40:37 BST 2016, operations=193.66065355840726, operationsPerMinute=48.415163389601815
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 24 03:40:43 BST 2016, end=Fri Jun 24 03:42:43 BST 2016, operations=21.1491557423033, operationsPerMinute=10.57457787115165, mode=normal, start=Fri Jun 24 03:43:11 BST 2016, end=Fri Jun 24 03:47:11 BST 2016, operations=42.38676693752255, operationsPerMinute=10.596691734380638
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 24 03:47:43 BST 2016, end=Fri Jun 24 03:49:43 BST 2016, operations=65.18016116202153, operationsPerMinute=32.59008058101077, mode=normal, start=Fri Jun 24 03:49:53 BST 2016, end=Fri Jun 24 03:53:53 BST 2016, operations=130.39273386010163, operationsPerMinute=32.59818346502541
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 24 03:54:01 BST 2016, end=Fri Jun 24 03:56:01 BST 2016, operations=70.32001107282213, operationsPerMinute=35.16000553641106, mode=normal, start=Fri Jun 24 03:56:13 BST 2016, end=Fri Jun 24 04:00:13 BST 2016, operations=140.40722563657482, operationsPerMinute=35.101806409143705
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jun 24 04:00:22 BST 2016, end=Fri Jun 24 04:02:22 BST 2016, operations=534.9140123199264, operationsPerMinute=267.4570061599632, mode=normal, start=Fri Jun 24 04:02:23 BST 2016, end=Fri Jun 24 04:06:23 BST 2016, operations=1101.3193307822103, operationsPerMinute=275.32983269555257
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jun 24 04:06:24 BST 2016, end=Fri Jun 24 04:08:24 BST 2016, operations=427.5990701779508, operationsPerMinute=213.7995350889754, mode=normal, start=Fri Jun 24 04:08:26 BST 2016, end=Fri Jun 24 04:12:26 BST 2016, operations=863.5078450613682, operationsPerMinute=215.87696126534206
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jun 24 04:12:28 BST 2016, end=Fri Jun 24 04:14:28 BST 2016, operations=265.0087864853321, operationsPerMinute=132.50439324266605, mode=normal, start=Fri Jun 24 04:14:31 BST 2016, end=Fri Jun 24 04:18:31 BST 2016, operations=565.6952487460858, operationsPerMinute=141.42381218652145
