spec.jvm2008.report.run.location=UNION22
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:20:46 BST 2016, end=Thu May 26 14:20:47 BST 2016, operations=1.0, operationsPerMinute=521.7391304347826
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:20:47 BST 2016, end=Thu May 26 14:20:48 BST 2016, operations=1.0, operationsPerMinute=43.7636761487965
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:20:48 BST 2016, end=Thu May 26 14:21:14 BST 2016, operations=1.0, operationsPerMinute=2.3082249749942294
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:21:14 BST 2016, end=Thu May 26 14:21:20 BST 2016, operations=1.0, operationsPerMinute=10.366275051831375
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:20 BST 2016, end=Thu May 26 14:21:21 BST 2016, operations=1.0, operationsPerMinute=41.84100418410042
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:21 BST 2016, end=Thu May 26 14:21:31 BST 2016, operations=1.0, operationsPerMinute=6.341824331466018
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:31 BST 2016, end=Thu May 26 14:21:38 BST 2016, operations=1.0, operationsPerMinute=7.653061224489796
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:21:38 BST 2016, end=Thu May 26 14:21:45 BST 2016, operations=1.0, operationsPerMinute=9.000900090009
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:21:45 BST 2016, end=Thu May 26 14:21:48 BST 2016, operations=1.0, operationsPerMinute=21.731256791017746
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:21:48 BST 2016, end=Thu May 26 14:21:49 BST 2016, operations=1.0, operationsPerMinute=71.94244604316546
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:21:49 BST 2016, end=Thu May 26 14:21:50 BST 2016, operations=1.0, operationsPerMinute=55.04587155963303
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:21:50 BST 2016, end=Thu May 26 14:21:56 BST 2016, operations=1.0, operationsPerMinute=9.56327701625757
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:21:56 BST 2016, end=Thu May 26 14:21:58 BST 2016, operations=1.0, operationsPerMinute=39.473684210526315
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:21:58 BST 2016, end=Thu May 26 14:21:59 BST 2016, operations=1.0, operationsPerMinute=48.19277108433735
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:21:59 BST 2016, end=Thu May 26 14:22:02 BST 2016, operations=1.0, operationsPerMinute=21.28414331323164
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:02 BST 2016, end=Thu May 26 14:22:09 BST 2016, operations=1.0, operationsPerMinute=8.690614136732329
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:09 BST 2016, end=Thu May 26 14:22:36 BST 2016, operations=1.0, operationsPerMinute=2.174779803544891
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:36 BST 2016, end=Thu May 26 14:22:38 BST 2016, operations=1.0, operationsPerMinute=45.83651642475172
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:22:54 BST 2016, end=Thu May 26 14:24:54 BST 2016, operations=451.8426049902155, operationsPerMinute=225.92130249510774, mode=normal, start=Thu May 26 14:24:56 BST 2016, end=Thu May 26 14:28:56 BST 2016, operations=906.0847139184475, operationsPerMinute=226.52117847961188
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:04 BST 2016, end=Thu May 26 14:31:04 BST 2016, operations=181.32509890025347, operationsPerMinute=90.66254945012673, mode=normal, start=Thu May 26 14:31:11 BST 2016, end=Thu May 26 14:35:11 BST 2016, operations=361.8885499292136, operationsPerMinute=90.4721374823034
benchmark-name=compress, mod=warmup, start=Thu May 26 14:35:20 BST 2016, end=Thu May 26 14:37:20 BST 2016, operations=482.4948556006956, operationsPerMinute=241.2474278003478, mode=normal, start=Thu May 26 14:37:23 BST 2016, end=Thu May 26 14:41:23 BST 2016, operations=967.1684512220903, operationsPerMinute=241.79211280552258
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:26 BST 2016, end=Thu May 26 14:43:26 BST 2016, operations=124.25514005048383, operationsPerMinute=62.127570025241916, mode=normal, start=Thu May 26 14:43:35 BST 2016, end=Thu May 26 14:47:35 BST 2016, operations=258.3729909413151, operationsPerMinute=64.59324773532877
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:47:45 BST 2016, end=Thu May 26 14:49:45 BST 2016, operations=225.1567875697565, operationsPerMinute=112.57839378487824, mode=normal, start=Thu May 26 14:49:52 BST 2016, end=Thu May 26 14:53:52 BST 2016, operations=453.6029829233348, operationsPerMinute=113.4007457308337
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:53:58 BST 2016, end=Thu May 26 14:55:58 BST 2016, operations=374.8747827391644, operationsPerMinute=187.4373913695822, mode=normal, start=Thu May 26 14:56:03 BST 2016, end=Thu May 26 15:00:03 BST 2016, operations=783.0441465553407, operationsPerMinute=195.76103663883518
benchmark-name=derby, mod=warmup, start=Thu May 26 15:01:49 BST 2016, end=Thu May 26 15:03:49 BST 2016, operations=300.8056659345601, operationsPerMinute=150.40283296728006, mode=normal, start=Thu May 26 15:03:54 BST 2016, end=Thu May 26 15:07:54 BST 2016, operations=647.9188908209719, operationsPerMinute=161.97972270524298
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:07:59 BST 2016, end=Thu May 26 15:09:59 BST 2016, operations=218.53561825340833, operationsPerMinute=109.26780912670417, mode=normal, start=Thu May 26 15:10:06 BST 2016, end=Thu May 26 15:14:06 BST 2016, operations=437.49651567493834, operationsPerMinute=109.37412891873458
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:14:13 BST 2016, end=Thu May 26 15:16:13 BST 2016, operations=97.182704129728, operationsPerMinute=48.591352064864, mode=normal, start=Thu May 26 15:16:30 BST 2016, end=Thu May 26 15:20:30 BST 2016, operations=173.71646374813815, operationsPerMinute=43.42911593703454
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:20:47 BST 2016, end=Thu May 26 15:22:47 BST 2016, operations=19.506457081694233, operationsPerMinute=9.753228540847116, mode=normal, start=Thu May 26 15:23:49 BST 2016, end=Thu May 26 15:27:49 BST 2016, operations=41.119078615793434, operationsPerMinute=10.279769653948359
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:29:03 BST 2016, end=Thu May 26 15:31:03 BST 2016, operations=118.88087921655271, operationsPerMinute=59.44043960827636, mode=normal, start=Thu May 26 15:31:16 BST 2016, end=Thu May 26 15:35:16 BST 2016, operations=241.49498207791066, operationsPerMinute=60.373745519477666
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:35:28 BST 2016, end=Thu May 26 15:37:28 BST 2016, operations=62.3463032488954, operationsPerMinute=31.1731516244477, mode=normal, start=Thu May 26 15:37:47 BST 2016, end=Thu May 26 15:41:47 BST 2016, operations=124.87493792722591, operationsPerMinute=31.21873448180648
