spec.jvm2008.report.run.location=RIDLEY1B007
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i3 CPU         540  @ 3.07GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3893
benchmark-name=check, mode=normal, start=Sat Jun 25 07:46:40 BST 2016, end=Sat Jun 25 07:46:40 BST 2016, operations=1.0, operationsPerMinute=319.1489361702128
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 07:46:40 BST 2016, end=Sat Jun 25 07:46:41 BST 2016, operations=1.0, operationsPerMinute=109.68921389396709
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 07:46:41 BST 2016, end=Sat Jun 25 07:47:15 BST 2016, operations=1.0, operationsPerMinute=1.7305029995385326
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 07:47:15 BST 2016, end=Sat Jun 25 07:47:23 BST 2016, operations=1.0, operationsPerMinute=7.9166116901965955
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 07:47:23 BST 2016, end=Sat Jun 25 07:47:25 BST 2016, operations=1.0, operationsPerMinute=24.93765586034913
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 07:47:25 BST 2016, end=Sat Jun 25 07:47:38 BST 2016, operations=1.0, operationsPerMinute=4.734474867829244
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 07:47:38 BST 2016, end=Sat Jun 25 07:47:48 BST 2016, operations=1.0, operationsPerMinute=6.018657839301835
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 07:47:48 BST 2016, end=Sat Jun 25 07:47:56 BST 2016, operations=1.0, operationsPerMinute=7.177033492822966
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 07:47:56 BST 2016, end=Sat Jun 25 07:48:01 BST 2016, operations=1.0, operationsPerMinute=12.714558169103624
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 07:48:01 BST 2016, end=Sat Jun 25 07:48:03 BST 2016, operations=1.0, operationsPerMinute=38.41229193341869
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 07:48:03 BST 2016, end=Sat Jun 25 07:48:05 BST 2016, operations=1.0, operationsPerMinute=26.3042525208242
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 07:48:05 BST 2016, end=Sat Jun 25 07:48:12 BST 2016, operations=1.0, operationsPerMinute=8.016032064128256
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 07:48:12 BST 2016, end=Sat Jun 25 07:48:14 BST 2016, operations=1.0, operationsPerMinute=30.241935483870968
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 07:48:14 BST 2016, end=Sat Jun 25 07:48:17 BST 2016, operations=1.0, operationsPerMinute=24.45984508764778
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 07:48:17 BST 2016, end=Sat Jun 25 07:48:21 BST 2016, operations=1.0, operationsPerMinute=13.911430558775795
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 07:48:21 BST 2016, end=Sat Jun 25 07:48:30 BST 2016, operations=1.0, operationsPerMinute=6.724949562878279
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 07:48:30 BST 2016, end=Sat Jun 25 07:49:08 BST 2016, operations=1.0, operationsPerMinute=1.58675587760823
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 07:49:08 BST 2016, end=Sat Jun 25 07:49:10 BST 2016, operations=1.0, operationsPerMinute=33.3889816360601
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 07:49:31 BST 2016, end=Sat Jun 25 07:51:31 BST 2016, operations=182.15228574684602, operationsPerMinute=91.07614287342301, mode=normal, start=Sat Jun 25 07:51:34 BST 2016, end=Sat Jun 25 07:55:34 BST 2016, operations=370.7750984683155, operationsPerMinute=92.69377461707887
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 07:55:43 BST 2016, end=Sat Jun 25 07:57:43 BST 2016, operations=73.67429370700242, operationsPerMinute=36.83714685350121, mode=normal, start=Sat Jun 25 07:57:49 BST 2016, end=Sat Jun 25 08:01:49 BST 2016, operations=146.36485223811195, operationsPerMinute=36.59121305952799
benchmark-name=compress, mod=warmup, start=Sat Jun 25 08:01:58 BST 2016, end=Sat Jun 25 08:03:58 BST 2016, operations=121.17707306055134, operationsPerMinute=60.58853653027567, mode=normal, start=Sat Jun 25 08:04:04 BST 2016, end=Sat Jun 25 08:08:04 BST 2016, operations=241.55619728521694, operationsPerMinute=60.389049321304235
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 08:08:16 BST 2016, end=Sat Jun 25 08:10:16 BST 2016, operations=35.02044092684379, operationsPerMinute=17.510220463421895, mode=normal, start=Sat Jun 25 08:10:28 BST 2016, end=Sat Jun 25 08:14:28 BST 2016, operations=73.72094832877198, operationsPerMinute=18.430237082192996
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 08:14:46 BST 2016, end=Sat Jun 25 08:16:46 BST 2016, operations=62.81394492892035, operationsPerMinute=31.406972464460175, mode=normal, start=Sat Jun 25 08:16:57 BST 2016, end=Sat Jun 25 08:20:57 BST 2016, operations=125.62325652115184, operationsPerMinute=31.40581413028796
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 08:21:11 BST 2016, end=Sat Jun 25 08:23:11 BST 2016, operations=106.64136608269514, operationsPerMinute=53.32068304134757, mode=normal, start=Sat Jun 25 08:23:21 BST 2016, end=Sat Jun 25 08:27:21 BST 2016, operations=215.22970651810044, operationsPerMinute=53.80742662952511
benchmark-name=derby, mod=warmup, start=Sat Jun 25 08:29:16 BST 2016, end=Sat Jun 25 08:31:16 BST 2016, operations=97.43754943843751, operationsPerMinute=48.71877471921876, mode=normal, start=Sat Jun 25 08:31:21 BST 2016, end=Sat Jun 25 08:35:21 BST 2016, operations=188.77435506669406, operationsPerMinute=47.193588766673514
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 08:35:27 BST 2016, end=Sat Jun 25 08:37:27 BST 2016, operations=60.58170994771155, operationsPerMinute=30.290854973855776, mode=normal, start=Sat Jun 25 08:37:36 BST 2016, end=Sat Jun 25 08:41:36 BST 2016, operations=137.30510339186088, operationsPerMinute=34.32627584796522
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 08:41:45 BST 2016, end=Sat Jun 25 08:43:45 BST 2016, operations=54.252088349792636, operationsPerMinute=27.126044174896318, mode=normal, start=Sat Jun 25 08:43:56 BST 2016, end=Sat Jun 25 08:47:56 BST 2016, operations=103.17975877460468, operationsPerMinute=25.79493969365117
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 08:48:05 BST 2016, end=Sat Jun 25 08:50:05 BST 2016, operations=13.79788126139918, operationsPerMinute=6.89894063069959, mode=normal, start=Sat Jun 25 08:50:51 BST 2016, end=Sat Jun 25 08:54:51 BST 2016, operations=27.55663535487644, operationsPerMinute=6.88915883871911
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 08:55:22 BST 2016, end=Sat Jun 25 08:57:22 BST 2016, operations=51.21688889823674, operationsPerMinute=25.60844444911837, mode=normal, start=Sat Jun 25 08:57:35 BST 2016, end=Sat Jun 25 09:01:35 BST 2016, operations=102.33973885752366, operationsPerMinute=25.584934714380914
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 09:01:51 BST 2016, end=Sat Jun 25 09:03:51 BST 2016, operations=29.367033057758736, operationsPerMinute=14.683516528879368, mode=normal, start=Sat Jun 25 09:04:15 BST 2016, end=Sat Jun 25 09:08:15 BST 2016, operations=59.016085837189614, operationsPerMinute=14.754021459297403
benchmark-name=scimark.fft.small, mod=warmup, start=Sat Jun 25 09:08:36 BST 2016, end=Sat Jun 25 09:10:36 BST 2016, operations=278.6473731292208, operationsPerMinute=139.3236865646104, mode=normal, start=Sat Jun 25 09:10:38 BST 2016, end=Sat Jun 25 09:14:38 BST 2016, operations=548.1586601002766, operationsPerMinute=137.03966502506916
benchmark-name=scimark.lu.small, mod=warmup, start=Sat Jun 25 09:14:40 BST 2016, end=Sat Jun 25 09:16:40 BST 2016, operations=158.51908019399838, operationsPerMinute=79.25954009699919, mode=normal, start=Sat Jun 25 09:16:44 BST 2016, end=Sat Jun 25 09:20:44 BST 2016, operations=316.5639189050844, operationsPerMinute=79.1409797262711
benchmark-name=scimark.sor.small, mod=warmup, start=Sat Jun 25 09:20:48 BST 2016, end=Sat Jun 25 09:22:48 BST 2016, operations=227.34719995752212, operationsPerMinute=113.67359997876106, mode=normal, start=Sat Jun 25 09:22:51 BST 2016, end=Sat Jun 25 09:26:51 BST 2016, operations=453.34839435974516, operationsPerMinute=113.33709858993629
benchmark-name=scimark.sparse.small, mod=warmup, start=Sat Jun 25 09:26:55 BST 2016, end=Sat Jun 25 09:28:55 BST 2016, operations=120.27845607593393, operationsPerMinute=60.139228037966966, mode=normal, start=Sat Jun 25 09:28:59 BST 2016, end=Sat Jun 25 09:32:59 BST 2016, operations=242.13945443217833, operationsPerMinute=60.53486360804458
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sat Jun 25 09:33:06 BST 2016, end=Sat Jun 25 09:35:06 BST 2016, operations=53.326648857457826, operationsPerMinute=26.663324428728913, mode=normal, start=Sat Jun 25 09:35:21 BST 2016, end=Sat Jun 25 09:39:21 BST 2016, operations=106.57136326616627, operationsPerMinute=26.642840816541568
benchmark-name=serial, mod=warmup, start=Sat Jun 25 09:39:33 BST 2016, end=Sat Jun 25 09:41:33 BST 2016, operations=86.9900117715397, operationsPerMinute=43.49500588576985, mode=normal, start=Sat Jun 25 09:41:39 BST 2016, end=Sat Jun 25 09:45:39 BST 2016, operations=173.4673052457419, operationsPerMinute=43.366826311435474
benchmark-name=sunflow, mod=warmup, start=Sat Jun 25 09:45:47 BST 2016, end=Sat Jun 25 09:47:47 BST 2016, operations=64.5018418266483, operationsPerMinute=32.25092091332415, mode=normal, start=Sat Jun 25 09:47:52 BST 2016, end=Sat Jun 25 09:51:52 BST 2016, operations=127.48208573962668, operationsPerMinute=31.87052143490667
benchmark-name=xml.transform, mod=warmup, start=Sat Jun 25 09:52:31 BST 2016, end=Sat Jun 25 09:54:31 BST 2016, operations=190.35429590306546, operationsPerMinute=95.17714795153273, mode=normal, start=Sat Jun 25 09:54:36 BST 2016, end=Sat Jun 25 09:58:36 BST 2016, operations=402.6157855584909, operationsPerMinute=100.65394638962273
benchmark-name=xml.validation, mod=warmup, start=Sat Jun 25 09:58:41 BST 2016, end=Sat Jun 25 10:00:41 BST 2016, operations=296.62088969291017, operationsPerMinute=148.31044484645508, mode=normal, start=Sat Jun 25 10:00:43 BST 2016, end=Sat Jun 25 10:04:43 BST 2016, operations=588.1784913076531, operationsPerMinute=147.04462282691327
