spec.jvm2008.report.run.location=BARN-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 21:20:08 BST 2016, end=Fri Jul 01 21:20:08 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 21:20:08 BST 2016, end=Fri Jul 01 21:20:08 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 21:20:08 BST 2016, end=Fri Jul 01 21:20:22 BST 2016, operations=1.0, operationsPerMinute=4.44642063139173
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 21:20:22 BST 2016, end=Fri Jul 01 21:20:25 BST 2016, operations=1.0, operationsPerMinute=18.226002430133658
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 21:20:25 BST 2016, end=Fri Jul 01 21:20:26 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 21:20:26 BST 2016, end=Fri Jul 01 21:20:35 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 21:20:35 BST 2016, end=Fri Jul 01 21:20:42 BST 2016, operations=1.0, operationsPerMinute=8.114687584527996
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 21:20:42 BST 2016, end=Fri Jul 01 21:20:49 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 21:20:49 BST 2016, end=Fri Jul 01 21:20:51 BST 2016, operations=1.0, operationsPerMinute=26.7022696929239
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 21:20:51 BST 2016, end=Fri Jul 01 21:20:52 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 21:20:52 BST 2016, end=Fri Jul 01 21:20:53 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 21:20:53 BST 2016, end=Fri Jul 01 21:20:58 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 21:20:58 BST 2016, end=Fri Jul 01 21:21:00 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 21:21:00 BST 2016, end=Fri Jul 01 21:21:01 BST 2016, operations=1.0, operationsPerMinute=57.41626794258373
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 21:21:01 BST 2016, end=Fri Jul 01 21:21:03 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 21:21:03 BST 2016, end=Fri Jul 01 21:21:09 BST 2016, operations=1.0, operationsPerMinute=9.428032683846638
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 21:21:09 BST 2016, end=Fri Jul 01 21:21:29 BST 2016, operations=1.0, operationsPerMinute=2.956247536460386
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 21:21:29 BST 2016, end=Fri Jul 01 21:21:30 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 21:21:41 BST 2016, end=Fri Jul 01 21:23:41 BST 2016, operations=501.9857578840285, operationsPerMinute=250.99287894201424, mode=normal, start=Fri Jul 01 21:23:42 BST 2016, end=Fri Jul 01 21:27:42 BST 2016, operations=1015.720071775182, operationsPerMinute=253.9300179437955
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 21:27:46 BST 2016, end=Fri Jul 01 21:29:46 BST 2016, operations=191.66566639653195, operationsPerMinute=95.83283319826597, mode=normal, start=Fri Jul 01 21:29:50 BST 2016, end=Fri Jul 01 21:33:50 BST 2016, operations=381.773910992055, operationsPerMinute=95.44347774801375
benchmark-name=compress, mod=warmup, start=Fri Jul 01 21:33:53 BST 2016, end=Fri Jul 01 21:35:53 BST 2016, operations=400.1198988672114, operationsPerMinute=200.0599494336057, mode=normal, start=Fri Jul 01 21:35:55 BST 2016, end=Fri Jul 01 21:39:55 BST 2016, operations=801.4808949787442, operationsPerMinute=200.37022374468606
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 21:39:57 BST 2016, end=Fri Jul 01 21:41:57 BST 2016, operations=139.28653336484783, operationsPerMinute=69.64326668242391, mode=normal, start=Fri Jul 01 21:42:01 BST 2016, end=Fri Jul 01 21:46:01 BST 2016, operations=292.5792898095262, operationsPerMinute=73.14482245238155
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 21:46:07 BST 2016, end=Fri Jul 01 21:48:07 BST 2016, operations=235.87214692484693, operationsPerMinute=117.93607346242347, mode=normal, start=Fri Jul 01 21:48:10 BST 2016, end=Fri Jul 01 21:52:10 BST 2016, operations=473.96930149918614, operationsPerMinute=118.49232537479654
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 21:52:13 BST 2016, end=Fri Jul 01 21:54:13 BST 2016, operations=405.98060513739216, operationsPerMinute=202.99030256869608, mode=normal, start=Fri Jul 01 21:54:16 BST 2016, end=Fri Jul 01 21:58:16 BST 2016, operations=814.2346377250256, operationsPerMinute=203.5586594312564
benchmark-name=derby, mod=warmup, start=Fri Jul 01 21:58:38 BST 2016, end=Fri Jul 01 22:00:38 BST 2016, operations=365.571866292742, operationsPerMinute=182.785933146371, mode=normal, start=Fri Jul 01 22:00:41 BST 2016, end=Fri Jul 01 22:04:41 BST 2016, operations=733.1194485139822, operationsPerMinute=183.27986212849555
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 22:04:43 BST 2016, end=Fri Jul 01 22:06:43 BST 2016, operations=208.08978458270602, operationsPerMinute=104.04489229135301, mode=normal, start=Fri Jul 01 22:06:47 BST 2016, end=Fri Jul 01 22:10:47 BST 2016, operations=416.1028577291652, operationsPerMinute=104.0257144322913
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 22:10:51 BST 2016, end=Fri Jul 01 22:12:51 BST 2016, operations=70.00320734283564, operationsPerMinute=35.00160367141782, mode=normal, start=Fri Jul 01 22:13:00 BST 2016, end=Fri Jul 01 22:17:00 BST 2016, operations=145.4233466286904, operationsPerMinute=36.3558366571726
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 22:17:09 BST 2016, end=Fri Jul 01 22:19:09 BST 2016, operations=13.925297731908678, operationsPerMinute=6.962648865954339, mode=normal, start=Fri Jul 01 22:19:53 BST 2016, end=Fri Jul 01 22:23:53 BST 2016, operations=27.959602027909884, operationsPerMinute=6.989900506977471
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 22:24:44 BST 2016, end=Fri Jul 01 22:26:44 BST 2016, operations=74.58573309330453, operationsPerMinute=37.29286654665226, mode=normal, start=Fri Jul 01 22:26:52 BST 2016, end=Fri Jul 01 22:30:52 BST 2016, operations=149.09323728156463, operationsPerMinute=37.27330932039116
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 22:31:02 BST 2016, end=Fri Jul 01 22:33:02 BST 2016, operations=42.47048917127105, operationsPerMinute=21.235244585635524, mode=normal, start=Fri Jul 01 22:33:15 BST 2016, end=Fri Jul 01 22:37:15 BST 2016, operations=85.27534495845218, operationsPerMinute=21.318836239613045
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jul 01 22:37:31 BST 2016, end=Fri Jul 01 22:39:31 BST 2016, operations=731.3721899328619, operationsPerMinute=365.68609496643097, mode=normal, start=Fri Jul 01 22:39:32 BST 2016, end=Fri Jul 01 22:43:32 BST 2016, operations=1401.3717476546783, operationsPerMinute=350.3429369136696
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jul 01 22:43:33 BST 2016, end=Fri Jul 01 22:45:33 BST 2016, operations=574.7287844480243, operationsPerMinute=287.36439222401214, mode=normal, start=Fri Jul 01 22:45:35 BST 2016, end=Fri Jul 01 22:49:35 BST 2016, operations=1143.1888657434488, operationsPerMinute=285.7972164358622
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jul 01 22:49:36 BST 2016, end=Fri Jul 01 22:51:36 BST 2016, operations=329.7752750469535, operationsPerMinute=164.88763752347674, mode=normal, start=Fri Jul 01 22:51:39 BST 2016, end=Fri Jul 01 22:55:39 BST 2016, operations=658.4928919860627, operationsPerMinute=164.62322299651566
benchmark-name=scimark.sparse.small, mod=warmup, start=Fri Jul 01 22:55:41 BST 2016, end=Fri Jul 01 22:57:41 BST 2016, operations=512.6524085668966, operationsPerMinute=256.3262042834483, mode=normal, start=Fri Jul 01 22:57:43 BST 2016, end=Fri Jul 01 23:01:43 BST 2016, operations=1023.0074658319382, operationsPerMinute=255.75186645798456
benchmark-name=scimark.monte_carlo, mod=warmup, start=Fri Jul 01 23:01:44 BST 2016, end=Fri Jul 01 23:03:44 BST 2016, operations=119.34126495304311, operationsPerMinute=59.670632476521554, mode=normal, start=Fri Jul 01 23:03:49 BST 2016, end=Fri Jul 01 23:07:49 BST 2016, operations=238.82605277595624, operationsPerMinute=59.70651319398906
