spec.jvm2008.report.run.location=ROBLIB074
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:48 BST 2016, end=Thu May 26 14:21:48 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:48 BST 2016, end=Thu May 26 14:21:49 BST 2016, operations=1.0, operationsPerMinute=98.6842105263158
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:49 BST 2016, end=Thu May 26 14:22:07 BST 2016, operations=1.0, operationsPerMinute=3.3491487580240022
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:22:07 BST 2016, end=Thu May 26 14:22:11 BST 2016, operations=1.0, operationsPerMinute=13.111888111888112
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:22:11 BST 2016, end=Thu May 26 14:22:13 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:22:13 BST 2016, end=Thu May 26 14:22:22 BST 2016, operations=1.0, operationsPerMinute=6.399317406143345
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:22:22 BST 2016, end=Thu May 26 14:22:30 BST 2016, operations=1.0, operationsPerMinute=7.674597083653108
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:30 BST 2016, end=Thu May 26 14:22:37 BST 2016, operations=1.0, operationsPerMinute=8.820935019112026
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:37 BST 2016, end=Thu May 26 14:22:39 BST 2016, operations=1.0, operationsPerMinute=22.091310751104565
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:39 BST 2016, end=Thu May 26 14:22:40 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:40 BST 2016, end=Thu May 26 14:22:41 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:41 BST 2016, end=Thu May 26 14:22:48 BST 2016, operations=1.0, operationsPerMinute=9.784735812133073
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:22:48 BST 2016, end=Thu May 26 14:22:49 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:49 BST 2016, end=Thu May 26 14:22:50 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:50 BST 2016, end=Thu May 26 14:22:53 BST 2016, operations=1.0, operationsPerMinute=22.624434389140273
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:53 BST 2016, end=Thu May 26 14:23:00 BST 2016, operations=1.0, operationsPerMinute=8.412787436904095
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:23:00 BST 2016, end=Thu May 26 14:23:27 BST 2016, operations=1.0, operationsPerMinute=2.256402542213531
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:23:27 BST 2016, end=Thu May 26 14:23:28 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:40 BST 2016, end=Thu May 26 14:25:40 BST 2016, operations=405.64498697057905, operationsPerMinute=202.82249348528953, mode=normal, start=Thu May 26 14:25:42 BST 2016, end=Thu May 26 14:29:42 BST 2016, operations=817.2697099236821, operationsPerMinute=204.31742748092051
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:47 BST 2016, end=Thu May 26 14:31:47 BST 2016, operations=161.9204887560228, operationsPerMinute=80.9602443780114, mode=normal, start=Thu May 26 14:31:51 BST 2016, end=Thu May 26 14:35:51 BST 2016, operations=328.7415431614741, operationsPerMinute=82.18538579036853
benchmark-name=compress, mod=warmup, start=Thu May 26 14:35:55 BST 2016, end=Thu May 26 14:37:55 BST 2016, operations=329.01927154980166, operationsPerMinute=164.50963577490083, mode=normal, start=Thu May 26 14:37:57 BST 2016, end=Thu May 26 14:41:57 BST 2016, operations=702.1413362304882, operationsPerMinute=175.53533405762204
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:59 BST 2016, end=Thu May 26 14:43:59 BST 2016, operations=116.57692530888627, operationsPerMinute=58.28846265444314, mode=normal, start=Thu May 26 14:44:07 BST 2016, end=Thu May 26 14:48:07 BST 2016, operations=246.4027606702488, operationsPerMinute=61.6006901675622
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:12 BST 2016, end=Thu May 26 14:50:12 BST 2016, operations=205.75328046182392, operationsPerMinute=102.87664023091196, mode=normal, start=Thu May 26 14:50:16 BST 2016, end=Thu May 26 14:54:16 BST 2016, operations=410.61467971213585, operationsPerMinute=102.65366992803396
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:20 BST 2016, end=Thu May 26 14:56:20 BST 2016, operations=349.3999780238604, operationsPerMinute=174.6999890119302, mode=normal, start=Thu May 26 14:56:22 BST 2016, end=Thu May 26 15:00:22 BST 2016, operations=704.8169927663577, operationsPerMinute=176.20424819158941
benchmark-name=derby, mod=warmup, start=Thu May 26 15:01:23 BST 2016, end=Thu May 26 15:03:23 BST 2016, operations=260.3955427405765, operationsPerMinute=130.19777137028825, mode=normal, start=Thu May 26 15:03:26 BST 2016, end=Thu May 26 15:07:26 BST 2016, operations=522.7204758894295, operationsPerMinute=130.68011897235738
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:07:29 BST 2016, end=Thu May 26 15:09:29 BST 2016, operations=172.74403697640798, operationsPerMinute=86.37201848820399, mode=normal, start=Thu May 26 15:09:34 BST 2016, end=Thu May 26 15:13:34 BST 2016, operations=345.3001699648393, operationsPerMinute=86.32504249120983
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:13:38 BST 2016, end=Thu May 26 15:15:38 BST 2016, operations=117.56056603529422, operationsPerMinute=58.78028301764711, mode=normal, start=Thu May 26 15:15:44 BST 2016, end=Thu May 26 15:19:44 BST 2016, operations=240.46571614126898, operationsPerMinute=60.116429035317246
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:19:51 BST 2016, end=Thu May 26 15:21:51 BST 2016, operations=26.076529986916505, operationsPerMinute=13.038264993458252, mode=normal, start=Thu May 26 15:22:14 BST 2016, end=Thu May 26 15:26:14 BST 2016, operations=52.201546563058955, operationsPerMinute=13.050386640764739
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:26:37 BST 2016, end=Thu May 26 15:28:37 BST 2016, operations=68.47699118137349, operationsPerMinute=34.238495590686746, mode=normal, start=Thu May 26 15:28:49 BST 2016, end=Thu May 26 15:32:49 BST 2016, operations=138.814729604213, operationsPerMinute=34.70368240105325
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:32:57 BST 2016, end=Thu May 26 15:34:57 BST 2016, operations=82.88613402969057, operationsPerMinute=41.44306701484528, mode=normal, start=Thu May 26 15:35:03 BST 2016, end=Thu May 26 15:39:03 BST 2016, operations=166.60968873822148, operationsPerMinute=41.65242218455537
