spec.jvm2008.report.run.location=SUNSPACE12
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Quad CPU    Q9400  @ 2.66GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=4027
benchmark-name=check, mode=normal, start=Wed Jun 29 12:59:08 BST 2016, end=Wed Jun 29 12:59:08 BST 2016, operations=1.0, operationsPerMinute=588.2352941176471
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 12:59:08 BST 2016, end=Wed Jun 29 12:59:09 BST 2016, operations=1.0, operationsPerMinute=143.54066985645932
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 12:59:09 BST 2016, end=Wed Jun 29 12:59:47 BST 2016, operations=1.0, operationsPerMinute=1.5770383220312254
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 12:59:47 BST 2016, end=Wed Jun 29 12:59:54 BST 2016, operations=1.0, operationsPerMinute=8.444757213230119
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 12:59:54 BST 2016, end=Wed Jun 29 12:59:56 BST 2016, operations=1.0, operationsPerMinute=27.881040892193308
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 12:59:56 BST 2016, end=Wed Jun 29 13:00:08 BST 2016, operations=1.0, operationsPerMinute=4.982974835977078
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 13:00:08 BST 2016, end=Wed Jun 29 13:00:17 BST 2016, operations=1.0, operationsPerMinute=6.815858230148813
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 13:00:17 BST 2016, end=Wed Jun 29 13:00:24 BST 2016, operations=1.0, operationsPerMinute=8.041817450743869
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 13:00:24 BST 2016, end=Wed Jun 29 13:00:29 BST 2016, operations=1.0, operationsPerMinute=13.245033112582782
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 13:00:29 BST 2016, end=Wed Jun 29 13:00:30 BST 2016, operations=1.0, operationsPerMinute=41.84100418410042
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 13:00:30 BST 2016, end=Wed Jun 29 13:00:32 BST 2016, operations=1.0, operationsPerMinute=27.945971122496506
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 13:00:32 BST 2016, end=Wed Jun 29 13:00:42 BST 2016, operations=1.0, operationsPerMinute=6.463427771194657
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 13:00:42 BST 2016, end=Wed Jun 29 13:00:44 BST 2016, operations=1.0, operationsPerMinute=27.485112230874943
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 13:00:44 BST 2016, end=Wed Jun 29 13:00:46 BST 2016, operations=1.0, operationsPerMinute=24.321037697608432
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 13:00:46 BST 2016, end=Wed Jun 29 13:00:51 BST 2016, operations=1.0, operationsPerMinute=12.239902080783354
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 13:00:51 BST 2016, end=Wed Jun 29 13:00:59 BST 2016, operations=1.0, operationsPerMinute=7.922883929750429
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 13:00:59 BST 2016, end=Wed Jun 29 13:01:46 BST 2016, operations=1.0, operationsPerMinute=1.2669453946534905
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 13:01:46 BST 2016, end=Wed Jun 29 13:01:48 BST 2016, operations=1.0, operationsPerMinute=33.5195530726257
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 13:02:13 BST 2016, end=Wed Jun 29 13:04:13 BST 2016, operations=285.13351941603884, operationsPerMinute=142.56675970801942, mode=normal, start=Wed Jun 29 13:04:15 BST 2016, end=Wed Jun 29 13:08:15 BST 2016, operations=566.8931212026482, operationsPerMinute=141.72328030066205
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 13:08:24 BST 2016, end=Wed Jun 29 13:10:24 BST 2016, operations=110.40200106395979, operationsPerMinute=55.20100053197989, mode=normal, start=Wed Jun 29 13:10:28 BST 2016, end=Wed Jun 29 13:14:28 BST 2016, operations=220.93986665586402, operationsPerMinute=55.234966663966006
benchmark-name=compress, mod=warmup, start=Wed Jun 29 13:14:33 BST 2016, end=Wed Jun 29 13:16:33 BST 2016, operations=231.15047662811943, operationsPerMinute=115.57523831405972, mode=normal, start=Wed Jun 29 13:16:35 BST 2016, end=Wed Jun 29 13:20:35 BST 2016, operations=469.52606842709383, operationsPerMinute=117.38151710677346
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 13:20:39 BST 2016, end=Wed Jun 29 13:22:39 BST 2016, operations=65.17534982039079, operationsPerMinute=32.587674910195396, mode=normal, start=Wed Jun 29 13:22:50 BST 2016, end=Wed Jun 29 13:26:50 BST 2016, operations=141.81388370765583, operationsPerMinute=35.45347092691396
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 13:27:03 BST 2016, end=Wed Jun 29 13:29:03 BST 2016, operations=138.51595781133193, operationsPerMinute=69.25797890566596, mode=normal, start=Wed Jun 29 13:29:08 BST 2016, end=Wed Jun 29 13:33:08 BST 2016, operations=271.9141754677498, operationsPerMinute=67.97854386693746
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 13:33:14 BST 2016, end=Wed Jun 29 13:35:14 BST 2016, operations=233.9203641654696, operationsPerMinute=116.9601820827348, mode=normal, start=Wed Jun 29 13:35:17 BST 2016, end=Wed Jun 29 13:39:17 BST 2016, operations=453.16991916285895, operationsPerMinute=113.29247979071474
benchmark-name=derby, mod=warmup, start=Wed Jun 29 13:40:09 BST 2016, end=Wed Jun 29 13:42:09 BST 2016, operations=157.07080083379776, operationsPerMinute=78.53540041689888, mode=normal, start=Wed Jun 29 13:42:14 BST 2016, end=Wed Jun 29 13:46:14 BST 2016, operations=309.5309255831184, operationsPerMinute=77.3827313957796
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 13:46:19 BST 2016, end=Wed Jun 29 13:48:19 BST 2016, operations=106.58311302811792, operationsPerMinute=53.29155651405896, mode=normal, start=Wed Jun 29 13:48:25 BST 2016, end=Wed Jun 29 13:52:25 BST 2016, operations=205.7626941233671, operationsPerMinute=51.44067353084178
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 13:52:32 BST 2016, end=Wed Jun 29 13:54:32 BST 2016, operations=31.298773900608175, operationsPerMinute=15.649386950304088, mode=normal, start=Wed Jun 29 13:54:50 BST 2016, end=Wed Jun 29 13:58:50 BST 2016, operations=64.44640284490914, operationsPerMinute=16.111600711227286
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 13:59:12 BST 2016, end=Wed Jun 29 14:01:12 BST 2016, operations=8.166483768696834, operationsPerMinute=4.083241884348417, mode=normal, start=Wed Jun 29 14:02:24 BST 2016, end=Wed Jun 29 14:06:24 BST 2016, operations=16.84733363740203, operationsPerMinute=4.211833409350508
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 14:07:56 BST 2016, end=Wed Jun 29 14:09:56 BST 2016, operations=42.46018850671403, operationsPerMinute=21.230094253357016, mode=normal, start=Wed Jun 29 14:10:10 BST 2016, end=Wed Jun 29 14:14:10 BST 2016, operations=98.53627223978378, operationsPerMinute=24.634068059945946
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 14:14:23 BST 2016, end=Wed Jun 29 14:16:23 BST 2016, operations=28.173415386275213, operationsPerMinute=14.086707693137607, mode=normal, start=Wed Jun 29 14:16:47 BST 2016, end=Wed Jun 29 14:20:47 BST 2016, operations=56.479458450871576, operationsPerMinute=14.119864612717894
