spec.jvm2008.report.run.location=PERCY016
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jun 27 01:59:32 BST 2016, end=Mon Jun 27 01:59:32 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 01:59:32 BST 2016, end=Mon Jun 27 01:59:32 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 01:59:32 BST 2016, end=Mon Jun 27 01:59:45 BST 2016, operations=1.0, operationsPerMinute=4.742708086317287
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 01:59:45 BST 2016, end=Mon Jun 27 01:59:48 BST 2016, operations=1.0, operationsPerMinute=18.575851393188856
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 01:59:48 BST 2016, end=Mon Jun 27 01:59:49 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 01:59:49 BST 2016, end=Mon Jun 27 01:59:58 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 01:59:58 BST 2016, end=Mon Jun 27 02:00:05 BST 2016, operations=1.0, operationsPerMinute=7.865757734661773
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 02:00:05 BST 2016, end=Mon Jun 27 02:00:12 BST 2016, operations=1.0, operationsPerMinute=9.178522257916475
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 02:00:12 BST 2016, end=Mon Jun 27 02:00:14 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 02:00:14 BST 2016, end=Mon Jun 27 02:00:15 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 02:00:15 BST 2016, end=Mon Jun 27 02:00:16 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 02:00:16 BST 2016, end=Mon Jun 27 02:00:21 BST 2016, operations=1.0, operationsPerMinute=10.924981791697014
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 02:00:21 BST 2016, end=Mon Jun 27 02:00:23 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 02:00:23 BST 2016, end=Mon Jun 27 02:00:24 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 02:00:24 BST 2016, end=Mon Jun 27 02:00:26 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 02:00:26 BST 2016, end=Mon Jun 27 02:00:32 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 02:00:32 BST 2016, end=Mon Jun 27 02:00:52 BST 2016, operations=1.0, operationsPerMinute=2.9953571963456644
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 02:00:52 BST 2016, end=Mon Jun 27 02:00:53 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 02:01:03 BST 2016, end=Mon Jun 27 02:03:03 BST 2016, operations=490.8674791683234, operationsPerMinute=245.4337395841617, mode=normal, start=Mon Jun 27 02:03:04 BST 2016, end=Mon Jun 27 02:07:04 BST 2016, operations=995.103095212689, operationsPerMinute=248.77577380317226
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 02:07:08 BST 2016, end=Mon Jun 27 02:09:08 BST 2016, operations=198.14176666967896, operationsPerMinute=99.07088333483948, mode=normal, start=Mon Jun 27 02:09:11 BST 2016, end=Mon Jun 27 02:13:11 BST 2016, operations=394.4878162538597, operationsPerMinute=98.62195406346493
benchmark-name=compress, mod=warmup, start=Mon Jun 27 02:13:15 BST 2016, end=Mon Jun 27 02:15:15 BST 2016, operations=400.267650038863, operationsPerMinute=200.1338250194315, mode=normal, start=Mon Jun 27 02:15:17 BST 2016, end=Mon Jun 27 02:19:17 BST 2016, operations=799.1429745275267, operationsPerMinute=199.78574363188167
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 02:19:19 BST 2016, end=Mon Jun 27 02:21:19 BST 2016, operations=139.22306690477328, operationsPerMinute=69.61153345238664, mode=normal, start=Mon Jun 27 02:21:23 BST 2016, end=Mon Jun 27 02:25:23 BST 2016, operations=294.7412347865185, operationsPerMinute=73.68530869662962
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 02:25:28 BST 2016, end=Mon Jun 27 02:27:28 BST 2016, operations=235.5656970323375, operationsPerMinute=117.78284851616876, mode=normal, start=Mon Jun 27 02:27:31 BST 2016, end=Mon Jun 27 02:31:31 BST 2016, operations=473.3490298164762, operationsPerMinute=118.33725745411905
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 02:31:34 BST 2016, end=Mon Jun 27 02:33:34 BST 2016, operations=408.67620749524804, operationsPerMinute=204.33810374762402, mode=normal, start=Mon Jun 27 02:33:36 BST 2016, end=Mon Jun 27 02:37:36 BST 2016, operations=814.91105497463, operationsPerMinute=203.7277637436575
benchmark-name=derby, mod=warmup, start=Mon Jun 27 02:37:58 BST 2016, end=Mon Jun 27 02:39:58 BST 2016, operations=361.7025165734548, operationsPerMinute=180.8512582867274, mode=normal, start=Mon Jun 27 02:40:00 BST 2016, end=Mon Jun 27 02:44:00 BST 2016, operations=725.9694952452463, operationsPerMinute=181.49237381131158
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 02:44:02 BST 2016, end=Mon Jun 27 02:46:02 BST 2016, operations=208.16505720143812, operationsPerMinute=104.08252860071906, mode=normal, start=Mon Jun 27 02:46:06 BST 2016, end=Mon Jun 27 02:50:06 BST 2016, operations=416.56541760940956, operationsPerMinute=104.14135440235239
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 02:50:10 BST 2016, end=Mon Jun 27 02:52:10 BST 2016, operations=79.06702682723768, operationsPerMinute=39.53351341361884, mode=normal, start=Mon Jun 27 02:52:16 BST 2016, end=Mon Jun 27 02:56:16 BST 2016, operations=159.38889984145283, operationsPerMinute=39.84722496036321
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 02:56:23 BST 2016, end=Mon Jun 27 02:58:23 BST 2016, operations=13.941879386362473, operationsPerMinute=6.970939693181236, mode=normal, start=Mon Jun 27 02:59:06 BST 2016, end=Mon Jun 27 03:03:06 BST 2016, operations=27.608012584183427, operationsPerMinute=6.902003146045857
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 03:03:35 BST 2016, end=Mon Jun 27 03:05:35 BST 2016, operations=74.6707684604176, operationsPerMinute=37.3353842302088, mode=normal, start=Mon Jun 27 03:05:43 BST 2016, end=Mon Jun 27 03:09:43 BST 2016, operations=141.9381147754679, operationsPerMinute=35.48452869386698
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 03:09:53 BST 2016, end=Mon Jun 27 03:11:53 BST 2016, operations=42.67127905394137, operationsPerMinute=21.335639526970684, mode=normal, start=Mon Jun 27 03:12:05 BST 2016, end=Mon Jun 27 03:16:05 BST 2016, operations=85.92529433993708, operationsPerMinute=21.48132358498427
