spec.jvm2008.report.run.location=BEDSONTC090
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 04 08:26:55 BST 2016, end=Sat Jun 04 08:26:55 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 08:26:55 BST 2016, end=Sat Jun 04 08:26:55 BST 2016, operations=1.0, operationsPerMinute=350.87719298245617
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 08:26:55 BST 2016, end=Sat Jun 04 08:27:10 BST 2016, operations=1.0, operationsPerMinute=4.027656575149359
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 08:27:10 BST 2016, end=Sat Jun 04 08:27:14 BST 2016, operations=1.0, operationsPerMinute=16.299918500407497
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 08:27:14 BST 2016, end=Sat Jun 04 08:27:15 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 08:27:15 BST 2016, end=Sat Jun 04 08:27:23 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 08:27:23 BST 2016, end=Sat Jun 04 08:27:31 BST 2016, operations=1.0, operationsPerMinute=8.063432334363661
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 08:27:31 BST 2016, end=Sat Jun 04 08:27:37 BST 2016, operations=1.0, operationsPerMinute=9.158907037093574
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 08:27:37 BST 2016, end=Sat Jun 04 08:27:40 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 08:27:40 BST 2016, end=Sat Jun 04 08:27:40 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 08:27:40 BST 2016, end=Sat Jun 04 08:27:41 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 08:27:41 BST 2016, end=Sat Jun 04 08:27:47 BST 2016, operations=1.0, operationsPerMinute=10.989010989010989
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 08:27:47 BST 2016, end=Sat Jun 04 08:27:48 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 08:27:48 BST 2016, end=Sat Jun 04 08:27:49 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 08:27:49 BST 2016, end=Sat Jun 04 08:27:51 BST 2016, operations=1.0, operationsPerMinute=28.694404591104735
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 08:27:51 BST 2016, end=Sat Jun 04 08:27:58 BST 2016, operations=1.0, operationsPerMinute=9.358914365933552
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 08:27:58 BST 2016, end=Sat Jun 04 08:28:18 BST 2016, operations=1.0, operationsPerMinute=2.9565388784862523
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 08:28:18 BST 2016, end=Sat Jun 04 08:28:19 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 08:28:30 BST 2016, end=Sat Jun 04 08:30:30 BST 2016, operations=489.6609937821941, operationsPerMinute=244.83049689109706, mode=normal, start=Sat Jun 04 08:30:31 BST 2016, end=Sat Jun 04 08:34:31 BST 2016, operations=1015.027397487262, operationsPerMinute=253.7568493718155
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 08:34:36 BST 2016, end=Sat Jun 04 08:36:36 BST 2016, operations=198.65647012812695, operationsPerMinute=99.32823506406348, mode=normal, start=Sat Jun 04 08:36:39 BST 2016, end=Sat Jun 04 08:40:39 BST 2016, operations=374.27810120955803, operationsPerMinute=93.56952530238951
benchmark-name=compress, mod=warmup, start=Sat Jun 04 08:40:42 BST 2016, end=Sat Jun 04 08:42:42 BST 2016, operations=399.6845524869452, operationsPerMinute=199.8422762434726, mode=normal, start=Sat Jun 04 08:42:44 BST 2016, end=Sat Jun 04 08:46:44 BST 2016, operations=801.1282358884596, operationsPerMinute=200.2820589721149
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 08:46:47 BST 2016, end=Sat Jun 04 08:48:47 BST 2016, operations=138.93748433944506, operationsPerMinute=69.46874216972253, mode=normal, start=Sat Jun 04 08:48:51 BST 2016, end=Sat Jun 04 08:52:51 BST 2016, operations=291.6617597041128, operationsPerMinute=72.9154399260282
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 08:52:55 BST 2016, end=Sat Jun 04 08:54:55 BST 2016, operations=232.96757659464055, operationsPerMinute=116.48378829732027, mode=normal, start=Sat Jun 04 08:54:59 BST 2016, end=Sat Jun 04 08:58:59 BST 2016, operations=468.5846727413726, operationsPerMinute=117.14616818534314
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 08:59:02 BST 2016, end=Sat Jun 04 09:01:02 BST 2016, operations=409.0326267608763, operationsPerMinute=204.51631338043816, mode=normal, start=Sat Jun 04 09:01:04 BST 2016, end=Sat Jun 04 09:05:04 BST 2016, operations=816.7273504273504, operationsPerMinute=204.1818376068376
benchmark-name=derby, mod=warmup, start=Sat Jun 04 09:05:45 BST 2016, end=Sat Jun 04 09:07:45 BST 2016, operations=358.9092550008654, operationsPerMinute=179.4546275004327, mode=normal, start=Sat Jun 04 09:07:47 BST 2016, end=Sat Jun 04 09:11:47 BST 2016, operations=720.3862582878602, operationsPerMinute=180.09656457196505
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 09:11:49 BST 2016, end=Sat Jun 04 09:13:49 BST 2016, operations=208.37075684894137, operationsPerMinute=104.18537842447068, mode=normal, start=Sat Jun 04 09:13:53 BST 2016, end=Sat Jun 04 09:17:53 BST 2016, operations=416.49348666298425, operationsPerMinute=104.12337166574606
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 09:17:56 BST 2016, end=Sat Jun 04 09:19:56 BST 2016, operations=71.23128889623325, operationsPerMinute=35.615644448116626, mode=normal, start=Sat Jun 04 09:20:07 BST 2016, end=Sat Jun 04 09:24:07 BST 2016, operations=142.39047637122104, operationsPerMinute=35.59761909280526
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 09:24:17 BST 2016, end=Sat Jun 04 09:26:17 BST 2016, operations=13.792145334297688, operationsPerMinute=6.896072667148844, mode=normal, start=Sat Jun 04 09:27:03 BST 2016, end=Sat Jun 04 09:31:03 BST 2016, operations=27.45199443714361, operationsPerMinute=6.862998609285903
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 09:31:34 BST 2016, end=Sat Jun 04 09:33:34 BST 2016, operations=73.0567339806813, operationsPerMinute=36.52836699034065, mode=normal, start=Sat Jun 04 09:33:43 BST 2016, end=Sat Jun 04 09:37:43 BST 2016, operations=147.98793346592828, operationsPerMinute=36.99698336648207
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 09:37:53 BST 2016, end=Sat Jun 04 09:39:53 BST 2016, operations=43.14738191318421, operationsPerMinute=21.573690956592106, mode=normal, start=Sat Jun 04 09:40:03 BST 2016, end=Sat Jun 04 09:44:03 BST 2016, operations=86.06736531486548, operationsPerMinute=21.51684132871637
