spec.jvm2008.report.run.location=UNION28
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:20:42 BST 2016, end=Thu May 26 14:20:42 BST 2016, operations=1.0, operationsPerMinute=779.2207792207793
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:20:42 BST 2016, end=Thu May 26 14:20:43 BST 2016, operations=1.0, operationsPerMinute=60.72874493927125
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:20:43 BST 2016, end=Thu May 26 14:21:08 BST 2016, operations=1.0, operationsPerMinute=2.3400936037441498
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:21:08 BST 2016, end=Thu May 26 14:21:13 BST 2016, operations=1.0, operationsPerMinute=12.591815320041972
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:13 BST 2016, end=Thu May 26 14:21:15 BST 2016, operations=1.0, operationsPerMinute=41.0958904109589
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:15 BST 2016, end=Thu May 26 14:21:24 BST 2016, operations=1.0, operationsPerMinute=6.1218243036424855
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:24 BST 2016, end=Thu May 26 14:21:32 BST 2016, operations=1.0, operationsPerMinute=7.538635506973238
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:21:32 BST 2016, end=Thu May 26 14:21:39 BST 2016, operations=1.0, operationsPerMinute=8.848252470137147
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:21:39 BST 2016, end=Thu May 26 14:21:42 BST 2016, operations=1.0, operationsPerMinute=21.398002853067048
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:21:42 BST 2016, end=Thu May 26 14:21:43 BST 2016, operations=1.0, operationsPerMinute=72.63922518159806
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:21:43 BST 2016, end=Thu May 26 14:21:44 BST 2016, operations=1.0, operationsPerMinute=55.29953917050691
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:21:44 BST 2016, end=Thu May 26 14:21:50 BST 2016, operations=1.0, operationsPerMinute=9.566326530612244
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:21:50 BST 2016, end=Thu May 26 14:21:52 BST 2016, operations=1.0, operationsPerMinute=39.42181340341656
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:21:52 BST 2016, end=Thu May 26 14:21:53 BST 2016, operations=1.0, operationsPerMinute=47.961630695443645
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:21:53 BST 2016, end=Thu May 26 14:21:56 BST 2016, operations=1.0, operationsPerMinute=21.95389681668496
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:21:56 BST 2016, end=Thu May 26 14:22:02 BST 2016, operations=1.0, operationsPerMinute=8.798944126704795
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:02 BST 2016, end=Thu May 26 14:22:29 BST 2016, operations=1.0, operationsPerMinute=2.230897936419409
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:29 BST 2016, end=Thu May 26 14:22:31 BST 2016, operations=1.0, operationsPerMinute=45.248868778280546
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:22:44 BST 2016, end=Thu May 26 14:24:44 BST 2016, operations=443.950046699173, operationsPerMinute=221.9750233495865, mode=normal, start=Thu May 26 14:24:46 BST 2016, end=Thu May 26 14:28:46 BST 2016, operations=907.7094395736633, operationsPerMinute=226.92735989341583
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:28:51 BST 2016, end=Thu May 26 14:30:51 BST 2016, operations=178.85911776893656, operationsPerMinute=89.42955888446828, mode=normal, start=Thu May 26 14:30:55 BST 2016, end=Thu May 26 14:34:55 BST 2016, operations=358.0200974788753, operationsPerMinute=89.50502436971883
benchmark-name=compress, mod=warmup, start=Thu May 26 14:34:59 BST 2016, end=Thu May 26 14:36:59 BST 2016, operations=345.17470831043966, operationsPerMinute=172.58735415521983, mode=normal, start=Thu May 26 14:37:04 BST 2016, end=Thu May 26 14:41:04 BST 2016, operations=728.6227990940037, operationsPerMinute=182.1556997735009
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:05 BST 2016, end=Thu May 26 14:43:05 BST 2016, operations=115.76259204032891, operationsPerMinute=57.881296020164456, mode=normal, start=Thu May 26 14:43:10 BST 2016, end=Thu May 26 14:47:10 BST 2016, operations=243.64165878647017, operationsPerMinute=60.91041469661754
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:47:15 BST 2016, end=Thu May 26 14:49:15 BST 2016, operations=197.21852296198114, operationsPerMinute=98.60926148099057, mode=normal, start=Thu May 26 14:49:18 BST 2016, end=Thu May 26 14:53:18 BST 2016, operations=382.3973905196599, operationsPerMinute=95.59934762991497
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:53:23 BST 2016, end=Thu May 26 14:55:23 BST 2016, operations=313.2160674535556, operationsPerMinute=156.6080337267778, mode=normal, start=Thu May 26 14:55:25 BST 2016, end=Thu May 26 14:59:25 BST 2016, operations=626.3177274653024, operationsPerMinute=156.5794318663256
benchmark-name=derby, mod=warmup, start=Thu May 26 15:02:27 BST 2016, end=Thu May 26 15:04:27 BST 2016, operations=243.24357536544989, operationsPerMinute=121.62178768272494, mode=normal, start=Thu May 26 15:04:30 BST 2016, end=Thu May 26 15:08:30 BST 2016, operations=532.3368459074245, operationsPerMinute=133.08421147685613
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:08:33 BST 2016, end=Thu May 26 15:10:33 BST 2016, operations=170.78937974072767, operationsPerMinute=85.39468987036383, mode=normal, start=Thu May 26 15:10:38 BST 2016, end=Thu May 26 15:14:38 BST 2016, operations=356.1253576695431, operationsPerMinute=89.03133941738578
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:14:43 BST 2016, end=Thu May 26 15:16:43 BST 2016, operations=86.50661933847681, operationsPerMinute=43.253309669238405, mode=normal, start=Thu May 26 15:16:49 BST 2016, end=Thu May 26 15:20:49 BST 2016, operations=188.15528770865268, operationsPerMinute=47.03882192716317
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:20:56 BST 2016, end=Thu May 26 15:22:56 BST 2016, operations=21.512469198824217, operationsPerMinute=10.756234599412108, mode=normal, start=Thu May 26 15:23:26 BST 2016, end=Thu May 26 15:27:26 BST 2016, operations=43.344088090909466, operationsPerMinute=10.836022022727366
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:27:53 BST 2016, end=Thu May 26 15:29:53 BST 2016, operations=72.95749882597843, operationsPerMinute=36.47874941298922, mode=normal, start=Thu May 26 15:30:03 BST 2016, end=Thu May 26 15:34:03 BST 2016, operations=147.32178812795206, operationsPerMinute=36.830447031988015
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:34:12 BST 2016, end=Thu May 26 15:36:12 BST 2016, operations=65.51627780289783, operationsPerMinute=32.758138901448916, mode=normal, start=Thu May 26 15:36:22 BST 2016, end=Thu May 26 15:40:22 BST 2016, operations=131.06130316883718, operationsPerMinute=32.765325792209296
