spec.jvm2008.report.run.location=UNION30
spec.jvm2008.report.hw.cpu.name=Intel(R) Xeon(R) CPU E31270 @ 3.40GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=16341
benchmark-name=check, mode=normal, start=Tue Jun 28 15:13:30 BST 2016, end=Tue Jun 28 15:13:30 BST 2016, operations=1.0, operationsPerMinute=320.85561497326205
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 28 15:13:30 BST 2016, end=Tue Jun 28 15:13:31 BST 2016, operations=1.0, operationsPerMinute=98.6842105263158
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 28 15:13:31 BST 2016, end=Tue Jun 28 15:14:06 BST 2016, operations=1.0, operationsPerMinute=1.7124265083623496
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 28 15:14:06 BST 2016, end=Tue Jun 28 15:14:12 BST 2016, operations=1.0, operationsPerMinute=10.395010395010395
benchmark-name=startup.compress, mode=normal, start=Tue Jun 28 15:14:12 BST 2016, end=Tue Jun 28 15:14:13 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 28 15:14:13 BST 2016, end=Tue Jun 28 15:14:23 BST 2016, operations=1.0, operationsPerMinute=6.066120715802245
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 28 15:14:23 BST 2016, end=Tue Jun 28 15:14:31 BST 2016, operations=1.0, operationsPerMinute=7.541478129713424
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 28 15:14:31 BST 2016, end=Tue Jun 28 15:14:38 BST 2016, operations=1.0, operationsPerMinute=8.566533409480297
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 28 15:14:38 BST 2016, end=Tue Jun 28 15:14:41 BST 2016, operations=1.0, operationsPerMinute=22.10759027266028
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 28 15:14:41 BST 2016, end=Tue Jun 28 15:14:41 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 28 15:14:41 BST 2016, end=Tue Jun 28 15:14:43 BST 2016, operations=1.0, operationsPerMinute=55.762081784386616
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 28 15:14:43 BST 2016, end=Tue Jun 28 15:14:49 BST 2016, operations=1.0, operationsPerMinute=9.78633175664655
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 28 15:14:49 BST 2016, end=Tue Jun 28 15:14:50 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 28 15:14:50 BST 2016, end=Tue Jun 28 15:14:51 BST 2016, operations=1.0, operationsPerMinute=48.661800486618006
benchmark-name=startup.serial, mode=normal, start=Tue Jun 28 15:14:51 BST 2016, end=Tue Jun 28 15:14:54 BST 2016, operations=1.0, operationsPerMinute=22.49718785151856
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 28 15:14:54 BST 2016, end=Tue Jun 28 15:15:01 BST 2016, operations=1.0, operationsPerMinute=8.218052321599782
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 28 15:15:01 BST 2016, end=Tue Jun 28 15:15:29 BST 2016, operations=1.0, operationsPerMinute=2.2066124820712734
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 28 15:15:29 BST 2016, end=Tue Jun 28 15:15:30 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 28 15:15:45 BST 2016, end=Tue Jun 28 15:17:45 BST 2016, operations=454.9031762352555, operationsPerMinute=227.45158811762775, mode=normal, start=Tue Jun 28 15:17:48 BST 2016, end=Tue Jun 28 15:21:48 BST 2016, operations=912.4528513565975, operationsPerMinute=228.11321283914938
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 28 15:21:55 BST 2016, end=Tue Jun 28 15:23:55 BST 2016, operations=180.3397669639183, operationsPerMinute=90.16988348195915, mode=normal, start=Tue Jun 28 15:24:02 BST 2016, end=Tue Jun 28 15:28:02 BST 2016, operations=361.4164551673498, operationsPerMinute=90.35411379183745
benchmark-name=compress, mod=warmup, start=Tue Jun 28 15:28:10 BST 2016, end=Tue Jun 28 15:30:10 BST 2016, operations=486.47858831922406, operationsPerMinute=243.23929415961203, mode=normal, start=Tue Jun 28 15:30:13 BST 2016, end=Tue Jun 28 15:34:13 BST 2016, operations=967.2447214330351, operationsPerMinute=241.81118035825878
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 28 15:34:17 BST 2016, end=Tue Jun 28 15:36:17 BST 2016, operations=127.80059207353646, operationsPerMinute=63.90029603676823, mode=normal, start=Tue Jun 28 15:36:28 BST 2016, end=Tue Jun 28 15:40:28 BST 2016, operations=269.4643010025814, operationsPerMinute=67.36607525064535
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 28 15:40:38 BST 2016, end=Tue Jun 28 15:42:38 BST 2016, operations=229.89217593034877, operationsPerMinute=114.94608796517439, mode=normal, start=Tue Jun 28 15:42:44 BST 2016, end=Tue Jun 28 15:46:44 BST 2016, operations=458.6712608944394, operationsPerMinute=114.66781522360985
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 28 15:46:51 BST 2016, end=Tue Jun 28 15:48:51 BST 2016, operations=391.43717242606766, operationsPerMinute=195.71858621303383, mode=normal, start=Tue Jun 28 15:48:55 BST 2016, end=Tue Jun 28 15:52:55 BST 2016, operations=779.8107357758614, operationsPerMinute=194.95268394396535
benchmark-name=derby, mod=warmup, start=Tue Jun 28 15:54:45 BST 2016, end=Tue Jun 28 15:56:45 BST 2016, operations=327.2733344408716, operationsPerMinute=163.6366672204358, mode=normal, start=Tue Jun 28 15:56:50 BST 2016, end=Tue Jun 28 16:00:50 BST 2016, operations=663.8904133560211, operationsPerMinute=165.97260333900527
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 28 16:00:55 BST 2016, end=Tue Jun 28 16:02:55 BST 2016, operations=219.44501403541574, operationsPerMinute=109.72250701770787, mode=normal, start=Tue Jun 28 16:03:02 BST 2016, end=Tue Jun 28 16:07:02 BST 2016, operations=438.9567846086694, operationsPerMinute=109.73919615216735
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 28 16:07:09 BST 2016, end=Tue Jun 28 16:09:09 BST 2016, operations=97.31560106415053, operationsPerMinute=48.657800532075264, mode=normal, start=Tue Jun 28 16:09:24 BST 2016, end=Tue Jun 28 16:13:24 BST 2016, operations=193.19757215273916, operationsPerMinute=48.29939303818479
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 28 16:13:41 BST 2016, end=Tue Jun 28 16:15:41 BST 2016, operations=20.744334477671238, operationsPerMinute=10.372167238835619, mode=normal, start=Tue Jun 28 16:16:40 BST 2016, end=Tue Jun 28 16:20:40 BST 2016, operations=41.49113410010613, operationsPerMinute=10.372783525026533
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 28 16:21:57 BST 2016, end=Tue Jun 28 16:23:57 BST 2016, operations=121.5626414807223, operationsPerMinute=60.78132074036115, mode=normal, start=Tue Jun 28 16:24:09 BST 2016, end=Tue Jun 28 16:28:09 BST 2016, operations=241.1524828083476, operationsPerMinute=60.2881207020869
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 28 16:28:23 BST 2016, end=Tue Jun 28 16:30:23 BST 2016, operations=63.05650432338288, operationsPerMinute=31.52825216169144, mode=normal, start=Tue Jun 28 16:30:43 BST 2016, end=Tue Jun 28 16:34:43 BST 2016, operations=126.27154365613907, operationsPerMinute=31.56788591403477
benchmark-name=scimark.fft.small, mod=warmup, start=Tue Jun 28 16:35:02 BST 2016, end=Tue Jun 28 16:37:02 BST 2016, operations=840.5021848535688, operationsPerMinute=420.2510924267844, mode=normal, start=Tue Jun 28 16:37:03 BST 2016, end=Tue Jun 28 16:41:03 BST 2016, operations=1662.3128078334978, operationsPerMinute=415.57820195837445
benchmark-name=scimark.lu.small, mod=warmup, start=Tue Jun 28 16:41:05 BST 2016, end=Tue Jun 28 16:43:05 BST 2016, operations=529.2680835814417, operationsPerMinute=264.63404179072086, mode=normal, start=Tue Jun 28 16:43:08 BST 2016, end=Tue Jun 28 16:47:08 BST 2016, operations=1056.1316088224241, operationsPerMinute=264.03290220560604
benchmark-name=scimark.sor.small, mod=warmup, start=Tue Jun 28 16:47:11 BST 2016, end=Tue Jun 28 16:49:11 BST 2016, operations=616.7826148035251, operationsPerMinute=308.39130740176256, mode=normal, start=Tue Jun 28 16:49:14 BST 2016, end=Tue Jun 28 16:53:14 BST 2016, operations=1238.935092900374, operationsPerMinute=309.7337732250935
benchmark-name=scimark.sparse.small, mod=warmup, start=Tue Jun 28 16:53:17 BST 2016, end=Tue Jun 28 16:55:17 BST 2016, operations=447.6523699473436, operationsPerMinute=223.8261849736718, mode=normal, start=Tue Jun 28 16:55:20 BST 2016, end=Tue Jun 28 16:59:20 BST 2016, operations=896.3181402256993, operationsPerMinute=224.07953505642482
benchmark-name=scimark.monte_carlo, mod=warmup, start=Tue Jun 28 16:59:23 BST 2016, end=Tue Jun 28 17:01:23 BST 2016, operations=152.8964759986072, operationsPerMinute=76.4482379993036, mode=normal, start=Tue Jun 28 17:01:34 BST 2016, end=Tue Jun 28 17:05:34 BST 2016, operations=305.12014130825406, operationsPerMinute=76.28003532706352
benchmark-name=serial, mod=warmup, start=Tue Jun 28 17:05:45 BST 2016, end=Tue Jun 28 17:07:45 BST 2016, operations=227.63037345170812, operationsPerMinute=113.81518672585406, mode=normal, start=Tue Jun 28 17:07:51 BST 2016, end=Tue Jun 28 17:11:51 BST 2016, operations=453.274250249575, operationsPerMinute=113.31856256239375
benchmark-name=sunflow, mod=warmup, start=Tue Jun 28 17:11:56 BST 2016, end=Tue Jun 28 17:13:56 BST 2016, operations=185.33548937175254, operationsPerMinute=92.66774468587627, mode=normal, start=Tue Jun 28 17:14:00 BST 2016, end=Tue Jun 28 17:18:00 BST 2016, operations=370.7986378080708, operationsPerMinute=92.6996594520177
benchmark-name=xml.transform, mod=warmup, start=Tue Jun 28 17:18:27 BST 2016, end=Tue Jun 28 17:20:27 BST 2016, operations=503.38508597584075, operationsPerMinute=251.69254298792038, mode=normal, start=Tue Jun 28 17:20:30 BST 2016, end=Tue Jun 28 17:24:30 BST 2016, operations=1006.9076440808283, operationsPerMinute=251.72691102020707
benchmark-name=xml.validation, mod=warmup, start=Tue Jun 28 17:24:33 BST 2016, end=Tue Jun 28 17:26:33 BST 2016, operations=635.8401922166045, operationsPerMinute=317.92009610830223, mode=normal, start=Tue Jun 28 17:26:36 BST 2016, end=Tue Jun 28 17:30:36 BST 2016, operations=1263.2638266814592, operationsPerMinute=315.8159566703648
