spec.jvm2008.report.run.location=BEDSONTC007
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:19:11 BST 2016, end=Thu May 26 14:19:11 BST 2016, operations=1.0, operationsPerMinute=1333.3333333333333
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:19:11 BST 2016, end=Thu May 26 14:19:11 BST 2016, operations=1.0, operationsPerMinute=287.08133971291863
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:19:11 BST 2016, end=Thu May 26 14:19:26 BST 2016, operations=1.0, operationsPerMinute=4.220596510973551
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:19:26 BST 2016, end=Thu May 26 14:19:29 BST 2016, operations=1.0, operationsPerMinute=16.901408450704224
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:19:29 BST 2016, end=Thu May 26 14:19:30 BST 2016, operations=1.0, operationsPerMinute=46.51162790697674
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:19:30 BST 2016, end=Thu May 26 14:19:39 BST 2016, operations=1.0, operationsPerMinute=7.1132187314759925
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:19:39 BST 2016, end=Thu May 26 14:19:46 BST 2016, operations=1.0, operationsPerMinute=8.089524066334098
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:19:46 BST 2016, end=Thu May 26 14:19:53 BST 2016, operations=1.0, operationsPerMinute=9.227929867733005
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:19:53 BST 2016, end=Thu May 26 14:19:55 BST 2016, operations=1.0, operationsPerMinute=24.88593944421402
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:19:55 BST 2016, end=Thu May 26 14:19:56 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:19:56 BST 2016, end=Thu May 26 14:19:57 BST 2016, operations=1.0, operationsPerMinute=60.72874493927125
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:19:57 BST 2016, end=Thu May 26 14:20:03 BST 2016, operations=1.0, operationsPerMinute=10.09251471825063
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:20:03 BST 2016, end=Thu May 26 14:20:04 BST 2016, operations=1.0, operationsPerMinute=40.32258064516129
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:20:04 BST 2016, end=Thu May 26 14:20:05 BST 2016, operations=1.0, operationsPerMinute=58.765915768854065
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:20:05 BST 2016, end=Thu May 26 14:20:08 BST 2016, operations=1.0, operationsPerMinute=26.89376961004034
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:20:08 BST 2016, end=Thu May 26 14:20:14 BST 2016, operations=1.0, operationsPerMinute=9.538950715421304
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:20:14 BST 2016, end=Thu May 26 14:20:35 BST 2016, operations=1.0, operationsPerMinute=2.891566265060241
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:20:35 BST 2016, end=Thu May 26 14:20:36 BST 2016, operations=1.0, operationsPerMinute=69.04487917146145
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:20:47 BST 2016, end=Thu May 26 14:22:47 BST 2016, operations=412.17636927052007, operationsPerMinute=206.08818463526003, mode=normal, start=Thu May 26 14:22:49 BST 2016, end=Thu May 26 14:26:49 BST 2016, operations=856.7747294612718, operationsPerMinute=214.19368236531795
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:26:53 BST 2016, end=Thu May 26 14:28:53 BST 2016, operations=171.01508140243985, operationsPerMinute=85.50754070121992, mode=normal, start=Thu May 26 14:28:57 BST 2016, end=Thu May 26 14:32:57 BST 2016, operations=338.92311842481547, operationsPerMinute=84.73077960620387
benchmark-name=compress, mod=warmup, start=Thu May 26 14:33:01 BST 2016, end=Thu May 26 14:35:01 BST 2016, operations=378.47992894198524, operationsPerMinute=189.23996447099262, mode=normal, start=Thu May 26 14:35:03 BST 2016, end=Thu May 26 14:39:03 BST 2016, operations=757.996213002588, operationsPerMinute=189.499053250647
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:39:06 BST 2016, end=Thu May 26 14:41:06 BST 2016, operations=133.84601705114108, operationsPerMinute=66.92300852557054, mode=normal, start=Thu May 26 14:41:11 BST 2016, end=Thu May 26 14:45:11 BST 2016, operations=281.6924223239121, operationsPerMinute=70.42310558097803
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:45:17 BST 2016, end=Thu May 26 14:47:17 BST 2016, operations=227.11005354993415, operationsPerMinute=113.55502677496708, mode=normal, start=Thu May 26 14:47:20 BST 2016, end=Thu May 26 14:51:20 BST 2016, operations=454.19425293085055, operationsPerMinute=113.54856323271264
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:51:23 BST 2016, end=Thu May 26 14:53:23 BST 2016, operations=390.3433195602667, operationsPerMinute=195.17165978013335, mode=normal, start=Thu May 26 14:53:25 BST 2016, end=Thu May 26 14:57:25 BST 2016, operations=774.7518545945879, operationsPerMinute=193.68796364864698
benchmark-name=derby, mod=warmup, start=Thu May 26 14:57:49 BST 2016, end=Thu May 26 14:59:49 BST 2016, operations=315.0363616161653, operationsPerMinute=157.51818080808266, mode=normal, start=Thu May 26 14:59:52 BST 2016, end=Thu May 26 15:03:52 BST 2016, operations=632.1764340818926, operationsPerMinute=158.04410852047315
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:03:54 BST 2016, end=Thu May 26 15:05:54 BST 2016, operations=200.94909981829397, operationsPerMinute=100.47454990914699, mode=normal, start=Thu May 26 15:05:57 BST 2016, end=Thu May 26 15:09:57 BST 2016, operations=402.2264195109034, operationsPerMinute=100.55660487772585
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:10:01 BST 2016, end=Thu May 26 15:12:01 BST 2016, operations=57.29402079297496, operationsPerMinute=28.64701039648748, mode=normal, start=Thu May 26 15:12:13 BST 2016, end=Thu May 26 15:16:13 BST 2016, operations=118.209017480172, operationsPerMinute=29.552254370043
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:16:23 BST 2016, end=Thu May 26 15:18:23 BST 2016, operations=10.907372948873686, operationsPerMinute=5.453686474436843, mode=normal, start=Thu May 26 15:19:07 BST 2016, end=Thu May 26 15:23:07 BST 2016, operations=22.296336915352704, operationsPerMinute=5.574084228838176
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:23:53 BST 2016, end=Thu May 26 15:25:53 BST 2016, operations=61.3726122016531, operationsPerMinute=30.68630610082655, mode=normal, start=Thu May 26 15:26:03 BST 2016, end=Thu May 26 15:30:03 BST 2016, operations=124.79247740310922, operationsPerMinute=31.198119350777304
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:30:16 BST 2016, end=Thu May 26 15:32:16 BST 2016, operations=37.71131746544066, operationsPerMinute=18.85565873272033, mode=normal, start=Thu May 26 15:32:33 BST 2016, end=Thu May 26 15:36:33 BST 2016, operations=72.83616528455694, operationsPerMinute=18.209041321139235
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:36:45 BST 2016, end=Thu May 26 15:38:45 BST 2016, operations=706.6080930489921, operationsPerMinute=353.3040465244961, mode=normal, start=Thu May 26 15:38:46 BST 2016, end=Thu May 26 15:42:46 BST 2016, operations=1404.3523016145964, operationsPerMinute=351.0880754036491
benchmark-name=scimark.lu.small, mod=warmup, start=Thu May 26 15:42:47 BST 2016, end=Thu May 26 15:44:47 BST 2016, operations=574.0919909360521, operationsPerMinute=287.04599546802604, mode=normal, start=Thu May 26 15:44:49 BST 2016, end=Thu May 26 15:48:49 BST 2016, operations=1148.6275197554685, operationsPerMinute=287.1568799388671
benchmark-name=scimark.sor.small, mod=warmup, start=Thu May 26 15:48:50 BST 2016, end=Thu May 26 15:50:50 BST 2016, operations=329.2460612289494, operationsPerMinute=164.6230306144747, mode=normal, start=Thu May 26 15:50:52 BST 2016, end=Thu May 26 15:54:52 BST 2016, operations=660.1557948070631, operationsPerMinute=165.03894870176578
benchmark-name=scimark.sparse.small, mod=warmup, start=Thu May 26 15:54:55 BST 2016, end=Thu May 26 15:56:55 BST 2016, operations=509.4120426757305, operationsPerMinute=254.70602133786525, mode=normal, start=Thu May 26 15:56:56 BST 2016, end=Thu May 26 16:00:56 BST 2016, operations=1020.9698656518228, operationsPerMinute=255.2424664129557
benchmark-name=scimark.monte_carlo, mod=warmup, start=Thu May 26 16:00:58 BST 2016, end=Thu May 26 16:02:58 BST 2016, operations=119.44379439215363, operationsPerMinute=59.72189719607682, mode=normal, start=Thu May 26 16:03:03 BST 2016, end=Thu May 26 16:07:03 BST 2016, operations=239.35001442848844, operationsPerMinute=59.83750360712211
benchmark-name=serial, mod=warmup, start=Thu May 26 16:07:08 BST 2016, end=Thu May 26 16:09:08 BST 2016, operations=240.99950275669042, operationsPerMinute=120.49975137834521, mode=normal, start=Thu May 26 16:09:12 BST 2016, end=Thu May 26 16:13:12 BST 2016, operations=476.84618319969104, operationsPerMinute=119.21154579992276
benchmark-name=sunflow, mod=warmup, start=Thu May 26 16:13:16 BST 2016, end=Thu May 26 16:15:16 BST 2016, operations=178.08215348781022, operationsPerMinute=89.04107674390511, mode=normal, start=Thu May 26 16:15:17 BST 2016, end=Thu May 26 16:19:17 BST 2016, operations=355.4289833732875, operationsPerMinute=88.85724584332188
benchmark-name=xml.transform, mod=warmup, start=Thu May 26 16:19:38 BST 2016, end=Thu May 26 16:21:38 BST 2016, operations=512.4011049723757, operationsPerMinute=256.20055248618786, mode=normal, start=Thu May 26 16:21:40 BST 2016, end=Thu May 26 16:25:40 BST 2016, operations=1053.0060076711386, operationsPerMinute=263.25150191778465
benchmark-name=xml.validation, mod=warmup, start=Thu May 26 16:25:41 BST 2016, end=Thu May 26 16:27:41 BST 2016, operations=1003.5798748316796, operationsPerMinute=501.7899374158398, mode=normal, start=Thu May 26 16:27:42 BST 2016, end=Thu May 26 16:31:42 BST 2016, operations=1961.3772608373845, operationsPerMinute=490.3443152093461
##-nursultan-##,BEDSONTC007,n/a,n/a,n/a,check,Thu May 26 14:19:11 BST 2016,Thu May 26 14:19:11 BST 2016,1.0,1333.3333333333333,startup.helloworld,Thu May 26 14:19:11 BST 2016,Thu May 26 14:19:11 BST 2016,1.0,287.08133971291863,startup.compiler.compiler,Thu May 26 14:19:11 BST 2016,Thu May 26 14:19:26 BST 2016,1.0,4.220596510973551,startup.compiler.sunflow,Thu May 26 14:19:26 BST 2016,Thu May 26 14:19:29 BST 2016,1.0,16.901408450704224,startup.compress,Thu May 26 14:19:29 BST 2016,Thu May 26 14:19:30 BST 2016,1.0,46.51162790697674,startup.crypto.aes,Thu May 26 14:19:30 BST 2016,Thu May 26 14:19:39 BST 2016,1.0,7.1132187314759925,startup.crypto.rsa,Thu May 26 14:19:39 BST 2016,Thu May 26 14:19:46 BST 2016,1.0,8.089524066334098,startup.crypto.signverify,Thu May 26 14:19:46 BST 2016,Thu May 26 14:19:53 BST 2016,1.0,9.227929867733005,startup.mpegaudio,Thu May 26 14:19:53 BST 2016,Thu May 26 14:19:55 BST 2016,1.0,24.88593944421402,startup.scimark.fft,Thu May 26 14:19:55 BST 2016,Thu May 26 14:19:56 BST 2016,1.0,75.37688442211055,startup.scimark.lu,Thu May 26 14:19:56 BST 2016,Thu May 26 14:19:57 BST 2016,1.0,60.72874493927125,startup.scimark.monte_carlo,Thu May 26 14:19:57 BST 2016,Thu May 26 14:20:03 BST 2016,1.0,10.09251471825063,startup.scimark.sor,Thu May 26 14:20:03 BST 2016,Thu May 26 14:20:04 BST 2016,1.0,40.32258064516129,startup.scimark.sparse,Thu May 26 14:20:04 BST 2016,Thu May 26 14:20:05 BST 2016,1.0,58.765915768854065,startup.serial,Thu May 26 14:20:05 BST 2016,Thu May 26 14:20:08 BST 2016,1.0,26.89376961004034,startup.sunflow,Thu May 26 14:20:08 BST 2016,Thu May 26 14:20:14 BST 2016,1.0,9.538950715421304,startup.xml.transform,Thu May 26 14:20:14 BST 2016,Thu May 26 14:20:35 BST 2016,1.0,2.891566265060241,startup.xml.validation,Thu May 26 14:20:35 BST 2016,Thu May 26 14:20:36 BST 2016,1.0,69.04487917146145,compiler.compiler,Thu May 26 14:20:47 BST 2016,Thu May 26 14:22:47 BST 2016,412.17636927052007,206.08818463526003,Thu May 26 14:22:49 BST 2016,Thu May 26 14:26:49 BST 2016,856.7747294612718,214.19368236531795,compiler.sunflow,Thu May 26 14:26:53 BST 2016,Thu May 26 14:28:53 BST 2016,171.01508140243985,85.50754070121992,Thu May 26 14:28:57 BST 2016,Thu May 26 14:32:57 BST 2016,338.92311842481547,84.73077960620387,compress,Thu May 26 14:33:01 BST 2016,Thu May 26 14:35:01 BST 2016,378.47992894198524,189.23996447099262,Thu May 26 14:35:03 BST 2016,Thu May 26 14:39:03 BST 2016,757.996213002588,189.499053250647,crypto.aes,Thu May 26 14:39:06 BST 2016,Thu May 26 14:41:06 BST 2016,133.84601705114108,66.92300852557054,Thu May 26 14:41:11 BST 2016,Thu May 26 14:45:11 BST 2016,281.6924223239121,70.42310558097803,crypto.rsa,Thu May 26 14:45:17 BST 2016,Thu May 26 14:47:17 BST 2016,227.11005354993415,113.55502677496708,Thu May 26 14:47:20 BST 2016,Thu May 26 14:51:20 BST 2016,454.19425293085055,113.54856323271264,crypto.signverify,Thu May 26 14:51:23 BST 2016,Thu May 26 14:53:23 BST 2016,390.3433195602667,195.17165978013335,Thu May 26 14:53:25 BST 2016,Thu May 26 14:57:25 BST 2016,774.7518545945879,193.68796364864698,derby,Thu May 26 14:57:49 BST 2016,Thu May 26 14:59:49 BST 2016,315.0363616161653,157.51818080808266,Thu May 26 14:59:52 BST 2016,Thu May 26 15:03:52 BST 2016,632.1764340818926,158.04410852047315,mpegaudio,Thu May 26 15:03:54 BST 2016,Thu May 26 15:05:54 BST 2016,200.94909981829397,100.47454990914699,Thu May 26 15:05:57 BST 2016,Thu May 26 15:09:57 BST 2016,402.2264195109034,100.55660487772585,scimark.fft.large,Thu May 26 15:10:01 BST 2016,Thu May 26 15:12:01 BST 2016,57.29402079297496,28.64701039648748,Thu May 26 15:12:13 BST 2016,Thu May 26 15:16:13 BST 2016,118.209017480172,29.552254370043,scimark.lu.large,Thu May 26 15:16:23 BST 2016,Thu May 26 15:18:23 BST 2016,10.907372948873686,5.453686474436843,Thu May 26 15:19:07 BST 2016,Thu May 26 15:23:07 BST 2016,22.296336915352704,5.574084228838176,scimark.sor.large,Thu May 26 15:23:53 BST 2016,Thu May 26 15:25:53 BST 2016,61.3726122016531,30.68630610082655,Thu May 26 15:26:03 BST 2016,Thu May 26 15:30:03 BST 2016,124.79247740310922,31.198119350777304,scimark.sparse.large,Thu May 26 15:30:16 BST 2016,Thu May 26 15:32:16 BST 2016,37.71131746544066,18.85565873272033,Thu May 26 15:32:33 BST 2016,Thu May 26 15:36:33 BST 2016,72.83616528455694,18.209041321139235,scimark.fft.small,Thu May 26 15:36:45 BST 2016,Thu May 26 15:38:45 BST 2016,706.6080930489921,353.3040465244961,Thu May 26 15:38:46 BST 2016,Thu May 26 15:42:46 BST 2016,1404.3523016145964,351.0880754036491,scimark.lu.small,Thu May 26 15:42:47 BST 2016,Thu May 26 15:44:47 BST 2016,574.0919909360521,287.04599546802604,Thu May 26 15:44:49 BST 2016,Thu May 26 15:48:49 BST 2016,1148.6275197554685,287.1568799388671,scimark.sor.small,Thu May 26 15:48:50 BST 2016,Thu May 26 15:50:50 BST 2016,329.2460612289494,164.6230306144747,Thu May 26 15:50:52 BST 2016,Thu May 26 15:54:52 BST 2016,660.1557948070631,165.03894870176578,scimark.sparse.small,Thu May 26 15:54:55 BST 2016,Thu May 26 15:56:55 BST 2016,509.4120426757305,254.70602133786525,Thu May 26 15:56:56 BST 2016,Thu May 26 16:00:56 BST 2016,1020.9698656518228,255.2424664129557,scimark.monte_carlo,Thu May 26 16:00:58 BST 2016,Thu May 26 16:02:58 BST 2016,119.44379439215363,59.72189719607682,Thu May 26 16:03:03 BST 2016,Thu May 26 16:07:03 BST 2016,239.35001442848844,59.83750360712211,serial,Thu May 26 16:07:08 BST 2016,Thu May 26 16:09:08 BST 2016,240.99950275669042,120.49975137834521,Thu May 26 16:09:12 BST 2016,Thu May 26 16:13:12 BST 2016,476.84618319969104,119.21154579992276,sunflow,Thu May 26 16:13:16 BST 2016,Thu May 26 16:15:16 BST 2016,178.08215348781022,89.04107674390511,Thu May 26 16:15:17 BST 2016,Thu May 26 16:19:17 BST 2016,355.4289833732875,88.85724584332188,xml.transform,Thu May 26 16:19:38 BST 2016,Thu May 26 16:21:38 BST 2016,512.4011049723757,256.20055248618786,Thu May 26 16:21:40 BST 2016,Thu May 26 16:25:40 BST 2016,1053.0060076711386,263.25150191778465,xml.validation,Thu May 26 16:25:41 BST 2016,Thu May 26 16:27:41 BST 2016,1003.5798748316796,501.7899374158398,Thu May 26 16:27:42 BST 2016,Thu May 26 16:31:42 BST 2016,1961.3772608373845,490.3443152093461
