spec.jvm2008.report.run.location=OLDLIB055
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 19 00:41:29 BST 2016, end=Sun Jun 19 00:41:30 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 19 00:41:30 BST 2016, end=Sun Jun 19 00:41:30 BST 2016, operations=1.0, operationsPerMinute=183.4862385321101
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 19 00:41:30 BST 2016, end=Sun Jun 19 00:41:55 BST 2016, operations=1.0, operationsPerMinute=2.3682652457075193
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 19 00:41:55 BST 2016, end=Sun Jun 19 00:42:01 BST 2016, operations=1.0, operationsPerMinute=10.683760683760683
benchmark-name=startup.compress, mode=normal, start=Sun Jun 19 00:42:01 BST 2016, end=Sun Jun 19 00:42:02 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 19 00:42:02 BST 2016, end=Sun Jun 19 00:42:13 BST 2016, operations=1.0, operationsPerMinute=5.827505827505828
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 19 00:42:13 BST 2016, end=Sun Jun 19 00:42:21 BST 2016, operations=1.0, operationsPerMinute=6.904487917146145
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 19 00:42:21 BST 2016, end=Sun Jun 19 00:42:29 BST 2016, operations=1.0, operationsPerMinute=8.289582757667864
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 19 00:42:29 BST 2016, end=Sun Jun 19 00:42:32 BST 2016, operations=1.0, operationsPerMinute=19.23076923076923
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 19 00:42:32 BST 2016, end=Sun Jun 19 00:42:33 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 19 00:42:33 BST 2016, end=Sun Jun 19 00:42:34 BST 2016, operations=1.0, operationsPerMinute=49.3421052631579
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 19 00:42:34 BST 2016, end=Sun Jun 19 00:42:41 BST 2016, operations=1.0, operationsPerMinute=8.964589870013446
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 19 00:42:41 BST 2016, end=Sun Jun 19 00:42:42 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 19 00:42:42 BST 2016, end=Sun Jun 19 00:42:44 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.serial, mode=normal, start=Sun Jun 19 00:42:44 BST 2016, end=Sun Jun 19 00:42:47 BST 2016, operations=1.0, operationsPerMinute=19.62066710268149
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 19 00:42:47 BST 2016, end=Sun Jun 19 00:42:54 BST 2016, operations=1.0, operationsPerMinute=7.947019867549669
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 19 00:42:54 BST 2016, end=Sun Jun 19 00:43:23 BST 2016, operations=1.0, operationsPerMinute=2.0812376426514967
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 19 00:43:23 BST 2016, end=Sun Jun 19 00:43:25 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 19 00:43:40 BST 2016, end=Sun Jun 19 00:45:40 BST 2016, operations=352.72388931910746, operationsPerMinute=176.36194465955373, mode=normal, start=Sun Jun 19 00:45:42 BST 2016, end=Sun Jun 19 00:49:42 BST 2016, operations=703.3378705152858, operationsPerMinute=175.83446762882144
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 19 00:49:48 BST 2016, end=Sun Jun 19 00:51:48 BST 2016, operations=139.33546304729143, operationsPerMinute=69.66773152364571, mode=normal, start=Sun Jun 19 00:51:52 BST 2016, end=Sun Jun 19 00:55:52 BST 2016, operations=278.8854286135303, operationsPerMinute=69.72135715338257
benchmark-name=compress, mod=warmup, start=Sun Jun 19 00:55:55 BST 2016, end=Sun Jun 19 00:57:55 BST 2016, operations=270.84953211029483, operationsPerMinute=135.42476605514742, mode=normal, start=Sun Jun 19 00:57:58 BST 2016, end=Sun Jun 19 01:01:58 BST 2016, operations=539.3534021739273, operationsPerMinute=134.83835054348182
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 19 01:02:02 BST 2016, end=Sun Jun 19 01:04:02 BST 2016, operations=85.77303483797607, operationsPerMinute=42.886517418988035, mode=normal, start=Sun Jun 19 01:04:10 BST 2016, end=Sun Jun 19 01:08:10 BST 2016, operations=181.666863210073, operationsPerMinute=45.41671580251825
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 19 01:08:18 BST 2016, end=Sun Jun 19 01:10:18 BST 2016, operations=146.6719990433428, operationsPerMinute=73.3359995216714, mode=normal, start=Sun Jun 19 01:10:22 BST 2016, end=Sun Jun 19 01:14:22 BST 2016, operations=293.3177890455851, operationsPerMinute=73.32944726139627
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 19 01:14:28 BST 2016, end=Sun Jun 19 01:16:28 BST 2016, operations=252.46017754745273, operationsPerMinute=126.23008877372637, mode=normal, start=Sun Jun 19 01:16:31 BST 2016, end=Sun Jun 19 01:20:31 BST 2016, operations=501.2194553044875, operationsPerMinute=125.30486382612187
benchmark-name=derby, mod=warmup, start=Sun Jun 19 01:22:01 BST 2016, end=Sun Jun 19 01:24:01 BST 2016, operations=204.1079122069611, operationsPerMinute=102.05395610348054, mode=normal, start=Sun Jun 19 01:24:04 BST 2016, end=Sun Jun 19 01:28:04 BST 2016, operations=410.39100046460993, operationsPerMinute=102.59775011615248
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 19 01:28:08 BST 2016, end=Sun Jun 19 01:30:08 BST 2016, operations=133.53869557928738, operationsPerMinute=66.76934778964369, mode=normal, start=Sun Jun 19 01:30:14 BST 2016, end=Sun Jun 19 01:34:14 BST 2016, operations=268.25543142531865, operationsPerMinute=67.06385785632966
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 19 01:34:20 BST 2016, end=Sun Jun 19 01:36:20 BST 2016, operations=76.88809809015741, operationsPerMinute=38.44404904507871, mode=normal, start=Sun Jun 19 01:36:30 BST 2016, end=Sun Jun 19 01:40:30 BST 2016, operations=155.72440151300296, operationsPerMinute=38.93110037825074
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 19 01:40:39 BST 2016, end=Sun Jun 19 01:42:39 BST 2016, operations=20.050079231980018, operationsPerMinute=10.025039615990009, mode=normal, start=Sun Jun 19 01:43:11 BST 2016, end=Sun Jun 19 01:47:11 BST 2016, operations=40.10029082684501, operationsPerMinute=10.025072706711253
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 19 01:47:42 BST 2016, end=Sun Jun 19 01:49:42 BST 2016, operations=55.346904487028795, operationsPerMinute=27.673452243514397, mode=normal, start=Sun Jun 19 01:49:52 BST 2016, end=Sun Jun 19 01:53:52 BST 2016, operations=110.09255802165501, operationsPerMinute=27.523139505413752
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 19 01:54:05 BST 2016, end=Sun Jun 19 01:56:05 BST 2016, operations=60.59490547618907, operationsPerMinute=30.297452738094535, mode=normal, start=Sun Jun 19 01:56:14 BST 2016, end=Sun Jun 19 02:00:14 BST 2016, operations=121.7497603627957, operationsPerMinute=30.437440090698924
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 19 02:00:25 BST 2016, end=Sun Jun 19 02:02:25 BST 2016, operations=515.5816448273073, operationsPerMinute=257.79082241365364, mode=normal, start=Sun Jun 19 02:02:27 BST 2016, end=Sun Jun 19 02:06:27 BST 2016, operations=1060.1778540087787, operationsPerMinute=265.0444635021947
benchmark-name=scimark.lu.small, mod=warmup, start=Sun Jun 19 02:06:28 BST 2016, end=Sun Jun 19 02:08:28 BST 2016, operations=373.4759954389408, operationsPerMinute=186.7379977194704, mode=normal, start=Sun Jun 19 02:08:30 BST 2016, end=Sun Jun 19 02:12:30 BST 2016, operations=747.8855205371269, operationsPerMinute=186.97138013428173
benchmark-name=scimark.sor.small, mod=warmup, start=Sun Jun 19 02:12:32 BST 2016, end=Sun Jun 19 02:14:32 BST 2016, operations=243.4409894778605, operationsPerMinute=121.72049473893026, mode=normal, start=Sun Jun 19 02:14:36 BST 2016, end=Sun Jun 19 02:18:36 BST 2016, operations=485.63952947563183, operationsPerMinute=121.40988236890796
benchmark-name=scimark.sparse.small, mod=warmup, start=Sun Jun 19 02:18:39 BST 2016, end=Sun Jun 19 02:20:39 BST 2016, operations=311.07023662710037, operationsPerMinute=155.53511831355019, mode=normal, start=Sun Jun 19 02:20:41 BST 2016, end=Sun Jun 19 02:24:41 BST 2016, operations=622.7943577701757, operationsPerMinute=155.69858944254392
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sun Jun 19 02:24:44 BST 2016, end=Sun Jun 19 02:26:44 BST 2016, operations=79.09884831844342, operationsPerMinute=39.54942415922171, mode=normal, start=Sun Jun 19 02:26:51 BST 2016, end=Sun Jun 19 02:30:51 BST 2016, operations=157.6779639506591, operationsPerMinute=39.41949098766477
benchmark-name=serial, mod=warmup, start=Sun Jun 19 02:31:02 BST 2016, end=Sun Jun 19 02:33:02 BST 2016, operations=144.41252645369107, operationsPerMinute=72.20626322684554, mode=normal, start=Sun Jun 19 02:33:08 BST 2016, end=Sun Jun 19 02:37:08 BST 2016, operations=285.18371593305636, operationsPerMinute=71.29592898326409
benchmark-name=sunflow, mod=warmup, start=Sun Jun 19 02:37:14 BST 2016, end=Sun Jun 19 02:39:14 BST 2016, operations=105.61065839302825, operationsPerMinute=52.80532919651412, mode=normal, start=Sun Jun 19 02:39:17 BST 2016, end=Sun Jun 19 02:43:17 BST 2016, operations=212.26367378971332, operationsPerMinute=53.06591844742833
benchmark-name=xml.transform, mod=warmup, start=Sun Jun 19 02:43:50 BST 2016, end=Sun Jun 19 02:45:50 BST 2016, operations=314.59798809274696, operationsPerMinute=157.29899404637348, mode=normal, start=Sun Jun 19 02:45:52 BST 2016, end=Sun Jun 19 02:49:52 BST 2016, operations=663.2972985355856, operationsPerMinute=165.8243246338964
benchmark-name=xml.validation, mod=warmup, start=Sun Jun 19 02:49:55 BST 2016, end=Sun Jun 19 02:51:55 BST 2016, operations=521.6089266605281, operationsPerMinute=260.80446333026407, mode=normal, start=Sun Jun 19 02:51:57 BST 2016, end=Sun Jun 19 02:55:57 BST 2016, operations=1052.6072394424798, operationsPerMinute=263.15180986061995
