spec.jvm2008.report.run.location=TOLL05
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 14:14:12 BST 2016, end=Wed Jun 29 14:14:12 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 14:14:12 BST 2016, end=Wed Jun 29 14:14:12 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 14:14:12 BST 2016, end=Wed Jun 29 14:14:37 BST 2016, operations=1.0, operationsPerMinute=2.486222185389301
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 14:14:37 BST 2016, end=Wed Jun 29 14:14:42 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 14:14:42 BST 2016, end=Wed Jun 29 14:14:44 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 14:14:44 BST 2016, end=Wed Jun 29 14:14:55 BST 2016, operations=1.0, operationsPerMinute=5.4709583295340565
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 14:14:55 BST 2016, end=Wed Jun 29 14:15:04 BST 2016, operations=1.0, operationsPerMinute=6.759040216289287
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 14:15:04 BST 2016, end=Wed Jun 29 14:15:11 BST 2016, operations=1.0, operationsPerMinute=8.218052321599782
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 14:15:11 BST 2016, end=Wed Jun 29 14:15:15 BST 2016, operations=1.0, operationsPerMinute=15.894039735099337
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 14:15:15 BST 2016, end=Wed Jun 29 14:15:16 BST 2016, operations=1.0, operationsPerMinute=49.958368026644465
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 14:15:16 BST 2016, end=Wed Jun 29 14:15:18 BST 2016, operations=1.0, operationsPerMinute=33.72681281618887
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 14:15:18 BST 2016, end=Wed Jun 29 14:15:26 BST 2016, operations=1.0, operationsPerMinute=7.707129094412331
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 14:15:26 BST 2016, end=Wed Jun 29 14:15:27 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 14:15:27 BST 2016, end=Wed Jun 29 14:15:29 BST 2016, operations=1.0, operationsPerMinute=29.140359397765906
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 14:15:29 BST 2016, end=Wed Jun 29 14:15:34 BST 2016, operations=1.0, operationsPerMinute=14.513788098693759
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 14:15:34 BST 2016, end=Wed Jun 29 14:15:42 BST 2016, operations=1.0, operationsPerMinute=7.468259895444361
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 14:15:42 BST 2016, end=Wed Jun 29 14:16:21 BST 2016, operations=1.0, operationsPerMinute=1.5130119023602986
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 14:16:21 BST 2016, end=Wed Jun 29 14:16:23 BST 2016, operations=1.0, operationsPerMinute=39.24133420536298
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 14:16:39 BST 2016, end=Wed Jun 29 14:18:39 BST 2016, operations=242.31152216781302, operationsPerMinute=121.15576108390651, mode=normal, start=Wed Jun 29 14:18:40 BST 2016, end=Wed Jun 29 14:22:40 BST 2016, operations=487.86019052334973, operationsPerMinute=121.96504763083743
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 14:22:47 BST 2016, end=Wed Jun 29 14:24:47 BST 2016, operations=95.92123398511993, operationsPerMinute=47.96061699255996, mode=normal, start=Wed Jun 29 14:24:49 BST 2016, end=Wed Jun 29 14:28:49 BST 2016, operations=191.94055911292088, operationsPerMinute=47.98513977823022
benchmark-name=compress, mod=warmup, start=Wed Jun 29 14:28:53 BST 2016, end=Wed Jun 29 14:30:53 BST 2016, operations=150.3352160152125, operationsPerMinute=75.16760800760625, mode=normal, start=Wed Jun 29 14:30:54 BST 2016, end=Wed Jun 29 14:34:54 BST 2016, operations=301.71923295417116, operationsPerMinute=75.42980823854279
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 14:34:56 BST 2016, end=Wed Jun 29 14:36:56 BST 2016, operations=42.29861754661721, operationsPerMinute=21.149308773308604, mode=normal, start=Wed Jun 29 14:37:03 BST 2016, end=Wed Jun 29 14:41:03 BST 2016, operations=89.52325758896052, operationsPerMinute=22.38081439724013
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 14:41:09 BST 2016, end=Wed Jun 29 14:43:09 BST 2016, operations=87.09372006431593, operationsPerMinute=43.546860032157966, mode=normal, start=Wed Jun 29 14:43:12 BST 2016, end=Wed Jun 29 14:47:12 BST 2016, operations=174.147118592778, operationsPerMinute=43.5367796481945
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 14:47:16 BST 2016, end=Wed Jun 29 14:49:16 BST 2016, operations=138.2860977469072, operationsPerMinute=69.1430488734536, mode=normal, start=Wed Jun 29 14:49:19 BST 2016, end=Wed Jun 29 14:53:19 BST 2016, operations=278.47687503229747, operationsPerMinute=69.61921875807437
benchmark-name=derby, mod=warmup, start=Wed Jun 29 14:55:15 BST 2016, end=Wed Jun 29 14:57:15 BST 2016, operations=107.3102528222742, operationsPerMinute=53.6551264111371, mode=normal, start=Wed Jun 29 14:57:18 BST 2016, end=Wed Jun 29 15:01:18 BST 2016, operations=214.7407715285944, operationsPerMinute=53.6851928821486
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 15:01:21 BST 2016, end=Wed Jun 29 15:03:21 BST 2016, operations=66.24547934086867, operationsPerMinute=33.122739670434335, mode=normal, start=Wed Jun 29 15:03:25 BST 2016, end=Wed Jun 29 15:07:25 BST 2016, operations=132.20274900073414, operationsPerMinute=33.050687250183536
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 15:07:33 BST 2016, end=Wed Jun 29 15:09:33 BST 2016, operations=32.62412867793746, operationsPerMinute=16.31206433896873, mode=normal, start=Wed Jun 29 15:09:43 BST 2016, end=Wed Jun 29 15:13:43 BST 2016, operations=69.96624180417584, operationsPerMinute=17.49156045104396
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 15:13:50 BST 2016, end=Wed Jun 29 15:15:50 BST 2016, operations=7.037564086590084, operationsPerMinute=3.518782043295042, mode=normal, start=Wed Jun 29 15:16:26 BST 2016, end=Wed Jun 29 15:20:26 BST 2016, operations=14.121013798688997, operationsPerMinute=3.5302534496722493
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 15:21:17 BST 2016, end=Wed Jun 29 15:23:17 BST 2016, operations=32.15726777569827, operationsPerMinute=16.078633887849136, mode=normal, start=Wed Jun 29 15:23:25 BST 2016, end=Wed Jun 29 15:27:25 BST 2016, operations=64.3321314721847, operationsPerMinute=16.083032868046175
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 15:27:32 BST 2016, end=Wed Jun 29 15:29:32 BST 2016, operations=23.612775864073182, operationsPerMinute=11.806387932036591, mode=normal, start=Wed Jun 29 15:29:41 BST 2016, end=Wed Jun 29 15:33:41 BST 2016, operations=46.66558858687964, operationsPerMinute=11.66639714671991
