spec.jvm2008.report.run.location=BEDSONTC125
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=1936
benchmark-name=check, mode=normal, start=Thu Jun 23 02:51:41 BST 2016, end=Thu Jun 23 02:51:42 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 02:51:42 BST 2016, end=Thu Jun 23 02:51:42 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 02:51:42 BST 2016, end=Thu Jun 23 02:52:17 BST 2016, operations=1.0, operationsPerMinute=1.729804532087874
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 02:52:17 BST 2016, end=Thu Jun 23 02:52:24 BST 2016, operations=1.0, operationsPerMinute=9.264978381717109
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 02:52:24 BST 2016, end=Thu Jun 23 02:52:26 BST 2016, operations=1.0, operationsPerMinute=21.134202183867558
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 02:52:26 BST 2016, end=Thu Jun 23 02:52:38 BST 2016, operations=1.0, operationsPerMinute=5.289605924358635
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 02:52:38 BST 2016, end=Thu Jun 23 02:52:47 BST 2016, operations=1.0, operationsPerMinute=6.52954619653934
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 02:52:47 BST 2016, end=Thu Jun 23 02:52:55 BST 2016, operations=1.0, operationsPerMinute=7.7539415869733785
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 02:52:55 BST 2016, end=Thu Jun 23 02:52:59 BST 2016, operations=1.0, operationsPerMinute=15.507883173946757
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 02:52:59 BST 2016, end=Thu Jun 23 02:53:00 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 02:53:00 BST 2016, end=Thu Jun 23 02:53:01 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 02:53:01 BST 2016, end=Thu Jun 23 02:53:08 BST 2016, operations=1.0, operationsPerMinute=8.6617583369424
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 02:53:08 BST 2016, end=Thu Jun 23 02:53:09 BST 2016, operations=1.0, operationsPerMinute=34.66204506065858
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 02:53:09 BST 2016, end=Thu Jun 23 02:53:11 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 02:53:11 BST 2016, end=Thu Jun 23 02:53:14 BST 2016, operations=1.0, operationsPerMinute=18.94537417113988
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 02:53:14 BST 2016, end=Thu Jun 23 02:53:22 BST 2016, operations=1.0, operationsPerMinute=7.961783439490445
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 02:53:22 BST 2016, end=Thu Jun 23 02:53:56 BST 2016, operations=1.0, operationsPerMinute=1.7544885665828411
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 02:53:56 BST 2016, end=Thu Jun 23 02:53:58 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 02:54:14 BST 2016, end=Thu Jun 23 02:56:14 BST 2016, operations=340.5461873945685, operationsPerMinute=170.27309369728425, mode=normal, start=Thu Jun 23 02:56:17 BST 2016, end=Thu Jun 23 03:00:17 BST 2016, operations=711.0851402078584, operationsPerMinute=177.7712850519646
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 03:00:23 BST 2016, end=Thu Jun 23 03:02:23 BST 2016, operations=138.29227489801212, operationsPerMinute=69.14613744900606, mode=normal, start=Thu Jun 23 03:02:27 BST 2016, end=Thu Jun 23 03:06:27 BST 2016, operations=273.9649554603845, operationsPerMinute=68.49123886509612
benchmark-name=compress, mod=warmup, start=Thu Jun 23 03:06:32 BST 2016, end=Thu Jun 23 03:08:32 BST 2016, operations=260.07119888757626, operationsPerMinute=130.03559944378813, mode=normal, start=Thu Jun 23 03:08:34 BST 2016, end=Thu Jun 23 03:12:34 BST 2016, operations=520.1748899034621, operationsPerMinute=130.04372247586554
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 03:12:37 BST 2016, end=Thu Jun 23 03:14:37 BST 2016, operations=83.8886638271698, operationsPerMinute=41.9443319135849, mode=normal, start=Thu Jun 23 03:14:47 BST 2016, end=Thu Jun 23 03:18:47 BST 2016, operations=177.69271901496208, operationsPerMinute=44.42317975374052
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 03:18:56 BST 2016, end=Thu Jun 23 03:20:56 BST 2016, operations=139.35963611685355, operationsPerMinute=69.67981805842678, mode=normal, start=Thu Jun 23 03:21:01 BST 2016, end=Thu Jun 23 03:25:01 BST 2016, operations=287.86594986199486, operationsPerMinute=71.96648746549872
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 03:25:07 BST 2016, end=Thu Jun 23 03:27:07 BST 2016, operations=248.89169117010158, operationsPerMinute=124.44584558505079, mode=normal, start=Thu Jun 23 03:27:10 BST 2016, end=Thu Jun 23 03:31:10 BST 2016, operations=500.7746617431569, operationsPerMinute=125.19366543578923
benchmark-name=derby, mod=warmup, start=Thu Jun 23 03:32:42 BST 2016, end=Thu Jun 23 03:34:42 BST 2016, operations=202.23525681871646, operationsPerMinute=101.11762840935823, mode=normal, start=Thu Jun 23 03:34:45 BST 2016, end=Thu Jun 23 03:38:45 BST 2016, operations=407.21365667560644, operationsPerMinute=101.80341416890161
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 03:38:49 BST 2016, end=Thu Jun 23 03:40:49 BST 2016, operations=133.04643145664284, operationsPerMinute=66.52321572832142, mode=normal, start=Thu Jun 23 03:40:55 BST 2016, end=Thu Jun 23 03:44:55 BST 2016, operations=267.04421686913514, operationsPerMinute=66.76105421728379
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 03:45:01 BST 2016, end=Thu Jun 23 03:47:01 BST 2016, operations=45.081921254681546, operationsPerMinute=22.540960627340773, mode=normal, start=Thu Jun 23 03:47:18 BST 2016, end=Thu Jun 23 03:51:18 BST 2016, operations=96.98439987083253, operationsPerMinute=24.246099967708133
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 03:51:34 BST 2016, end=Thu Jun 23 03:53:34 BST 2016, operations=10.135829880441902, operationsPerMinute=5.067914940220951, mode=normal, start=Thu Jun 23 03:54:30 BST 2016, end=Thu Jun 23 03:58:30 BST 2016, operations=20.51948662843242, operationsPerMinute=5.129871657108105
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 03:59:34 BST 2016, end=Thu Jun 23 04:01:34 BST 2016, operations=52.717406677567915, operationsPerMinute=26.358703338783958, mode=normal, start=Thu Jun 23 04:01:49 BST 2016, end=Thu Jun 23 04:05:49 BST 2016, operations=105.70202433372368, operationsPerMinute=26.42550608343092
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 04:06:00 BST 2016, end=Thu Jun 23 04:08:00 BST 2016, operations=35.72365181063174, operationsPerMinute=17.86182590531587, mode=normal, start=Thu Jun 23 04:08:18 BST 2016, end=Thu Jun 23 04:12:18 BST 2016, operations=71.37990091415489, operationsPerMinute=17.844975228538722
