spec.jvm2008.report.run.location=HULL112
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Tue Jun 21 15:20:29 BST 2016, end=Tue Jun 21 15:20:29 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Tue Jun 21 15:20:29 BST 2016, end=Tue Jun 21 15:20:30 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jun 21 15:20:30 BST 2016, end=Tue Jun 21 15:20:52 BST 2016, operations=1.0, operationsPerMinute=2.665363600017769
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jun 21 15:20:52 BST 2016, end=Tue Jun 21 15:20:57 BST 2016, operations=1.0, operationsPerMinute=12.861736334405144
benchmark-name=startup.compress, mode=normal, start=Tue Jun 21 15:20:57 BST 2016, end=Tue Jun 21 15:20:58 BST 2016, operations=1.0, operationsPerMinute=37.359900373599004
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jun 21 15:20:58 BST 2016, end=Tue Jun 21 15:21:08 BST 2016, operations=1.0, operationsPerMinute=5.9904153354632586
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jun 21 15:21:08 BST 2016, end=Tue Jun 21 15:21:17 BST 2016, operations=1.0, operationsPerMinute=6.855575868372943
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jun 21 15:21:17 BST 2016, end=Tue Jun 21 15:21:25 BST 2016, operations=1.0, operationsPerMinute=7.995735607675906
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jun 21 15:21:25 BST 2016, end=Tue Jun 21 15:21:28 BST 2016, operations=1.0, operationsPerMinute=19.32367149758454
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jun 21 15:21:28 BST 2016, end=Tue Jun 21 15:21:29 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jun 21 15:21:29 BST 2016, end=Tue Jun 21 15:21:30 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jun 21 15:21:30 BST 2016, end=Tue Jun 21 15:21:37 BST 2016, operations=1.0, operationsPerMinute=9.006304413089163
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jun 21 15:21:37 BST 2016, end=Tue Jun 21 15:21:38 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jun 21 15:21:38 BST 2016, end=Tue Jun 21 15:21:40 BST 2016, operations=1.0, operationsPerMinute=43.22766570605187
benchmark-name=startup.serial, mode=normal, start=Tue Jun 21 15:21:40 BST 2016, end=Tue Jun 21 15:21:43 BST 2016, operations=1.0, operationsPerMinute=19.828155981493722
benchmark-name=startup.sunflow, mode=normal, start=Tue Jun 21 15:21:43 BST 2016, end=Tue Jun 21 15:21:50 BST 2016, operations=1.0, operationsPerMinute=8.470986869970352
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jun 21 15:21:50 BST 2016, end=Tue Jun 21 15:22:18 BST 2016, operations=1.0, operationsPerMinute=2.159516268355888
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jun 21 15:22:18 BST 2016, end=Tue Jun 21 15:22:19 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jun 21 15:22:35 BST 2016, end=Tue Jun 21 15:24:35 BST 2016, operations=365.24234971148496, operationsPerMinute=182.62117485574248, mode=normal, start=Tue Jun 21 15:24:37 BST 2016, end=Tue Jun 21 15:28:37 BST 2016, operations=738.3991007937182, operationsPerMinute=184.59977519842954
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jun 21 15:28:43 BST 2016, end=Tue Jun 21 15:30:43 BST 2016, operations=144.2813952766731, operationsPerMinute=72.14069763833655, mode=normal, start=Tue Jun 21 15:30:48 BST 2016, end=Tue Jun 21 15:34:48 BST 2016, operations=288.4020054731908, operationsPerMinute=72.1005013682977
benchmark-name=compress, mod=warmup, start=Tue Jun 21 15:34:53 BST 2016, end=Tue Jun 21 15:36:53 BST 2016, operations=271.90228360602924, operationsPerMinute=135.95114180301462, mode=normal, start=Tue Jun 21 15:36:56 BST 2016, end=Tue Jun 21 15:40:56 BST 2016, operations=543.5470425243763, operationsPerMinute=135.88676063109406
benchmark-name=crypto.aes, mod=warmup, start=Tue Jun 21 15:40:59 BST 2016, end=Tue Jun 21 15:42:59 BST 2016, operations=86.46455403433679, operationsPerMinute=43.23227701716839, mode=normal, start=Tue Jun 21 15:43:06 BST 2016, end=Tue Jun 21 15:47:06 BST 2016, operations=181.9510777158428, operationsPerMinute=45.4877694289607
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jun 21 15:47:15 BST 2016, end=Tue Jun 21 15:49:15 BST 2016, operations=147.4027188520482, operationsPerMinute=73.7013594260241, mode=normal, start=Tue Jun 21 15:49:20 BST 2016, end=Tue Jun 21 15:53:20 BST 2016, operations=295.1868339334627, operationsPerMinute=73.79670848336568
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jun 21 15:53:26 BST 2016, end=Tue Jun 21 15:55:26 BST 2016, operations=252.0799643914907, operationsPerMinute=126.03998219574535, mode=normal, start=Tue Jun 21 15:55:29 BST 2016, end=Tue Jun 21 15:59:29 BST 2016, operations=505.559815206279, operationsPerMinute=126.38995380156975
benchmark-name=derby, mod=warmup, start=Tue Jun 21 16:00:55 BST 2016, end=Tue Jun 21 16:02:55 BST 2016, operations=210.10825908173194, operationsPerMinute=105.05412954086597, mode=normal, start=Tue Jun 21 16:02:58 BST 2016, end=Tue Jun 21 16:06:58 BST 2016, operations=422.0879252799686, operationsPerMinute=105.52198131999215
benchmark-name=mpegaudio, mod=warmup, start=Tue Jun 21 16:07:01 BST 2016, end=Tue Jun 21 16:09:01 BST 2016, operations=133.7745110599857, operationsPerMinute=66.88725552999286, mode=normal, start=Tue Jun 21 16:09:07 BST 2016, end=Tue Jun 21 16:13:07 BST 2016, operations=268.6984082046954, operationsPerMinute=67.17460205117385
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jun 21 16:13:12 BST 2016, end=Tue Jun 21 16:15:12 BST 2016, operations=89.76543216429864, operationsPerMinute=44.88271608214932, mode=normal, start=Tue Jun 21 16:15:19 BST 2016, end=Tue Jun 21 16:19:19 BST 2016, operations=190.17212572757361, operationsPerMinute=47.543031431893404
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jun 21 16:19:26 BST 2016, end=Tue Jun 21 16:21:26 BST 2016, operations=22.360043722286385, operationsPerMinute=11.180021861143192, mode=normal, start=Tue Jun 21 16:21:51 BST 2016, end=Tue Jun 21 16:25:51 BST 2016, operations=44.74925522270403, operationsPerMinute=11.187313805676007
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jun 21 16:26:20 BST 2016, end=Tue Jun 21 16:28:20 BST 2016, operations=55.776657751766024, operationsPerMinute=27.888328875883012, mode=normal, start=Tue Jun 21 16:28:35 BST 2016, end=Tue Jun 21 16:32:35 BST 2016, operations=111.66634810804364, operationsPerMinute=27.91658702701091
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jun 21 16:32:50 BST 2016, end=Tue Jun 21 16:34:50 BST 2016, operations=67.75279516932741, operationsPerMinute=33.87639758466371, mode=normal, start=Tue Jun 21 16:35:01 BST 2016, end=Tue Jun 21 16:39:01 BST 2016, operations=135.49788643935378, operationsPerMinute=33.874471609838444
