spec.jvm2008.report.run.location=BARN-14
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 21:20:09 BST 2016, end=Fri Jul 01 21:20:09 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 21:20:09 BST 2016, end=Fri Jul 01 21:20:09 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 21:20:09 BST 2016, end=Fri Jul 01 21:20:23 BST 2016, operations=1.0, operationsPerMinute=4.390458071125421
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 21:20:23 BST 2016, end=Fri Jul 01 21:20:26 BST 2016, operations=1.0, operationsPerMinute=18.231540565177756
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 21:20:26 BST 2016, end=Fri Jul 01 21:20:27 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 21:20:27 BST 2016, end=Fri Jul 01 21:20:36 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 21:20:36 BST 2016, end=Fri Jul 01 21:20:43 BST 2016, operations=1.0, operationsPerMinute=7.979784545817263
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 21:20:43 BST 2016, end=Fri Jul 01 21:20:50 BST 2016, operations=1.0, operationsPerMinute=9.246417013407305
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 21:20:50 BST 2016, end=Fri Jul 01 21:20:52 BST 2016, operations=1.0, operationsPerMinute=26.33889376646181
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 21:20:52 BST 2016, end=Fri Jul 01 21:20:53 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 21:20:53 BST 2016, end=Fri Jul 01 21:20:54 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 21:20:54 BST 2016, end=Fri Jul 01 21:20:59 BST 2016, operations=1.0, operationsPerMinute=10.834236186348862
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 21:20:59 BST 2016, end=Fri Jul 01 21:21:01 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 21:21:01 BST 2016, end=Fri Jul 01 21:21:02 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 21:21:02 BST 2016, end=Fri Jul 01 21:21:04 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 21:21:04 BST 2016, end=Fri Jul 01 21:21:10 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 21:21:10 BST 2016, end=Fri Jul 01 21:21:30 BST 2016, operations=1.0, operationsPerMinute=2.974714923153198
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 21:21:30 BST 2016, end=Fri Jul 01 21:21:31 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 21:21:42 BST 2016, end=Fri Jul 01 21:23:42 BST 2016, operations=495.8285965125656, operationsPerMinute=247.9142982562828, mode=normal, start=Fri Jul 01 21:23:43 BST 2016, end=Fri Jul 01 21:27:43 BST 2016, operations=1011.5576767958637, operationsPerMinute=252.88941919896592
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 21:27:47 BST 2016, end=Fri Jul 01 21:29:47 BST 2016, operations=198.52055395788162, operationsPerMinute=99.26027697894081, mode=normal, start=Fri Jul 01 21:29:50 BST 2016, end=Fri Jul 01 21:33:50 BST 2016, operations=395.0404052936311, operationsPerMinute=98.76010132340778
benchmark-name=compress, mod=warmup, start=Fri Jul 01 21:33:53 BST 2016, end=Fri Jul 01 21:35:53 BST 2016, operations=398.5430925168274, operationsPerMinute=199.2715462584137, mode=normal, start=Fri Jul 01 21:35:55 BST 2016, end=Fri Jul 01 21:39:55 BST 2016, operations=797.4089105670232, operationsPerMinute=199.3522276417558
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 21:39:57 BST 2016, end=Fri Jul 01 21:41:57 BST 2016, operations=139.68190000773455, operationsPerMinute=69.84095000386728, mode=normal, start=Fri Jul 01 21:42:03 BST 2016, end=Fri Jul 01 21:46:03 BST 2016, operations=292.5566283670936, operationsPerMinute=73.1391570917734
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 21:46:08 BST 2016, end=Fri Jul 01 21:48:08 BST 2016, operations=234.0426668464193, operationsPerMinute=117.02133342320965, mode=normal, start=Fri Jul 01 21:48:10 BST 2016, end=Fri Jul 01 21:52:10 BST 2016, operations=468.2616561334487, operationsPerMinute=117.06541403336217
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 21:52:14 BST 2016, end=Fri Jul 01 21:54:14 BST 2016, operations=406.2826004237471, operationsPerMinute=203.14130021187356, mode=normal, start=Fri Jul 01 21:54:16 BST 2016, end=Fri Jul 01 21:58:16 BST 2016, operations=813.283111543871, operationsPerMinute=203.32077788596774
benchmark-name=derby, mod=warmup, start=Fri Jul 01 21:58:38 BST 2016, end=Fri Jul 01 22:00:38 BST 2016, operations=364.8165507491251, operationsPerMinute=182.40827537456255, mode=normal, start=Fri Jul 01 22:00:40 BST 2016, end=Fri Jul 01 22:04:40 BST 2016, operations=731.0120958472104, operationsPerMinute=182.7530239618026
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 22:04:42 BST 2016, end=Fri Jul 01 22:06:42 BST 2016, operations=207.0916634173048, operationsPerMinute=103.5458317086524, mode=normal, start=Fri Jul 01 22:06:46 BST 2016, end=Fri Jul 01 22:10:46 BST 2016, operations=415.4335273303054, operationsPerMinute=103.85838183257636
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 22:10:50 BST 2016, end=Fri Jul 01 22:12:50 BST 2016, operations=78.83622979009826, operationsPerMinute=39.41811489504913, mode=normal, start=Fri Jul 01 22:12:56 BST 2016, end=Fri Jul 01 22:16:56 BST 2016, operations=146.9457476911191, operationsPerMinute=36.736436922779774
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 22:17:05 BST 2016, end=Fri Jul 01 22:19:05 BST 2016, operations=13.818579030726482, operationsPerMinute=6.909289515363241, mode=normal, start=Fri Jul 01 22:19:49 BST 2016, end=Fri Jul 01 22:23:49 BST 2016, operations=27.63734286107882, operationsPerMinute=6.909335715269705
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 22:24:18 BST 2016, end=Fri Jul 01 22:26:18 BST 2016, operations=74.42733130249972, operationsPerMinute=37.21366565124986, mode=normal, start=Fri Jul 01 22:26:27 BST 2016, end=Fri Jul 01 22:30:27 BST 2016, operations=149.2296632698002, operationsPerMinute=37.30741581745005
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 22:30:38 BST 2016, end=Fri Jul 01 22:32:38 BST 2016, operations=43.10592191089103, operationsPerMinute=21.552960955445513, mode=normal, start=Fri Jul 01 22:32:49 BST 2016, end=Fri Jul 01 22:36:49 BST 2016, operations=86.5325085588502, operationsPerMinute=21.63312713971255
