spec.jvm2008.report.run.location=SUNSPACE07
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Wed Jun 29 11:31:01 BST 2016, end=Wed Jun 29 11:31:02 BST 2016, operations=1.0, operationsPerMinute=681.8181818181819
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 11:31:02 BST 2016, end=Wed Jun 29 11:31:02 BST 2016, operations=1.0, operationsPerMinute=94.19152276295134
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 11:31:02 BST 2016, end=Wed Jun 29 11:31:42 BST 2016, operations=1.0, operationsPerMinute=1.5212981744421907
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 11:31:42 BST 2016, end=Wed Jun 29 11:31:48 BST 2016, operations=1.0, operationsPerMinute=8.883624518803671
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 11:31:48 BST 2016, end=Wed Jun 29 11:31:50 BST 2016, operations=1.0, operationsPerMinute=29.940119760479043
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 11:31:50 BST 2016, end=Wed Jun 29 11:32:02 BST 2016, operations=1.0, operationsPerMinute=5.04116955133591
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 11:32:02 BST 2016, end=Wed Jun 29 11:32:11 BST 2016, operations=1.0, operationsPerMinute=6.554511688879178
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 11:32:11 BST 2016, end=Wed Jun 29 11:32:19 BST 2016, operations=1.0, operationsPerMinute=8.146639511201629
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 11:32:19 BST 2016, end=Wed Jun 29 11:32:23 BST 2016, operations=1.0, operationsPerMinute=15.885623510722796
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 11:32:23 BST 2016, end=Wed Jun 29 11:32:24 BST 2016, operations=1.0, operationsPerMinute=53.57142857142857
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 11:32:24 BST 2016, end=Wed Jun 29 11:32:25 BST 2016, operations=1.0, operationsPerMinute=40.78857919782461
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 11:32:25 BST 2016, end=Wed Jun 29 11:32:33 BST 2016, operations=1.0, operationsPerMinute=7.524454477050414
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 11:32:33 BST 2016, end=Wed Jun 29 11:32:35 BST 2016, operations=1.0, operationsPerMinute=28.92960462873674
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 11:32:35 BST 2016, end=Wed Jun 29 11:32:37 BST 2016, operations=1.0, operationsPerMinute=36.25377643504532
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 11:32:37 BST 2016, end=Wed Jun 29 11:32:41 BST 2016, operations=1.0, operationsPerMinute=15.801948907031868
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 11:32:41 BST 2016, end=Wed Jun 29 11:32:49 BST 2016, operations=1.0, operationsPerMinute=7.22543352601156
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 11:32:49 BST 2016, end=Wed Jun 29 11:33:25 BST 2016, operations=1.0, operationsPerMinute=1.6690311274305265
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 11:33:25 BST 2016, end=Wed Jun 29 11:33:27 BST 2016, operations=1.0, operationsPerMinute=36.12281757977122
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 11:33:46 BST 2016, end=Wed Jun 29 11:35:46 BST 2016, operations=246.08861352567334, operationsPerMinute=123.04430676283667, mode=normal, start=Wed Jun 29 11:35:49 BST 2016, end=Wed Jun 29 11:39:49 BST 2016, operations=580.8856195413381, operationsPerMinute=145.22140488533452
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 11:39:57 BST 2016, end=Wed Jun 29 11:41:57 BST 2016, operations=115.42837813456605, operationsPerMinute=57.71418906728302, mode=normal, start=Wed Jun 29 11:42:03 BST 2016, end=Wed Jun 29 11:46:03 BST 2016, operations=234.74281219423744, operationsPerMinute=58.68570304855936
benchmark-name=compress, mod=warmup, start=Wed Jun 29 11:46:09 BST 2016, end=Wed Jun 29 11:48:09 BST 2016, operations=228.0683910282593, operationsPerMinute=114.03419551412965, mode=normal, start=Wed Jun 29 11:48:12 BST 2016, end=Wed Jun 29 11:52:12 BST 2016, operations=488.45604486755263, operationsPerMinute=122.11401121688816
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 11:52:17 BST 2016, end=Wed Jun 29 11:54:17 BST 2016, operations=77.88820372661247, operationsPerMinute=38.94410186330624, mode=normal, start=Wed Jun 29 11:54:25 BST 2016, end=Wed Jun 29 11:58:25 BST 2016, operations=157.2914156574891, operationsPerMinute=39.322853914372274
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 11:58:34 BST 2016, end=Wed Jun 29 12:00:34 BST 2016, operations=133.89478839521138, operationsPerMinute=66.94739419760569, mode=normal, start=Wed Jun 29 12:00:39 BST 2016, end=Wed Jun 29 12:04:39 BST 2016, operations=275.01109410100923, operationsPerMinute=68.75277352525231
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 12:04:44 BST 2016, end=Wed Jun 29 12:06:44 BST 2016, operations=252.2296422841662, operationsPerMinute=126.1148211420831, mode=normal, start=Wed Jun 29 12:06:46 BST 2016, end=Wed Jun 29 12:10:46 BST 2016, operations=505.3730499615813, operationsPerMinute=126.34326249039532
benchmark-name=derby, mod=warmup, start=Wed Jun 29 12:12:18 BST 2016, end=Wed Jun 29 12:14:18 BST 2016, operations=201.5516066311062, operationsPerMinute=100.7758033155531, mode=normal, start=Wed Jun 29 12:14:21 BST 2016, end=Wed Jun 29 12:18:21 BST 2016, operations=389.60848771989197, operationsPerMinute=97.40212192997299
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 12:18:26 BST 2016, end=Wed Jun 29 12:20:26 BST 2016, operations=130.5406429887233, operationsPerMinute=65.27032149436165, mode=normal, start=Wed Jun 29 12:20:32 BST 2016, end=Wed Jun 29 12:24:32 BST 2016, operations=262.9632046914445, operationsPerMinute=65.74080117286113
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 12:24:39 BST 2016, end=Wed Jun 29 12:26:39 BST 2016, operations=54.277014229273306, operationsPerMinute=27.138507114636653, mode=normal, start=Wed Jun 29 12:26:47 BST 2016, end=Wed Jun 29 12:30:47 BST 2016, operations=113.88433032914048, operationsPerMinute=28.47108258228512
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 12:30:58 BST 2016, end=Wed Jun 29 12:32:58 BST 2016, operations=11.327634670328587, operationsPerMinute=5.6638173351642935, mode=normal, start=Wed Jun 29 12:33:36 BST 2016, end=Wed Jun 29 12:37:36 BST 2016, operations=22.223252869810686, operationsPerMinute=5.5558132174526715
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 12:38:28 BST 2016, end=Wed Jun 29 12:40:28 BST 2016, operations=53.27046533254448, operationsPerMinute=26.63523266627224, mode=normal, start=Wed Jun 29 12:40:41 BST 2016, end=Wed Jun 29 12:44:41 BST 2016, operations=106.95885048756354, operationsPerMinute=26.739712621890884
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 12:44:53 BST 2016, end=Wed Jun 29 12:46:53 BST 2016, operations=35.154922637447555, operationsPerMinute=17.577461318723778, mode=normal, start=Wed Jun 29 12:47:09 BST 2016, end=Wed Jun 29 12:51:09 BST 2016, operations=68.42296928962699, operationsPerMinute=17.105742322406748
