spec.jvm2008.report.run.location=HULL111
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 19 02:58:14 BST 2016, end=Sun Jun 19 02:58:14 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 19 02:58:14 BST 2016, end=Sun Jun 19 02:58:14 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 19 02:58:14 BST 2016, end=Sun Jun 19 02:58:35 BST 2016, operations=1.0, operationsPerMinute=2.8617762091004484
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 19 02:58:35 BST 2016, end=Sun Jun 19 02:58:40 BST 2016, operations=1.0, operationsPerMinute=12.9926375054136
benchmark-name=startup.compress, mode=normal, start=Sun Jun 19 02:58:40 BST 2016, end=Sun Jun 19 02:58:42 BST 2016, operations=1.0, operationsPerMinute=37.71213073538655
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 19 02:58:42 BST 2016, end=Sun Jun 19 02:58:52 BST 2016, operations=1.0, operationsPerMinute=5.99101347978033
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 19 02:58:52 BST 2016, end=Sun Jun 19 02:59:00 BST 2016, operations=1.0, operationsPerMinute=7.095553453169347
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 19 02:59:00 BST 2016, end=Sun Jun 19 02:59:07 BST 2016, operations=1.0, operationsPerMinute=8.416327675690841
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 19 02:59:07 BST 2016, end=Sun Jun 19 02:59:10 BST 2016, operations=1.0, operationsPerMinute=19.5248942401562
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 19 02:59:10 BST 2016, end=Sun Jun 19 02:59:11 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 19 02:59:11 BST 2016, end=Sun Jun 19 02:59:12 BST 2016, operations=1.0, operationsPerMinute=49.958368026644465
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 19 02:59:12 BST 2016, end=Sun Jun 19 02:59:19 BST 2016, operations=1.0, operationsPerMinute=9.007656508031827
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 19 02:59:19 BST 2016, end=Sun Jun 19 02:59:21 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 19 02:59:21 BST 2016, end=Sun Jun 19 02:59:22 BST 2016, operations=1.0, operationsPerMinute=43.196544276457885
benchmark-name=startup.serial, mode=normal, start=Sun Jun 19 02:59:22 BST 2016, end=Sun Jun 19 02:59:25 BST 2016, operations=1.0, operationsPerMinute=19.93355481727575
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 19 02:59:25 BST 2016, end=Sun Jun 19 02:59:32 BST 2016, operations=1.0, operationsPerMinute=8.490165558228385
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 19 02:59:32 BST 2016, end=Sun Jun 19 03:00:01 BST 2016, operations=1.0, operationsPerMinute=2.101649795089145
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 19 03:00:01 BST 2016, end=Sun Jun 19 03:00:02 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 19 03:00:17 BST 2016, end=Sun Jun 19 03:02:17 BST 2016, operations=354.30293797092054, operationsPerMinute=177.15146898546027, mode=normal, start=Sun Jun 19 03:02:19 BST 2016, end=Sun Jun 19 03:06:19 BST 2016, operations=720.9910938292012, operationsPerMinute=180.2477734573003
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 19 03:06:26 BST 2016, end=Sun Jun 19 03:08:26 BST 2016, operations=141.1234686982252, operationsPerMinute=70.5617343491126, mode=normal, start=Sun Jun 19 03:08:30 BST 2016, end=Sun Jun 19 03:12:30 BST 2016, operations=283.1610672817881, operationsPerMinute=70.79026682044703
benchmark-name=compress, mod=warmup, start=Sun Jun 19 03:12:36 BST 2016, end=Sun Jun 19 03:14:36 BST 2016, operations=271.7839526809726, operationsPerMinute=135.8919763404863, mode=normal, start=Sun Jun 19 03:14:39 BST 2016, end=Sun Jun 19 03:18:39 BST 2016, operations=543.9286675541443, operationsPerMinute=135.98216688853609
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 19 03:18:42 BST 2016, end=Sun Jun 19 03:20:42 BST 2016, operations=85.68161162428058, operationsPerMinute=42.84080581214029, mode=normal, start=Sun Jun 19 03:20:50 BST 2016, end=Sun Jun 19 03:24:50 BST 2016, operations=183.03638929817276, operationsPerMinute=45.75909732454319
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 19 03:24:58 BST 2016, end=Sun Jun 19 03:26:58 BST 2016, operations=146.31769271758813, operationsPerMinute=73.15884635879407, mode=normal, start=Sun Jun 19 03:27:02 BST 2016, end=Sun Jun 19 03:31:02 BST 2016, operations=294.41084763939426, operationsPerMinute=73.60271190984857
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 19 03:31:07 BST 2016, end=Sun Jun 19 03:33:07 BST 2016, operations=251.64143258385894, operationsPerMinute=125.82071629192947, mode=normal, start=Sun Jun 19 03:33:10 BST 2016, end=Sun Jun 19 03:37:10 BST 2016, operations=506.34832477034854, operationsPerMinute=126.58708119258714
benchmark-name=derby, mod=warmup, start=Sun Jun 19 03:38:37 BST 2016, end=Sun Jun 19 03:40:37 BST 2016, operations=206.10451832616167, operationsPerMinute=103.05225916308083, mode=normal, start=Sun Jun 19 03:40:40 BST 2016, end=Sun Jun 19 03:44:40 BST 2016, operations=415.2051205703276, operationsPerMinute=103.8012801425819
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 19 03:44:44 BST 2016, end=Sun Jun 19 03:46:44 BST 2016, operations=134.22356478430152, operationsPerMinute=67.11178239215076, mode=normal, start=Sun Jun 19 03:46:49 BST 2016, end=Sun Jun 19 03:50:49 BST 2016, operations=268.54971622683195, operationsPerMinute=67.13742905670799
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 19 03:50:55 BST 2016, end=Sun Jun 19 03:52:55 BST 2016, operations=94.29830955876159, operationsPerMinute=47.149154779380794, mode=normal, start=Sun Jun 19 03:53:02 BST 2016, end=Sun Jun 19 03:57:02 BST 2016, operations=190.3112574573268, operationsPerMinute=47.5778143643317
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 19 03:57:08 BST 2016, end=Sun Jun 19 03:59:08 BST 2016, operations=22.29818436720601, operationsPerMinute=11.149092183603004, mode=normal, start=Sun Jun 19 03:59:34 BST 2016, end=Sun Jun 19 04:03:34 BST 2016, operations=44.73272469617636, operationsPerMinute=11.18318117404409
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 19 04:04:02 BST 2016, end=Sun Jun 19 04:06:02 BST 2016, operations=55.69205758349372, operationsPerMinute=27.84602879174686, mode=normal, start=Sun Jun 19 04:06:17 BST 2016, end=Sun Jun 19 04:10:17 BST 2016, operations=111.71112775847413, operationsPerMinute=27.927781939618534
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 19 04:10:32 BST 2016, end=Sun Jun 19 04:12:32 BST 2016, operations=67.65339272766509, operationsPerMinute=33.826696363832546, mode=normal, start=Sun Jun 19 04:12:42 BST 2016, end=Sun Jun 19 04:16:42 BST 2016, operations=135.39612069297624, operationsPerMinute=33.84903017324406
