spec.jvm2008.report.run.location=KRC041
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4570S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 19 00:41:03 BST 2016, end=Sun Jun 19 00:41:03 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 19 00:41:03 BST 2016, end=Sun Jun 19 00:41:03 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 19 00:41:03 BST 2016, end=Sun Jun 19 00:41:21 BST 2016, operations=1.0, operationsPerMinute=3.3829499323410013
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 19 00:41:21 BST 2016, end=Sun Jun 19 00:41:25 BST 2016, operations=1.0, operationsPerMinute=15.384615384615385
benchmark-name=startup.compress, mode=normal, start=Sun Jun 19 00:41:25 BST 2016, end=Sun Jun 19 00:41:26 BST 2016, operations=1.0, operationsPerMinute=44.21518054532056
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 19 00:41:26 BST 2016, end=Sun Jun 19 00:41:35 BST 2016, operations=1.0, operationsPerMinute=6.758278891642262
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 19 00:41:35 BST 2016, end=Sun Jun 19 00:41:43 BST 2016, operations=1.0, operationsPerMinute=7.723001673317029
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 19 00:41:43 BST 2016, end=Sun Jun 19 00:41:49 BST 2016, operations=1.0, operationsPerMinute=8.94454382826476
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 19 00:41:49 BST 2016, end=Sun Jun 19 00:41:52 BST 2016, operations=1.0, operationsPerMinute=24.489795918367346
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 19 00:41:52 BST 2016, end=Sun Jun 19 00:41:53 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 19 00:41:53 BST 2016, end=Sun Jun 19 00:41:54 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 19 00:41:54 BST 2016, end=Sun Jun 19 00:41:59 BST 2016, operations=1.0, operationsPerMinute=10.53740779768177
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 19 00:41:59 BST 2016, end=Sun Jun 19 00:42:01 BST 2016, operations=1.0, operationsPerMinute=36.63003663003663
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 19 00:42:01 BST 2016, end=Sun Jun 19 00:42:02 BST 2016, operations=1.0, operationsPerMinute=55.710306406685234
benchmark-name=startup.serial, mode=normal, start=Sun Jun 19 00:42:02 BST 2016, end=Sun Jun 19 00:42:04 BST 2016, operations=1.0, operationsPerMinute=26.350461133069828
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 19 00:42:04 BST 2016, end=Sun Jun 19 00:42:11 BST 2016, operations=1.0, operationsPerMinute=9.267840593141798
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 19 00:42:11 BST 2016, end=Sun Jun 19 00:42:33 BST 2016, operations=1.0, operationsPerMinute=2.747504350215221
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 19 00:42:33 BST 2016, end=Sun Jun 19 00:42:33 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 19 00:42:46 BST 2016, end=Sun Jun 19 00:44:46 BST 2016, operations=450.490746220929, operationsPerMinute=225.2453731104645, mode=normal, start=Sun Jun 19 00:44:48 BST 2016, end=Sun Jun 19 00:48:48 BST 2016, operations=914.0209247764838, operationsPerMinute=228.50523119412094
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 19 00:48:52 BST 2016, end=Sun Jun 19 00:50:52 BST 2016, operations=177.44955251993403, operationsPerMinute=88.72477625996702, mode=normal, start=Sun Jun 19 00:50:56 BST 2016, end=Sun Jun 19 00:54:56 BST 2016, operations=356.24113221221535, operationsPerMinute=89.06028305305384
benchmark-name=compress, mod=warmup, start=Sun Jun 19 00:55:00 BST 2016, end=Sun Jun 19 00:57:00 BST 2016, operations=362.8946610240354, operationsPerMinute=181.4473305120177, mode=normal, start=Sun Jun 19 00:57:02 BST 2016, end=Sun Jun 19 01:01:02 BST 2016, operations=726.3705510568226, operationsPerMinute=181.59263776420565
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 19 01:01:04 BST 2016, end=Sun Jun 19 01:03:04 BST 2016, operations=126.76611888803913, operationsPerMinute=63.383059444019565, mode=normal, start=Sun Jun 19 01:03:09 BST 2016, end=Sun Jun 19 01:07:09 BST 2016, operations=265.8135405708897, operationsPerMinute=66.45338514272242
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 19 01:07:14 BST 2016, end=Sun Jun 19 01:09:14 BST 2016, operations=213.74829966343685, operationsPerMinute=106.87414983171843, mode=normal, start=Sun Jun 19 01:09:18 BST 2016, end=Sun Jun 19 01:13:18 BST 2016, operations=427.36916321330705, operationsPerMinute=106.84229080332676
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 19 01:13:22 BST 2016, end=Sun Jun 19 01:15:22 BST 2016, operations=368.7297425970562, operationsPerMinute=184.3648712985281, mode=normal, start=Sun Jun 19 01:15:24 BST 2016, end=Sun Jun 19 01:19:24 BST 2016, operations=716.6514583666656, operationsPerMinute=179.1628645916664
benchmark-name=derby, mod=warmup, start=Sun Jun 19 01:20:35 BST 2016, end=Sun Jun 19 01:22:35 BST 2016, operations=293.3447525648376, operationsPerMinute=146.6723762824188, mode=normal, start=Sun Jun 19 01:22:38 BST 2016, end=Sun Jun 19 01:26:38 BST 2016, operations=587.2471259777736, operationsPerMinute=146.8117814944434
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 19 01:26:41 BST 2016, end=Sun Jun 19 01:28:41 BST 2016, operations=178.31002416625694, operationsPerMinute=89.15501208312847, mode=normal, start=Sun Jun 19 01:28:45 BST 2016, end=Sun Jun 19 01:32:45 BST 2016, operations=369.77464002326315, operationsPerMinute=92.44366000581579
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 19 01:32:50 BST 2016, end=Sun Jun 19 01:34:50 BST 2016, operations=72.30874952008884, operationsPerMinute=36.15437476004442, mode=normal, start=Sun Jun 19 01:34:59 BST 2016, end=Sun Jun 19 01:38:59 BST 2016, operations=149.76044133556684, operationsPerMinute=37.44011033389171
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 19 01:39:06 BST 2016, end=Sun Jun 19 01:41:06 BST 2016, operations=13.477140251497037, operationsPerMinute=6.738570125748518, mode=normal, start=Sun Jun 19 01:41:55 BST 2016, end=Sun Jun 19 01:45:55 BST 2016, operations=27.391557745638924, operationsPerMinute=6.847889436409731
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 19 01:46:27 BST 2016, end=Sun Jun 19 01:48:27 BST 2016, operations=68.05111310387595, operationsPerMinute=34.025556551937974, mode=normal, start=Sun Jun 19 01:48:40 BST 2016, end=Sun Jun 19 01:52:40 BST 2016, operations=136.01926605963226, operationsPerMinute=34.004816514908065
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 19 01:52:52 BST 2016, end=Sun Jun 19 01:54:52 BST 2016, operations=42.25693873264096, operationsPerMinute=21.12846936632048, mode=normal, start=Sun Jun 19 01:55:06 BST 2016, end=Sun Jun 19 01:59:06 BST 2016, operations=84.80378331039408, operationsPerMinute=21.20094582759852
