spec.jvm2008.report.run.location=KINGS01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Sat Jun 25 06:22:30 BST 2016, end=Sat Jun 25 06:22:30 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 06:22:30 BST 2016, end=Sat Jun 25 06:22:31 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 06:22:31 BST 2016, end=Sat Jun 25 06:22:48 BST 2016, operations=1.0, operationsPerMinute=3.4309240622140895
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 06:22:48 BST 2016, end=Sat Jun 25 06:22:52 BST 2016, operations=1.0, operationsPerMinute=14.966325767024195
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 06:22:52 BST 2016, end=Sat Jun 25 06:22:53 BST 2016, operations=1.0, operationsPerMinute=43.69992716678806
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 06:22:53 BST 2016, end=Sat Jun 25 06:23:02 BST 2016, operations=1.0, operationsPerMinute=6.654097815237884
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 06:23:02 BST 2016, end=Sat Jun 25 06:23:10 BST 2016, operations=1.0, operationsPerMinute=7.77000777000777
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 06:23:10 BST 2016, end=Sat Jun 25 06:23:17 BST 2016, operations=1.0, operationsPerMinute=8.986071589036992
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 06:23:17 BST 2016, end=Sat Jun 25 06:23:20 BST 2016, operations=1.0, operationsPerMinute=22.624434389140273
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 06:23:20 BST 2016, end=Sat Jun 25 06:23:20 BST 2016, operations=1.0, operationsPerMinute=68.72852233676976
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 06:23:20 BST 2016, end=Sat Jun 25 06:23:22 BST 2016, operations=1.0, operationsPerMinute=55.710306406685234
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 06:23:22 BST 2016, end=Sat Jun 25 06:23:28 BST 2016, operations=1.0, operationsPerMinute=9.963467286615742
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 06:23:28 BST 2016, end=Sat Jun 25 06:23:29 BST 2016, operations=1.0, operationsPerMinute=38.86010362694301
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 06:23:29 BST 2016, end=Sat Jun 25 06:23:30 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 06:23:30 BST 2016, end=Sat Jun 25 06:23:33 BST 2016, operations=1.0, operationsPerMinute=23.31002331002331
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 06:23:33 BST 2016, end=Sat Jun 25 06:23:39 BST 2016, operations=1.0, operationsPerMinute=8.964589870013446
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 06:23:39 BST 2016, end=Sat Jun 25 06:24:03 BST 2016, operations=1.0, operationsPerMinute=2.5220680958385877
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 06:24:03 BST 2016, end=Sat Jun 25 06:24:04 BST 2016, operations=1.0, operationsPerMinute=55.710306406685234
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 06:24:17 BST 2016, end=Sat Jun 25 06:26:17 BST 2016, operations=414.9891940762194, operationsPerMinute=207.4945970381097, mode=normal, start=Sat Jun 25 06:26:19 BST 2016, end=Sat Jun 25 06:30:19 BST 2016, operations=839.2498479895548, operationsPerMinute=209.8124619973887
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 06:30:24 BST 2016, end=Sat Jun 25 06:32:24 BST 2016, operations=166.15264227644252, operationsPerMinute=83.07632113822126, mode=normal, start=Sat Jun 25 06:32:28 BST 2016, end=Sat Jun 25 06:36:28 BST 2016, operations=333.81286956312215, operationsPerMinute=83.45321739078054
benchmark-name=compress, mod=warmup, start=Sat Jun 25 06:36:31 BST 2016, end=Sat Jun 25 06:38:31 BST 2016, operations=349.3716335094897, operationsPerMinute=174.68581675474485, mode=normal, start=Sat Jun 25 06:38:34 BST 2016, end=Sat Jun 25 06:42:34 BST 2016, operations=707.0942304307601, operationsPerMinute=176.77355760769004
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 06:42:36 BST 2016, end=Sat Jun 25 06:44:36 BST 2016, operations=116.46529988036727, operationsPerMinute=58.232649940183634, mode=normal, start=Sat Jun 25 06:44:43 BST 2016, end=Sat Jun 25 06:48:43 BST 2016, operations=244.11278261705883, operationsPerMinute=61.02819565426471
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 06:48:48 BST 2016, end=Sat Jun 25 06:50:48 BST 2016, operations=201.81035624593676, operationsPerMinute=100.90517812296838, mode=normal, start=Sat Jun 25 06:50:53 BST 2016, end=Sat Jun 25 06:54:53 BST 2016, operations=403.14679332837767, operationsPerMinute=100.78669833209442
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 06:54:57 BST 2016, end=Sat Jun 25 06:56:57 BST 2016, operations=358.20630841945786, operationsPerMinute=179.10315420972893, mode=normal, start=Sat Jun 25 06:57:00 BST 2016, end=Sat Jun 25 07:01:00 BST 2016, operations=720.2980063204443, operationsPerMinute=180.07450158011108
benchmark-name=derby, mod=warmup, start=Sat Jun 25 07:02:17 BST 2016, end=Sat Jun 25 07:04:17 BST 2016, operations=264.9513394963415, operationsPerMinute=132.47566974817076, mode=normal, start=Sat Jun 25 07:04:21 BST 2016, end=Sat Jun 25 07:08:21 BST 2016, operations=524.3851071227135, operationsPerMinute=131.09627678067838
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 07:08:24 BST 2016, end=Sat Jun 25 07:10:24 BST 2016, operations=178.80584789901937, operationsPerMinute=89.40292394950968, mode=normal, start=Sat Jun 25 07:10:28 BST 2016, end=Sat Jun 25 07:14:28 BST 2016, operations=367.7912652383642, operationsPerMinute=91.94781630959105
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 07:14:33 BST 2016, end=Sat Jun 25 07:16:33 BST 2016, operations=105.75463146996687, operationsPerMinute=52.87731573498343, mode=normal, start=Sat Jun 25 07:16:39 BST 2016, end=Sat Jun 25 07:20:39 BST 2016, operations=196.48901906447182, operationsPerMinute=49.122254766117955
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 07:20:46 BST 2016, end=Sat Jun 25 07:22:46 BST 2016, operations=21.55292343858484, operationsPerMinute=10.77646171929242, mode=normal, start=Sat Jun 25 07:23:17 BST 2016, end=Sat Jun 25 07:27:17 BST 2016, operations=43.468587977866676, operationsPerMinute=10.867146994466669
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 07:27:42 BST 2016, end=Sat Jun 25 07:29:42 BST 2016, operations=73.4455960815792, operationsPerMinute=36.7227980407896, mode=normal, start=Sat Jun 25 07:29:53 BST 2016, end=Sat Jun 25 07:33:53 BST 2016, operations=147.3355294300617, operationsPerMinute=36.83388235751543
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 07:34:05 BST 2016, end=Sat Jun 25 07:36:05 BST 2016, operations=71.89549472686444, operationsPerMinute=35.94774736343222, mode=normal, start=Sat Jun 25 07:36:19 BST 2016, end=Sat Jun 25 07:40:19 BST 2016, operations=143.3195541983341, operationsPerMinute=35.82988854958352
