spec.jvm2008.report.run.location=LEAZESTCE008
spec.jvm2008.report.hw.cpu.name=
spec.jvm2008.report.hw.number.of.cores=
spec.jvm2008.report.hw.memory.size=,=
benchmark-name=check, mode=normal, start=Mon Jun 27 05:17:37 BST 2016, end=Mon Jun 27 05:17:37 BST 2016, operations=1.0, operationsPerMinute=1111.111111111111
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 05:17:37 BST 2016, end=Mon Jun 27 05:17:37 BST 2016, operations=1.0, operationsPerMinute=363.6363636363636
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 05:17:37 BST 2016, end=Mon Jun 27 05:17:55 BST 2016, operations=1.0, operationsPerMinute=3.448474050232772
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 05:17:55 BST 2016, end=Mon Jun 27 05:17:59 BST 2016, operations=1.0, operationsPerMinute=14.811157738829918
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 05:17:59 BST 2016, end=Mon Jun 27 05:18:00 BST 2016, operations=1.0, operationsPerMinute=36.83241252302026
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 05:18:00 BST 2016, end=Mon Jun 27 05:18:09 BST 2016, operations=1.0, operationsPerMinute=6.721935917544252
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 05:18:09 BST 2016, end=Mon Jun 27 05:18:18 BST 2016, operations=1.0, operationsPerMinute=7.23589001447178
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 05:18:18 BST 2016, end=Mon Jun 27 05:18:24 BST 2016, operations=1.0, operationsPerMinute=9.171507184347295
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 05:18:24 BST 2016, end=Mon Jun 27 05:18:27 BST 2016, operations=1.0, operationsPerMinute=23.15708220764184
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 05:18:27 BST 2016, end=Mon Jun 27 05:18:28 BST 2016, operations=1.0, operationsPerMinute=63.559322033898304
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 05:18:28 BST 2016, end=Mon Jun 27 05:18:29 BST 2016, operations=1.0, operationsPerMinute=56.98005698005698
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 05:18:29 BST 2016, end=Mon Jun 27 05:18:35 BST 2016, operations=1.0, operationsPerMinute=9.824791223186507
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 05:18:35 BST 2016, end=Mon Jun 27 05:18:36 BST 2016, operations=1.0, operationsPerMinute=36.63003663003663
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 05:18:36 BST 2016, end=Mon Jun 27 05:18:38 BST 2016, operations=1.0, operationsPerMinute=54.34782608695652
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 05:18:38 BST 2016, end=Mon Jun 27 05:18:40 BST 2016, operations=1.0, operationsPerMinute=25.45608824777259
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 05:18:40 BST 2016, end=Mon Jun 27 05:18:46 BST 2016, operations=1.0, operationsPerMinute=9.312432096849294
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 05:18:46 BST 2016, end=Mon Jun 27 05:19:09 BST 2016, operations=1.0, operationsPerMinute=2.671415850400712
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 05:19:09 BST 2016, end=Mon Jun 27 05:19:10 BST 2016, operations=1.0, operationsPerMinute=61.60164271047228
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 05:19:22 BST 2016, end=Mon Jun 27 05:21:22 BST 2016, operations=371.7033731150648, operationsPerMinute=185.8516865575324, mode=normal, start=Mon Jun 27 05:21:24 BST 2016, end=Mon Jun 27 05:25:24 BST 2016, operations=602.2809919933806, operationsPerMinute=150.57024799834514
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 05:25:28 BST 2016, end=Mon Jun 27 05:27:28 BST 2016, operations=148.00170916284395, operationsPerMinute=74.00085458142198, mode=normal, start=Mon Jun 27 05:27:33 BST 2016, end=Mon Jun 27 05:31:33 BST 2016, operations=307.3715004079645, operationsPerMinute=76.84287510199113
benchmark-name=compress, mod=warmup, start=Mon Jun 27 05:31:38 BST 2016, end=Mon Jun 27 05:33:38 BST 2016, operations=292.8112803278374, operationsPerMinute=146.4056401639187, mode=normal, start=Mon Jun 27 05:33:42 BST 2016, end=Mon Jun 27 05:37:42 BST 2016, operations=396.2190533811824, operationsPerMinute=99.0547633452956
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 05:38:20 BST 2016, end=Mon Jun 27 05:40:20 BST 2016, operations=111.36152108467962, operationsPerMinute=55.68076054233981, mode=normal, start=Mon Jun 27 05:40:26 BST 2016, end=Mon Jun 27 05:44:26 BST 2016, operations=173.6200783863692, operationsPerMinute=43.4050195965923
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 05:44:30 BST 2016, end=Mon Jun 27 05:46:30 BST 2016, operations=112.09810678140705, operationsPerMinute=56.04905339070353, mode=normal, start=Mon Jun 27 05:46:48 BST 2016, end=Mon Jun 27 05:50:48 BST 2016, operations=259.36635020427224, operationsPerMinute=64.84158755106806
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 05:50:52 BST 2016, end=Mon Jun 27 05:52:52 BST 2016, operations=223.2864672734561, operationsPerMinute=111.64323363672806, mode=normal, start=Mon Jun 27 05:53:22 BST 2016, end=Mon Jun 27 05:57:22 BST 2016, operations=494.5917698986992, operationsPerMinute=123.6479424746748
benchmark-name=derby, mod=warmup, start=Mon Jun 27 05:57:50 BST 2016, end=Mon Jun 27 05:59:50 BST 2016, operations=264.8358291110143, operationsPerMinute=132.41791455550714, mode=normal, start=Mon Jun 27 05:59:56 BST 2016, end=Mon Jun 27 06:03:56 BST 2016, operations=321.34915559228, operationsPerMinute=80.33728889807
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 06:04:38 BST 2016, end=Mon Jun 27 06:06:38 BST 2016, operations=169.95044790712706, operationsPerMinute=84.97522395356353, mode=normal, start=Mon Jun 27 06:06:42 BST 2016, end=Mon Jun 27 06:10:42 BST 2016, operations=191.97115053571707, operationsPerMinute=47.99278763392927
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 06:11:23 BST 2016, end=Mon Jun 27 06:13:23 BST 2016, operations=56.230013707027794, operationsPerMinute=28.115006853513897, mode=normal, start=Mon Jun 27 06:14:55 BST 2016, end=Mon Jun 27 06:18:55 BST 2016, operations=87.54137564133396, operationsPerMinute=21.88534391033349
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 06:19:09 BST 2016, end=Mon Jun 27 06:21:09 BST 2016, operations=7.914323255454562, operationsPerMinute=3.957161627727281, mode=normal, start=Mon Jun 27 06:22:43 BST 2016, end=Mon Jun 27 06:26:43 BST 2016, operations=10.349035238030064, operationsPerMinute=2.587258809507516
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 06:27:57 BST 2016, end=Mon Jun 27 06:29:57 BST 2016, operations=21.11786484003864, operationsPerMinute=10.55893242001932, mode=normal, start=Mon Jun 27 06:30:11 BST 2016, end=Mon Jun 27 06:34:11 BST 2016, operations=73.06356233914778, operationsPerMinute=18.265890584786945
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 06:34:25 BST 2016, end=Mon Jun 27 06:36:25 BST 2016, operations=14.773870565870627, operationsPerMinute=7.386935282935314, mode=normal, start=Mon Jun 27 06:36:43 BST 2016, end=Mon Jun 27 06:40:43 BST 2016, operations=47.2005119570542, operationsPerMinute=11.80012798926355
benchmark-name=scimark.fft.small, mod=warmup, start=Mon Jun 27 06:41:09 BST 2016, end=Mon Jun 27 06:43:09 BST 2016, operations=141.2915585852104, operationsPerMinute=70.6457792926052, mode=normal, start=Mon Jun 27 06:46:09 BST 2016, end=Mon Jun 27 06:50:09 BST 2016, operations=945.2897389629754, operationsPerMinute=236.32243474074386
benchmark-name=scimark.lu.small, mod=warmup, start=Mon Jun 27 06:50:12 BST 2016, end=Mon Jun 27 06:52:12 BST 2016, operations=245.13030987793437, operationsPerMinute=122.56515493896718, mode=normal, start=Mon Jun 27 06:52:27 BST 2016, end=Mon Jun 27 06:56:27 BST 2016, operations=663.9917842864521, operationsPerMinute=165.99794607161303
benchmark-name=scimark.sor.small, mod=warmup, start=Mon Jun 27 06:56:28 BST 2016, end=Mon Jun 27 06:58:28 BST 2016, operations=190.58941328920648, operationsPerMinute=95.29470664460324, mode=normal, start=Mon Jun 27 06:59:07 BST 2016, end=Mon Jun 27 07:03:07 BST 2016, operations=433.2106166525693, operationsPerMinute=108.30265416314232
benchmark-name=scimark.sparse.small, mod=warmup, start=Mon Jun 27 07:03:10 BST 2016, end=Mon Jun 27 07:05:10 BST 2016, operations=249.6037092709948, operationsPerMinute=124.8018546354974, mode=normal, start=Mon Jun 27 07:05:36 BST 2016, end=Mon Jun 27 07:09:36 BST 2016, operations=581.1641713819985, operationsPerMinute=145.29104284549962
benchmark-name=scimark.monte_carlo, mod=warmup, start=Mon Jun 27 07:09:38 BST 2016, end=Mon Jun 27 07:11:38 BST 2016, operations=73.43559741499118, operationsPerMinute=36.71779870749559, mode=normal, start=Mon Jun 27 07:12:27 BST 2016, end=Mon Jun 27 07:16:27 BST 2016, operations=129.02901956955748, operationsPerMinute=32.25725489238937
benchmark-name=serial, mod=warmup, start=Mon Jun 27 07:16:35 BST 2016, end=Mon Jun 27 07:18:35 BST 2016, operations=123.60391744371935, operationsPerMinute=61.80195872185968, mode=normal, start=Mon Jun 27 07:19:20 BST 2016, end=Mon Jun 27 07:23:20 BST 2016, operations=279.7497981704209, operationsPerMinute=69.93744954260522
benchmark-name=sunflow, mod=warmup, start=Mon Jun 27 07:23:23 BST 2016, end=Mon Jun 27 07:25:23 BST 2016, operations=104.08813714175733, operationsPerMinute=52.044068570878665, mode=normal, start=Mon Jun 27 07:25:51 BST 2016, end=Mon Jun 27 07:29:51 BST 2016, operations=171.41451540732703, operationsPerMinute=42.85362885183176
benchmark-name=xml.transform, mod=warmup, start=Mon Jun 27 07:30:13 BST 2016, end=Mon Jun 27 07:32:13 BST 2016, operations=408.5300471544878, operationsPerMinute=204.2650235772439, mode=normal, start=Mon Jun 27 07:32:15 BST 2016, end=Mon Jun 27 07:36:15 BST 2016, operations=351.5485340169938, operationsPerMinute=87.88713350424845
benchmark-name=xml.validation, mod=warmup, start=Mon Jun 27 07:36:19 BST 2016, end=Mon Jun 27 07:38:19 BST 2016, operations=662.6197404166531, operationsPerMinute=331.3098702083266, mode=normal, start=Mon Jun 27 07:39:09 BST 2016, end=Mon Jun 27 07:43:09 BST 2016, operations=738.3028648668605, operationsPerMinute=184.57571621671514
