spec.jvm2008.report.run.location=LAW007
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 03:29:27 BST 2016, end=Mon Jun 27 03:29:27 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 03:29:27 BST 2016, end=Mon Jun 27 03:29:28 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 03:29:28 BST 2016, end=Mon Jun 27 03:29:56 BST 2016, operations=1.0, operationsPerMinute=2.1590500179920835
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 03:29:56 BST 2016, end=Mon Jun 27 03:30:02 BST 2016, operations=1.0, operationsPerMinute=9.660280148124295
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 03:30:02 BST 2016, end=Mon Jun 27 03:30:04 BST 2016, operations=1.0, operationsPerMinute=34.64203233256351
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 03:30:04 BST 2016, end=Mon Jun 27 03:30:14 BST 2016, operations=1.0, operationsPerMinute=5.9523809523809526
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 03:30:14 BST 2016, end=Mon Jun 27 03:30:22 BST 2016, operations=1.0, operationsPerMinute=7.3385518590998045
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 03:30:22 BST 2016, end=Mon Jun 27 03:30:30 BST 2016, operations=1.0, operationsPerMinute=8.322929671244278
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 03:30:30 BST 2016, end=Mon Jun 27 03:30:32 BST 2016, operations=1.0, operationsPerMinute=20.456870098874873
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 03:30:32 BST 2016, end=Mon Jun 27 03:30:33 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 03:30:33 BST 2016, end=Mon Jun 27 03:30:34 BST 2016, operations=1.0, operationsPerMinute=53.380782918149464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 03:30:34 BST 2016, end=Mon Jun 27 03:30:41 BST 2016, operations=1.0, operationsPerMinute=9.42507068803016
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 03:30:41 BST 2016, end=Mon Jun 27 03:30:42 BST 2016, operations=1.0, operationsPerMinute=36.63003663003663
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 03:30:42 BST 2016, end=Mon Jun 27 03:30:44 BST 2016, operations=1.0, operationsPerMinute=49.26108374384236
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 03:30:44 BST 2016, end=Mon Jun 27 03:30:47 BST 2016, operations=1.0, operationsPerMinute=21.134202183867558
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 03:30:47 BST 2016, end=Mon Jun 27 03:30:54 BST 2016, operations=1.0, operationsPerMinute=8.250825082508252
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 03:30:54 BST 2016, end=Mon Jun 27 03:31:22 BST 2016, operations=1.0, operationsPerMinute=2.1566442615290606
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 03:31:22 BST 2016, end=Mon Jun 27 03:31:23 BST 2016, operations=1.0, operationsPerMinute=38.83495145631068
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 03:31:38 BST 2016, end=Mon Jun 27 03:33:38 BST 2016, operations=385.18065342257574, operationsPerMinute=192.59032671128787, mode=normal, start=Mon Jun 27 03:33:39 BST 2016, end=Mon Jun 27 03:37:39 BST 2016, operations=838.9582394746915, operationsPerMinute=209.73955986867287
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 03:37:45 BST 2016, end=Mon Jun 27 03:39:45 BST 2016, operations=165.92528346349104, operationsPerMinute=82.96264173174552, mode=normal, start=Mon Jun 27 03:39:49 BST 2016, end=Mon Jun 27 03:43:49 BST 2016, operations=336.1098264328863, operationsPerMinute=84.02745660822157
benchmark-name=compress, mod=warmup, start=Mon Jun 27 03:43:52 BST 2016, end=Mon Jun 27 03:45:52 BST 2016, operations=338.9488442435187, operationsPerMinute=169.47442212175935, mode=normal, start=Mon Jun 27 03:45:54 BST 2016, end=Mon Jun 27 03:49:54 BST 2016, operations=701.4148599627889, operationsPerMinute=175.35371499069723
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 03:49:57 BST 2016, end=Mon Jun 27 03:51:57 BST 2016, operations=116.72948508673987, operationsPerMinute=58.364742543369935, mode=normal, start=Mon Jun 27 03:52:03 BST 2016, end=Mon Jun 27 03:56:03 BST 2016, operations=243.99362480996936, operationsPerMinute=60.99840620249234
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 03:56:10 BST 2016, end=Mon Jun 27 03:58:10 BST 2016, operations=205.81424539526674, operationsPerMinute=102.90712269763337, mode=normal, start=Mon Jun 27 03:58:14 BST 2016, end=Mon Jun 27 04:02:14 BST 2016, operations=404.3437999771743, operationsPerMinute=101.08594999429357
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:02:17 BST 2016, end=Mon Jun 27 04:04:17 BST 2016, operations=338.9409675136973, operationsPerMinute=169.47048375684864, mode=normal, start=Mon Jun 27 04:04:19 BST 2016, end=Mon Jun 27 04:08:19 BST 2016, operations=679.7241370981895, operationsPerMinute=169.9310342745474
benchmark-name=derby, mod=warmup, start=Mon Jun 27 04:09:22 BST 2016, end=Mon Jun 27 04:11:22 BST 2016, operations=256.70906449818676, operationsPerMinute=128.35453224909338, mode=normal, start=Mon Jun 27 04:11:24 BST 2016, end=Mon Jun 27 04:15:24 BST 2016, operations=519.4707411146029, operationsPerMinute=129.86768527865073
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 04:15:27 BST 2016, end=Mon Jun 27 04:17:27 BST 2016, operations=169.77394195306067, operationsPerMinute=84.88697097653034, mode=normal, start=Mon Jun 27 04:17:33 BST 2016, end=Mon Jun 27 04:21:33 BST 2016, operations=345.0619229946184, operationsPerMinute=86.2654807486546
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 04:21:37 BST 2016, end=Mon Jun 27 04:23:37 BST 2016, operations=108.80728052493615, operationsPerMinute=54.40364026246807, mode=normal, start=Mon Jun 27 04:23:43 BST 2016, end=Mon Jun 27 04:27:43 BST 2016, operations=214.74954998985442, operationsPerMinute=53.687387497463604
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 04:27:50 BST 2016, end=Mon Jun 27 04:29:50 BST 2016, operations=22.59255260277474, operationsPerMinute=11.29627630138737, mode=normal, start=Mon Jun 27 04:30:13 BST 2016, end=Mon Jun 27 04:34:13 BST 2016, operations=44.97302291525773, operationsPerMinute=11.243255728814432
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 04:34:41 BST 2016, end=Mon Jun 27 04:36:41 BST 2016, operations=69.15507244138962, operationsPerMinute=34.57753622069481, mode=normal, start=Mon Jun 27 04:36:52 BST 2016, end=Mon Jun 27 04:40:52 BST 2016, operations=138.35669538438538, operationsPerMinute=34.589173846096344
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 04:41:02 BST 2016, end=Mon Jun 27 04:43:02 BST 2016, operations=74.93399894761014, operationsPerMinute=37.46699947380507, mode=normal, start=Mon Jun 27 04:43:09 BST 2016, end=Mon Jun 27 04:47:09 BST 2016, operations=149.8765081163206, operationsPerMinute=37.46912702908015
