spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 14:29:30 BST 2016, end=Mon Jul 04 14:29:30 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 14:29:30 BST 2016, end=Mon Jul 04 14:29:30 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 14:29:30 BST 2016, end=Mon Jul 04 14:29:45 BST 2016, operations=1.0, operationsPerMinute=3.92875851231011
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 14:29:45 BST 2016, end=Mon Jul 04 14:29:49 BST 2016, operations=1.0, operationsPerMinute=17.167381974248926
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 14:29:49 BST 2016, end=Mon Jul 04 14:29:50 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 14:29:50 BST 2016, end=Mon Jul 04 14:29:58 BST 2016, operations=1.0, operationsPerMinute=7.1098471382865265
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 14:29:58 BST 2016, end=Mon Jul 04 14:30:06 BST 2016, operations=1.0, operationsPerMinute=8.063432334363661
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 14:30:06 BST 2016, end=Mon Jul 04 14:30:12 BST 2016, operations=1.0, operationsPerMinute=9.092286710107592
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 14:30:12 BST 2016, end=Mon Jul 04 14:30:15 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 14:30:15 BST 2016, end=Mon Jul 04 14:30:15 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 14:30:15 BST 2016, end=Mon Jul 04 14:30:16 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 14:30:16 BST 2016, end=Mon Jul 04 14:30:22 BST 2016, operations=1.0, operationsPerMinute=11.019283746556473
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 14:30:22 BST 2016, end=Mon Jul 04 14:30:23 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 14:30:23 BST 2016, end=Mon Jul 04 14:30:24 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 14:30:24 BST 2016, end=Mon Jul 04 14:30:26 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 14:30:26 BST 2016, end=Mon Jul 04 14:30:33 BST 2016, operations=1.0, operationsPerMinute=9.290802105915144
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 14:30:33 BST 2016, end=Mon Jul 04 14:30:53 BST 2016, operations=1.0, operationsPerMinute=2.951739066266542
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 14:30:53 BST 2016, end=Mon Jul 04 14:30:54 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 14:31:06 BST 2016, end=Mon Jul 04 14:33:06 BST 2016, operations=490.17910184305316, operationsPerMinute=245.08955092152658, mode=normal, start=Mon Jul 04 14:33:07 BST 2016, end=Mon Jul 04 14:37:07 BST 2016, operations=1033.7527333619194, operationsPerMinute=258.43818334047984
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 14:37:11 BST 2016, end=Mon Jul 04 14:39:11 BST 2016, operations=201.06954335946867, operationsPerMinute=100.53477167973433, mode=normal, start=Mon Jul 04 14:39:14 BST 2016, end=Mon Jul 04 14:43:14 BST 2016, operations=391.7084928037805, operationsPerMinute=97.92712320094512
benchmark-name=compress, mod=warmup, start=Mon Jul 04 14:43:19 BST 2016, end=Mon Jul 04 14:45:19 BST 2016, operations=399.31792356223906, operationsPerMinute=199.65896178111953, mode=normal, start=Mon Jul 04 14:45:21 BST 2016, end=Mon Jul 04 14:49:21 BST 2016, operations=799.3572938265745, operationsPerMinute=199.83932345664363
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 14:49:23 BST 2016, end=Mon Jul 04 14:51:23 BST 2016, operations=139.13010337504758, operationsPerMinute=69.56505168752379, mode=normal, start=Mon Jul 04 14:51:27 BST 2016, end=Mon Jul 04 14:55:27 BST 2016, operations=293.489806820641, operationsPerMinute=73.37245170516024
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 14:55:32 BST 2016, end=Mon Jul 04 14:57:32 BST 2016, operations=237.89297574324834, operationsPerMinute=118.94648787162417, mode=normal, start=Mon Jul 04 14:57:35 BST 2016, end=Mon Jul 04 15:01:35 BST 2016, operations=476.370659633032, operationsPerMinute=119.092664908258
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 15:01:38 BST 2016, end=Mon Jul 04 15:03:38 BST 2016, operations=406.65334665334666, operationsPerMinute=203.32667332667333, mode=normal, start=Mon Jul 04 15:03:41 BST 2016, end=Mon Jul 04 15:07:41 BST 2016, operations=814.4974157190009, operationsPerMinute=203.6243539297502
benchmark-name=derby, mod=warmup, start=Mon Jul 04 15:08:21 BST 2016, end=Mon Jul 04 15:10:21 BST 2016, operations=364.5325827463232, operationsPerMinute=182.2662913731616, mode=normal, start=Mon Jul 04 15:10:24 BST 2016, end=Mon Jul 04 15:14:24 BST 2016, operations=732.3558941882185, operationsPerMinute=183.08897354705462
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 15:14:26 BST 2016, end=Mon Jul 04 15:16:26 BST 2016, operations=207.4421040685052, operationsPerMinute=103.7210520342526, mode=normal, start=Mon Jul 04 15:16:30 BST 2016, end=Mon Jul 04 15:20:30 BST 2016, operations=415.6865158655829, operationsPerMinute=103.92162896639573
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 15:20:34 BST 2016, end=Mon Jul 04 15:22:34 BST 2016, operations=71.8521484417318, operationsPerMinute=35.9260742208659, mode=normal, start=Mon Jul 04 15:22:41 BST 2016, end=Mon Jul 04 15:26:41 BST 2016, operations=141.18095365413333, operationsPerMinute=35.29523841353333
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 15:26:49 BST 2016, end=Mon Jul 04 15:28:49 BST 2016, operations=13.903189592772186, operationsPerMinute=6.951594796386093, mode=normal, start=Mon Jul 04 15:29:33 BST 2016, end=Mon Jul 04 15:33:33 BST 2016, operations=27.842005630874763, operationsPerMinute=6.960501407718691
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 15:34:08 BST 2016, end=Mon Jul 04 15:36:08 BST 2016, operations=74.51893077985827, operationsPerMinute=37.25946538992913, mode=normal, start=Mon Jul 04 15:36:17 BST 2016, end=Mon Jul 04 15:40:17 BST 2016, operations=149.3436514134608, operationsPerMinute=37.3359128533652
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 15:40:26 BST 2016, end=Mon Jul 04 15:42:26 BST 2016, operations=42.622584128828215, operationsPerMinute=21.311292064414108, mode=normal, start=Mon Jul 04 15:42:38 BST 2016, end=Mon Jul 04 15:46:38 BST 2016, operations=85.70340551327055, operationsPerMinute=21.42585137831764
