spec.jvm2008.report.run.location=LEAZESTCE008
spec.jvm2008.report.hw.cpu.name=
spec.jvm2008.report.hw.number.of.cores=
spec.jvm2008.report.hw.memory.size=,=
benchmark-name=check, mode=normal, start=Sun Jun 26 09:35:29 BST 2016, end=Sun Jun 26 09:35:29 BST 2016, operations=1.0, operationsPerMinute=1111.111111111111
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 09:35:29 BST 2016, end=Sun Jun 26 09:35:29 BST 2016, operations=1.0, operationsPerMinute=425.531914893617
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 09:35:29 BST 2016, end=Sun Jun 26 09:35:46 BST 2016, operations=1.0, operationsPerMinute=3.6861829575474596
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 09:35:46 BST 2016, end=Sun Jun 26 09:35:49 BST 2016, operations=1.0, operationsPerMinute=16.317650258362796
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 09:35:49 BST 2016, end=Sun Jun 26 09:35:51 BST 2016, operations=1.0, operationsPerMinute=44.31314623338257
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 09:35:51 BST 2016, end=Sun Jun 26 09:35:59 BST 2016, operations=1.0, operationsPerMinute=6.997084548104956
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 09:35:59 BST 2016, end=Sun Jun 26 09:36:07 BST 2016, operations=1.0, operationsPerMinute=7.957559681697613
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 09:36:07 BST 2016, end=Sun Jun 26 09:36:13 BST 2016, operations=1.0, operationsPerMinute=9.171507184347295
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 09:36:13 BST 2016, end=Sun Jun 26 09:36:16 BST 2016, operations=1.0, operationsPerMinute=23.32814930015552
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 09:36:16 BST 2016, end=Sun Jun 26 09:36:17 BST 2016, operations=1.0, operationsPerMinute=72.72727272727273
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 09:36:17 BST 2016, end=Sun Jun 26 09:36:18 BST 2016, operations=1.0, operationsPerMinute=53.763440860215056
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 09:36:18 BST 2016, end=Sun Jun 26 09:36:24 BST 2016, operations=1.0, operationsPerMinute=9.963467286615742
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 09:36:24 BST 2016, end=Sun Jun 26 09:36:25 BST 2016, operations=1.0, operationsPerMinute=37.174721189591075
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 09:36:25 BST 2016, end=Sun Jun 26 09:36:27 BST 2016, operations=1.0, operationsPerMinute=55.65862708719852
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 09:36:27 BST 2016, end=Sun Jun 26 09:36:29 BST 2016, operations=1.0, operationsPerMinute=23.112480739599384
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 09:36:29 BST 2016, end=Sun Jun 26 09:36:36 BST 2016, operations=1.0, operationsPerMinute=9.223674096848578
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 09:36:36 BST 2016, end=Sun Jun 26 09:36:58 BST 2016, operations=1.0, operationsPerMinute=2.708070048745261
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 09:36:58 BST 2016, end=Sun Jun 26 09:36:59 BST 2016, operations=1.0, operationsPerMinute=62.893081761006286
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 09:37:11 BST 2016, end=Sun Jun 26 09:39:11 BST 2016, operations=274.29184849632566, operationsPerMinute=137.14592424816283, mode=normal, start=Sun Jun 26 09:40:21 BST 2016, end=Sun Jun 26 09:44:21 BST 2016, operations=595.5044052648138, operationsPerMinute=148.87610131620346
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 09:44:25 BST 2016, end=Sun Jun 26 09:46:25 BST 2016, operations=158.88844886579392, operationsPerMinute=79.44422443289696, mode=normal, start=Sun Jun 26 09:46:29 BST 2016, end=Sun Jun 26 09:50:29 BST 2016, operations=338.4210233251116, operationsPerMinute=84.6052558312779
benchmark-name=compress, mod=warmup, start=Sun Jun 26 09:50:33 BST 2016, end=Sun Jun 26 09:52:33 BST 2016, operations=231.23389077215694, operationsPerMinute=115.61694538607847, mode=normal, start=Sun Jun 26 09:54:23 BST 2016, end=Sun Jun 26 09:58:23 BST 2016, operations=466.91921826458866, operationsPerMinute=116.72980456614717
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 09:58:25 BST 2016, end=Sun Jun 26 10:00:25 BST 2016, operations=85.0833707145395, operationsPerMinute=42.54168535726975, mode=normal, start=Sun Jun 26 10:01:01 BST 2016, end=Sun Jun 26 10:05:01 BST 2016, operations=172.86421192325574, operationsPerMinute=43.216052980813934
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 10:05:08 BST 2016, end=Sun Jun 26 10:07:08 BST 2016, operations=134.98693378067168, operationsPerMinute=67.49346689033584, mode=normal, start=Sun Jun 26 10:09:11 BST 2016, end=Sun Jun 26 10:13:11 BST 2016, operations=427.56569672725766, operationsPerMinute=106.89142418181441
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 10:13:14 BST 2016, end=Sun Jun 26 10:15:14 BST 2016, operations=408.2066267066267, operationsPerMinute=204.10331335331335, mode=normal, start=Sun Jun 26 10:15:15 BST 2016, end=Sun Jun 26 10:19:15 BST 2016, operations=819.9672769556652, operationsPerMinute=204.9918192389163
benchmark-name=derby, mod=warmup, start=Sun Jun 26 10:19:38 BST 2016, end=Sun Jun 26 10:21:38 BST 2016, operations=363.69300452039124, operationsPerMinute=181.84650226019562, mode=normal, start=Sun Jun 26 10:21:40 BST 2016, end=Sun Jun 26 10:25:40 BST 2016, operations=729.3533997267905, operationsPerMinute=182.33834993169762
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 10:25:42 BST 2016, end=Sun Jun 26 10:27:42 BST 2016, operations=208.68365621184495, operationsPerMinute=104.34182810592247, mode=normal, start=Sun Jun 26 10:27:47 BST 2016, end=Sun Jun 26 10:31:47 BST 2016, operations=417.37068914029754, operationsPerMinute=104.34267228507439
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 10:31:51 BST 2016, end=Sun Jun 26 10:33:51 BST 2016, operations=76.08897503037075, operationsPerMinute=38.044487515185374, mode=normal, start=Sun Jun 26 10:33:59 BST 2016, end=Sun Jun 26 10:37:59 BST 2016, operations=144.87770649805486, operationsPerMinute=36.219426624513716
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 10:38:08 BST 2016, end=Sun Jun 26 10:40:08 BST 2016, operations=13.81710376921328, operationsPerMinute=6.90855188460664, mode=normal, start=Sun Jun 26 10:40:53 BST 2016, end=Sun Jun 26 10:44:53 BST 2016, operations=27.76641750195415, operationsPerMinute=6.941604375488538
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 10:45:39 BST 2016, end=Sun Jun 26 10:47:39 BST 2016, operations=75.02660492976361, operationsPerMinute=37.513302464881804, mode=normal, start=Sun Jun 26 10:47:47 BST 2016, end=Sun Jun 26 10:51:47 BST 2016, operations=149.75473178197308, operationsPerMinute=37.43868294549327
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 10:51:58 BST 2016, end=Sun Jun 26 10:53:58 BST 2016, operations=43.402741931429816, operationsPerMinute=21.701370965714908, mode=normal, start=Sun Jun 26 10:54:08 BST 2016, end=Sun Jun 26 10:58:08 BST 2016, operations=86.755634268764, operationsPerMinute=21.688908567191
