spec.jvm2008.report.run.location=BARN-07
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 19:06:29 BST 2016, end=Fri Jul 01 19:06:29 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 19:06:29 BST 2016, end=Fri Jul 01 19:06:29 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 19:06:29 BST 2016, end=Fri Jul 01 19:06:42 BST 2016, operations=1.0, operationsPerMinute=4.493035794518496
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 19:06:42 BST 2016, end=Fri Jul 01 19:06:45 BST 2016, operations=1.0, operationsPerMinute=18.231540565177756
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 19:06:45 BST 2016, end=Fri Jul 01 19:06:47 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 19:06:47 BST 2016, end=Fri Jul 01 19:06:55 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 19:06:55 BST 2016, end=Fri Jul 01 19:07:03 BST 2016, operations=1.0, operationsPerMinute=7.962840079628401
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 19:07:03 BST 2016, end=Fri Jul 01 19:07:09 BST 2016, operations=1.0, operationsPerMinute=9.179926560587516
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 19:07:09 BST 2016, end=Fri Jul 01 19:07:11 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 19:07:11 BST 2016, end=Fri Jul 01 19:07:12 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 19:07:12 BST 2016, end=Fri Jul 01 19:07:13 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 19:07:13 BST 2016, end=Fri Jul 01 19:07:19 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 19:07:19 BST 2016, end=Fri Jul 01 19:07:20 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 19:07:20 BST 2016, end=Fri Jul 01 19:07:21 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 19:07:21 BST 2016, end=Fri Jul 01 19:07:23 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 19:07:23 BST 2016, end=Fri Jul 01 19:07:29 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 19:07:29 BST 2016, end=Fri Jul 01 19:07:50 BST 2016, operations=1.0, operationsPerMinute=2.976781107362572
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 19:07:50 BST 2016, end=Fri Jul 01 19:07:50 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 19:08:01 BST 2016, end=Fri Jul 01 19:10:01 BST 2016, operations=483.6742651967342, operationsPerMinute=241.8371325983671, mode=normal, start=Fri Jul 01 19:10:03 BST 2016, end=Fri Jul 01 19:14:03 BST 2016, operations=1008.8184276218973, operationsPerMinute=252.20460690547432
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 19:14:07 BST 2016, end=Fri Jul 01 19:16:07 BST 2016, operations=200.7408095063494, operationsPerMinute=100.3704047531747, mode=normal, start=Fri Jul 01 19:16:10 BST 2016, end=Fri Jul 01 19:20:10 BST 2016, operations=384.76407576694123, operationsPerMinute=96.19101894173531
benchmark-name=compress, mod=warmup, start=Fri Jul 01 19:20:14 BST 2016, end=Fri Jul 01 19:22:14 BST 2016, operations=399.4889731225142, operationsPerMinute=199.7444865612571, mode=normal, start=Fri Jul 01 19:22:16 BST 2016, end=Fri Jul 01 19:26:16 BST 2016, operations=797.8234841103288, operationsPerMinute=199.4558710275822
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 19:26:18 BST 2016, end=Fri Jul 01 19:28:18 BST 2016, operations=138.4395339274177, operationsPerMinute=69.21976696370885, mode=normal, start=Fri Jul 01 19:28:23 BST 2016, end=Fri Jul 01 19:32:23 BST 2016, operations=293.3189053411151, operationsPerMinute=73.32972633527878
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 19:32:29 BST 2016, end=Fri Jul 01 19:34:29 BST 2016, operations=236.6984767309491, operationsPerMinute=118.34923836547455, mode=normal, start=Fri Jul 01 19:34:32 BST 2016, end=Fri Jul 01 19:38:32 BST 2016, operations=475.87627488506143, operationsPerMinute=118.96906872126536
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 19:38:36 BST 2016, end=Fri Jul 01 19:40:36 BST 2016, operations=406.0316239316239, operationsPerMinute=203.01581196581196, mode=normal, start=Fri Jul 01 19:40:38 BST 2016, end=Fri Jul 01 19:44:38 BST 2016, operations=812.1739397709936, operationsPerMinute=203.0434849427484
benchmark-name=derby, mod=warmup, start=Fri Jul 01 19:45:00 BST 2016, end=Fri Jul 01 19:47:00 BST 2016, operations=362.41957174181056, operationsPerMinute=181.20978587090528, mode=normal, start=Fri Jul 01 19:47:03 BST 2016, end=Fri Jul 01 19:51:03 BST 2016, operations=732.1524747254109, operationsPerMinute=183.03811868135273
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 19:51:05 BST 2016, end=Fri Jul 01 19:53:05 BST 2016, operations=206.18016307845653, operationsPerMinute=103.09008153922827, mode=normal, start=Fri Jul 01 19:53:09 BST 2016, end=Fri Jul 01 19:57:09 BST 2016, operations=415.4652555708555, operationsPerMinute=103.86631389271388
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 19:57:12 BST 2016, end=Fri Jul 01 19:59:12 BST 2016, operations=70.93778499151828, operationsPerMinute=35.46889249575914, mode=normal, start=Fri Jul 01 19:59:19 BST 2016, end=Fri Jul 01 20:03:19 BST 2016, operations=144.33787507915167, operationsPerMinute=36.08446876978792
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 20:03:29 BST 2016, end=Fri Jul 01 20:05:29 BST 2016, operations=13.833240355726463, operationsPerMinute=6.916620177863232, mode=normal, start=Fri Jul 01 20:06:14 BST 2016, end=Fri Jul 01 20:10:14 BST 2016, operations=27.804453142190745, operationsPerMinute=6.951113285547686
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 20:10:50 BST 2016, end=Fri Jul 01 20:12:50 BST 2016, operations=74.43481483443978, operationsPerMinute=37.21740741721989, mode=normal, start=Fri Jul 01 20:12:59 BST 2016, end=Fri Jul 01 20:16:59 BST 2016, operations=148.92673634492346, operationsPerMinute=37.231684086230864
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 20:17:08 BST 2016, end=Fri Jul 01 20:19:08 BST 2016, operations=43.2922411344124, operationsPerMinute=21.6461205672062, mode=normal, start=Fri Jul 01 20:19:18 BST 2016, end=Fri Jul 01 20:23:18 BST 2016, operations=85.92959272640667, operationsPerMinute=21.482398181601667
