spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 05:32:21 BST 2016, end=Mon Jul 04 05:32:21 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 05:32:21 BST 2016, end=Mon Jul 04 05:32:21 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 05:32:21 BST 2016, end=Mon Jul 04 05:32:36 BST 2016, operations=1.0, operationsPerMinute=4.014720642355303
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 05:32:36 BST 2016, end=Mon Jul 04 05:32:39 BST 2016, operations=1.0, operationsPerMinute=17.725258493353028
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 05:32:39 BST 2016, end=Mon Jul 04 05:32:41 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 05:32:41 BST 2016, end=Mon Jul 04 05:32:49 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 05:32:49 BST 2016, end=Mon Jul 04 05:32:56 BST 2016, operations=1.0, operationsPerMinute=8.046131151937777
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 05:32:56 BST 2016, end=Mon Jul 04 05:33:03 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 05:33:03 BST 2016, end=Mon Jul 04 05:33:05 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 05:33:05 BST 2016, end=Mon Jul 04 05:33:06 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 05:33:06 BST 2016, end=Mon Jul 04 05:33:07 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 05:33:07 BST 2016, end=Mon Jul 04 05:33:12 BST 2016, operations=1.0, operationsPerMinute=10.989010989010989
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 05:33:12 BST 2016, end=Mon Jul 04 05:33:14 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 05:33:14 BST 2016, end=Mon Jul 04 05:33:15 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 05:33:15 BST 2016, end=Mon Jul 04 05:33:17 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 05:33:17 BST 2016, end=Mon Jul 04 05:33:23 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 05:33:23 BST 2016, end=Mon Jul 04 05:33:44 BST 2016, operations=1.0, operationsPerMinute=2.972357079163777
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 05:33:44 BST 2016, end=Mon Jul 04 05:33:44 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 05:33:56 BST 2016, end=Mon Jul 04 05:35:56 BST 2016, operations=493.30422268443266, operationsPerMinute=246.65211134221633, mode=normal, start=Mon Jul 04 05:35:57 BST 2016, end=Mon Jul 04 05:39:57 BST 2016, operations=1005.3829703767171, operationsPerMinute=251.34574259417928
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 05:40:02 BST 2016, end=Mon Jul 04 05:42:02 BST 2016, operations=201.9666101137822, operationsPerMinute=100.9833050568911, mode=normal, start=Mon Jul 04 05:42:05 BST 2016, end=Mon Jul 04 05:46:05 BST 2016, operations=390.66798626217303, operationsPerMinute=97.66699656554326
benchmark-name=compress, mod=warmup, start=Mon Jul 04 05:46:09 BST 2016, end=Mon Jul 04 05:48:09 BST 2016, operations=400.35232352173614, operationsPerMinute=200.17616176086807, mode=normal, start=Mon Jul 04 05:48:11 BST 2016, end=Mon Jul 04 05:52:11 BST 2016, operations=801.3421718374364, operationsPerMinute=200.3355429593591
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 05:52:12 BST 2016, end=Mon Jul 04 05:54:12 BST 2016, operations=139.0689923146066, operationsPerMinute=69.5344961573033, mode=normal, start=Mon Jul 04 05:54:16 BST 2016, end=Mon Jul 04 05:58:16 BST 2016, operations=294.46901096609525, operationsPerMinute=73.61725274152381
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 05:58:22 BST 2016, end=Mon Jul 04 06:00:22 BST 2016, operations=237.60497398413074, operationsPerMinute=118.80248699206537, mode=normal, start=Mon Jul 04 06:00:25 BST 2016, end=Mon Jul 04 06:04:25 BST 2016, operations=475.029214605734, operationsPerMinute=118.7573036514335
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 06:04:29 BST 2016, end=Mon Jul 04 06:06:29 BST 2016, operations=406.08043964508437, operationsPerMinute=203.04021982254218, mode=normal, start=Mon Jul 04 06:06:31 BST 2016, end=Mon Jul 04 06:10:31 BST 2016, operations=815.4433677433677, operationsPerMinute=203.86084193584193
benchmark-name=derby, mod=warmup, start=Mon Jul 04 06:11:13 BST 2016, end=Mon Jul 04 06:13:13 BST 2016, operations=357.755134467425, operationsPerMinute=178.8775672337125, mode=normal, start=Mon Jul 04 06:13:14 BST 2016, end=Mon Jul 04 06:17:14 BST 2016, operations=717.408907371704, operationsPerMinute=179.352226842926
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 06:17:16 BST 2016, end=Mon Jul 04 06:19:16 BST 2016, operations=208.38382430540503, operationsPerMinute=104.19191215270251, mode=normal, start=Mon Jul 04 06:19:20 BST 2016, end=Mon Jul 04 06:23:20 BST 2016, operations=415.6665132281361, operationsPerMinute=103.91662830703403
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 06:23:24 BST 2016, end=Mon Jul 04 06:25:24 BST 2016, operations=69.41122136667919, operationsPerMinute=34.70561068333959, mode=normal, start=Mon Jul 04 06:25:32 BST 2016, end=Mon Jul 04 06:29:32 BST 2016, operations=149.32736354262812, operationsPerMinute=37.33184088565703
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 06:29:40 BST 2016, end=Mon Jul 04 06:31:40 BST 2016, operations=13.959882736215368, operationsPerMinute=6.979941368107684, mode=normal, start=Mon Jul 04 06:32:23 BST 2016, end=Mon Jul 04 06:36:23 BST 2016, operations=27.77581516461459, operationsPerMinute=6.943953791153647
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 06:37:07 BST 2016, end=Mon Jul 04 06:39:07 BST 2016, operations=74.65272415984951, operationsPerMinute=37.326362079924756, mode=normal, start=Mon Jul 04 06:39:16 BST 2016, end=Mon Jul 04 06:43:16 BST 2016, operations=149.2051784013739, operationsPerMinute=37.301294600343475
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 06:43:25 BST 2016, end=Mon Jul 04 06:45:25 BST 2016, operations=43.03188403279486, operationsPerMinute=21.51594201639743, mode=normal, start=Mon Jul 04 06:45:36 BST 2016, end=Mon Jul 04 06:49:36 BST 2016, operations=86.39363906235138, operationsPerMinute=21.598409765587846
