spec.jvm2008.report.run.location=NIDD106
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Sun Jun 26 15:52:13 BST 2016, end=Sun Jun 26 15:52:13 BST 2016, operations=1.0, operationsPerMinute=350.87719298245617
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 15:52:13 BST 2016, end=Sun Jun 26 15:52:14 BST 2016, operations=1.0, operationsPerMinute=38.11944091486658
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 15:52:14 BST 2016, end=Sun Jun 26 15:52:55 BST 2016, operations=1.0, operationsPerMinute=1.4624872032369716
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 15:52:56 BST 2016, end=Sun Jun 26 15:53:04 BST 2016, operations=1.0, operationsPerMinute=7.235017484625588
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 15:53:04 BST 2016, end=Sun Jun 26 15:53:07 BST 2016, operations=1.0, operationsPerMinute=17.02127659574468
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 15:53:07 BST 2016, end=Sun Jun 26 15:53:19 BST 2016, operations=1.0, operationsPerMinute=5.2133113215744205
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 15:53:19 BST 2016, end=Sun Jun 26 15:53:28 BST 2016, operations=1.0, operationsPerMinute=6.4878892733564015
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 15:53:28 BST 2016, end=Sun Jun 26 15:53:36 BST 2016, operations=1.0, operationsPerMinute=7.915567282321899
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 15:53:36 BST 2016, end=Sun Jun 26 15:53:41 BST 2016, operations=1.0, operationsPerMinute=11.874134177716208
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 15:53:41 BST 2016, end=Sun Jun 26 15:53:42 BST 2016, operations=1.0, operationsPerMinute=60.120240480961925
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 15:53:42 BST 2016, end=Sun Jun 26 15:53:43 BST 2016, operations=1.0, operationsPerMinute=44.21518054532056
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 15:53:43 BST 2016, end=Sun Jun 26 15:53:50 BST 2016, operations=1.0, operationsPerMinute=8.474576271186441
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 15:53:50 BST 2016, end=Sun Jun 26 15:53:52 BST 2016, operations=1.0, operationsPerMinute=34.344590726960504
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 15:53:52 BST 2016, end=Sun Jun 26 15:53:53 BST 2016, operations=1.0, operationsPerMinute=39.682539682539684
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 15:53:53 BST 2016, end=Sun Jun 26 15:53:57 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 15:53:57 BST 2016, end=Sun Jun 26 15:54:05 BST 2016, operations=1.0, operationsPerMinute=7.218479307025986
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 15:54:05 BST 2016, end=Sun Jun 26 15:54:41 BST 2016, operations=1.0, operationsPerMinute=1.6626025271558413
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 15:54:41 BST 2016, end=Sun Jun 26 15:54:44 BST 2016, operations=1.0, operationsPerMinute=21.49767108563239
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 15:55:12 BST 2016, end=Sun Jun 26 15:57:12 BST 2016, operations=341.7723641672944, operationsPerMinute=170.8861820836472, mode=normal, start=Sun Jun 26 15:57:14 BST 2016, end=Sun Jun 26 16:01:14 BST 2016, operations=707.2856687867634, operationsPerMinute=176.82141719669085
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 16:01:25 BST 2016, end=Sun Jun 26 16:03:25 BST 2016, operations=130.16472320705986, operationsPerMinute=65.08236160352993, mode=normal, start=Sun Jun 26 16:03:31 BST 2016, end=Sun Jun 26 16:07:31 BST 2016, operations=244.65458153697725, operationsPerMinute=61.16364538424431
benchmark-name=compress, mod=warmup, start=Sun Jun 26 16:07:38 BST 2016, end=Sun Jun 26 16:09:38 BST 2016, operations=254.5635008153589, operationsPerMinute=127.28175040767945, mode=normal, start=Sun Jun 26 16:09:41 BST 2016, end=Sun Jun 26 16:13:41 BST 2016, operations=514.1165128888373, operationsPerMinute=128.52912822220932
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 16:13:44 BST 2016, end=Sun Jun 26 16:15:44 BST 2016, operations=76.39052296927707, operationsPerMinute=38.195261484638536, mode=normal, start=Sun Jun 26 16:15:56 BST 2016, end=Sun Jun 26 16:19:56 BST 2016, operations=180.24272239733693, operationsPerMinute=45.06068059933423
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 16:20:06 BST 2016, end=Sun Jun 26 16:22:06 BST 2016, operations=146.3300918063871, operationsPerMinute=73.16504590319354, mode=normal, start=Sun Jun 26 16:22:10 BST 2016, end=Sun Jun 26 16:26:10 BST 2016, operations=291.0759271879708, operationsPerMinute=72.7689817969927
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 16:26:16 BST 2016, end=Sun Jun 26 16:28:16 BST 2016, operations=251.55162335897887, operationsPerMinute=125.77581167948944, mode=normal, start=Sun Jun 26 16:28:19 BST 2016, end=Sun Jun 26 16:32:19 BST 2016, operations=493.0786539485723, operationsPerMinute=123.26966348714308
benchmark-name=derby, mod=warmup, start=Sun Jun 26 16:33:48 BST 2016, end=Sun Jun 26 16:35:48 BST 2016, operations=200.09500750168988, operationsPerMinute=100.04750375084494, mode=normal, start=Sun Jun 26 16:35:52 BST 2016, end=Sun Jun 26 16:39:52 BST 2016, operations=401.9638285163739, operationsPerMinute=100.49095712909347
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 16:39:56 BST 2016, end=Sun Jun 26 16:41:56 BST 2016, operations=131.35745047646262, operationsPerMinute=65.67872523823131, mode=normal, start=Sun Jun 26 16:42:02 BST 2016, end=Sun Jun 26 16:46:02 BST 2016, operations=262.46489103997664, operationsPerMinute=65.61622275999416
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 16:46:09 BST 2016, end=Sun Jun 26 16:48:09 BST 2016, operations=60.10921728725285, operationsPerMinute=30.054608643626423, mode=normal, start=Sun Jun 26 16:48:19 BST 2016, end=Sun Jun 26 16:52:19 BST 2016, operations=121.39653059525747, operationsPerMinute=30.34913264881437
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 16:52:28 BST 2016, end=Sun Jun 26 16:54:28 BST 2016, operations=11.452681316811221, operationsPerMinute=5.7263406584056105, mode=normal, start=Sun Jun 26 16:55:16 BST 2016, end=Sun Jun 26 16:59:16 BST 2016, operations=22.89012795909637, operationsPerMinute=5.722531989774093
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 17:00:20 BST 2016, end=Sun Jun 26 17:02:20 BST 2016, operations=54.33834084215011, operationsPerMinute=27.169170421075055, mode=normal, start=Sun Jun 26 17:02:33 BST 2016, end=Sun Jun 26 17:06:33 BST 2016, operations=109.9303455973808, operationsPerMinute=27.4825863993452
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 17:06:46 BST 2016, end=Sun Jun 26 17:08:46 BST 2016, operations=37.273114503905404, operationsPerMinute=18.636557251952702, mode=normal, start=Sun Jun 26 17:09:04 BST 2016, end=Sun Jun 26 17:13:04 BST 2016, operations=74.2261394736718, operationsPerMinute=18.55653486841795
