spec.jvm2008.report.run.location=CASTLEAZES005
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 25 07:46:45 BST 2016, end=Sat Jun 25 07:46:46 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 07:46:46 BST 2016, end=Sat Jun 25 07:46:46 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 07:46:46 BST 2016, end=Sat Jun 25 07:46:59 BST 2016, operations=1.0, operationsPerMinute=4.578405188859214
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 07:46:59 BST 2016, end=Sat Jun 25 07:47:02 BST 2016, operations=1.0, operationsPerMinute=16.944365998305564
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 07:47:02 BST 2016, end=Sat Jun 25 07:47:04 BST 2016, operations=1.0, operationsPerMinute=47.50593824228029
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 07:47:04 BST 2016, end=Sat Jun 25 07:47:12 BST 2016, operations=1.0, operationsPerMinute=7.04390702042733
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 07:47:12 BST 2016, end=Sat Jun 25 07:47:19 BST 2016, operations=1.0, operationsPerMinute=8.063432334363661
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 07:47:19 BST 2016, end=Sat Jun 25 07:47:26 BST 2016, operations=1.0, operationsPerMinute=9.006304413089163
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 07:47:26 BST 2016, end=Sat Jun 25 07:47:28 BST 2016, operations=1.0, operationsPerMinute=26.350461133069828
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 07:47:28 BST 2016, end=Sat Jun 25 07:47:29 BST 2016, operations=1.0, operationsPerMinute=80.10680907877169
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 07:47:29 BST 2016, end=Sat Jun 25 07:47:30 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 07:47:30 BST 2016, end=Sat Jun 25 07:47:36 BST 2016, operations=1.0, operationsPerMinute=10.653409090909092
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 07:47:36 BST 2016, end=Sat Jun 25 07:47:37 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 07:47:37 BST 2016, end=Sat Jun 25 07:47:38 BST 2016, operations=1.0, operationsPerMinute=60.06006006006006
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 07:47:38 BST 2016, end=Sat Jun 25 07:47:40 BST 2016, operations=1.0, operationsPerMinute=28.28854314002829
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 07:47:40 BST 2016, end=Sat Jun 25 07:47:47 BST 2016, operations=1.0, operationsPerMinute=9.222256378727328
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 07:47:47 BST 2016, end=Sat Jun 25 07:48:07 BST 2016, operations=1.0, operationsPerMinute=2.9382957884427032
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 07:48:07 BST 2016, end=Sat Jun 25 07:48:08 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 07:48:18 BST 2016, end=Sat Jun 25 07:50:18 BST 2016, operations=468.06584401577595, operationsPerMinute=234.03292200788798, mode=normal, start=Sat Jun 25 07:50:19 BST 2016, end=Sat Jun 25 07:54:19 BST 2016, operations=946.2072076097462, operationsPerMinute=236.55180190243655
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 07:54:23 BST 2016, end=Sat Jun 25 07:56:23 BST 2016, operations=190.17000577384388, operationsPerMinute=95.08500288692194, mode=normal, start=Sat Jun 25 07:56:27 BST 2016, end=Sat Jun 25 08:00:27 BST 2016, operations=379.17741640832924, operationsPerMinute=94.79435410208231
benchmark-name=compress, mod=warmup, start=Sat Jun 25 08:00:31 BST 2016, end=Sat Jun 25 08:02:31 BST 2016, operations=371.17864237864234, operationsPerMinute=185.58932118932117, mode=normal, start=Sat Jun 25 08:02:33 BST 2016, end=Sat Jun 25 08:06:33 BST 2016, operations=743.8381984412937, operationsPerMinute=185.95954961032342
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 08:06:35 BST 2016, end=Sat Jun 25 08:08:35 BST 2016, operations=129.73091033603413, operationsPerMinute=64.86545516801706, mode=normal, start=Sat Jun 25 08:08:40 BST 2016, end=Sat Jun 25 08:12:40 BST 2016, operations=273.81143780006414, operationsPerMinute=68.45285945001604
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 08:12:45 BST 2016, end=Sat Jun 25 08:14:45 BST 2016, operations=217.1941571470863, operationsPerMinute=108.59707857354314, mode=normal, start=Sat Jun 25 08:14:49 BST 2016, end=Sat Jun 25 08:18:49 BST 2016, operations=436.1082307529994, operationsPerMinute=109.02705768824985
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 08:18:52 BST 2016, end=Sat Jun 25 08:20:52 BST 2016, operations=378.77173403571334, operationsPerMinute=189.38586701785667, mode=normal, start=Sat Jun 25 08:20:54 BST 2016, end=Sat Jun 25 08:24:54 BST 2016, operations=755.4953313485064, operationsPerMinute=188.8738328371266
benchmark-name=derby, mod=warmup, start=Sat Jun 25 08:25:17 BST 2016, end=Sat Jun 25 08:27:17 BST 2016, operations=335.65534948436886, operationsPerMinute=167.82767474218443, mode=normal, start=Sat Jun 25 08:27:19 BST 2016, end=Sat Jun 25 08:31:19 BST 2016, operations=676.6037216765476, operationsPerMinute=169.1509304191369
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 08:31:21 BST 2016, end=Sat Jun 25 08:33:21 BST 2016, operations=193.39246223618974, operationsPerMinute=96.69623111809487, mode=normal, start=Sat Jun 25 08:33:24 BST 2016, end=Sat Jun 25 08:37:24 BST 2016, operations=383.7450452677049, operationsPerMinute=95.93626131692622
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 08:37:27 BST 2016, end=Sat Jun 25 08:39:27 BST 2016, operations=76.1759093790092, operationsPerMinute=38.0879546895046, mode=normal, start=Sat Jun 25 08:39:36 BST 2016, end=Sat Jun 25 08:43:36 BST 2016, operations=150.60717600176272, operationsPerMinute=37.65179400044068
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 08:43:48 BST 2016, end=Sat Jun 25 08:45:48 BST 2016, operations=13.611516177706896, operationsPerMinute=6.805758088853448, mode=normal, start=Sat Jun 25 08:46:35 BST 2016, end=Sat Jun 25 08:50:35 BST 2016, operations=27.268128533302807, operationsPerMinute=6.817032133325702
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 08:51:25 BST 2016, end=Sat Jun 25 08:53:25 BST 2016, operations=69.35242517328363, operationsPerMinute=34.67621258664182, mode=normal, start=Sat Jun 25 08:53:39 BST 2016, end=Sat Jun 25 08:57:39 BST 2016, operations=138.74333363569616, operationsPerMinute=34.68583340892404
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 08:57:48 BST 2016, end=Sat Jun 25 08:59:48 BST 2016, operations=42.22396445401783, operationsPerMinute=21.111982227008916, mode=normal, start=Sat Jun 25 09:00:04 BST 2016, end=Sat Jun 25 09:04:04 BST 2016, operations=83.67732177756488, operationsPerMinute=20.91933044439122
