spec.jvm2008.report.run.location=LAW012
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 04:04:51 BST 2016, end=Mon Jun 27 04:04:51 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 04:04:51 BST 2016, end=Mon Jun 27 04:04:51 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 04:04:51 BST 2016, end=Mon Jun 27 04:05:08 BST 2016, operations=1.0, operationsPerMinute=3.515556336790297
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 04:05:08 BST 2016, end=Mon Jun 27 04:05:12 BST 2016, operations=1.0, operationsPerMinute=14.623446258835
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 04:05:12 BST 2016, end=Mon Jun 27 04:05:13 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 04:05:13 BST 2016, end=Mon Jun 27 04:05:22 BST 2016, operations=1.0, operationsPerMinute=6.597031335898846
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 04:05:22 BST 2016, end=Mon Jun 27 04:05:30 BST 2016, operations=1.0, operationsPerMinute=7.646234229641902
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 04:05:30 BST 2016, end=Mon Jun 27 04:05:37 BST 2016, operations=1.0, operationsPerMinute=8.903398130286392
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 04:05:37 BST 2016, end=Mon Jun 27 04:05:40 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 04:05:40 BST 2016, end=Mon Jun 27 04:05:41 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 04:05:41 BST 2016, end=Mon Jun 27 04:05:42 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 04:05:42 BST 2016, end=Mon Jun 27 04:05:48 BST 2016, operations=1.0, operationsPerMinute=9.861932938856016
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 04:05:48 BST 2016, end=Mon Jun 27 04:05:49 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 04:05:49 BST 2016, end=Mon Jun 27 04:05:50 BST 2016, operations=1.0, operationsPerMinute=52.67778753292362
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 04:05:50 BST 2016, end=Mon Jun 27 04:05:53 BST 2016, operations=1.0, operationsPerMinute=23.032629558541267
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 04:05:53 BST 2016, end=Mon Jun 27 04:06:00 BST 2016, operations=1.0, operationsPerMinute=8.882309400444116
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 04:06:00 BST 2016, end=Mon Jun 27 04:06:25 BST 2016, operations=1.0, operationsPerMinute=2.415847962634885
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 04:06:25 BST 2016, end=Mon Jun 27 04:06:26 BST 2016, operations=1.0, operationsPerMinute=54.94505494505494
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 04:06:39 BST 2016, end=Mon Jun 27 04:08:39 BST 2016, operations=383.764479803204, operationsPerMinute=191.882239901602, mode=normal, start=Mon Jun 27 04:08:40 BST 2016, end=Mon Jun 27 04:12:40 BST 2016, operations=743.6777677513517, operationsPerMinute=185.91944193783792
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 04:12:46 BST 2016, end=Mon Jun 27 04:14:46 BST 2016, operations=153.7886615578088, operationsPerMinute=76.8943307789044, mode=normal, start=Mon Jun 27 04:14:50 BST 2016, end=Mon Jun 27 04:18:50 BST 2016, operations=340.8200340095824, operationsPerMinute=85.2050085023956
benchmark-name=compress, mod=warmup, start=Mon Jun 27 04:18:54 BST 2016, end=Mon Jun 27 04:20:54 BST 2016, operations=350.9012473111452, operationsPerMinute=175.4506236555726, mode=normal, start=Mon Jun 27 04:20:56 BST 2016, end=Mon Jun 27 04:24:56 BST 2016, operations=700.5237271992551, operationsPerMinute=175.13093179981377
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 04:24:59 BST 2016, end=Mon Jun 27 04:26:59 BST 2016, operations=115.94676487870532, operationsPerMinute=57.97338243935266, mode=normal, start=Mon Jun 27 04:27:05 BST 2016, end=Mon Jun 27 04:31:05 BST 2016, operations=243.02777929077354, operationsPerMinute=60.756944822693384
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 04:31:12 BST 2016, end=Mon Jun 27 04:33:12 BST 2016, operations=204.98962489560446, operationsPerMinute=102.49481244780223, mode=normal, start=Mon Jun 27 04:33:16 BST 2016, end=Mon Jun 27 04:37:16 BST 2016, operations=410.162125300963, operationsPerMinute=102.54053132524075
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:37:19 BST 2016, end=Mon Jun 27 04:39:19 BST 2016, operations=352.2642477142422, operationsPerMinute=176.1321238571211, mode=normal, start=Mon Jun 27 04:39:21 BST 2016, end=Mon Jun 27 04:43:21 BST 2016, operations=696.7330758490706, operationsPerMinute=174.18326896226765
benchmark-name=derby, mod=warmup, start=Mon Jun 27 04:44:22 BST 2016, end=Mon Jun 27 04:46:22 BST 2016, operations=262.2349650285632, operationsPerMinute=131.1174825142816, mode=normal, start=Mon Jun 27 04:46:24 BST 2016, end=Mon Jun 27 04:50:24 BST 2016, operations=522.5717886100526, operationsPerMinute=130.64294715251316
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 04:50:28 BST 2016, end=Mon Jun 27 04:52:28 BST 2016, operations=172.9294906232541, operationsPerMinute=86.46474531162706, mode=normal, start=Mon Jun 27 04:52:33 BST 2016, end=Mon Jun 27 04:56:33 BST 2016, operations=346.27462254700276, operationsPerMinute=86.56865563675069
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 04:56:37 BST 2016, end=Mon Jun 27 04:58:37 BST 2016, operations=105.12500892151729, operationsPerMinute=52.562504460758646, mode=normal, start=Mon Jun 27 04:58:43 BST 2016, end=Mon Jun 27 05:02:43 BST 2016, operations=210.36150670153037, operationsPerMinute=52.59037667538259
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 05:02:49 BST 2016, end=Mon Jun 27 05:04:49 BST 2016, operations=22.584100199977463, operationsPerMinute=11.292050099988732, mode=normal, start=Mon Jun 27 05:05:12 BST 2016, end=Mon Jun 27 05:09:12 BST 2016, operations=44.95030484038236, operationsPerMinute=11.23757621009559
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 05:09:33 BST 2016, end=Mon Jun 27 05:11:33 BST 2016, operations=69.41837383971772, operationsPerMinute=34.70918691985886, mode=normal, start=Mon Jun 27 05:11:45 BST 2016, end=Mon Jun 27 05:15:45 BST 2016, operations=136.7000293779512, operationsPerMinute=34.1750073444878
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 05:15:54 BST 2016, end=Mon Jun 27 05:17:54 BST 2016, operations=74.14640442484611, operationsPerMinute=37.073202212423055, mode=normal, start=Mon Jun 27 05:18:04 BST 2016, end=Mon Jun 27 05:22:04 BST 2016, operations=148.25251439707043, operationsPerMinute=37.06312859926761
