spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 10:38:28 BST 2016, end=Tue Jul 05 10:38:28 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 10:38:28 BST 2016, end=Tue Jul 05 10:38:28 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 10:38:28 BST 2016, end=Tue Jul 05 10:38:43 BST 2016, operations=1.0, operationsPerMinute=4.052684903748734
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 10:38:43 BST 2016, end=Tue Jul 05 10:38:46 BST 2016, operations=1.0, operationsPerMinute=17.56440281030445
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 10:38:46 BST 2016, end=Tue Jul 05 10:38:47 BST 2016, operations=1.0, operationsPerMinute=47.46835443037975
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 10:38:47 BST 2016, end=Tue Jul 05 10:38:56 BST 2016, operations=1.0, operationsPerMinute=7.122507122507122
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 10:38:56 BST 2016, end=Tue Jul 05 10:39:03 BST 2016, operations=1.0, operationsPerMinute=7.930214115781126
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 10:39:03 BST 2016, end=Tue Jul 05 10:39:10 BST 2016, operations=1.0, operationsPerMinute=9.093664746892998
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 10:39:10 BST 2016, end=Tue Jul 05 10:39:12 BST 2016, operations=1.0, operationsPerMinute=26.33889376646181
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 10:39:12 BST 2016, end=Tue Jul 05 10:39:13 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 10:39:13 BST 2016, end=Tue Jul 05 10:39:14 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 10:39:14 BST 2016, end=Tue Jul 05 10:39:19 BST 2016, operations=1.0, operationsPerMinute=10.863661053775122
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 10:39:19 BST 2016, end=Tue Jul 05 10:39:21 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 10:39:21 BST 2016, end=Tue Jul 05 10:39:22 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 10:39:22 BST 2016, end=Tue Jul 05 10:39:24 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 10:39:24 BST 2016, end=Tue Jul 05 10:39:30 BST 2016, operations=1.0, operationsPerMinute=9.402914903620122
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 10:39:30 BST 2016, end=Tue Jul 05 10:39:51 BST 2016, operations=1.0, operationsPerMinute=2.905006294180304
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 10:39:51 BST 2016, end=Tue Jul 05 10:39:52 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 10:40:03 BST 2016, end=Tue Jul 05 10:42:03 BST 2016, operations=489.75218437153967, operationsPerMinute=244.87609218576983, mode=normal, start=Tue Jul 05 10:42:04 BST 2016, end=Tue Jul 05 10:46:04 BST 2016, operations=1024.2691638690028, operationsPerMinute=256.0672909672507
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 10:46:09 BST 2016, end=Tue Jul 05 10:48:09 BST 2016, operations=198.77804463171577, operationsPerMinute=99.38902231585789, mode=normal, start=Tue Jul 05 10:48:12 BST 2016, end=Tue Jul 05 10:52:12 BST 2016, operations=386.47903607970903, operationsPerMinute=96.61975901992726
benchmark-name=compress, mod=warmup, start=Tue Jul 05 10:52:15 BST 2016, end=Tue Jul 05 10:54:15 BST 2016, operations=399.3926738359351, operationsPerMinute=199.69633691796756, mode=normal, start=Tue Jul 05 10:54:16 BST 2016, end=Tue Jul 05 10:58:16 BST 2016, operations=794.2218991588, operationsPerMinute=198.5554747897
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 10:58:19 BST 2016, end=Tue Jul 05 11:00:19 BST 2016, operations=137.64520147201605, operationsPerMinute=68.82260073600803, mode=normal, start=Tue Jul 05 11:00:24 BST 2016, end=Tue Jul 05 11:04:24 BST 2016, operations=290.42175336575593, operationsPerMinute=72.60543834143898
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 11:04:29 BST 2016, end=Tue Jul 05 11:06:29 BST 2016, operations=234.96180831168354, operationsPerMinute=117.48090415584177, mode=normal, start=Tue Jul 05 11:06:32 BST 2016, end=Tue Jul 05 11:10:32 BST 2016, operations=469.49377894369485, operationsPerMinute=117.37344473592371
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 11:10:35 BST 2016, end=Tue Jul 05 11:12:35 BST 2016, operations=407.4066002891576, operationsPerMinute=203.7033001445788, mode=normal, start=Tue Jul 05 11:12:37 BST 2016, end=Tue Jul 05 11:16:37 BST 2016, operations=815.5795266491425, operationsPerMinute=203.89488166228563
benchmark-name=derby, mod=warmup, start=Tue Jul 05 11:17:18 BST 2016, end=Tue Jul 05 11:19:18 BST 2016, operations=361.1794963318991, operationsPerMinute=180.58974816594954, mode=normal, start=Tue Jul 05 11:19:20 BST 2016, end=Tue Jul 05 11:23:20 BST 2016, operations=719.3019355164797, operationsPerMinute=179.82548387911993
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 11:23:22 BST 2016, end=Tue Jul 05 11:25:22 BST 2016, operations=207.10024756984808, operationsPerMinute=103.55012378492404, mode=normal, start=Tue Jul 05 11:25:25 BST 2016, end=Tue Jul 05 11:29:25 BST 2016, operations=412.86276587099735, operationsPerMinute=103.21569146774934
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 11:29:29 BST 2016, end=Tue Jul 05 11:31:29 BST 2016, operations=73.46918230318484, operationsPerMinute=36.73459115159242, mode=normal, start=Tue Jul 05 11:31:37 BST 2016, end=Tue Jul 05 11:35:37 BST 2016, operations=148.4124705839248, operationsPerMinute=37.1031176459812
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 11:35:46 BST 2016, end=Tue Jul 05 11:37:46 BST 2016, operations=13.889425614873204, operationsPerMinute=6.944712807436602, mode=normal, start=Tue Jul 05 11:38:30 BST 2016, end=Tue Jul 05 11:42:30 BST 2016, operations=27.680569133419205, operationsPerMinute=6.920142283354801
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 11:43:07 BST 2016, end=Tue Jul 05 11:45:07 BST 2016, operations=74.63975922829312, operationsPerMinute=37.31987961414656, mode=normal, start=Tue Jul 05 11:45:15 BST 2016, end=Tue Jul 05 11:49:15 BST 2016, operations=149.05787486511633, operationsPerMinute=37.26446871627908
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 11:49:25 BST 2016, end=Tue Jul 05 11:51:25 BST 2016, operations=42.478913496286744, operationsPerMinute=21.239456748143372, mode=normal, start=Tue Jul 05 11:51:37 BST 2016, end=Tue Jul 05 11:55:37 BST 2016, operations=85.49451831790665, operationsPerMinute=21.373629579476663
