spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 11:00:45 BST 2016, end=Mon Jul 04 11:00:45 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 11:00:45 BST 2016, end=Mon Jul 04 11:00:45 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 11:00:45 BST 2016, end=Mon Jul 04 11:00:58 BST 2016, operations=1.0, operationsPerMinute=4.482629809488233
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 11:00:58 BST 2016, end=Mon Jul 04 11:01:02 BST 2016, operations=1.0, operationsPerMinute=17.40644038294169
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 11:01:02 BST 2016, end=Mon Jul 04 11:01:03 BST 2016, operations=1.0, operationsPerMinute=45.76659038901602
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 11:01:03 BST 2016, end=Mon Jul 04 11:01:11 BST 2016, operations=1.0, operationsPerMinute=7.006071929005138
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 11:01:11 BST 2016, end=Mon Jul 04 11:01:19 BST 2016, operations=1.0, operationsPerMinute=7.913479293062516
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 11:01:19 BST 2016, end=Mon Jul 04 11:01:26 BST 2016, operations=1.0, operationsPerMinute=9.114385538508278
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 11:01:26 BST 2016, end=Mon Jul 04 11:01:28 BST 2016, operations=1.0, operationsPerMinute=25.806451612903224
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 11:01:28 BST 2016, end=Mon Jul 04 11:01:29 BST 2016, operations=1.0, operationsPerMinute=80.21390374331551
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 11:01:29 BST 2016, end=Mon Jul 04 11:01:30 BST 2016, operations=1.0, operationsPerMinute=64.1025641025641
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 11:01:30 BST 2016, end=Mon Jul 04 11:01:35 BST 2016, operations=1.0, operationsPerMinute=10.422094841063053
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 11:01:35 BST 2016, end=Mon Jul 04 11:01:37 BST 2016, operations=1.0, operationsPerMinute=40.92769440654843
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 11:01:37 BST 2016, end=Mon Jul 04 11:01:38 BST 2016, operations=1.0, operationsPerMinute=58.25242718446602
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 11:01:38 BST 2016, end=Mon Jul 04 11:01:40 BST 2016, operations=1.0, operationsPerMinute=27.86809103576405
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 11:01:40 BST 2016, end=Mon Jul 04 11:01:47 BST 2016, operations=1.0, operationsPerMinute=9.007656508031827
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 11:01:47 BST 2016, end=Mon Jul 04 11:02:08 BST 2016, operations=1.0, operationsPerMinute=2.8343332231092635
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 11:02:08 BST 2016, end=Mon Jul 04 11:02:09 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 11:02:19 BST 2016, end=Mon Jul 04 11:04:19 BST 2016, operations=441.8227327135205, operationsPerMinute=220.91136635676025, mode=normal, start=Mon Jul 04 11:04:21 BST 2016, end=Mon Jul 04 11:08:21 BST 2016, operations=895.819379300095, operationsPerMinute=223.95484482502374
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 11:08:25 BST 2016, end=Mon Jul 04 11:10:25 BST 2016, operations=175.31943323202398, operationsPerMinute=87.65971661601199, mode=normal, start=Mon Jul 04 11:10:29 BST 2016, end=Mon Jul 04 11:14:29 BST 2016, operations=351.6218106049774, operationsPerMinute=87.90545265124435
benchmark-name=compress, mod=warmup, start=Mon Jul 04 11:14:32 BST 2016, end=Mon Jul 04 11:16:32 BST 2016, operations=297.91778934350197, operationsPerMinute=148.95889467175098, mode=normal, start=Mon Jul 04 11:16:38 BST 2016, end=Mon Jul 04 11:20:38 BST 2016, operations=462.0880987205713, operationsPerMinute=115.52202468014282
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 11:21:13 BST 2016, end=Mon Jul 04 11:23:13 BST 2016, operations=105.9689202919574, operationsPerMinute=52.9844601459787, mode=normal, start=Mon Jul 04 11:23:19 BST 2016, end=Mon Jul 04 11:27:19 BST 2016, operations=224.49646909716267, operationsPerMinute=56.12411727429067
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 11:27:25 BST 2016, end=Mon Jul 04 11:29:25 BST 2016, operations=178.2213863841335, operationsPerMinute=89.11069319206675, mode=normal, start=Mon Jul 04 11:29:28 BST 2016, end=Mon Jul 04 11:33:28 BST 2016, operations=264.8631329789723, operationsPerMinute=66.21578324474308
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 11:33:44 BST 2016, end=Mon Jul 04 11:35:44 BST 2016, operations=305.5665954202037, operationsPerMinute=152.78329771010186, mode=normal, start=Mon Jul 04 11:35:46 BST 2016, end=Mon Jul 04 11:39:46 BST 2016, operations=609.65288458874, operationsPerMinute=152.413221147185
benchmark-name=derby, mod=warmup, start=Mon Jul 04 11:40:09 BST 2016, end=Mon Jul 04 11:42:09 BST 2016, operations=275.79540844355455, operationsPerMinute=137.89770422177727, mode=normal, start=Mon Jul 04 11:42:11 BST 2016, end=Mon Jul 04 11:46:11 BST 2016, operations=553.1851984059931, operationsPerMinute=138.29629960149828
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 11:46:14 BST 2016, end=Mon Jul 04 11:48:14 BST 2016, operations=156.14225781931418, operationsPerMinute=78.07112890965709, mode=normal, start=Mon Jul 04 11:48:18 BST 2016, end=Mon Jul 04 11:52:18 BST 2016, operations=228.84196758170168, operationsPerMinute=57.21049189542542
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 11:52:33 BST 2016, end=Mon Jul 04 11:54:33 BST 2016, operations=68.40252269009159, operationsPerMinute=34.20126134504579, mode=normal, start=Mon Jul 04 11:54:46 BST 2016, end=Mon Jul 04 11:58:46 BST 2016, operations=128.4296029942567, operationsPerMinute=32.107400748564174
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 11:59:37 BST 2016, end=Mon Jul 04 12:01:37 BST 2016, operations=7.389841832670499, operationsPerMinute=3.6949209163352497, mode=normal, start=Mon Jul 04 12:02:18 BST 2016, end=Mon Jul 04 12:06:18 BST 2016, operations=28.320506495909928, operationsPerMinute=7.080126623977482
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 12:06:59 BST 2016, end=Mon Jul 04 12:08:59 BST 2016, operations=49.77367668022788, operationsPerMinute=24.88683834011394, mode=normal, start=Mon Jul 04 12:09:25 BST 2016, end=Mon Jul 04 12:13:25 BST 2016, operations=88.58094450744406, operationsPerMinute=22.145236126861015
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 12:16:22 BST 2016, end=Mon Jul 04 12:18:22 BST 2016, operations=43.356111155118555, operationsPerMinute=21.678055577559277, mode=normal, start=Mon Jul 04 12:18:41 BST 2016, end=Mon Jul 04 12:22:41 BST 2016, operations=70.23918929479007, operationsPerMinute=17.559797323697516
