spec.jvm2008.report.run.location=SUNSPACE09
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Wed Jun 29 02:20:58 BST 2016, end=Wed Jun 29 02:20:58 BST 2016, operations=1.0, operationsPerMinute=952.3809523809524
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 02:20:58 BST 2016, end=Wed Jun 29 02:20:59 BST 2016, operations=1.0, operationsPerMinute=142.18009478672985
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 02:20:59 BST 2016, end=Wed Jun 29 02:21:26 BST 2016, operations=1.0, operationsPerMinute=2.1840419336051253
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 02:21:26 BST 2016, end=Wed Jun 29 02:21:32 BST 2016, operations=1.0, operationsPerMinute=10.565240359218173
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 02:21:32 BST 2016, end=Wed Jun 29 02:21:33 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 02:21:33 BST 2016, end=Wed Jun 29 02:21:44 BST 2016, operations=1.0, operationsPerMinute=5.447612130016343
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 02:21:44 BST 2016, end=Wed Jun 29 02:21:54 BST 2016, operations=1.0, operationsPerMinute=6.464124111182935
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 02:21:54 BST 2016, end=Wed Jun 29 02:22:01 BST 2016, operations=1.0, operationsPerMinute=7.817589576547231
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 02:22:01 BST 2016, end=Wed Jun 29 02:22:05 BST 2016, operations=1.0, operationsPerMinute=18.575851393188856
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 02:22:05 BST 2016, end=Wed Jun 29 02:22:06 BST 2016, operations=1.0, operationsPerMinute=61.09979633401222
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 02:22:06 BST 2016, end=Wed Jun 29 02:22:07 BST 2016, operations=1.0, operationsPerMinute=45.76659038901602
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 02:22:07 BST 2016, end=Wed Jun 29 02:22:14 BST 2016, operations=1.0, operationsPerMinute=8.720930232558139
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 02:22:14 BST 2016, end=Wed Jun 29 02:22:16 BST 2016, operations=1.0, operationsPerMinute=34.0522133938706
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 02:22:16 BST 2016, end=Wed Jun 29 02:22:17 BST 2016, operations=1.0, operationsPerMinute=41.35079255685734
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 02:22:17 BST 2016, end=Wed Jun 29 02:22:20 BST 2016, operations=1.0, operationsPerMinute=18.674136321195146
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 02:22:20 BST 2016, end=Wed Jun 29 02:22:28 BST 2016, operations=1.0, operationsPerMinute=8.113590263691684
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 02:22:28 BST 2016, end=Wed Jun 29 02:23:00 BST 2016, operations=1.0, operationsPerMinute=1.8834756403817177
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 02:23:00 BST 2016, end=Wed Jun 29 02:23:01 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 02:23:20 BST 2016, end=Wed Jun 29 02:25:20 BST 2016, operations=307.1637742166475, operationsPerMinute=153.58188710832374, mode=normal, start=Wed Jun 29 02:25:22 BST 2016, end=Wed Jun 29 02:29:22 BST 2016, operations=656.7732082459422, operationsPerMinute=164.19330206148555
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 02:29:28 BST 2016, end=Wed Jun 29 02:31:28 BST 2016, operations=136.30858886945109, operationsPerMinute=68.15429443472554, mode=normal, start=Wed Jun 29 02:31:33 BST 2016, end=Wed Jun 29 02:35:33 BST 2016, operations=267.3182287972208, operationsPerMinute=66.8295571993052
benchmark-name=compress, mod=warmup, start=Wed Jun 29 02:35:38 BST 2016, end=Wed Jun 29 02:37:38 BST 2016, operations=273.61274369429896, operationsPerMinute=136.80637184714948, mode=normal, start=Wed Jun 29 02:37:41 BST 2016, end=Wed Jun 29 02:41:41 BST 2016, operations=547.3291449148721, operationsPerMinute=136.83228622871803
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 02:41:43 BST 2016, end=Wed Jun 29 02:43:43 BST 2016, operations=85.60283293659027, operationsPerMinute=42.80141646829514, mode=normal, start=Wed Jun 29 02:43:51 BST 2016, end=Wed Jun 29 02:47:51 BST 2016, operations=180.9708661005155, operationsPerMinute=45.24271652512888
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 02:48:01 BST 2016, end=Wed Jun 29 02:50:01 BST 2016, operations=146.24165565685905, operationsPerMinute=73.12082782842953, mode=normal, start=Wed Jun 29 02:50:06 BST 2016, end=Wed Jun 29 02:54:06 BST 2016, operations=292.78284285166853, operationsPerMinute=73.19571071291713
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 02:54:11 BST 2016, end=Wed Jun 29 02:56:11 BST 2016, operations=254.1582893803099, operationsPerMinute=127.07914469015495, mode=normal, start=Wed Jun 29 02:56:14 BST 2016, end=Wed Jun 29 03:00:14 BST 2016, operations=507.2947088222512, operationsPerMinute=126.8236772055628
benchmark-name=derby, mod=warmup, start=Wed Jun 29 03:01:42 BST 2016, end=Wed Jun 29 03:03:42 BST 2016, operations=202.5315087758514, operationsPerMinute=101.2657543879257, mode=normal, start=Wed Jun 29 03:03:45 BST 2016, end=Wed Jun 29 03:07:45 BST 2016, operations=403.8374762625174, operationsPerMinute=100.95936906562935
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 03:07:49 BST 2016, end=Wed Jun 29 03:09:49 BST 2016, operations=129.12759966342955, operationsPerMinute=64.56379983171477, mode=normal, start=Wed Jun 29 03:09:55 BST 2016, end=Wed Jun 29 03:13:55 BST 2016, operations=264.50071414869967, operationsPerMinute=66.12517853717492
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 03:14:00 BST 2016, end=Wed Jun 29 03:16:00 BST 2016, operations=54.99874427882732, operationsPerMinute=27.49937213941366, mode=normal, start=Wed Jun 29 03:16:11 BST 2016, end=Wed Jun 29 03:20:11 BST 2016, operations=123.56940225036934, operationsPerMinute=30.892350562592334
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 03:20:22 BST 2016, end=Wed Jun 29 03:22:22 BST 2016, operations=11.573881184357829, operationsPerMinute=5.786940592178914, mode=normal, start=Wed Jun 29 03:22:57 BST 2016, end=Wed Jun 29 03:26:57 BST 2016, operations=23.167176166936017, operationsPerMinute=5.791794041734004
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 03:27:36 BST 2016, end=Wed Jun 29 03:29:36 BST 2016, operations=55.55707228127806, operationsPerMinute=27.77853614063903, mode=normal, start=Wed Jun 29 03:29:45 BST 2016, end=Wed Jun 29 03:33:45 BST 2016, operations=111.15660950258686, operationsPerMinute=27.789152375646715
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 03:33:55 BST 2016, end=Wed Jun 29 03:35:55 BST 2016, operations=37.48332716422635, operationsPerMinute=18.741663582113176, mode=normal, start=Wed Jun 29 03:36:13 BST 2016, end=Wed Jun 29 03:40:13 BST 2016, operations=75.05592692002416, operationsPerMinute=18.76398173000604
