spec.jvm2008.report.run.location=GREY-01
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 06:18:23 BST 2016, end=Tue Jul 05 06:18:23 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 06:18:23 BST 2016, end=Tue Jul 05 06:18:24 BST 2016, operations=1.0, operationsPerMinute=545.4545454545455
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 06:18:24 BST 2016, end=Tue Jul 05 06:18:37 BST 2016, operations=1.0, operationsPerMinute=4.492699363534257
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 06:18:37 BST 2016, end=Tue Jul 05 06:18:40 BST 2016, operations=1.0, operationsPerMinute=17.88908765652952
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 06:18:40 BST 2016, end=Tue Jul 05 06:18:42 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 06:18:42 BST 2016, end=Tue Jul 05 06:18:50 BST 2016, operations=1.0, operationsPerMinute=7.043080173729311
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 06:18:50 BST 2016, end=Tue Jul 05 06:18:58 BST 2016, operations=1.0, operationsPerMinute=8.011750567498998
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 06:18:58 BST 2016, end=Tue Jul 05 06:19:04 BST 2016, operations=1.0, operationsPerMinute=9.070294784580499
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 06:19:04 BST 2016, end=Tue Jul 05 06:19:07 BST 2016, operations=1.0, operationsPerMinute=25.974025974025974
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 06:19:07 BST 2016, end=Tue Jul 05 06:19:07 BST 2016, operations=1.0, operationsPerMinute=78.53403141361257
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 06:19:07 BST 2016, end=Tue Jul 05 06:19:08 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 06:19:08 BST 2016, end=Tue Jul 05 06:19:14 BST 2016, operations=1.0, operationsPerMinute=10.478519035976248
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 06:19:14 BST 2016, end=Tue Jul 05 06:19:15 BST 2016, operations=1.0, operationsPerMinute=40.92769440654843
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 06:19:15 BST 2016, end=Tue Jul 05 06:19:16 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 06:19:16 BST 2016, end=Tue Jul 05 06:19:19 BST 2016, operations=1.0, operationsPerMinute=27.45995423340961
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 06:19:19 BST 2016, end=Tue Jul 05 06:19:25 BST 2016, operations=1.0, operationsPerMinute=9.070294784580499
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 06:19:25 BST 2016, end=Tue Jul 05 06:19:47 BST 2016, operations=1.0, operationsPerMinute=2.8008589300718887
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 06:19:47 BST 2016, end=Tue Jul 05 06:19:47 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 06:19:58 BST 2016, end=Tue Jul 05 06:21:58 BST 2016, operations=441.8282418326926, operationsPerMinute=220.9141209163463, mode=normal, start=Tue Jul 05 06:21:59 BST 2016, end=Tue Jul 05 06:25:59 BST 2016, operations=895.3715387906428, operationsPerMinute=223.8428846976607
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 06:26:04 BST 2016, end=Tue Jul 05 06:28:04 BST 2016, operations=174.43188190764096, operationsPerMinute=87.21594095382048, mode=normal, start=Tue Jul 05 06:28:07 BST 2016, end=Tue Jul 05 06:32:07 BST 2016, operations=347.2573482091223, operationsPerMinute=86.81433705228058
benchmark-name=compress, mod=warmup, start=Tue Jul 05 06:32:11 BST 2016, end=Tue Jul 05 06:34:11 BST 2016, operations=300.2472719267796, operationsPerMinute=150.1236359633898, mode=normal, start=Tue Jul 05 06:34:13 BST 2016, end=Tue Jul 05 06:38:13 BST 2016, operations=561.2557320764527, operationsPerMinute=140.31393301911316
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 06:38:15 BST 2016, end=Tue Jul 05 06:40:15 BST 2016, operations=106.45018744043495, operationsPerMinute=53.22509372021747, mode=normal, start=Tue Jul 05 06:40:21 BST 2016, end=Tue Jul 05 06:44:21 BST 2016, operations=223.5593278463582, operationsPerMinute=55.88983196158955
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 06:44:27 BST 2016, end=Tue Jul 05 06:46:27 BST 2016, operations=175.83394257756024, operationsPerMinute=87.91697128878012, mode=normal, start=Tue Jul 05 06:46:32 BST 2016, end=Tue Jul 05 06:50:32 BST 2016, operations=279.404117504507, operationsPerMinute=69.85102937612675
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 06:50:38 BST 2016, end=Tue Jul 05 06:52:38 BST 2016, operations=305.8635046147496, operationsPerMinute=152.9317523073748, mode=normal, start=Tue Jul 05 06:52:41 BST 2016, end=Tue Jul 05 06:56:41 BST 2016, operations=612.9808076743358, operationsPerMinute=153.24520191858394
benchmark-name=derby, mod=warmup, start=Tue Jul 05 06:57:04 BST 2016, end=Tue Jul 05 06:59:04 BST 2016, operations=278.1042639593189, operationsPerMinute=139.05213197965946, mode=normal, start=Tue Jul 05 06:59:06 BST 2016, end=Tue Jul 05 07:03:06 BST 2016, operations=558.2523494181406, operationsPerMinute=139.56308735453516
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 07:03:09 BST 2016, end=Tue Jul 05 07:05:09 BST 2016, operations=156.0510113199689, operationsPerMinute=78.02550565998445, mode=normal, start=Tue Jul 05 07:05:14 BST 2016, end=Tue Jul 05 07:09:14 BST 2016, operations=219.55832029693667, operationsPerMinute=54.88958007423417
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 07:09:23 BST 2016, end=Tue Jul 05 07:11:23 BST 2016, operations=72.5454810130466, operationsPerMinute=36.2727405065233, mode=normal, start=Tue Jul 05 07:12:24 BST 2016, end=Tue Jul 05 07:16:24 BST 2016, operations=129.24239741685847, operationsPerMinute=32.31059935421462
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 07:16:38 BST 2016, end=Tue Jul 05 07:18:38 BST 2016, operations=14.147701475085114, operationsPerMinute=7.073850737542557, mode=normal, start=Tue Jul 05 07:21:03 BST 2016, end=Tue Jul 05 07:25:03 BST 2016, operations=26.425348230199415, operationsPerMinute=6.606337057549854
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 07:26:07 BST 2016, end=Tue Jul 05 07:28:07 BST 2016, operations=57.462700701986215, operationsPerMinute=28.731350350993107, mode=normal, start=Tue Jul 05 07:28:25 BST 2016, end=Tue Jul 05 07:32:25 BST 2016, operations=98.65990769413052, operationsPerMinute=24.66497692353263
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 07:33:22 BST 2016, end=Tue Jul 05 07:35:22 BST 2016, operations=33.678897336991234, operationsPerMinute=16.839448668495617, mode=normal, start=Tue Jul 05 07:36:24 BST 2016, end=Tue Jul 05 07:40:24 BST 2016, operations=65.08028185480894, operationsPerMinute=16.270070463702236
