spec.jvm2008.report.run.location=TOLL10
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz
spec.jvm2008.report.hw.number.of.cores=2
spec.jvm2008.report.hw.memory.size=3991
benchmark-name=check, mode=normal, start=Wed Jun 29 05:57:04 BST 2016, end=Wed Jun 29 05:57:04 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 05:57:04 BST 2016, end=Wed Jun 29 05:57:04 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 05:57:04 BST 2016, end=Wed Jun 29 05:57:25 BST 2016, operations=1.0, operationsPerMinute=2.876594112570716
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 05:57:25 BST 2016, end=Wed Jun 29 05:57:30 BST 2016, operations=1.0, operationsPerMinute=11.514104778353483
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 05:57:30 BST 2016, end=Wed Jun 29 05:57:32 BST 2016, operations=1.0, operationsPerMinute=33.44481605351171
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 05:57:32 BST 2016, end=Wed Jun 29 05:57:43 BST 2016, operations=1.0, operationsPerMinute=5.525879535826119
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 05:57:43 BST 2016, end=Wed Jun 29 05:57:51 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 05:57:51 BST 2016, end=Wed Jun 29 05:57:59 BST 2016, operations=1.0, operationsPerMinute=8.361204013377927
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 05:57:59 BST 2016, end=Wed Jun 29 05:58:02 BST 2016, operations=1.0, operationsPerMinute=15.63721657544957
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 05:58:02 BST 2016, end=Wed Jun 29 05:58:04 BST 2016, operations=1.0, operationsPerMinute=49.958368026644465
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 05:58:04 BST 2016, end=Wed Jun 29 05:58:05 BST 2016, operations=1.0, operationsPerMinute=33.149171270718234
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 05:58:05 BST 2016, end=Wed Jun 29 05:58:13 BST 2016, operations=1.0, operationsPerMinute=7.439553626782393
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 05:58:13 BST 2016, end=Wed Jun 29 05:58:15 BST 2016, operations=1.0, operationsPerMinute=32.05128205128205
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 05:58:15 BST 2016, end=Wed Jun 29 05:58:17 BST 2016, operations=1.0, operationsPerMinute=29.140359397765906
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 05:58:17 BST 2016, end=Wed Jun 29 05:58:21 BST 2016, operations=1.0, operationsPerMinute=14.677103718199609
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 05:58:21 BST 2016, end=Wed Jun 29 05:58:30 BST 2016, operations=1.0, operationsPerMinute=7.424823660438064
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 05:58:30 BST 2016, end=Wed Jun 29 05:59:11 BST 2016, operations=1.0, operationsPerMinute=1.465201465201465
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 05:59:11 BST 2016, end=Wed Jun 29 05:59:12 BST 2016, operations=1.0, operationsPerMinute=40.92769440654843
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 05:59:28 BST 2016, end=Wed Jun 29 06:01:28 BST 2016, operations=234.77744711522712, operationsPerMinute=117.38872355761356, mode=normal, start=Wed Jun 29 06:01:29 BST 2016, end=Wed Jun 29 06:05:29 BST 2016, operations=489.0091203884598, operationsPerMinute=122.25228009711495
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 06:05:35 BST 2016, end=Wed Jun 29 06:07:35 BST 2016, operations=96.05328525641025, operationsPerMinute=48.026642628205124, mode=normal, start=Wed Jun 29 06:07:39 BST 2016, end=Wed Jun 29 06:11:39 BST 2016, operations=192.0170157548877, operationsPerMinute=48.004253938721924
benchmark-name=compress, mod=warmup, start=Wed Jun 29 06:11:43 BST 2016, end=Wed Jun 29 06:13:43 BST 2016, operations=151.18283790467984, operationsPerMinute=75.59141895233992, mode=normal, start=Wed Jun 29 06:13:45 BST 2016, end=Wed Jun 29 06:17:45 BST 2016, operations=301.49501490613164, operationsPerMinute=75.37375372653291
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 06:17:48 BST 2016, end=Wed Jun 29 06:19:48 BST 2016, operations=42.05246883295504, operationsPerMinute=21.02623441647752, mode=normal, start=Wed Jun 29 06:19:54 BST 2016, end=Wed Jun 29 06:23:54 BST 2016, operations=89.63230377224028, operationsPerMinute=22.40807594306007
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 06:24:01 BST 2016, end=Wed Jun 29 06:26:01 BST 2016, operations=86.72755892645733, operationsPerMinute=43.36377946322867, mode=normal, start=Wed Jun 29 06:26:05 BST 2016, end=Wed Jun 29 06:30:05 BST 2016, operations=169.6895836088909, operationsPerMinute=42.422395902222725
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 06:30:10 BST 2016, end=Wed Jun 29 06:32:10 BST 2016, operations=135.80969554235855, operationsPerMinute=67.90484777117928, mode=normal, start=Wed Jun 29 06:32:13 BST 2016, end=Wed Jun 29 06:36:13 BST 2016, operations=277.38663695536616, operationsPerMinute=69.34665923884154
benchmark-name=derby, mod=warmup, start=Wed Jun 29 06:38:11 BST 2016, end=Wed Jun 29 06:40:11 BST 2016, operations=103.9387075018844, operationsPerMinute=51.9693537509422, mode=normal, start=Wed Jun 29 06:40:14 BST 2016, end=Wed Jun 29 06:44:14 BST 2016, operations=211.44354648041337, operationsPerMinute=52.860886620103344
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 06:44:18 BST 2016, end=Wed Jun 29 06:46:18 BST 2016, operations=63.79028329837578, operationsPerMinute=31.89514164918789, mode=normal, start=Wed Jun 29 06:46:23 BST 2016, end=Wed Jun 29 06:50:23 BST 2016, operations=131.75229132569558, operationsPerMinute=32.938072831423895
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 06:50:28 BST 2016, end=Wed Jun 29 06:52:28 BST 2016, operations=32.97997985296081, operationsPerMinute=16.489989926480405, mode=normal, start=Wed Jun 29 06:52:36 BST 2016, end=Wed Jun 29 06:56:36 BST 2016, operations=62.277963193949645, operationsPerMinute=15.569490798487411
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 06:56:42 BST 2016, end=Wed Jun 29 06:58:42 BST 2016, operations=7.089091269043045, operationsPerMinute=3.5445456345215227, mode=normal, start=Wed Jun 29 06:59:14 BST 2016, end=Wed Jun 29 07:03:14 BST 2016, operations=14.136836184723201, operationsPerMinute=3.5342090461808002
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 07:03:45 BST 2016, end=Wed Jun 29 07:05:45 BST 2016, operations=32.09570238801963, operationsPerMinute=16.047851194009816, mode=normal, start=Wed Jun 29 07:05:53 BST 2016, end=Wed Jun 29 07:09:53 BST 2016, operations=63.43689933824366, operationsPerMinute=15.859224834560916
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 07:10:02 BST 2016, end=Wed Jun 29 07:12:02 BST 2016, operations=23.334235715622576, operationsPerMinute=11.667117857811288, mode=normal, start=Wed Jun 29 07:12:12 BST 2016, end=Wed Jun 29 07:16:12 BST 2016, operations=46.71294071187715, operationsPerMinute=11.678235177969288
