spec.jvm2008.report.run.location=CASTLEAZES008
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Thu Jun 23 11:46:20 BST 2016, end=Thu Jun 23 11:46:20 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 23 11:46:20 BST 2016, end=Thu Jun 23 11:46:20 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 23 11:46:20 BST 2016, end=Thu Jun 23 11:46:33 BST 2016, operations=1.0, operationsPerMinute=4.730741938027281
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 23 11:46:33 BST 2016, end=Thu Jun 23 11:46:36 BST 2016, operations=1.0, operationsPerMinute=18.76172607879925
benchmark-name=startup.compress, mode=normal, start=Thu Jun 23 11:46:36 BST 2016, end=Thu Jun 23 11:46:37 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 23 11:46:37 BST 2016, end=Thu Jun 23 11:46:46 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 23 11:46:46 BST 2016, end=Thu Jun 23 11:46:53 BST 2016, operations=1.0, operationsPerMinute=8.079719903043362
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 23 11:46:53 BST 2016, end=Thu Jun 23 11:46:59 BST 2016, operations=1.0, operationsPerMinute=9.246417013407305
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 23 11:46:59 BST 2016, end=Thu Jun 23 11:47:02 BST 2016, operations=1.0, operationsPerMinute=25.9852750108272
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 23 11:47:02 BST 2016, end=Thu Jun 23 11:47:03 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 23 11:47:03 BST 2016, end=Thu Jun 23 11:47:03 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 23 11:47:03 BST 2016, end=Thu Jun 23 11:47:09 BST 2016, operations=1.0, operationsPerMinute=10.926971407758149
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 23 11:47:09 BST 2016, end=Thu Jun 23 11:47:10 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 23 11:47:10 BST 2016, end=Thu Jun 23 11:47:11 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Thu Jun 23 11:47:11 BST 2016, end=Thu Jun 23 11:47:13 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 23 11:47:13 BST 2016, end=Thu Jun 23 11:47:20 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 23 11:47:20 BST 2016, end=Thu Jun 23 11:47:40 BST 2016, operations=1.0, operationsPerMinute=2.9792939073439593
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 23 11:47:40 BST 2016, end=Thu Jun 23 11:47:41 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 23 11:47:51 BST 2016, end=Thu Jun 23 11:49:51 BST 2016, operations=483.260910235312, operationsPerMinute=241.630455117656, mode=normal, start=Thu Jun 23 11:49:52 BST 2016, end=Thu Jun 23 11:53:52 BST 2016, operations=1015.6520506014276, operationsPerMinute=253.9130126503569
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 23 11:53:56 BST 2016, end=Thu Jun 23 11:55:56 BST 2016, operations=201.1989077790489, operationsPerMinute=100.59945388952445, mode=normal, start=Thu Jun 23 11:55:59 BST 2016, end=Thu Jun 23 11:59:59 BST 2016, operations=393.46210907148406, operationsPerMinute=98.36552726787102
benchmark-name=compress, mod=warmup, start=Thu Jun 23 12:00:02 BST 2016, end=Thu Jun 23 12:02:02 BST 2016, operations=400.5389328756635, operationsPerMinute=200.26946643783174, mode=normal, start=Thu Jun 23 12:02:04 BST 2016, end=Thu Jun 23 12:06:04 BST 2016, operations=801.1560678824574, operationsPerMinute=200.28901697061434
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 23 12:06:07 BST 2016, end=Thu Jun 23 12:08:07 BST 2016, operations=139.28536006259242, operationsPerMinute=69.64268003129621, mode=normal, start=Thu Jun 23 12:08:11 BST 2016, end=Thu Jun 23 12:12:11 BST 2016, operations=293.54468742351236, operationsPerMinute=73.38617185587809
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 23 12:12:17 BST 2016, end=Thu Jun 23 12:14:17 BST 2016, operations=232.74111192491603, operationsPerMinute=116.37055596245801, mode=normal, start=Thu Jun 23 12:14:21 BST 2016, end=Thu Jun 23 12:18:21 BST 2016, operations=466.01621249523197, operationsPerMinute=116.50405312380799
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 23 12:18:24 BST 2016, end=Thu Jun 23 12:20:24 BST 2016, operations=406.6926869350863, operationsPerMinute=203.34634346754314, mode=normal, start=Thu Jun 23 12:20:26 BST 2016, end=Thu Jun 23 12:24:26 BST 2016, operations=812.716380120817, operationsPerMinute=203.17909503020425
benchmark-name=derby, mod=warmup, start=Thu Jun 23 12:24:48 BST 2016, end=Thu Jun 23 12:26:48 BST 2016, operations=365.1461767169673, operationsPerMinute=182.57308835848366, mode=normal, start=Thu Jun 23 12:26:50 BST 2016, end=Thu Jun 23 12:30:50 BST 2016, operations=728.5588224812552, operationsPerMinute=182.1397056203138
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 23 12:30:53 BST 2016, end=Thu Jun 23 12:32:53 BST 2016, operations=207.18951396641356, operationsPerMinute=103.59475698320678, mode=normal, start=Thu Jun 23 12:32:57 BST 2016, end=Thu Jun 23 12:36:57 BST 2016, operations=416.56362314987774, operationsPerMinute=104.14090578746944
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 23 12:37:00 BST 2016, end=Thu Jun 23 12:39:00 BST 2016, operations=70.00210806701995, operationsPerMinute=35.00105403350997, mode=normal, start=Thu Jun 23 12:39:09 BST 2016, end=Thu Jun 23 12:43:09 BST 2016, operations=139.9102088108063, operationsPerMinute=34.977552202701574
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 23 12:43:19 BST 2016, end=Thu Jun 23 12:45:19 BST 2016, operations=13.779165342932606, operationsPerMinute=6.889582671466303, mode=normal, start=Thu Jun 23 12:46:04 BST 2016, end=Thu Jun 23 12:50:04 BST 2016, operations=27.81429852844152, operationsPerMinute=6.95357463211038
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 23 12:50:40 BST 2016, end=Thu Jun 23 12:52:40 BST 2016, operations=74.68201505020184, operationsPerMinute=37.34100752510092, mode=normal, start=Thu Jun 23 12:52:48 BST 2016, end=Thu Jun 23 12:56:48 BST 2016, operations=149.22528444626266, operationsPerMinute=37.306321111565666
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 23 12:56:58 BST 2016, end=Thu Jun 23 12:58:58 BST 2016, operations=43.295069098670155, operationsPerMinute=21.647534549335077, mode=normal, start=Thu Jun 23 12:59:08 BST 2016, end=Thu Jun 23 13:03:08 BST 2016, operations=86.50113456360191, operationsPerMinute=21.625283640900477
