spec.jvm2008.report.run.location=CASTLEAZES024
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jun 24 22:48:43 BST 2016, end=Fri Jun 24 22:48:43 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 24 22:48:43 BST 2016, end=Fri Jun 24 22:48:44 BST 2016, operations=1.0, operationsPerMinute=295.5665024630542
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 24 22:48:44 BST 2016, end=Fri Jun 24 22:48:57 BST 2016, operations=1.0, operationsPerMinute=4.557192769254139
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 24 22:48:57 BST 2016, end=Fri Jun 24 22:49:00 BST 2016, operations=1.0, operationsPerMinute=17.016449234259785
benchmark-name=startup.compress, mode=normal, start=Fri Jun 24 22:49:00 BST 2016, end=Fri Jun 24 22:49:02 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 24 22:49:02 BST 2016, end=Fri Jun 24 22:49:10 BST 2016, operations=1.0, operationsPerMinute=7.070469007777516
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 24 22:49:10 BST 2016, end=Fri Jun 24 22:49:17 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 24 22:49:17 BST 2016, end=Fri Jun 24 22:49:24 BST 2016, operations=1.0, operationsPerMinute=9.027986758952753
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 24 22:49:24 BST 2016, end=Fri Jun 24 22:49:26 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 24 22:49:26 BST 2016, end=Fri Jun 24 22:49:27 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 24 22:49:27 BST 2016, end=Fri Jun 24 22:49:28 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 24 22:49:28 BST 2016, end=Fri Jun 24 22:49:33 BST 2016, operations=1.0, operationsPerMinute=11.021307861866275
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 24 22:49:33 BST 2016, end=Fri Jun 24 22:49:35 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 24 22:49:35 BST 2016, end=Fri Jun 24 22:49:36 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Fri Jun 24 22:49:36 BST 2016, end=Fri Jun 24 22:49:38 BST 2016, operations=1.0, operationsPerMinute=28.91566265060241
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 24 22:49:38 BST 2016, end=Fri Jun 24 22:49:44 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 24 22:49:44 BST 2016, end=Fri Jun 24 22:50:04 BST 2016, operations=1.0, operationsPerMinute=2.9769288017861575
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 24 22:50:04 BST 2016, end=Fri Jun 24 22:50:05 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 24 22:50:15 BST 2016, end=Fri Jun 24 22:52:15 BST 2016, operations=491.15234275107383, operationsPerMinute=245.57617137553692, mode=normal, start=Fri Jun 24 22:52:17 BST 2016, end=Fri Jun 24 22:56:17 BST 2016, operations=1011.0029058536301, operationsPerMinute=252.75072646340752
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 24 22:56:21 BST 2016, end=Fri Jun 24 22:58:21 BST 2016, operations=201.99983460175625, operationsPerMinute=100.99991730087812, mode=normal, start=Fri Jun 24 22:58:23 BST 2016, end=Fri Jun 24 23:02:23 BST 2016, operations=385.80316046962525, operationsPerMinute=96.45079011740631
benchmark-name=compress, mod=warmup, start=Fri Jun 24 23:02:27 BST 2016, end=Fri Jun 24 23:04:27 BST 2016, operations=392.1191221352141, operationsPerMinute=196.05956106760706, mode=normal, start=Fri Jun 24 23:04:29 BST 2016, end=Fri Jun 24 23:08:29 BST 2016, operations=796.4959601176234, operationsPerMinute=199.12399002940586
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 24 23:08:30 BST 2016, end=Fri Jun 24 23:10:30 BST 2016, operations=139.22682328276173, operationsPerMinute=69.61341164138086, mode=normal, start=Fri Jun 24 23:10:35 BST 2016, end=Fri Jun 24 23:14:35 BST 2016, operations=293.6885576100308, operationsPerMinute=73.4221394025077
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 24 23:14:41 BST 2016, end=Fri Jun 24 23:16:41 BST 2016, operations=235.7502129021006, operationsPerMinute=117.8751064510503, mode=normal, start=Fri Jun 24 23:16:44 BST 2016, end=Fri Jun 24 23:20:44 BST 2016, operations=472.7725149022899, operationsPerMinute=118.19312872557248
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 24 23:20:48 BST 2016, end=Fri Jun 24 23:22:48 BST 2016, operations=406.8489456767703, operationsPerMinute=203.42447283838516, mode=normal, start=Fri Jun 24 23:22:50 BST 2016, end=Fri Jun 24 23:26:50 BST 2016, operations=815.0008547008547, operationsPerMinute=203.75021367521367
benchmark-name=derby, mod=warmup, start=Fri Jun 24 23:27:13 BST 2016, end=Fri Jun 24 23:29:13 BST 2016, operations=364.2580750762161, operationsPerMinute=182.12903753810804, mode=normal, start=Fri Jun 24 23:29:14 BST 2016, end=Fri Jun 24 23:33:14 BST 2016, operations=732.4639433014579, operationsPerMinute=183.11598582536448
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 24 23:33:17 BST 2016, end=Fri Jun 24 23:35:17 BST 2016, operations=207.3364275718829, operationsPerMinute=103.66821378594145, mode=normal, start=Fri Jun 24 23:35:21 BST 2016, end=Fri Jun 24 23:39:21 BST 2016, operations=415.91899633955586, operationsPerMinute=103.97974908488897
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 24 23:39:24 BST 2016, end=Fri Jun 24 23:41:24 BST 2016, operations=76.01026590660177, operationsPerMinute=38.00513295330089, mode=normal, start=Fri Jun 24 23:41:34 BST 2016, end=Fri Jun 24 23:45:34 BST 2016, operations=143.63441151712246, operationsPerMinute=35.908602879280615
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 24 23:45:43 BST 2016, end=Fri Jun 24 23:47:43 BST 2016, operations=14.03522680966578, operationsPerMinute=7.01761340483289, mode=normal, start=Fri Jun 24 23:48:26 BST 2016, end=Fri Jun 24 23:52:26 BST 2016, operations=28.02870106773249, operationsPerMinute=7.007175266933123
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 24 23:53:16 BST 2016, end=Fri Jun 24 23:55:16 BST 2016, operations=67.00941545141926, operationsPerMinute=33.50470772570963, mode=normal, start=Fri Jun 24 23:55:24 BST 2016, end=Fri Jun 24 23:59:24 BST 2016, operations=149.2517338279874, operationsPerMinute=37.31293345699685
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 24 23:59:32 BST 2016, end=Sat Jun 25 00:01:32 BST 2016, operations=42.81388772250425, operationsPerMinute=21.406943861252124, mode=normal, start=Sat Jun 25 00:01:44 BST 2016, end=Sat Jun 25 00:05:44 BST 2016, operations=85.46633570923785, operationsPerMinute=21.366583927309463
