spec.jvm2008.report.run.location=ROBLIB007
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:57 BST 2016, end=Thu May 26 14:21:57 BST 2016, operations=1.0, operationsPerMinute=545.4545454545455
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:57 BST 2016, end=Thu May 26 14:21:57 BST 2016, operations=1.0, operationsPerMinute=90.9090909090909
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:57 BST 2016, end=Thu May 26 14:22:19 BST 2016, operations=1.0, operationsPerMinute=2.802559671166332
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:22:19 BST 2016, end=Thu May 26 14:22:24 BST 2016, operations=1.0, operationsPerMinute=11.450381679389313
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:22:24 BST 2016, end=Thu May 26 14:22:26 BST 2016, operations=1.0, operationsPerMinute=41.37931034482759
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:22:26 BST 2016, end=Thu May 26 14:22:35 BST 2016, operations=1.0, operationsPerMinute=6.499837504062398
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:22:35 BST 2016, end=Thu May 26 14:22:43 BST 2016, operations=1.0, operationsPerMinute=7.6923076923076925
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:43 BST 2016, end=Thu May 26 14:22:49 BST 2016, operations=1.0, operationsPerMinute=9.090909090909092
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:49 BST 2016, end=Thu May 26 14:22:52 BST 2016, operations=1.0, operationsPerMinute=20.61855670103093
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:52 BST 2016, end=Thu May 26 14:22:53 BST 2016, operations=1.0, operationsPerMinute=63.829787234042556
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:53 BST 2016, end=Thu May 26 14:22:54 BST 2016, operations=1.0, operationsPerMinute=53.57142857142857
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:54 BST 2016, end=Thu May 26 14:23:01 BST 2016, operations=1.0, operationsPerMinute=9.49367088607595
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:23:01 BST 2016, end=Thu May 26 14:23:02 BST 2016, operations=1.0, operationsPerMinute=37.267080745341616
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:23:02 BST 2016, end=Thu May 26 14:23:03 BST 2016, operations=1.0, operationsPerMinute=50.847457627118644
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:23:03 BST 2016, end=Thu May 26 14:23:06 BST 2016, operations=1.0, operationsPerMinute=21.8978102189781
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:23:06 BST 2016, end=Thu May 26 14:23:13 BST 2016, operations=1.0, operationsPerMinute=8.620689655172415
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:23:13 BST 2016, end=Thu May 26 14:23:40 BST 2016, operations=1.0, operationsPerMinute=2.215739133645999
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:23:40 BST 2016, end=Thu May 26 14:23:41 BST 2016, operations=1.0, operationsPerMinute=45.11278195488722
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:54 BST 2016, end=Thu May 26 14:25:54 BST 2016, operations=378.0452544310708, operationsPerMinute=189.0226272155354, mode=normal, start=Thu May 26 14:25:56 BST 2016, end=Thu May 26 14:29:56 BST 2016, operations=809.832810161572, operationsPerMinute=202.458202540393
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:30:01 BST 2016, end=Thu May 26 14:32:01 BST 2016, operations=150.29655479409087, operationsPerMinute=75.14827739704543, mode=normal, start=Thu May 26 14:32:05 BST 2016, end=Thu May 26 14:36:05 BST 2016, operations=297.0521319572002, operationsPerMinute=74.26303298930004
benchmark-name=compress, mod=warmup, start=Thu May 26 14:36:10 BST 2016, end=Thu May 26 14:38:10 BST 2016, operations=330.1816455395005, operationsPerMinute=165.09082276975025, mode=normal, start=Thu May 26 14:38:13 BST 2016, end=Thu May 26 14:42:13 BST 2016, operations=659.085263843108, operationsPerMinute=164.771315960777
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:42:15 BST 2016, end=Thu May 26 14:44:15 BST 2016, operations=101.58771127779461, operationsPerMinute=50.793855638897305, mode=normal, start=Thu May 26 14:44:23 BST 2016, end=Thu May 26 14:48:23 BST 2016, operations=203.60428293514335, operationsPerMinute=50.901070733785836
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:31 BST 2016, end=Thu May 26 14:50:31 BST 2016, operations=174.26871702694322, operationsPerMinute=87.13435851347161, mode=normal, start=Thu May 26 14:50:36 BST 2016, end=Thu May 26 14:54:36 BST 2016, operations=217.61787347681877, operationsPerMinute=54.40446836920469
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:55:25 BST 2016, end=Thu May 26 14:57:25 BST 2016, operations=342.5598813105497, operationsPerMinute=171.27994065527486, mode=normal, start=Thu May 26 14:57:27 BST 2016, end=Thu May 26 15:01:27 BST 2016, operations=685.6894248171325, operationsPerMinute=171.42235620428312
benchmark-name=derby, mod=warmup, start=Thu May 26 15:02:32 BST 2016, end=Thu May 26 15:04:32 BST 2016, operations=252.4650757995953, operationsPerMinute=126.23253789979765, mode=normal, start=Thu May 26 15:04:35 BST 2016, end=Thu May 26 15:08:35 BST 2016, operations=496.66269844424613, operationsPerMinute=124.16567461106153
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:08:38 BST 2016, end=Thu May 26 15:10:38 BST 2016, operations=168.4081582122922, operationsPerMinute=84.2040791061461, mode=normal, start=Thu May 26 15:10:43 BST 2016, end=Thu May 26 15:14:43 BST 2016, operations=336.8148291338223, operationsPerMinute=84.20370728345557
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:14:49 BST 2016, end=Thu May 26 15:16:49 BST 2016, operations=113.97152484441884, operationsPerMinute=56.98576242220942, mode=normal, start=Thu May 26 15:16:56 BST 2016, end=Thu May 26 15:20:56 BST 2016, operations=228.96843492918666, operationsPerMinute=57.242108732296664
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:21:01 BST 2016, end=Thu May 26 15:23:01 BST 2016, operations=23.288948406279005, operationsPerMinute=11.644474203139502, mode=normal, start=Thu May 26 15:23:32 BST 2016, end=Thu May 26 15:27:32 BST 2016, operations=40.53353825466286, operationsPerMinute=10.133384563665714
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:29:10 BST 2016, end=Thu May 26 15:31:10 BST 2016, operations=63.3474969089145, operationsPerMinute=31.67374845445725, mode=normal, start=Thu May 26 15:31:21 BST 2016, end=Thu May 26 15:35:21 BST 2016, operations=134.2620560797844, operationsPerMinute=33.5655140199461
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:35:32 BST 2016, end=Thu May 26 15:37:32 BST 2016, operations=78.78863481286984, operationsPerMinute=39.39431740643492, mode=normal, start=Thu May 26 15:37:40 BST 2016, end=Thu May 26 15:41:40 BST 2016, operations=155.38483330578282, operationsPerMinute=38.846208326445705
