spec.jvm2008.report.run.location=LEAZESTCE010
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jun 27 05:00:10 BST 2016, end=Mon Jun 27 05:00:10 BST 2016, operations=1.0, operationsPerMinute=1304.3478260869565
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 05:00:10 BST 2016, end=Mon Jun 27 05:00:10 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 05:00:10 BST 2016, end=Mon Jun 27 05:00:23 BST 2016, operations=1.0, operationsPerMinute=4.617515776512237
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 05:00:23 BST 2016, end=Mon Jun 27 05:00:27 BST 2016, operations=1.0, operationsPerMinute=18.48998459167951
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 05:00:27 BST 2016, end=Mon Jun 27 05:00:28 BST 2016, operations=1.0, operationsPerMinute=48.701298701298704
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 05:00:28 BST 2016, end=Mon Jun 27 05:00:36 BST 2016, operations=1.0, operationsPerMinute=7.082989021367017
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 05:00:36 BST 2016, end=Mon Jun 27 05:00:44 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 05:00:44 BST 2016, end=Mon Jun 27 05:00:51 BST 2016, operations=1.0, operationsPerMinute=8.861320336730174
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 05:00:51 BST 2016, end=Mon Jun 27 05:00:53 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 05:00:53 BST 2016, end=Mon Jun 27 05:00:54 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 05:00:54 BST 2016, end=Mon Jun 27 05:00:54 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 05:00:54 BST 2016, end=Mon Jun 27 05:01:00 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 05:01:00 BST 2016, end=Mon Jun 27 05:01:01 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 05:01:01 BST 2016, end=Mon Jun 27 05:01:02 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 05:01:02 BST 2016, end=Mon Jun 27 05:01:05 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 05:01:05 BST 2016, end=Mon Jun 27 05:01:11 BST 2016, operations=1.0, operationsPerMinute=9.428032683846638
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 05:01:11 BST 2016, end=Mon Jun 27 05:01:31 BST 2016, operations=1.0, operationsPerMinute=3.009479861563926
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 05:01:31 BST 2016, end=Mon Jun 27 05:01:32 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 05:01:42 BST 2016, end=Mon Jun 27 05:03:42 BST 2016, operations=488.7418528282326, operationsPerMinute=244.3709264141163, mode=normal, start=Mon Jun 27 05:03:43 BST 2016, end=Mon Jun 27 05:07:43 BST 2016, operations=1017.9415280787864, operationsPerMinute=254.4853820196966
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 05:07:47 BST 2016, end=Mon Jun 27 05:09:47 BST 2016, operations=192.0726734938399, operationsPerMinute=96.03633674691994, mode=normal, start=Mon Jun 27 05:09:51 BST 2016, end=Mon Jun 27 05:13:51 BST 2016, operations=384.8430287311255, operationsPerMinute=96.21075718278138
benchmark-name=compress, mod=warmup, start=Mon Jun 27 05:13:54 BST 2016, end=Mon Jun 27 05:15:54 BST 2016, operations=400.5350786715197, operationsPerMinute=200.26753933575986, mode=normal, start=Mon Jun 27 05:15:56 BST 2016, end=Mon Jun 27 05:19:56 BST 2016, operations=800.7892074198988, operationsPerMinute=200.1973018549747
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 05:19:58 BST 2016, end=Mon Jun 27 05:21:58 BST 2016, operations=139.7648742611286, operationsPerMinute=69.8824371305643, mode=normal, start=Mon Jun 27 05:22:02 BST 2016, end=Mon Jun 27 05:26:02 BST 2016, operations=294.8978739354567, operationsPerMinute=73.72446848386417
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 05:26:07 BST 2016, end=Mon Jun 27 05:28:07 BST 2016, operations=232.20701786205268, operationsPerMinute=116.10350893102634, mode=normal, start=Mon Jun 27 05:28:11 BST 2016, end=Mon Jun 27 05:32:11 BST 2016, operations=464.78274261852266, operationsPerMinute=116.19568565463067
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 05:32:15 BST 2016, end=Mon Jun 27 05:34:15 BST 2016, operations=406.96469754392825, operationsPerMinute=203.48234877196413, mode=normal, start=Mon Jun 27 05:34:17 BST 2016, end=Mon Jun 27 05:38:17 BST 2016, operations=815.1701287460781, operationsPerMinute=203.79253218651954
benchmark-name=derby, mod=warmup, start=Mon Jun 27 05:38:39 BST 2016, end=Mon Jun 27 05:40:39 BST 2016, operations=364.5917550942778, operationsPerMinute=182.2958775471389, mode=normal, start=Mon Jun 27 05:40:41 BST 2016, end=Mon Jun 27 05:44:41 BST 2016, operations=732.574234299372, operationsPerMinute=183.143558574843
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 05:44:43 BST 2016, end=Mon Jun 27 05:46:43 BST 2016, operations=208.2015215118136, operationsPerMinute=104.1007607559068, mode=normal, start=Mon Jun 27 05:46:47 BST 2016, end=Mon Jun 27 05:50:47 BST 2016, operations=413.28989697273323, operationsPerMinute=103.32247424318331
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 05:50:50 BST 2016, end=Mon Jun 27 05:52:50 BST 2016, operations=77.83801685662596, operationsPerMinute=38.91900842831298, mode=normal, start=Mon Jun 27 05:52:59 BST 2016, end=Mon Jun 27 05:56:59 BST 2016, operations=152.612343122208, operationsPerMinute=38.153085780552
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 05:57:07 BST 2016, end=Mon Jun 27 05:59:07 BST 2016, operations=13.82076626638974, operationsPerMinute=6.91038313319487, mode=normal, start=Mon Jun 27 05:59:51 BST 2016, end=Mon Jun 27 06:03:51 BST 2016, operations=27.832194828557874, operationsPerMinute=6.9580487071394685
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 06:04:26 BST 2016, end=Mon Jun 27 06:06:26 BST 2016, operations=74.47383758270696, operationsPerMinute=37.23691879135348, mode=normal, start=Mon Jun 27 06:06:35 BST 2016, end=Mon Jun 27 06:10:35 BST 2016, operations=149.24380036051534, operationsPerMinute=37.310950090128834
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 06:10:44 BST 2016, end=Mon Jun 27 06:12:44 BST 2016, operations=43.241646153311436, operationsPerMinute=21.620823076655718, mode=normal, start=Mon Jun 27 06:12:55 BST 2016, end=Mon Jun 27 06:16:55 BST 2016, operations=85.31944241421648, operationsPerMinute=21.32986060355412
