spec.jvm2008.report.run.location=BEDSONTC056
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 04 08:26:19 BST 2016, end=Sat Jun 04 08:26:19 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 04 08:26:19 BST 2016, end=Sat Jun 04 08:26:19 BST 2016, operations=1.0, operationsPerMinute=428.57142857142856
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 04 08:26:19 BST 2016, end=Sat Jun 04 08:26:32 BST 2016, operations=1.0, operationsPerMinute=4.546143355053796
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 04 08:26:32 BST 2016, end=Sat Jun 04 08:26:35 BST 2016, operations=1.0, operationsPerMinute=18.231540565177756
benchmark-name=startup.compress, mode=normal, start=Sat Jun 04 08:26:35 BST 2016, end=Sat Jun 04 08:26:37 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 04 08:26:37 BST 2016, end=Sat Jun 04 08:26:45 BST 2016, operations=1.0, operationsPerMinute=7.1098471382865265
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 04 08:26:45 BST 2016, end=Sat Jun 04 08:26:53 BST 2016, operations=1.0, operationsPerMinute=7.897854416216927
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 04 08:26:53 BST 2016, end=Sat Jun 04 08:26:59 BST 2016, operations=1.0, operationsPerMinute=9.135200974421437
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 04 08:26:59 BST 2016, end=Sat Jun 04 08:27:02 BST 2016, operations=1.0, operationsPerMinute=26.166593981683384
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 04 08:27:02 BST 2016, end=Sat Jun 04 08:27:02 BST 2016, operations=1.0, operationsPerMinute=83.68200836820084
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 04 08:27:02 BST 2016, end=Sat Jun 04 08:27:03 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 04 08:27:03 BST 2016, end=Sat Jun 04 08:27:09 BST 2016, operations=1.0, operationsPerMinute=11.051759071652238
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 04 08:27:09 BST 2016, end=Sat Jun 04 08:27:10 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 04 08:27:10 BST 2016, end=Sat Jun 04 08:27:11 BST 2016, operations=1.0, operationsPerMinute=61.98347107438016
benchmark-name=startup.serial, mode=normal, start=Sat Jun 04 08:27:11 BST 2016, end=Sat Jun 04 08:27:13 BST 2016, operations=1.0, operationsPerMinute=28.708133971291865
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 04 08:27:13 BST 2016, end=Sat Jun 04 08:27:19 BST 2016, operations=1.0, operationsPerMinute=9.404388714733543
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 04 08:27:19 BST 2016, end=Sat Jun 04 08:27:40 BST 2016, operations=1.0, operationsPerMinute=2.9609159099881563
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 04 08:27:40 BST 2016, end=Sat Jun 04 08:27:41 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 04 08:27:51 BST 2016, end=Sat Jun 04 08:29:51 BST 2016, operations=506.5249346865196, operationsPerMinute=253.2624673432598, mode=normal, start=Sat Jun 04 08:29:52 BST 2016, end=Sat Jun 04 08:33:52 BST 2016, operations=1033.9018305627508, operationsPerMinute=258.4754576406877
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 04 08:33:56 BST 2016, end=Sat Jun 04 08:35:56 BST 2016, operations=201.42811222395622, operationsPerMinute=100.71405611197811, mode=normal, start=Sat Jun 04 08:35:59 BST 2016, end=Sat Jun 04 08:39:59 BST 2016, operations=384.83304928898565, operationsPerMinute=96.20826232224641
benchmark-name=compress, mod=warmup, start=Sat Jun 04 08:40:03 BST 2016, end=Sat Jun 04 08:42:03 BST 2016, operations=399.77515186110304, operationsPerMinute=199.88757593055152, mode=normal, start=Sat Jun 04 08:42:05 BST 2016, end=Sat Jun 04 08:46:05 BST 2016, operations=805.3765877656177, operationsPerMinute=201.34414694140443
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 04 08:46:07 BST 2016, end=Sat Jun 04 08:48:07 BST 2016, operations=139.83436446891386, operationsPerMinute=69.91718223445693, mode=normal, start=Sat Jun 04 08:48:12 BST 2016, end=Sat Jun 04 08:52:12 BST 2016, operations=294.40965121509294, operationsPerMinute=73.60241280377323
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 04 08:52:18 BST 2016, end=Sat Jun 04 08:54:18 BST 2016, operations=235.97029558350098, operationsPerMinute=117.98514779175049, mode=normal, start=Sat Jun 04 08:54:21 BST 2016, end=Sat Jun 04 08:58:21 BST 2016, operations=471.62169546192126, operationsPerMinute=117.90542386548032
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 04 08:58:25 BST 2016, end=Sat Jun 04 09:00:25 BST 2016, operations=409.94021834125823, operationsPerMinute=204.97010917062912, mode=normal, start=Sat Jun 04 09:00:27 BST 2016, end=Sat Jun 04 09:04:27 BST 2016, operations=818.2386318861188, operationsPerMinute=204.5596579715297
benchmark-name=derby, mod=warmup, start=Sat Jun 04 09:04:49 BST 2016, end=Sat Jun 04 09:06:49 BST 2016, operations=363.2249031972563, operationsPerMinute=181.61245159862816, mode=normal, start=Sat Jun 04 09:06:51 BST 2016, end=Sat Jun 04 09:10:51 BST 2016, operations=732.6471172698652, operationsPerMinute=183.1617793174663
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 04 09:10:53 BST 2016, end=Sat Jun 04 09:12:53 BST 2016, operations=209.07255005181315, operationsPerMinute=104.53627502590658, mode=normal, start=Sat Jun 04 09:12:57 BST 2016, end=Sat Jun 04 09:16:57 BST 2016, operations=419.1856497542894, operationsPerMinute=104.79641243857235
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 04 09:17:00 BST 2016, end=Sat Jun 04 09:19:00 BST 2016, operations=78.83637989630431, operationsPerMinute=39.418189948152154, mode=normal, start=Sat Jun 04 09:19:06 BST 2016, end=Sat Jun 04 09:23:06 BST 2016, operations=140.7882052150418, operationsPerMinute=35.19705130376045
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 04 09:23:15 BST 2016, end=Sat Jun 04 09:25:15 BST 2016, operations=13.976418552653183, operationsPerMinute=6.988209276326591, mode=normal, start=Sat Jun 04 09:25:58 BST 2016, end=Sat Jun 04 09:29:58 BST 2016, operations=27.950313970414026, operationsPerMinute=6.9875784926035065
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 04 09:30:32 BST 2016, end=Sat Jun 04 09:32:32 BST 2016, operations=74.95388175745508, operationsPerMinute=37.47694087872754, mode=normal, start=Sat Jun 04 09:32:40 BST 2016, end=Sat Jun 04 09:36:40 BST 2016, operations=150.32358795790452, operationsPerMinute=37.58089698947613
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 04 09:36:49 BST 2016, end=Sat Jun 04 09:38:49 BST 2016, operations=42.83868412758113, operationsPerMinute=21.419342063790566, mode=normal, start=Sat Jun 04 09:39:01 BST 2016, end=Sat Jun 04 09:43:01 BST 2016, operations=85.8282719931273, operationsPerMinute=21.457067998281826
