spec.jvm2008.report.run.location=LEAZESTCE004
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 11:50:47 BST 2016, end=Sun Jun 26 11:50:47 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 11:50:47 BST 2016, end=Sun Jun 26 11:50:48 BST 2016, operations=1.0, operationsPerMinute=348.83720930232556
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 11:50:48 BST 2016, end=Sun Jun 26 11:51:01 BST 2016, operations=1.0, operationsPerMinute=4.606172270842929
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 11:51:01 BST 2016, end=Sun Jun 26 11:51:04 BST 2016, operations=1.0, operationsPerMinute=17.24633515377982
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 11:51:04 BST 2016, end=Sun Jun 26 11:51:05 BST 2016, operations=1.0, operationsPerMinute=46.33204633204633
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 11:51:05 BST 2016, end=Sun Jun 26 11:51:14 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 11:51:14 BST 2016, end=Sun Jun 26 11:51:21 BST 2016, operations=1.0, operationsPerMinute=8.046131151937777
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 11:51:21 BST 2016, end=Sun Jun 26 11:51:28 BST 2016, operations=1.0, operationsPerMinute=9.20104278484895
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 11:51:28 BST 2016, end=Sun Jun 26 11:51:30 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 11:51:30 BST 2016, end=Sun Jun 26 11:51:31 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 11:51:31 BST 2016, end=Sun Jun 26 11:51:32 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 11:51:32 BST 2016, end=Sun Jun 26 11:51:37 BST 2016, operations=1.0, operationsPerMinute=10.95690284879474
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 11:51:37 BST 2016, end=Sun Jun 26 11:51:39 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 11:51:39 BST 2016, end=Sun Jun 26 11:51:40 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 11:51:40 BST 2016, end=Sun Jun 26 11:51:42 BST 2016, operations=1.0, operationsPerMinute=28.076743097800655
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 11:51:42 BST 2016, end=Sun Jun 26 11:51:48 BST 2016, operations=1.0, operationsPerMinute=9.357454772301933
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 11:51:48 BST 2016, end=Sun Jun 26 11:52:08 BST 2016, operations=1.0, operationsPerMinute=2.9815146094215863
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 11:52:08 BST 2016, end=Sun Jun 26 11:52:09 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 11:52:19 BST 2016, end=Sun Jun 26 11:54:19 BST 2016, operations=486.2702756480439, operationsPerMinute=243.13513782402194, mode=normal, start=Sun Jun 26 11:54:21 BST 2016, end=Sun Jun 26 11:58:21 BST 2016, operations=999.2498413996966, operationsPerMinute=249.81246034992415
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 11:58:25 BST 2016, end=Sun Jun 26 12:00:25 BST 2016, operations=198.4968417653199, operationsPerMinute=99.24842088265996, mode=normal, start=Sun Jun 26 12:00:28 BST 2016, end=Sun Jun 26 12:04:28 BST 2016, operations=393.19519443729797, operationsPerMinute=98.29879860932449
benchmark-name=compress, mod=warmup, start=Sun Jun 26 12:04:31 BST 2016, end=Sun Jun 26 12:06:31 BST 2016, operations=398.4490338901032, operationsPerMinute=199.2245169450516, mode=normal, start=Sun Jun 26 12:06:33 BST 2016, end=Sun Jun 26 12:10:33 BST 2016, operations=798.6046682536172, operationsPerMinute=199.6511670634043
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 12:10:35 BST 2016, end=Sun Jun 26 12:12:35 BST 2016, operations=139.66998114333128, operationsPerMinute=69.83499057166564, mode=normal, start=Sun Jun 26 12:12:41 BST 2016, end=Sun Jun 26 12:16:41 BST 2016, operations=294.3329152258148, operationsPerMinute=73.5832288064537
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 12:16:45 BST 2016, end=Sun Jun 26 12:18:45 BST 2016, operations=235.50119779429352, operationsPerMinute=117.75059889714676, mode=normal, start=Sun Jun 26 12:18:48 BST 2016, end=Sun Jun 26 12:22:48 BST 2016, operations=470.644055663989, operationsPerMinute=117.66101391599724
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 12:22:50 BST 2016, end=Sun Jun 26 12:24:50 BST 2016, operations=408.3881242262412, operationsPerMinute=204.1940621131206, mode=normal, start=Sun Jun 26 12:24:53 BST 2016, end=Sun Jun 26 12:28:53 BST 2016, operations=816.0881164330171, operationsPerMinute=204.0220291082543
benchmark-name=derby, mod=warmup, start=Sun Jun 26 12:29:16 BST 2016, end=Sun Jun 26 12:31:16 BST 2016, operations=363.23498354118243, operationsPerMinute=181.61749177059122, mode=normal, start=Sun Jun 26 12:31:17 BST 2016, end=Sun Jun 26 12:35:17 BST 2016, operations=726.4022042889897, operationsPerMinute=181.6005510722474
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 12:35:19 BST 2016, end=Sun Jun 26 12:37:19 BST 2016, operations=207.12406870541201, operationsPerMinute=103.56203435270601, mode=normal, start=Sun Jun 26 12:37:23 BST 2016, end=Sun Jun 26 12:41:23 BST 2016, operations=407.6592391435182, operationsPerMinute=101.91480978587956
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 12:41:28 BST 2016, end=Sun Jun 26 12:43:28 BST 2016, operations=60.021338337993505, operationsPerMinute=30.010669168996753, mode=normal, start=Sun Jun 26 12:44:35 BST 2016, end=Sun Jun 26 12:48:35 BST 2016, operations=133.70098060101157, operationsPerMinute=33.42524515025289
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 12:48:44 BST 2016, end=Sun Jun 26 12:50:44 BST 2016, operations=12.57648673740054, operationsPerMinute=6.28824336870027, mode=normal, start=Sun Jun 26 12:51:37 BST 2016, end=Sun Jun 26 12:55:37 BST 2016, operations=25.31866570251273, operationsPerMinute=6.329666425628183
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 12:56:30 BST 2016, end=Sun Jun 26 12:58:30 BST 2016, operations=68.70945909128861, operationsPerMinute=34.354729545644304, mode=normal, start=Sun Jun 26 12:58:41 BST 2016, end=Sun Jun 26 13:02:41 BST 2016, operations=133.60486824479491, operationsPerMinute=33.40121706119873
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 13:02:54 BST 2016, end=Sun Jun 26 13:04:54 BST 2016, operations=39.04090820616554, operationsPerMinute=19.52045410308277, mode=normal, start=Sun Jun 26 13:05:09 BST 2016, end=Sun Jun 26 13:09:09 BST 2016, operations=78.47777166205705, operationsPerMinute=19.619442915514263
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 26 13:09:22 BST 2016, end=Sun Jun 26 13:11:22 BST 2016, operations=675.4515197694666, operationsPerMinute=337.7257598847333, mode=normal, start=Sun Jun 26 13:11:23 BST 2016, end=Sun Jun 26 13:15:23 BST 2016, operations=1314.8265658054713, operationsPerMinute=328.70664145136783
benchmark-name=scimark.lu.small, mod=warmup, start=Sun Jun 26 13:15:24 BST 2016, end=Sun Jun 26 13:17:24 BST 2016, operations=574.2527708807579, operationsPerMinute=287.12638544037895, mode=normal, start=Sun Jun 26 13:17:26 BST 2016, end=Sun Jun 26 13:21:26 BST 2016, operations=1150.415961305925, operationsPerMinute=287.60399032648127
benchmark-name=scimark.sor.small, mod=warmup, start=Sun Jun 26 13:21:27 BST 2016, end=Sun Jun 26 13:23:27 BST 2016, operations=330.7471444803256, operationsPerMinute=165.3735722401628, mode=normal, start=Sun Jun 26 13:23:29 BST 2016, end=Sun Jun 26 13:27:29 BST 2016, operations=656.0430643101954, operationsPerMinute=164.01076607754885
benchmark-name=scimark.sparse.small, mod=warmup, start=Sun Jun 26 13:27:32 BST 2016, end=Sun Jun 26 13:29:32 BST 2016, operations=512.8889260497956, operationsPerMinute=256.4444630248978, mode=normal, start=Sun Jun 26 13:29:33 BST 2016, end=Sun Jun 26 13:33:33 BST 2016, operations=1025.0633357628565, operationsPerMinute=256.2658339407141
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sun Jun 26 13:33:35 BST 2016, end=Sun Jun 26 13:35:35 BST 2016, operations=119.19408333031336, operationsPerMinute=59.59704166515668, mode=normal, start=Sun Jun 26 13:35:43 BST 2016, end=Sun Jun 26 13:39:43 BST 2016, operations=239.55615186206933, operationsPerMinute=59.88903796551733
benchmark-name=serial, mod=warmup, start=Sun Jun 26 13:39:50 BST 2016, end=Sun Jun 26 13:41:50 BST 2016, operations=231.64997093096312, operationsPerMinute=115.82498546548156, mode=normal, start=Sun Jun 26 13:41:54 BST 2016, end=Sun Jun 26 13:45:54 BST 2016, operations=458.4608186774822, operationsPerMinute=114.61520466937056
