spec.jvm2008.report.run.location=GREY-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Tue Jul 05 19:17:55 BST 2016, end=Tue Jul 05 19:17:55 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Tue Jul 05 19:17:55 BST 2016, end=Tue Jul 05 19:17:55 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Tue Jul 05 19:17:55 BST 2016, end=Tue Jul 05 19:18:09 BST 2016, operations=1.0, operationsPerMinute=4.441154700222058
benchmark-name=startup.compiler.sunflow, mode=normal, start=Tue Jul 05 19:18:09 BST 2016, end=Tue Jul 05 19:18:12 BST 2016, operations=1.0, operationsPerMinute=17.725258493353028
benchmark-name=startup.compress, mode=normal, start=Tue Jul 05 19:18:12 BST 2016, end=Tue Jul 05 19:18:13 BST 2016, operations=1.0, operationsPerMinute=45.76659038901602
benchmark-name=startup.crypto.aes, mode=normal, start=Tue Jul 05 19:18:13 BST 2016, end=Tue Jul 05 19:18:22 BST 2016, operations=1.0, operationsPerMinute=6.980802792321117
benchmark-name=startup.crypto.rsa, mode=normal, start=Tue Jul 05 19:18:22 BST 2016, end=Tue Jul 05 19:18:30 BST 2016, operations=1.0, operationsPerMinute=7.6765609007164795
benchmark-name=startup.crypto.signverify, mode=normal, start=Tue Jul 05 19:18:30 BST 2016, end=Tue Jul 05 19:18:36 BST 2016, operations=1.0, operationsPerMinute=8.965929468021518
benchmark-name=startup.mpegaudio, mode=normal, start=Tue Jul 05 19:18:36 BST 2016, end=Tue Jul 05 19:18:39 BST 2016, operations=1.0, operationsPerMinute=25.806451612903224
benchmark-name=startup.scimark.fft, mode=normal, start=Tue Jul 05 19:18:39 BST 2016, end=Tue Jul 05 19:18:39 BST 2016, operations=1.0, operationsPerMinute=80.21390374331551
benchmark-name=startup.scimark.lu, mode=normal, start=Tue Jul 05 19:18:39 BST 2016, end=Tue Jul 05 19:18:40 BST 2016, operations=1.0, operationsPerMinute=63.02521008403362
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Tue Jul 05 19:18:40 BST 2016, end=Tue Jul 05 19:18:46 BST 2016, operations=1.0, operationsPerMinute=10.423905489923557
benchmark-name=startup.scimark.sor, mode=normal, start=Tue Jul 05 19:18:46 BST 2016, end=Tue Jul 05 19:18:48 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Tue Jul 05 19:18:48 BST 2016, end=Tue Jul 05 19:18:49 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Tue Jul 05 19:18:49 BST 2016, end=Tue Jul 05 19:18:51 BST 2016, operations=1.0, operationsPerMinute=27.675276752767527
benchmark-name=startup.sunflow, mode=normal, start=Tue Jul 05 19:18:51 BST 2016, end=Tue Jul 05 19:18:57 BST 2016, operations=1.0, operationsPerMinute=8.964589870013446
benchmark-name=startup.xml.transform, mode=normal, start=Tue Jul 05 19:18:57 BST 2016, end=Tue Jul 05 19:19:18 BST 2016, operations=1.0, operationsPerMinute=2.8595939376608523
benchmark-name=startup.xml.validation, mode=normal, start=Tue Jul 05 19:19:18 BST 2016, end=Tue Jul 05 19:19:19 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Tue Jul 05 19:19:30 BST 2016, end=Tue Jul 05 19:21:30 BST 2016, operations=435.3449519013926, operationsPerMinute=217.6724759506963, mode=normal, start=Tue Jul 05 19:21:32 BST 2016, end=Tue Jul 05 19:25:32 BST 2016, operations=891.089506469905, operationsPerMinute=222.77237661747625
benchmark-name=compiler.sunflow, mod=warmup, start=Tue Jul 05 19:25:36 BST 2016, end=Tue Jul 05 19:27:36 BST 2016, operations=175.93172251124003, operationsPerMinute=87.96586125562001, mode=normal, start=Tue Jul 05 19:27:40 BST 2016, end=Tue Jul 05 19:31:40 BST 2016, operations=352.0932316575837, operationsPerMinute=88.02330791439593
benchmark-name=compress, mod=warmup, start=Tue Jul 05 19:31:44 BST 2016, end=Tue Jul 05 19:33:44 BST 2016, operations=297.39199400984705, operationsPerMinute=148.69599700492353, mode=normal, start=Tue Jul 05 19:33:47 BST 2016, end=Tue Jul 05 19:37:47 BST 2016, operations=602.771566729755, operationsPerMinute=150.69289168243876
benchmark-name=crypto.aes, mod=warmup, start=Tue Jul 05 19:37:50 BST 2016, end=Tue Jul 05 19:39:50 BST 2016, operations=100.64395219465284, operationsPerMinute=50.32197609732642, mode=normal, start=Tue Jul 05 19:39:57 BST 2016, end=Tue Jul 05 19:43:57 BST 2016, operations=217.02201470525466, operationsPerMinute=54.255503676313666
benchmark-name=crypto.rsa, mod=warmup, start=Tue Jul 05 19:44:04 BST 2016, end=Tue Jul 05 19:46:04 BST 2016, operations=173.73040170460874, operationsPerMinute=86.86520085230437, mode=normal, start=Tue Jul 05 19:46:10 BST 2016, end=Tue Jul 05 19:50:10 BST 2016, operations=208.8392430878039, operationsPerMinute=52.20981077195098
benchmark-name=crypto.signverify, mod=warmup, start=Tue Jul 05 19:50:51 BST 2016, end=Tue Jul 05 19:52:51 BST 2016, operations=303.56858891960945, operationsPerMinute=151.78429445980473, mode=normal, start=Tue Jul 05 19:52:53 BST 2016, end=Tue Jul 05 19:56:53 BST 2016, operations=612.1037922673542, operationsPerMinute=153.02594806683854
benchmark-name=derby, mod=warmup, start=Tue Jul 05 19:57:16 BST 2016, end=Tue Jul 05 19:59:16 BST 2016, operations=276.7297268501984, operationsPerMinute=138.3648634250992, mode=normal, start=Tue Jul 05 19:59:18 BST 2016, end=Tue Jul 05 20:03:18 BST 2016, operations=554.5256281453994, operationsPerMinute=138.63140703634986
benchmark-name=mpegaudio, mod=warmup, start=Tue Jul 05 20:03:22 BST 2016, end=Tue Jul 05 20:05:22 BST 2016, operations=155.93257172387786, operationsPerMinute=77.96628586193893, mode=normal, start=Tue Jul 05 20:05:27 BST 2016, end=Tue Jul 05 20:09:27 BST 2016, operations=215.8709129397892, operationsPerMinute=53.9677282349473
benchmark-name=scimark.fft.large, mod=warmup, start=Tue Jul 05 20:10:17 BST 2016, end=Tue Jul 05 20:12:17 BST 2016, operations=74.84914695385497, operationsPerMinute=37.424573476927485, mode=normal, start=Tue Jul 05 20:12:41 BST 2016, end=Tue Jul 05 20:16:41 BST 2016, operations=137.41213880143857, operationsPerMinute=34.35303470035964
benchmark-name=scimark.lu.large, mod=warmup, start=Tue Jul 05 20:16:55 BST 2016, end=Tue Jul 05 20:18:55 BST 2016, operations=14.027284654106905, operationsPerMinute=7.013642327053453, mode=normal, start=Tue Jul 05 20:20:37 BST 2016, end=Tue Jul 05 20:24:37 BST 2016, operations=28.241641342224412, operationsPerMinute=7.060410335556103
benchmark-name=scimark.sor.large, mod=warmup, start=Tue Jul 05 20:25:18 BST 2016, end=Tue Jul 05 20:27:18 BST 2016, operations=57.04647576910421, operationsPerMinute=28.523237884552106, mode=normal, start=Tue Jul 05 20:27:30 BST 2016, end=Tue Jul 05 20:31:30 BST 2016, operations=114.36872460703577, operationsPerMinute=28.592181151758943
benchmark-name=scimark.sparse.large, mod=warmup, start=Tue Jul 05 20:31:48 BST 2016, end=Tue Jul 05 20:33:48 BST 2016, operations=6.8474923675093695, operationsPerMinute=3.4237461837546848, mode=normal, start=Tue Jul 05 20:34:02 BST 2016, end=Tue Jul 05 20:38:02 BST 2016, operations=86.51470794873075, operationsPerMinute=21.628676987182686
