spec.jvm2008.report.run.location=LAW013
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Mon Jun 27 04:25:15 BST 2016, end=Mon Jun 27 04:25:15 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jun 27 04:25:15 BST 2016, end=Mon Jun 27 04:25:15 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jun 27 04:25:15 BST 2016, end=Mon Jun 27 04:25:33 BST 2016, operations=1.0, operationsPerMinute=3.4005894355021535
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jun 27 04:25:33 BST 2016, end=Mon Jun 27 04:25:37 BST 2016, operations=1.0, operationsPerMinute=14.299332697807436
benchmark-name=startup.compress, mode=normal, start=Mon Jun 27 04:25:37 BST 2016, end=Mon Jun 27 04:25:38 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jun 27 04:25:38 BST 2016, end=Mon Jun 27 04:25:48 BST 2016, operations=1.0, operationsPerMinute=6.597031335898846
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jun 27 04:25:48 BST 2016, end=Mon Jun 27 04:25:55 BST 2016, operations=1.0, operationsPerMinute=7.6765609007164795
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jun 27 04:25:55 BST 2016, end=Mon Jun 27 04:26:02 BST 2016, operations=1.0, operationsPerMinute=8.720930232558139
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jun 27 04:26:02 BST 2016, end=Mon Jun 27 04:26:05 BST 2016, operations=1.0, operationsPerMinute=21.978021978021978
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jun 27 04:26:05 BST 2016, end=Mon Jun 27 04:26:06 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jun 27 04:26:06 BST 2016, end=Mon Jun 27 04:26:07 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jun 27 04:26:07 BST 2016, end=Mon Jun 27 04:26:13 BST 2016, operations=1.0, operationsPerMinute=9.760858955588091
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jun 27 04:26:13 BST 2016, end=Mon Jun 27 04:26:15 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jun 27 04:26:15 BST 2016, end=Mon Jun 27 04:26:16 BST 2016, operations=1.0, operationsPerMinute=51.99306759098787
benchmark-name=startup.serial, mode=normal, start=Mon Jun 27 04:26:16 BST 2016, end=Mon Jun 27 04:26:18 BST 2016, operations=1.0, operationsPerMinute=22.488755622188904
benchmark-name=startup.sunflow, mode=normal, start=Mon Jun 27 04:26:18 BST 2016, end=Mon Jun 27 04:26:25 BST 2016, operations=1.0, operationsPerMinute=8.841732979664014
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jun 27 04:26:25 BST 2016, end=Mon Jun 27 04:26:51 BST 2016, operations=1.0, operationsPerMinute=2.3538642604943116
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jun 27 04:26:51 BST 2016, end=Mon Jun 27 04:26:52 BST 2016, operations=1.0, operationsPerMinute=53.380782918149464
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jun 27 04:27:05 BST 2016, end=Mon Jun 27 04:29:05 BST 2016, operations=398.54058264453636, operationsPerMinute=199.27029132226818, mode=normal, start=Mon Jun 27 04:29:06 BST 2016, end=Mon Jun 27 04:33:06 BST 2016, operations=821.4309899319305, operationsPerMinute=205.35774748298263
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jun 27 04:33:12 BST 2016, end=Mon Jun 27 04:35:12 BST 2016, operations=154.51539961463908, operationsPerMinute=77.25769980731954, mode=normal, start=Mon Jun 27 04:35:16 BST 2016, end=Mon Jun 27 04:39:16 BST 2016, operations=277.772144420297, operationsPerMinute=69.44303610507426
benchmark-name=compress, mod=warmup, start=Mon Jun 27 04:39:21 BST 2016, end=Mon Jun 27 04:41:21 BST 2016, operations=248.63688700786363, operationsPerMinute=124.31844350393182, mode=normal, start=Mon Jun 27 04:41:26 BST 2016, end=Mon Jun 27 04:45:26 BST 2016, operations=597.805425461853, operationsPerMinute=149.45135636546325
benchmark-name=crypto.aes, mod=warmup, start=Mon Jun 27 04:45:29 BST 2016, end=Mon Jun 27 04:47:29 BST 2016, operations=108.26432238001682, operationsPerMinute=54.13216119000841, mode=normal, start=Mon Jun 27 04:47:33 BST 2016, end=Mon Jun 27 04:51:33 BST 2016, operations=228.85633531093586, operationsPerMinute=57.214083827733965
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jun 27 04:51:40 BST 2016, end=Mon Jun 27 04:53:40 BST 2016, operations=189.7465244661191, operationsPerMinute=94.87326223305955, mode=normal, start=Mon Jun 27 04:53:46 BST 2016, end=Mon Jun 27 04:57:46 BST 2016, operations=377.89514990956394, operationsPerMinute=94.47378747739099
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jun 27 04:57:50 BST 2016, end=Mon Jun 27 04:59:50 BST 2016, operations=326.4239963837756, operationsPerMinute=163.2119981918878, mode=normal, start=Mon Jun 27 04:59:52 BST 2016, end=Mon Jun 27 05:03:52 BST 2016, operations=653.562327965511, operationsPerMinute=163.39058199137776
benchmark-name=derby, mod=warmup, start=Mon Jun 27 05:04:51 BST 2016, end=Mon Jun 27 05:06:51 BST 2016, operations=242.16757321341524, operationsPerMinute=121.08378660670762, mode=normal, start=Mon Jun 27 05:06:54 BST 2016, end=Mon Jun 27 05:10:54 BST 2016, operations=481.4385187942374, operationsPerMinute=120.35962969855935
benchmark-name=mpegaudio, mod=warmup, start=Mon Jun 27 05:10:57 BST 2016, end=Mon Jun 27 05:12:57 BST 2016, operations=159.84783582997315, operationsPerMinute=79.92391791498657, mode=normal, start=Mon Jun 27 05:13:02 BST 2016, end=Mon Jun 27 05:17:02 BST 2016, operations=321.01759157057063, operationsPerMinute=80.25439789264266
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jun 27 05:17:06 BST 2016, end=Mon Jun 27 05:19:06 BST 2016, operations=98.49980788862108, operationsPerMinute=49.24990394431054, mode=normal, start=Mon Jun 27 05:19:14 BST 2016, end=Mon Jun 27 05:23:14 BST 2016, operations=198.9800314677124, operationsPerMinute=49.7450078669281
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jun 27 05:23:19 BST 2016, end=Mon Jun 27 05:25:19 BST 2016, operations=22.22223206775705, operationsPerMinute=11.111116033878526, mode=normal, start=Mon Jun 27 05:25:47 BST 2016, end=Mon Jun 27 05:29:47 BST 2016, operations=44.57302876762309, operationsPerMinute=11.143257191905773
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jun 27 05:30:15 BST 2016, end=Mon Jun 27 05:32:15 BST 2016, operations=64.62788679998417, operationsPerMinute=32.313943399992084, mode=normal, start=Mon Jun 27 05:32:26 BST 2016, end=Mon Jun 27 05:36:26 BST 2016, operations=127.15138377163173, operationsPerMinute=31.787845942907932
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jun 27 05:36:42 BST 2016, end=Mon Jun 27 05:38:42 BST 2016, operations=73.82148511589423, operationsPerMinute=36.91074255794712, mode=normal, start=Mon Jun 27 05:38:49 BST 2016, end=Mon Jun 27 05:42:49 BST 2016, operations=147.49011352436077, operationsPerMinute=36.87252838109019
benchmark-name=scimark.fft.small, mod=warmup, start=Mon Jun 27 05:42:57 BST 2016, end=Mon Jun 27 05:44:57 BST 2016, operations=574.5671457425047, operationsPerMinute=287.2835728712524, mode=normal, start=Mon Jun 27 05:44:58 BST 2016, end=Mon Jun 27 05:48:58 BST 2016, operations=1132.8757697799583, operationsPerMinute=283.2189424449896
