spec.jvm2008.report.run.location=SUNSPACE06
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Wed Jun 29 17:01:47 BST 2016, end=Wed Jun 29 17:01:47 BST 2016, operations=1.0, operationsPerMinute=967.741935483871
benchmark-name=startup.helloworld, mode=normal, start=Wed Jun 29 17:01:47 BST 2016, end=Wed Jun 29 17:01:47 BST 2016, operations=1.0, operationsPerMinute=384.61538461538464
benchmark-name=startup.compiler.compiler, mode=normal, start=Wed Jun 29 17:01:47 BST 2016, end=Wed Jun 29 17:02:13 BST 2016, operations=1.0, operationsPerMinute=2.2650911699195895
benchmark-name=startup.compiler.sunflow, mode=normal, start=Wed Jun 29 17:02:13 BST 2016, end=Wed Jun 29 17:02:18 BST 2016, operations=1.0, operationsPerMinute=13.03780964797914
benchmark-name=startup.compress, mode=normal, start=Wed Jun 29 17:02:18 BST 2016, end=Wed Jun 29 17:02:20 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=startup.crypto.aes, mode=normal, start=Wed Jun 29 17:02:20 BST 2016, end=Wed Jun 29 17:02:30 BST 2016, operations=1.0, operationsPerMinute=6.047777441790142
benchmark-name=startup.crypto.rsa, mode=normal, start=Wed Jun 29 17:02:30 BST 2016, end=Wed Jun 29 17:02:38 BST 2016, operations=1.0, operationsPerMinute=7.14881448826403
benchmark-name=startup.crypto.signverify, mode=normal, start=Wed Jun 29 17:02:38 BST 2016, end=Wed Jun 29 17:02:45 BST 2016, operations=1.0, operationsPerMinute=8.253094910591471
benchmark-name=startup.mpegaudio, mode=normal, start=Wed Jun 29 17:02:45 BST 2016, end=Wed Jun 29 17:02:48 BST 2016, operations=1.0, operationsPerMinute=19.627085377821395
benchmark-name=startup.scimark.fft, mode=normal, start=Wed Jun 29 17:02:48 BST 2016, end=Wed Jun 29 17:02:49 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Wed Jun 29 17:02:49 BST 2016, end=Wed Jun 29 17:02:50 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Wed Jun 29 17:02:50 BST 2016, end=Wed Jun 29 17:02:57 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.scimark.sor, mode=normal, start=Wed Jun 29 17:02:57 BST 2016, end=Wed Jun 29 17:02:59 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Wed Jun 29 17:02:59 BST 2016, end=Wed Jun 29 17:03:00 BST 2016, operations=1.0, operationsPerMinute=39.24133420536298
benchmark-name=startup.serial, mode=normal, start=Wed Jun 29 17:03:00 BST 2016, end=Wed Jun 29 17:03:03 BST 2016, operations=1.0, operationsPerMinute=19.42376173518938
benchmark-name=startup.sunflow, mode=normal, start=Wed Jun 29 17:03:03 BST 2016, end=Wed Jun 29 17:03:10 BST 2016, operations=1.0, operationsPerMinute=8.528784648187633
benchmark-name=startup.xml.transform, mode=normal, start=Wed Jun 29 17:03:10 BST 2016, end=Wed Jun 29 17:03:38 BST 2016, operations=1.0, operationsPerMinute=2.197802197802198
benchmark-name=startup.xml.validation, mode=normal, start=Wed Jun 29 17:03:38 BST 2016, end=Wed Jun 29 17:03:39 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=compiler.compiler, mod=warmup, start=Wed Jun 29 17:03:57 BST 2016, end=Wed Jun 29 17:05:57 BST 2016, operations=356.1267252368367, operationsPerMinute=178.06336261841835, mode=normal, start=Wed Jun 29 17:05:59 BST 2016, end=Wed Jun 29 17:09:59 BST 2016, operations=722.6415816630264, operationsPerMinute=180.6603954157566
benchmark-name=compiler.sunflow, mod=warmup, start=Wed Jun 29 17:10:06 BST 2016, end=Wed Jun 29 17:12:06 BST 2016, operations=140.63895333167585, operationsPerMinute=70.31947666583793, mode=normal, start=Wed Jun 29 17:12:11 BST 2016, end=Wed Jun 29 17:16:11 BST 2016, operations=281.0288343821204, operationsPerMinute=70.2572085955301
benchmark-name=compress, mod=warmup, start=Wed Jun 29 17:16:17 BST 2016, end=Wed Jun 29 17:18:17 BST 2016, operations=273.20158208428234, operationsPerMinute=136.60079104214117, mode=normal, start=Wed Jun 29 17:18:20 BST 2016, end=Wed Jun 29 17:22:20 BST 2016, operations=546.6317987551283, operationsPerMinute=136.65794968878208
benchmark-name=crypto.aes, mod=warmup, start=Wed Jun 29 17:22:22 BST 2016, end=Wed Jun 29 17:24:22 BST 2016, operations=86.01441467029423, operationsPerMinute=43.007207335147115, mode=normal, start=Wed Jun 29 17:24:30 BST 2016, end=Wed Jun 29 17:28:30 BST 2016, operations=180.44452104946404, operationsPerMinute=45.11113026236601
benchmark-name=crypto.rsa, mod=warmup, start=Wed Jun 29 17:28:40 BST 2016, end=Wed Jun 29 17:30:40 BST 2016, operations=145.3771514838299, operationsPerMinute=72.68857574191495, mode=normal, start=Wed Jun 29 17:30:44 BST 2016, end=Wed Jun 29 17:34:44 BST 2016, operations=285.96793540715294, operationsPerMinute=71.49198385178823
benchmark-name=crypto.signverify, mod=warmup, start=Wed Jun 29 17:34:49 BST 2016, end=Wed Jun 29 17:36:49 BST 2016, operations=243.86821362606992, operationsPerMinute=121.93410681303496, mode=normal, start=Wed Jun 29 17:36:51 BST 2016, end=Wed Jun 29 17:40:51 BST 2016, operations=477.41633739208794, operationsPerMinute=119.35408434802198
benchmark-name=derby, mod=warmup, start=Wed Jun 29 17:42:32 BST 2016, end=Wed Jun 29 17:44:32 BST 2016, operations=198.34772879058892, operationsPerMinute=99.17386439529446, mode=normal, start=Wed Jun 29 17:44:35 BST 2016, end=Wed Jun 29 17:48:35 BST 2016, operations=379.1159097946901, operationsPerMinute=94.77897744867252
benchmark-name=mpegaudio, mod=warmup, start=Wed Jun 29 17:48:40 BST 2016, end=Wed Jun 29 17:50:40 BST 2016, operations=131.89506898661097, operationsPerMinute=65.94753449330548, mode=normal, start=Wed Jun 29 17:50:46 BST 2016, end=Wed Jun 29 17:54:46 BST 2016, operations=269.531053628861, operationsPerMinute=67.38276340721525
benchmark-name=scimark.fft.large, mod=warmup, start=Wed Jun 29 17:54:53 BST 2016, end=Wed Jun 29 17:56:53 BST 2016, operations=61.88348784593658, operationsPerMinute=30.94174392296829, mode=normal, start=Wed Jun 29 17:57:03 BST 2016, end=Wed Jun 29 18:01:03 BST 2016, operations=114.96291808664535, operationsPerMinute=28.740729521661336
benchmark-name=scimark.lu.large, mod=warmup, start=Wed Jun 29 18:01:17 BST 2016, end=Wed Jun 29 18:03:17 BST 2016, operations=11.513137586579083, operationsPerMinute=5.756568793289541, mode=normal, start=Wed Jun 29 18:04:14 BST 2016, end=Wed Jun 29 18:08:14 BST 2016, operations=23.147459203049703, operationsPerMinute=5.786864800762426
benchmark-name=scimark.sor.large, mod=warmup, start=Wed Jun 29 18:08:54 BST 2016, end=Wed Jun 29 18:10:54 BST 2016, operations=55.354536984686426, operationsPerMinute=27.677268492343213, mode=normal, start=Wed Jun 29 18:11:06 BST 2016, end=Wed Jun 29 18:15:06 BST 2016, operations=111.0893452494588, operationsPerMinute=27.7723363123647
benchmark-name=scimark.sparse.large, mod=warmup, start=Wed Jun 29 18:15:19 BST 2016, end=Wed Jun 29 18:17:19 BST 2016, operations=37.43428807641641, operationsPerMinute=18.717144038208204, mode=normal, start=Wed Jun 29 18:17:36 BST 2016, end=Wed Jun 29 18:21:36 BST 2016, operations=75.08420450720756, operationsPerMinute=18.77105112680189
benchmark-name=scimark.fft.small, mod=warmup, start=Wed Jun 29 18:21:49 BST 2016, end=Wed Jun 29 18:23:49 BST 2016, operations=523.1692200034106, operationsPerMinute=261.5846100017053, mode=normal, start=Wed Jun 29 18:23:50 BST 2016, end=Wed Jun 29 18:27:50 BST 2016, operations=1027.4178625395475, operationsPerMinute=256.8544656348869
